visible_insert	visible_position	base_edge_atom	null_support	competing_support	conditional_total	context_null_log_odds	context_dominant_null
dch	LEFT	Y	0	2	2	-1.609437912	NO
dee	LEFT	Y	0	1	1	-1.098612289	NO
dk	LEFT	AIN	0	1	1	-1.098612289	NO
dk	LEFT	SH	0	1	1	-1.098612289	NO
dk	LEFT	Y	0	1	1	-1.098612289	NO
dlo	LEFT	O	0	1	1	-1.098612289	NO
dlo	LEFT	S	0	1	1	-1.098612289	NO
do	LEFT	AIIN	0	1	1	-1.098612289	NO
do	LEFT	D_ADDR	0	2	2	-1.609437912	NO
do	LEFT	IIN	0	1	1	-1.098612289	NO
do	LEFT	S	0	1	1	-1.098612289	NO
do	LEFT	Y	0	1	1	-1.098612289	NO
dol	LEFT	AIIN	0	1	1	-1.098612289	NO
dol	LEFT	CH	0	1	1	-1.098612289	NO
dol	LEFT	K	0	2	2	-1.609437912	NO
dor	LEFT	Y	0	1	1	-1.098612289	NO
dos	LEFT	AR	0	1	1	-1.098612289	NO
dp	LEFT	Y	0	1	1	-1.098612289	NO
dsh	LEFT	E	0	2	2	-1.609437912	NO
dsh	LEFT	O	0	1	1	-1.098612289	NO
dsh	LEFT	OR	0	1	1	-1.098612289	NO
dy	LEFT	CH	0	1	1	-1.098612289	NO
dy	LEFT	K	0	1	1	-1.098612289	NO
dyk	LEFT	AIN	0	1	1	-1.098612289	NO
dyl	LEFT	CH	0	1	1	-1.098612289	NO
dyp	LEFT	Y	0	1	1	-1.098612289	NO
e	LEFT	K	0	1	1	-1.098612289	NO
e	LEFT	O	0	1	1	-1.098612289	NO
e	LEFT	OL	0	1	1	-1.098612289	NO
e	LEFT	S	0	1	1	-1.098612289	NO
e	LEFT	T	0	1	1	-1.098612289	NO
e	LEFT	Y	0	2	2	-1.609437912	NO
ed	LEFT	Y	0	1	1	-1.098612289	NO
ek	LEFT	Y	0	1	1	-1.098612289	NO
es	LEFT	E	0	3	3	-1.945910149	NO
ese	LEFT	S	0	1	1	-1.098612289	NO
et	LEFT	Y	0	1	1	-1.098612289	NO
f	LEFT	AR	0	1	1	-1.098612289	NO
f	LEFT	CH	0	1	1	-1.098612289	NO
f	LEFT	SH	0	1	1	-1.098612289	NO
fch	LEFT	O	0	1	1	-1.098612289	NO
fo	LEFT	AR	0	1	1	-1.098612289	NO
fsh	LEFT	O	0	1	1	-1.098612289	NO
g	LEFT	IIN	0	1	1	-1.098612289	NO
k	LEFT	AIIN	0	1	1	-1.098612289	NO
k	LEFT	AIN	0	1	1	-1.098612289	NO
k	LEFT	AIR	0	1	1	-1.098612289	NO
k	LEFT	AL	0	2	2	-1.609437912	NO
k	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
k	LEFT	AR	0	1	1	-1.098612289	NO
k	LEFT	CH	0	4	4	-2.197224577	NO
k	LEFT	CHD	0	1	1	-1.098612289	NO
k	LEFT	D_ADDR	0	1	1	-1.098612289	NO
k	LEFT	E	0	2	2	-1.609437912	NO
k	LEFT	EE	0	1	1	-1.098612289	NO
k	LEFT	O	0	1	1	-1.098612289	NO
k	LEFT	OK	0	1	1	-1.098612289	NO
k	LEFT	OL	0	4	4	-2.197224577	NO
k	LEFT	OR	0	2	2	-1.609437912	NO
k	LEFT	SH	0	6	6	-2.564949357	NO
k	LEFT	Y	0	4	4	-2.197224577	NO
kai	LEFT	IIN	0	1	1	-1.098612289	NO
kal	LEFT	OL	0	1	1	-1.098612289	NO
kch	LEFT	AIIN	0	1	1	-1.098612289	NO
kch	LEFT	AL	0	1	1	-1.098612289	NO
kch	LEFT	E	0	1	1	-1.098612289	NO
kch	LEFT	OL	0	1	1	-1.098612289	NO
kch	LEFT	OR	0	1	1	-1.098612289	NO
kch	LEFT	Y	0	2	2	-1.609437912	NO
kd	LEFT	Y	0	1	1	-1.098612289	NO
ke	LEFT	O	1	0	1	1.098612289	YES
ke	LEFT	OL	0	1	1	-1.098612289	NO
ke	LEFT	OR	0	1	1	-1.098612289	NO
ke	LEFT	Y	0	1	1	-1.098612289	NO
kee	LEFT	O	0	2	2	-1.609437912	NO
kee	LEFT	Y	0	1	1	-1.098612289	NO
kei	LEFT	Y	0	1	1	-1.098612289	NO
keo	LEFT	AL	0	1	1	-1.098612289	NO
keo	LEFT	D_ADDR	0	1	1	-1.098612289	NO
kes	LEFT	D_ADDR	0	1	1	-1.098612289	NO
ko	LEFT	AIIN	0	1	1	-1.098612289	NO
ko	LEFT	A_ADDR	0	1	1	-1.098612289	NO
ko	LEFT	CH	0	1	1	-1.098612289	NO
ko	LEFT	D_ADDR	0	2	2	-1.609437912	NO
ko	LEFT	E	0	1	1	-1.098612289	NO
ko	LEFT	K	0	1	1	-1.098612289	NO
ko	LEFT	S	0	1	1	-1.098612289	NO
ko	LEFT	SH	0	1	1	-1.098612289	NO
koa	LEFT	Y	0	1	1	-1.098612289	NO
kod	LEFT	AIIN	0	1	1	-1.098612289	NO
kod	LEFT	SH	0	1	1	-1.098612289	NO
koe	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
koe	LEFT	Y	0	1	1	-1.098612289	NO
kok	LEFT	AIIN	0	1	1	-1.098612289	NO
kol	LEFT	CHD	0	1	1	-1.098612289	NO
kol	LEFT	Y	0	1	1	-1.098612289	NO
kor	LEFT	AIN	0	1	1	-1.098612289	NO
kor	LEFT	Y	0	1	1	-1.098612289	NO
ksh	LEFT	E	0	2	2	-1.609437912	NO
ksh	LEFT	O	0	1	1	-1.098612289	NO
ksh	LEFT	Y	0	1	1	-1.098612289	NO
l	LEFT	AIIN	0	2	2	-1.609437912	NO
l	LEFT	AIN	0	1	1	-1.098612289	NO
l	LEFT	AL	0	1	1	-1.098612289	NO
l	LEFT	AR	0	2	2	-1.609437912	NO
l	LEFT	CH	0	7	7	-2.708050201	NO
l	LEFT	CHD	0	4	4	-2.197224577	NO
l	LEFT	K	0	7	7	-2.708050201	NO
l	LEFT	O	0	2	2	-1.609437912	NO
l	LEFT	OL	0	4	4	-2.197224577	NO
l	LEFT	OR	0	2	2	-1.609437912	NO
l	LEFT	R	0	1	1	-1.098612289	NO
l	LEFT	SH	0	6	6	-2.564949357	NO
l	LEFT	T	0	3	3	-1.945910149	NO
l	LEFT	Y	0	3	3	-1.945910149	NO
la	LEFT	L	0	1	1	-1.098612289	NO
lch	LEFT	AR	0	1	1	-1.098612289	NO
lch	LEFT	CH	0	1	1	-1.098612289	NO
lch	LEFT	L	0	2	2	-1.609437912	NO
lch	LEFT	O	0	1	1	-1.098612289	NO
lch	LEFT	P	0	1	1	-1.098612289	NO
lch	LEFT	S	0	1	1	-1.098612289	NO
lch	LEFT	Y	0	2	2	-1.609437912	NO
ld	LEFT	AIIN	0	1	1	-1.098612289	NO
ld	LEFT	AIN	0	1	1	-1.098612289	NO
ld	LEFT	AL	0	1	1	-1.098612289	NO
lda	LEFT	L	0	1	1	-1.098612289	NO
lda	LEFT	R	0	1	1	-1.098612289	NO
lk	LEFT	AIIN	0	1	1	-1.098612289	NO
lk	LEFT	AIN	0	1	1	-1.098612289	NO
lk	LEFT	AR	0	1	1	-1.098612289	NO
lk	LEFT	CHD	0	1	1	-1.098612289	NO
lk	LEFT	E	0	2	2	-1.609437912	NO
lk	LEFT	L	1	0	1	1.098612289	YES
lk	LEFT	Y	0	1	1	-1.098612289	NO
lke	LEFT	O	0	2	2	-1.609437912	NO
lke	LEFT	Y	0	1	1	-1.098612289	NO
lkl	LEFT	Y	0	1	1	-1.098612289	NO
lo	LEFT	D_ADDR	0	1	1	-1.098612289	NO
lo	LEFT	L	0	5	5	-2.397895273	NO
loi	LEFT	IIN	0	1	1	-1.098612289	NO
lol	LEFT	OL	0	1	1	-1.098612289	NO
lol	LEFT	Y	0	1	1	-1.098612289	NO
lp	LEFT	CHD	0	1	1	-1.098612289	NO
lsh	LEFT	CH	0	1	1	-1.098612289	NO
lsh	LEFT	E	0	2	2	-1.609437912	NO
lsh	LEFT	L	0	2	2	-1.609437912	NO
lsh	LEFT	O	0	1	1	-1.098612289	NO
lt	LEFT	AIIN	0	1	1	-1.098612289	NO
lt	LEFT	AIN	0	1	1	-1.098612289	NO
m	LEFT	OL	0	1	1	-1.098612289	NO
o	LEFT	AIIN	0	2	2	-1.609437912	NO
o	LEFT	AIN	0	2	2	-1.609437912	NO
o	LEFT	CH	0	5	5	-2.397895273	NO
o	LEFT	CHD	0	3	3	-1.945910149	NO
o	LEFT	DA	0	1	1	-1.098612289	NO
o	LEFT	D_ADDR	0	2	2	-1.609437912	NO
o	LEFT	E	0	1	1	-1.098612289	NO
o	LEFT	EEE	0	1	1	-1.098612289	NO
o	LEFT	IIN	0	1	1	-1.098612289	NO
o	LEFT	L	0	1	1	-1.098612289	NO
o	LEFT	LOCAL_CHAR_F	0	1	1	-1.098612289	NO
o	LEFT	OK	0	1	1	-1.098612289	NO
o	LEFT	OL	0	2	2	-1.609437912	NO
o	LEFT	OT	0	1	1	-1.098612289	NO
o	LEFT	P	0	6	6	-2.564949357	NO
o	LEFT	S	0	1	1	-1.098612289	NO
o	LEFT	SH	0	3	3	-1.945910149	NO
o	LEFT	Y	0	3	3	-1.945910149	NO
och	LEFT	E	0	1	1	-1.098612289	NO
och	LEFT	OL	0	1	1	-1.098612289	NO
och	LEFT	Y	0	1	1	-1.098612289	NO
od	LEFT	AIIN	0	1	1	-1.098612289	NO
od	LEFT	AIN	0	1	1	-1.098612289	NO
od	LEFT	AR	0	1	1	-1.098612289	NO
od	LEFT	L	0	1	1	-1.098612289	NO
od	LEFT	OR	0	1	1	-1.098612289	NO
od	LEFT	S	0	1	1	-1.098612289	NO
oda	LEFT	L	0	1	1	-1.098612289	NO
oda	LEFT	S	0	1	1	-1.098612289	NO
oe	LEFT	AIN	0	1	1	-1.098612289	NO
oe	LEFT	AR	0	1	1	-1.098612289	NO
oe	LEFT	CH	0	1	1	-1.098612289	NO
oe	LEFT	K	0	2	2	-1.609437912	NO
oe	LEFT	OR	0	1	1	-1.098612289	NO
oed	LEFT	AIN	0	1	1	-1.098612289	NO
oee	LEFT	OR	0	1	1	-1.098612289	NO
oek	LEFT	AIN	0	1	1	-1.098612289	NO
oep	LEFT	AIIN	0	1	1	-1.098612289	NO
of	LEFT	AL	0	1	1	-1.098612289	NO
of	LEFT	AR	0	1	1	-1.098612289	NO
of	LEFT	CHD	0	1	1	-1.098612289	NO
of	LEFT	SH	0	1	1	-1.098612289	NO
of	LEFT	Y	0	1	1	-1.098612289	NO
oi	LEFT	IIN	0	1	1	-1.098612289	NO
oii	LEFT	IIN	0	1	1	-1.098612289	NO
ok	LEFT	AIIN	0	1	1	-1.098612289	NO
ok	LEFT	AIN	0	1	1	-1.098612289	NO
ok	LEFT	AIR	0	1	1	-1.098612289	NO
ok	LEFT	AL	0	2	2	-1.609437912	NO
ok	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
ok	LEFT	AR	0	1	1	-1.098612289	NO
ok	LEFT	CH	0	2	2	-1.609437912	NO
ok	LEFT	E	0	3	3	-1.945910149	NO
ok	LEFT	EE	0	1	1	-1.098612289	NO
ok	LEFT	O	0	3	3	-1.945910149	NO
ok	LEFT	OL	0	3	3	-1.945910149	NO
ok	LEFT	OR	0	1	1	-1.098612289	NO
ok	LEFT	SH	0	4	4	-2.197224577	NO
ok	LEFT	Y	0	4	4	-2.197224577	NO
oka	LEFT	L	0	1	1	-1.098612289	NO
oka	LEFT	Y	0	1	1	-1.098612289	NO
oke	LEFT	AL	0	1	1	-1.098612289	NO
oke	LEFT	D_ADDR	0	1	1	-1.098612289	NO
oke	LEFT	O	0	2	2	-1.609437912	NO
oke	LEFT	OL	0	2	2	-1.609437912	NO
oke	LEFT	OR	0	1	1	-1.098612289	NO
oke	LEFT	Y	0	1	1	-1.098612289	NO
oko	LEFT	AIIN	0	1	1	-1.098612289	NO
oko	LEFT	E	0	1	1	-1.098612289	NO
oko	LEFT	IIN	0	1	1	-1.098612289	NO
oko	LEFT	Y	0	1	1	-1.098612289	NO
ol	LEFT	AIIN	0	3	3	-1.945910149	NO
ol	LEFT	AIN	0	2	2	-1.609437912	NO
ol	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
ol	LEFT	AR	0	1	1	-1.098612289	NO
ol	LEFT	D_ADDR	0	1	1	-1.098612289	NO
ol	LEFT	K	0	11	11	-3.135494216	NO
ol	LEFT	L	0	1	1	-1.098612289	NO
ol	LEFT	O	0	3	3	-1.945910149	NO
ol	LEFT	OK	0	1	1	-1.098612289	NO
ol	LEFT	OL	0	2	2	-1.609437912	NO
ol	LEFT	OR	0	1	1	-1.098612289	NO
ol	LEFT	P	0	1	1	-1.098612289	NO
ol	LEFT	S	0	2	2	-1.609437912	NO
ol	LEFT	SH	0	5	5	-2.397895273	NO
ol	LEFT	T	0	2	2	-1.609437912	NO
ol	LEFT	Y	0	3	3	-1.945910149	NO
old	LEFT	AIIN	0	1	1	-1.098612289	NO
old	LEFT	AIN	0	1	1	-1.098612289	NO
old	LEFT	AIR	0	1	1	-1.098612289	NO
old	LEFT	CH	0	1	1	-1.098612289	NO
olk	LEFT	AIIN	0	1	1	-1.098612289	NO
olk	LEFT	AIN	0	1	1	-1.098612289	NO
olk	LEFT	AL	0	1	1	-1.098612289	NO
olk	LEFT	AR	0	1	1	-1.098612289	NO
olk	LEFT	CHD	0	1	1	-1.098612289	NO
olk	LEFT	E	0	2	2	-1.609437912	NO
olk	LEFT	EE	0	1	1	-1.098612289	NO
olk	LEFT	SH	0	1	1	-1.098612289	NO
olk	LEFT	Y	0	1	1	-1.098612289	NO
oll	LEFT	Y	0	1	1	-1.098612289	NO
olq	LEFT	O	0	1	1	-1.098612289	NO
ols	LEFT	AIN	0	1	1	-1.098612289	NO
ols	LEFT	AL	0	1	1	-1.098612289	NO
olt	LEFT	EE	0	1	1	-1.098612289	NO
olt	LEFT	Y	0	1	1	-1.098612289	NO
op	LEFT	AR	0	1	1	-1.098612289	NO
op	LEFT	CH	0	1	1	-1.098612289	NO
op	LEFT	CHD	0	1	1	-1.098612289	NO
op	LEFT	O	0	2	2	-1.609437912	NO
op	LEFT	OL	0	1	1	-1.098612289	NO
op	LEFT	SH	0	3	3	-1.945910149	NO
op	LEFT	Y	0	3	3	-1.945910149	NO
opo	LEFT	D_ADDR	0	1	1	-1.098612289	NO
opy	LEFT	K	0	1	1	-1.098612289	NO
oq	LEFT	OK	0	1	1	-1.098612289	NO
oq	LEFT	OT	0	1	1	-1.098612289	NO
or	LEFT	AIIN	0	1	1	-1.098612289	NO
or	LEFT	AIN	0	1	1	-1.098612289	NO
or	LEFT	AL	0	2	2	-1.609437912	NO
or	LEFT	CH	0	1	1	-1.098612289	NO
or	LEFT	O	0	1	1	-1.098612289	NO
or	LEFT	OR	0	2	2	-1.609437912	NO
or	LEFT	Y	0	2	2	-1.609437912	NO
os	LEFT	AIN	0	1	1	-1.098612289	NO
osh	LEFT	E	0	2	2	-1.609437912	NO
osh	LEFT	EE	0	1	1	-1.098612289	NO
osh	LEFT	OR	0	1	1	-1.098612289	NO
ot	LEFT	AIIN	0	1	1	-1.098612289	NO
ot	LEFT	AIN	0	1	1	-1.098612289	NO
ot	LEFT	AL	0	2	2	-1.609437912	NO
ot	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
ot	LEFT	AR	0	1	1	-1.098612289	NO
ot	LEFT	CH	0	4	4	-2.197224577	NO
ot	LEFT	E	0	3	3	-1.945910149	NO
ot	LEFT	EE	0	1	1	-1.098612289	NO
ot	LEFT	O	0	2	2	-1.609437912	NO
ot	LEFT	OL	0	3	3	-1.945910149	NO
ot	LEFT	OR	0	1	1	-1.098612289	NO
ot	LEFT	SH	0	2	2	-1.609437912	NO
ot	LEFT	Y	0	3	3	-1.945910149	NO
ota	LEFT	K	0	1	1	-1.098612289	NO
ote	LEFT	AR	0	1	1	-1.098612289	NO
ote	LEFT	D_ADDR	0	1	1	-1.098612289	NO
ote	LEFT	O	0	2	2	-1.609437912	NO
ote	LEFT	OL	0	1	1	-1.098612289	NO
ote	LEFT	OR	0	1	1	-1.098612289	NO
ote	LEFT	Y	0	1	1	-1.098612289	NO
oto	LEFT	AR	0	1	1	-1.098612289	NO
oto	LEFT	S	0	1	1	-1.098612289	NO
oy	LEFT	D_ADDR	0	1	1	-1.098612289	NO
oy	LEFT	K	0	1	1	-1.098612289	NO
oyd	LEFT	AR	0	1	1	-1.098612289	NO
oyk	LEFT	CH	0	1	1	-1.098612289	NO
p	LEFT	AR	0	1	1	-1.098612289	NO
p	LEFT	CH	0	3	3	-1.945910149	NO
p	LEFT	CHD	0	3	3	-1.945910149	NO
p	LEFT	O	0	1	1	-1.098612289	NO
p	LEFT	OL	0	2	2	-1.609437912	NO
p	LEFT	SH	0	4	4	-2.197224577	NO
p	LEFT	Y	0	1	1	-1.098612289	NO
par	LEFT	AR	0	1	1	-1.098612289	NO
pch	LEFT	AL	0	1	1	-1.098612289	NO
pch	LEFT	OR	0	1	1	-1.098612289	NO
pch	LEFT	Y	0	1	1	-1.098612289	NO
po	LEFT	D_ADDR	0	1	1	-1.098612289	NO
pod	LEFT	AR	0	1	1	-1.098612289	NO
pol	LEFT	AL	0	1	1	-1.098612289	NO
pol	LEFT	CHD	0	1	1	-1.098612289	NO
pol	LEFT	Y	0	2	2	-1.609437912	NO
pot	LEFT	OK	0	1	1	-1.098612289	NO
psh	LEFT	AR	0	1	1	-1.098612289	NO
psh	LEFT	OL	0	1	1	-1.098612289	NO
py	LEFT	D_ADDR	0	1	1	-1.098612289	NO
q	LEFT	CH	1	0	1	1.098612289	YES
q	LEFT	E	1	0	1	1.098612289	YES
q	LEFT	K	1	0	1	1.098612289	YES
q	LEFT	O	4	7	11	-0.510825624	NO
q	LEFT	OK	33	1	34	3.106080331	YES
q	LEFT	OL	11	0	11	3.135494216	YES
q	LEFT	OR	2	0	2	1.609437912	YES
q	LEFT	OT	21	1	22	2.662587827	YES
q	LEFT	Y	1	0	1	1.098612289	YES
qe	LEFT	AIIN	0	1	1	-1.098612289	NO
qe	LEFT	K	0	3	3	-1.945910149	NO
qe	LEFT	T	0	1	1	-1.098612289	NO
qe	LEFT	Y	0	2	2	-1.609437912	NO
qee	LEFT	Y	0	1	1	-1.098612289	NO
qek	LEFT	AIIN	0	1	1	-1.098612289	NO
qek	LEFT	E	0	2	2	-1.609437912	NO
qep	LEFT	CHD	0	1	1	-1.098612289	NO
qet	LEFT	AL	0	1	1	-1.098612289	NO
qey	LEFT	K	0	1	1	-1.098612289	NO
qk	LEFT	OR	0	1	1	-1.098612289	NO
qko	LEFT	Y	0	1	1	-1.098612289	NO
qo	LEFT	AIIN	0	2	2	-1.609437912	NO
qo	LEFT	AIN	0	1	1	-1.098612289	NO
qo	LEFT	AR	0	1	1	-1.098612289	NO
