record	at	word	reading
F83_P1	f83r.7:5	o	⟦o⟧
F83_P1	f83r.7:6	qol	⟦qol⟧
F83_P1	f83r.7:7	rsheedy	⟦rsheedy⟧
F83_P1	f83r.7:8	qokedy	[Relation? qokedy]
F83_P1	f83r.7:9	qoteedy	⟦qoteedy⟧
F83_P1	f83r.7:10	qoteedy	⟦qoteedy⟧
F83_P1	f83r.8:1	pchedal	⟦pchedal⟧
F83_P1	f83r.8:2	otedy	⟦otedy⟧
F83_P1	f83r.8:3	shecthedchy	⟦shecthedchy⟧
F83_P1	f83r.8:4	qoky	⟦qoky⟧
F83_P1	f83r.8:5	chedy	⟦chedy⟧
F83_P1	f83r.8:6	chary	⟦chary⟧
F83_P2	f83r.9:1	pchor	⟦pchor⟧
F83_P2	f83r.9:2	checphedy	⟦checphedy⟧
F83_P2	f83r.9:3	qokedy	[Relation? qokedy]
F83_P2	f83r.9:4	lsheedy	⟦lsheedy⟧
F83_P2	f83r.9:5	qokchdy	⟦qokchdy⟧
F83_P2	f83r.9:6	r	⟦r⟧
F83_P2	f83r.9:7	shedkedy	⟦shedkedy⟧
F83_P2	f83r.9:8	qopshdy	⟦qopshdy⟧
F83_P2	f83r.9:9	qopy	⟦qopy⟧
F83_P2	f83r.10:1	olkeey	⟦olkeey⟧
F83_P2	f83r.10:2	rchs	⟦rchs⟧
F83_P2	f83r.10:3	cheeb	⟦cheeb⟧
F83_P2	f83r.10:4	ols	⟦ols⟧
F83_P2	f83r.10:5	aiin	⟦aiin⟧
F83_P2	f83r.10:6	skal	⟦skal⟧
F83_P2	f83r.10:7	dain	⟦dain⟧
F83_P2	f83r.10:8	cthal	⟦cthal⟧
F83_P2	f83r.10:9	s	⟦s⟧
F83_P2	f83r.10:10	aiin	⟦aiin⟧
F83_P2	f83r.10:11	chky	⟦chky⟧
F83_P2	f83r.10:12	lal	⟦lal⟧
F83_P2	f83r.10:13	sam	⟦sam⟧
F83_P2	f83r.11:1	sor	⟦sor⟧
F83_P2	f83r.11:2	shedy	B [Personenhypothese]
F83_P2	f83r.11:3	qokaiin	A [Personenhypothese]
F83_P2	f83r.11:4	chkain	⟦chkain⟧
F83_P2	f83r.11:5	shcthey	⟦shcthey⟧
F83_P2	f83r.11:6	qokedy	[Relation? qokedy]
F83_P2	f83r.11:7	okair	⟦okair⟧
F83_P2	f83r.11:8	sheedy	⟦sheedy⟧
F83_P2	f83r.11:9	lchedy	C [Personenhypothese]
F83_P2	f83r.11:10	lo	⟦lo⟧
F83_P2	f83r.12:1	qockhol	⟦qockhol⟧
F83_P2	f83r.12:2	sheckhy	⟦sheckhy⟧
F83_P2	f83r.12:3	otal	⟦otal⟧
F83_P2	f83r.12:4	qokeal	⟦qokeal⟧
F83_P2	f83r.12:5	sheckhdy	⟦sheckhdy⟧
F83_P2	f83r.12:6	al	⟦al⟧
F83_P2	f83r.12:7	okedy	⟦okedy⟧
F83_P2	f83r.12:8	qokedy	[Relation? qokedy]
F83_P2	f83r.12:9	qokal	⟦qokal⟧
F83_P2	f83r.13:1	salcheol	⟦salcheol⟧
F83_P2	f83r.13:2	tar	⟦tar⟧
F83_P2	f83r.13:3	shedy	B [Personenhypothese]
F83_P2	f83r.13:4	s	⟦s⟧
F83_P2	f83r.13:5	altedy	⟦altedy⟧
F83_P2	f83r.13:6	sair	⟦sair⟧
F83_P2	f83r.13:7	qokedy	[Relation? qokedy]
F83_P2	f83r.13:8	qedy	⟦qedy⟧
F83_P2	f83r.13:9	lchcphedy	⟦lchcphedy⟧
F83_P2	f83r.13:10	ldar	⟦ldar⟧
F83_P2	f83r.14:1	qokchedy	⟦qokchedy⟧
F83_P2	f83r.14:2	qokeedy	[Relation? qokeedy]
F83_P2	f83r.14:3	shedy	B [Personenhypothese]
F83_P2	f83r.14:4	qokshedy	⟦qokshedy⟧
F83_P2	f83r.14:5	dal	⟦dal⟧
F83_P2	f83r.14:6	lchedy	C [Personenhypothese]
F83_P2	f83r.14:7	qokaiin	A [Personenhypothese]
F83_P2	f83r.14:8	shcthy	⟦shcthy⟧
F83_P2	f83r.14:9	dal	⟦dal⟧
F83_P2	f83r.14:10	sy	⟦sy⟧
F83_P2	f83r.15:1	saiin	⟦saiin⟧
F83_P2	f83r.15:2	shedal	⟦shedal⟧
F83_P2	f83r.15:3	shecthy	⟦shecthy⟧
F83_P2	f83r.15:4	chey	⟦chey⟧
F83_P2	f83r.15:5	tal	⟦tal⟧
F83_P2	f83r.15:6	shcthy	⟦shcthy⟧
F83_P2	f83r.15:7	dalchdy	⟦dalchdy⟧
F83_P2	f83r.15:8	qotchedy	⟦qotchedy⟧
F83_P2	f83r.15:9	lchedy	C [Personenhypothese]
F83_P2	f83r.16:1	tchedy	⟦tchedy⟧
F83_P2	f83r.16:2	qokchdy	⟦qokchdy⟧
F83_P2	f83r.16:3	cheedar	⟦cheedar⟧
F83_P2	f83r.16:4	chldaiin	⟦chldaiin⟧
F83_P2	f83r.16:5	chedy	⟦chedy⟧
F83_P2	f83r.16:6	qokain	⟦qokain⟧
F83_P2	f83r.16:7	checthy	⟦checthy⟧
F83_P2	f83r.16:8	chealror	⟦chealror⟧
F83_P2	f83r.17:1	dcheokedy	⟦dcheokedy⟧
F83_P2	f83r.17:2	lkeed	⟦lkeed⟧
F83_P2	f83r.17:3	shckhey	⟦shckhey⟧
F83_P2	f83r.17:4	ytaiin	⟦ytaiin⟧
F83_P2	f83r.17:5	shechy	⟦shechy⟧
F83_P2	f83r.17:6	schety	⟦schety⟧
F83_P3	f83r.18:1	pdalshdy	⟦pdalshdy⟧
F83_P3	f83r.18:2	shocphedy	⟦shocphedy⟧
F83_P3	f83r.18:3	otor	⟦otor⟧
F83_P3	f83r.18:4	shedy	B [Personenhypothese]
F83_P3	f83r.18:5	opshedy	⟦opshedy⟧
F83_P3	f83r.18:6	otshdy	⟦otshdy⟧
F83_P3	f83r.18:7	qokedol	⟦qokedol⟧
F83_P3	f83r.18:8	shdy	⟦shdy⟧
F83_P3	f83r.18:9	soldy	⟦soldy⟧
F83_P3	f83r.19:1	sar	⟦sar⟧
F83_P3	f83r.19:2	shedaiin	⟦shedaiin⟧
F83_P3	f83r.19:3	ockhey	⟦ockhey⟧
F83_P3	f83r.19:4	sain	⟦sain⟧
F83_P3	f83r.19:5	ched	⟦ched⟧
F83_P3	f83r.19:6	shedy	B [Personenhypothese]
F83_P3	f83r.19:7	qetal	⟦qetal⟧
F83_P3	f83r.19:8	dal	⟦dal⟧
F83_P3	f83r.19:9	shedy	B [Personenhypothese]
F83_P3	f83r.19:10	shey	⟦shey⟧
F83_P3	f83r.19:11	lchedy	C [Personenhypothese]
F83_P3	f83r.20:1	solkeedy	⟦solkeedy⟧
F83_P3	f83r.20:2	qoteedy	⟦qoteedy⟧
F83_P3	f83r.20:3	qokeey	⟦qokeey⟧
F83_P3	f83r.20:4	qokedy	[Relation? qokedy]
F83_P3	f83r.20:5	sol	⟦sol⟧
F83_P3	f83r.20:6	cheeety	⟦cheeety⟧
F83_P3	f83r.20:7	qokedy	[Relation? qokedy]
F83_P3	f83r.20:8	qoky	⟦qoky⟧
F83_P3	f83r.20:9	saiin	⟦saiin⟧
F83_P3	f83r.21:1	solkeedy	⟦solkeedy⟧
F83_P3	f83r.21:2	qokedy	[Relation? qokedy]
F83_P3	f83r.21:3	otedy	⟦otedy⟧
F83_P3	f83r.21:4	sol	⟦sol⟧
F83_P3	f83r.21:5	chedy	⟦chedy⟧
F83_P3	f83r.21:6	lkedy	⟦lkedy⟧
F83_P3	f83r.21:7	qokchedy	⟦qokchedy⟧
F83_P3	f83r.21:8	qokedy	[Relation? qokedy]
F83_P3	f83r.21:9	chckhdy	⟦chckhdy⟧
F83_P3	f83r.21:10	sar	⟦sar⟧
F83_P3	f83r.22:1	schedair	⟦schedair⟧
F83_P3	f83r.22:2	otchedy	⟦otchedy⟧
F83_P3	f83r.22:3	qokeedy	[Relation? qokeedy]
F83_P3	f83r.22:4	chedain	⟦chedain⟧
F83_P3	f83r.22:5	chedy	⟦chedy⟧
F83_P3	f83r.22:6	qotedaiin	⟦qotedaiin⟧
F83_P3	f83r.22:7	otaiin	⟦otaiin⟧
F83_P3	f83r.22:8	otedy	⟦otedy⟧
F83_P3	f83r.22:9	ldy	⟦ldy⟧
F83_P3	f83r.23:1	tchedy	⟦tchedy⟧
F83_P3	f83r.23:2	qotedy	⟦qotedy⟧
F83_P3	f83r.23:3	qokal	⟦qokal⟧
F83_P3	f83r.23:4	shedy	B [Personenhypothese]
F83_P3	f83r.23:5	qokedy	[Relation? qokedy]
F83_P3	f83r.23:6	shecthedy	⟦shecthedy⟧
F83_P3	f83r.23:7	shecthy	⟦shecthy⟧
F83_P3	f83r.23:8	otor	⟦otor⟧
F83_P3	f83r.23:9	chedy	⟦chedy⟧
F83_P3	f83r.24:1	soiiin	⟦soiiin⟧
F83_P3	f83r.24:2	checthy	⟦checthy⟧
F83_P3	f83r.24:3	chety	⟦chety⟧
F83_P3	f83r.24:4	otaiin	⟦otaiin⟧
F83_P3	f83r.24:5	olsaly	⟦olsaly⟧
F83_P3	f83r.24:6	shedy	B [Personenhypothese]
F83_P4	f83r.25:1	qokeedy	[Relation? qokeedy]
F83_P4	f83r.25:2	qolchey	⟦qolchey⟧
F83_P4	f83r.25:3	qokeey	⟦qokeey⟧
F83_P4	f83r.25:4	qokedy	[Relation? qokedy]
F83_P4	f83r.25:5	chedy	⟦chedy⟧
F83_P4	f83r.25:6	otal	⟦otal⟧
F83_P4	f83r.26:1	otchey	⟦otchey⟧
F83_P4	f83r.26:2	qokeey	⟦qokeey⟧
F83_P4	f83r.26:3	qoky	⟦qoky⟧
F83_P4	f83r.26:4	tol	⟦tol⟧
F83_P4	f83r.26:5	shedy	B [Personenhypothese]
F83_P4	f83r.26:6	qokylddy	⟦qokylddy⟧
F83_P4	f83r.27:1	dain	⟦dain⟧
F83_P4	f83r.27:2	chedy	⟦chedy⟧
F83_P4	f83r.27:3	qokeedy	[Relation? qokeedy]
F83_P4	f83r.27:4	shckhedy	⟦shckhedy⟧
F83_P4	f83r.27:5	shckhedy	⟦shckhedy⟧
F83_P4	f83r.28:1	saiin	⟦saiin⟧
F83_P4	f83r.28:2	cheeky	⟦cheeky⟧
F83_P4	f83r.28:3	sheey	⟦sheey⟧
F83_P4	f83r.28:4	qokedy	[Relation? qokedy]
F83_P4	f83r.28:5	shedy	B [Personenhypothese]
F83_P4	f83r.28:6	oldy	⟦oldy⟧
F83_P4	f83r.29:1	salchedy	⟦salchedy⟧
F83_P4	f83r.29:2	cheey	⟦cheey⟧
F83_P4	f83r.29:3	qody	⟦qody⟧
F83_P4	f83r.29:4	kesd	⟦kesd⟧
F83_P4	f83r.29:5	oldy	⟦oldy⟧
F83_P4	f83r.30:1	s	⟦s⟧
F83_P4	f83r.30:2	okeedy	⟦okeedy⟧
F83_P4	f83r.30:3	qokeedy	[Relation? qokeedy]
F83_P4	f83r.30:4	qoky	⟦qoky⟧
F83_P4	f83r.30:5	saii	⟦saii⟧
F83_P5	f83r.31:1	techedy	⟦techedy⟧
F83_P5	f83r.31:2	qotchedy	⟦qotchedy⟧
F83_P5	f83r.31:3	okeedy	⟦okeedy⟧
F83_P5	f83r.31:4	ldy	⟦ldy⟧
F83_P5	f83r.32:1	cheol	⟦cheol⟧
F83_P5	f83r.32:2	qokchedy	⟦qokchedy⟧
F83_P5	f83r.32:3	lchedy	C [Personenhypothese]
F83_P5	f83r.32:4	qokey	⟦qokey⟧
F83_P5	f83r.33:1	sy	⟦sy⟧
F83_P5	f83r.33:2	s	⟦s⟧
F83_P5	f83r.33:3	aiin	⟦aiin⟧
F83_P5	f83r.33:4	sheekchy	⟦sheekchy⟧
F83_P5	f83r.33:5	qokey	⟦qokey⟧
F83_P5	f83r.33:6	sain	⟦sain⟧
F83_P5	f83r.34:1	shky	⟦shky⟧
F83_P5	f83r.34:2	lchedy	C [Personenhypothese]
F83_P5	f83r.34:3	dolshed	⟦dolshed⟧
F83_P5	f83r.34:4	qokchy	⟦qokchy⟧
F83_P5	f83r.35:1	saiin	⟦saiin⟧
F83_P5	f83r.35:2	cheky	⟦cheky⟧
F83_P5	f83r.35:3	okeeol	⟦okeeol⟧
F83_P5	f83r.35:4	okain	⟦okain⟧
F83_P5	f83r.35:5	chdy	⟦chdy⟧
F83_P5	f83r.36:1	sor	⟦sor⟧
F83_P5	f83r.36:2	aiin	⟦aiin⟧
F83_P5	f83r.36:3	shy	⟦shy⟧
F83_P5	f83r.36:4	shey	⟦shey⟧
F83_P5	f83r.36:5	lshedy	⟦lshedy⟧
F83_P5	f83r.36:6	qoky	⟦qoky⟧
F83_P5	f83r.37:1	sol	⟦sol⟧
F83_P5	f83r.37:2	lkedy	⟦lkedy⟧
F83_P5	f83r.37:3	lchedy	C [Personenhypothese]
F83_P5	f83r.37:4	qokol	⟦qokol⟧
F83_P5	f83r.37:5	shedy	B [Personenhypothese]
F83_P5	f83r.38:1	or	⟦or⟧
F83_P5	f83r.38:2	chey	⟦chey⟧
F83_P5	f83r.38:3	qockhey	⟦qockhey⟧
F83_P5	f83r.38:4	dairydy	⟦dairydy⟧
F83_P5	f83r.39:1	qokain	⟦qokain⟧
F83_P5	f83r.39:2	shey	⟦shey⟧
F83_P5	f83r.39:3	kain	⟦kain⟧
F83_P5	f83r.39:4	chckhal	⟦chckhal⟧
F83_P5	f83r.40:1	solchedy	⟦solchedy⟧
F83_P5	f83r.40:2	olchedy	⟦olchedy⟧
F83_P5	f83r.40:3	chedaiin	⟦chedaiin⟧
F83_P5	f83r.41:1	solkey	⟦solkey⟧
F83_P5	f83r.41:2	lchedy	C [Personenhypothese]
F83_P5	f83r.41:3	qolkain	⟦qolkain⟧
F83_P5	f83r.41:4	dal	⟦dal⟧
F83_P5	f83r.42:1	sol	⟦sol⟧
F83_P5	f83r.42:2	ol	⟦ol⟧
F83_P5	f83r.42:3	chcthdy	⟦chcthdy⟧
F83_P5	f83r.42:4	l	⟦l⟧
F83_P5	f83r.42:5	chedy	⟦chedy⟧
F83_P5	f83r.42:6	lchdy	⟦lchdy⟧
F83_P5	f83r.43:1	daiin	⟦daiin⟧
F83_P5	f83r.43:2	sheol	⟦sheol⟧
F83_P5	f83r.43:3	chedy	⟦chedy⟧
F83_P5	f83r.43:4	qotal	⟦qotal⟧
F83_P5	f83r.43:5	sar	⟦sar⟧
F83_P5	f83r.44:1	skar	⟦skar⟧
F83_P5	f83r.44:2	shedy	B [Personenhypothese]
F83_Q1	f83r.47:1	otchdy	⟦otchdy⟧
F83_Q1	f83r.47:2	qokchdy	⟦qokchdy⟧
F83_Q1	f83r.47:3	shedal	⟦shedal⟧
F83_Q1	f83r.48:1	dal	⟦dal⟧
F83_Q1	f83r.48:2	cheol	⟦cheol⟧
F83_Q1	f83r.48:3	lol	⟦lol⟧
F83_Q1	f83r.48:4	chdal	⟦chdal⟧
F83_Q1	f83r.48:5	aiin	⟦aiin⟧
F83_Q1	f83r.49:1	sol	⟦sol⟧
F83_Q1	f83r.49:2	daiiin	⟦daiiin⟧
F83_Q1	f83r.49:3	chedy	⟦chedy⟧
F83_Q2	f83r.52:1	solkeey	⟦solkeey⟧
F83_Q2	f83r.52:2	qekey	⟦qekey⟧
F83_Q2	f83r.52:3	raly	⟦raly⟧
F83_Q2	f83r.52:4	ol	⟦ol⟧
F83_Q2	f83r.53:1	solchkal	⟦solchkal⟧
F83_Q2	f83r.53:2	cheol	⟦cheol⟧
F83_Q2	f83r.53:3	qotar	⟦qotar⟧
F83_Q2	f83r.53:4	ol	⟦ol⟧
F83_Q2	f83r.54:1	daiin	⟦daiin⟧
F83_Q2	f83r.54:2	ol	⟦ol⟧
F83_Q2	f83r.54:3	dain	⟦dain⟧
F83_Q2	f83r.54:4	chey	⟦chey⟧
F83_Q2	f83r.54:5	ldalor	⟦ldalor⟧
F83_Q2	f83r.55:1	sol	⟦sol⟧
F83_Q2	f83r.55:2	rtain	⟦rtain⟧
F83_Q2	f83r.55:3	cthal	⟦cthal⟧
