order	event_id	locus	field_id	statement_id	surface	joint_tuple_id	small_value_de	owner_zone	lexicon_source
12	E178	f82r.3	F050	B2-S005	solkaiin	2d2e37ccb2dacc53ee5a	Seihtuch	B2_ZONE_A_UPPER_STATIONS	B2_LOCAL_LEARNED_CARD
13	E179	f82r.3	F050	B2-S005	chckhy	2cc8bb3c2af19607888f	durchführen	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
14	E180	f82r.3	F050	B2-S005	qokaiin	b5fcea1eaed06b2f2291	bemessen	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
15	E181	f82r.4	F051	B2-S005	qokaiin	b5fcea1eaed06b2f2291	bemessen	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
16	E182	f82r.4	F051	B2-S005	octheol	a8f891de626fc00028e9	gleiche Einstellung	B2_ZONE_A_UPPER_STATIONS	B2_LOCAL_LEARNED_CARD
17	E183	f82r.4	F051	B2-S005	chkeey	f0db6d30cd34f4cb2a4d	länger wärmen	B2_ZONE_A_UPPER_STATIONS	B2_LOCAL_LEARNED_CARD
18	E184	f82r.4	F051	B2-S005	ldy	04a3877f0fc81b7597c9	abziehen; Ende	B2_ZONE_A_UPPER_STATIONS	B2_LOCAL_LEARNED_CARD
19	E185	f82r.4	F052	B2-S006	oteey	5d5e0b288cf36864ed9d	längerer Folgeposten	B2_ZONE_A_UPPER_STATIONS	B2_LOCAL_LEARNED_CARD
20	E186	f82r.4	F052	B2-S006	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
21	E187	f82r.4	F052	B2-S006	sheckhy	c1913ec4ff84148da6d3	dies kurz durchführen	B2_ZONE_A_UPPER_STATIONS	PREDICTED_SH+E+CKH+Y
22	E188	f82r.4	F052	B2-S006	qoky	276a7c2d74d1143446f4	verwende dies	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
23	E189	f82r.7	F053	B2-S007	dshedy	cbb42a4fe68068325d6b	Frischwasser; Schluss	B2_ZONE_B_SIDE_POOL	B2_LOCAL_LEARNED_CARD
24	E190	f82r.7	F054	B2-S008	sotaiin	54d0e228ca346110af05	Folgemaß	B2_ZONE_B_SIDE_POOL	B2_LOCAL_LEARNED_CARD
25	E191	f82r.7	F054	B2-S008	qokar	3ae9a121ba0045b913e8	daraus in den Arbeitsgang nehmen	B2_ZONE_B_SIDE_POOL	B2_LOCAL_LEARNED_CARD
26	E192	f82r.7	F054	B2-S008	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B2_ZONE_B_SIDE_POOL	B1_EXACT_CARD_TRANSFER
27	E193	f82r.7	F055	B2-S009	solshedy	daa1347f456415fe8737	mit Vorigem absetzen; Schluss	B2_ZONE_B_SIDE_POOL	B2_LOCAL_LEARNED_CARD
28	E194	f82r.7	F056	B2-S010	qokeey	0275fbf14e07935b0a45	länger ansetzen	B2_ZONE_B_SIDE_POOL	B1_EXACT_CARD_TRANSFER
29	E195	f82r.7	F056	B2-S010	qoky	276a7c2d74d1143446f4	verwende dies	B2_ZONE_B_SIDE_POOL	B1_EXACT_CARD_TRANSFER
30	E196	f82r.7	F056	B2-S010	ls	5eff216ba51fbfb21f22	erste Öffnung	B2_ZONE_B_SIDE_POOL	B2_LOCAL_LEARNED_CARD
31	E197	f82r.7	F056	B2-S010	cheey	b5df9126607030b95175	Klarauszug	B2_ZONE_B_SIDE_POOL	B2_LOCAL_LEARNED_CARD
32	E198	f82r.19	F057	B2-S011	okain	1645e612504fcef59ced	eine Portion zugeben	B2_ZONE_C_CENTRAL_VESSEL	B1_EXACT_CARD_TRANSFER
33	E199	f82r.19	F057	B2-S011	char	4d4559019a961b834aa1	dasselbe	B2_ZONE_C_CENTRAL_VESSEL	B1_EXACT_CARD_TRANSFER
34	E200	f82r.19	F057	B2-S011	okain	1645e612504fcef59ced	eine Portion zugeben	B2_ZONE_C_CENTRAL_VESSEL	B1_EXACT_CARD_TRANSFER
35	E201	f82r.19	F057	B2-S011	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_C_CENTRAL_VESSEL	B2_LOCAL_LEARNED_CARD
36	E202	f82r.19	F058	B2-S012	lchy	0ab57b7166de99db3a55	den laufenden Posten abziehen	B2_ZONE_C_CENTRAL_VESSEL	B2_LOCAL_LEARNED_CARD
37	E203	f82r.23	F059	B2-S012	cheey	b5df9126607030b95175	Klarauszug	B2_ZONE_D_LOWER_STATIONS	B2_LOCAL_LEARNED_CARD
38	E204	f82r.23	F059	B2-S012	qcthey	6b89d6dd70635bc60fe0	kurz bereithalten	B2_ZONE_D_LOWER_STATIONS	B2_LOCAL_LEARNED_CARD
39	E205	f82r.23	F059	B2-S012	qokeey	0275fbf14e07935b0a45	länger ansetzen	B2_ZONE_D_LOWER_STATIONS	B1_EXACT_CARD_TRANSFER
40	E206	f82r.23	F059	B2-S012	lcheey	5fca8fc3dee57e1d8c1f	benetzte Stelle	B2_ZONE_D_LOWER_STATIONS	B2_LOCAL_LEARNED_CARD
41	E207	f82r.23	F059	B2-S012	daiin	2f1c5e56e8f0ff459065	Mass	B2_ZONE_D_LOWER_STATIONS	B1_EXACT_CARD_TRANSFER
42	E208	f82r.23	F059	B2-S012	chey	b921a237be883a820352	dies	B2_ZONE_D_LOWER_STATIONS	B1_EXACT_CARD_TRANSFER
43	E209	f82r.23	F059	B2-S012	qokeeedy	d25110e0d8488927278f	vollständig ansetzen; Schluss	B2_ZONE_D_LOWER_STATIONS	B2_LOCAL_LEARNED_CARD
44	E210	f82r.23	F060	B2-S013	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B2_ZONE_D_LOWER_STATIONS	B2_LOCAL_LEARNED_CARD
45	E211	f82r.23	F061	B2-S014	lar	29e0eb222ef2fb99523a	unterer Ablauf	B2_ZONE_D_LOWER_STATIONS	B2_LOCAL_LEARNED_CARD
46	E212	f82r.26	F062	B2-S015	tshey	d4a31dbcf1ed6d9e5aa9	Spülwasser	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
47	E213	f82r.26	F062	B2-S015	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
48	E214	f82r.26	F063	B2-S016	cheal	dd0ecaf5e27d81befffc	Stelle	B2_ZONE_E_TERMINAL_CELL_ROW	B1_EXACT_CARD_TRANSFER
49	E215	f82r.26	F063	B2-S016	lchedar	0f15effeca7ab10bb026	von dort hinausführen	B2_ZONE_E_TERMINAL_CELL_ROW	B2_PREDICTED_DIRECTIONAL_COMPOSITION
50	E216	f82r.26	F063	B2-S016	ches	db729b598e89e11452e0	gleiche Anteile	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
51	E217	f82r.26	F063	B2-S016	aiin	2f1c5e56e8f0ff459065	Mass	B2_ZONE_E_TERMINAL_CELL_ROW	B1_EXACT_CARD_TRANSFER
52	E218	f82r.26	F063	B2-S016	oteey	5d5e0b288cf36864ed9d	längerer Folgeposten	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
53	E219	f82r.26	F063	B2-S016	qokaiin	b5fcea1eaed06b2f2291	bemessen	B2_ZONE_E_TERMINAL_CELL_ROW	B1_EXACT_CARD_TRANSFER
54	E220	f82r.26	F063	B2-S016	okey	08bd5ca0c2ad137a056d	kurz ansetzen	B2_ZONE_E_TERMINAL_CELL_ROW	B1_EXACT_CARD_TRANSFER
55	E221	f82r.27	F064	B2-S016	pchedy	65df3cd9e59060042d47	hineinführen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2_PREDICTED_DIRECTIONAL_COMPOSITION
56	E222	f82r.27	F065	B2-S017	rsheal	98bdc4244c84cbef3321	Warmwasser	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
57	E223	f82r.27	F065	B2-S017	daldy	78b3b3140714da19090d	zweite Öffnung; Ende	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
58	E224	f82r.27	F066	B2-S018	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
59	E225	f82r.27	F067	B2-S019	rshedy	7f68f60279efe6b28cd7	Waschung; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
60	E226	f82r.27	F068	B2-S020	qoteedy	ff178343c18e287ce3b7	längerer Folgeschritt; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
61	E227	f82r.27	F069	B2-S021	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2_LOCAL_LEARNED_CARD
62	E228	f82r.27	F070	B2-S022	lochedy	f2af6326898fb5b490a4	hinausführen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2_PREDICTED_DIRECTIONAL_COMPOSITION
