exact_card_id	registered_surfaces	component_recipe	tenth_edition_reading_de	events	card_tier	learning_mode	core33_touch	fully_core33	remainder_components
PROC066	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	8	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC068	kair	K+AIR	ZUGEBEN · WASSER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC069	chkain|kain	K+AIN	ZUGEBEN · PORTION	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC070	olkain|qolkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC071	rol	R+OL	KUEHLEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC072	dl	L	LEITEN	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC075	chckhy|shckhy	CKH+Y	DURCHLASS · POSTEN	4	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC076	dchedy|schedy|tchedy	CHD+DY	UMSETZEN · SCHLUSS	4	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC078	cheedy|shedy|tedy	SHED+DY	STEHENLASSEN · SCHLUSS	12	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC079	olchedy|qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC080	okain|qokain	OK+AIN	ANSETZEN · PORTION	7	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC091	okchedy|qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · POSTEN	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC084	lsho	LSH+O	SPUELEN · ARBEITSGANG	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC085	okey|qokey	OK+E+Y	ANSETZEN · KURZ · POSTEN	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC086	lshedy	LSH+E+DY	SPUELEN · KURZ · SCHLUSS	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC087	qolky	SOLK+Y	SAMMELN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC088	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC089	otar	OT+AR	DANACH · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC090	ytey	T+E+Y	BEARBEITEN · KURZ · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC092	okeey|qokeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	7	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC093	teol	E+OL	KURZ · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC095	ly	L+Y	LEITEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC096	dsheol	SH+E+OL	HALTEN · KURZ · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC097	oiiin|soiiin	O+IIN	ARBEITSGANG · STUFE	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC098	olkeedy|solkeedy	SOLK+EE+DY	SAMMELN · LANG · SCHLUSS	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	10	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC102	lched	L+CHD	LEITEN · UMSETZEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC103	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC105	solkaiin	SOLK+AIIN	SAMMELN · SOLLMASS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC106	octheol	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC108	ldy	L+DY	LEITEN · SCHLUSS	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC109	oteey	OT+EE+Y	DANACH · LANG · POSTEN	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC111	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC112	otaiin|sotaiin	OT+AIIN	DANACH · SOLLMASS	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC114	solshedy	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC117	qcthey|shcthey	CTH+E+Y	BEREITEN · KURZ · POSTEN	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC118	lcheey	L+EE+Y	LEITEN · LANG · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	8	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC121	lar	L+AR	LEITEN · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC122	tshey	SH+E+Y	HALTEN · KURZ · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC124	ches	CH+E+S	ENTNEHMEN · KURZ · PROBE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC125	pchedy	P+CHD+DY	EINBRINGEN · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC128	rshedy	R+SHED+DY	KUEHLEN · STEHENLASSEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC130	lochedy	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC131	otal|qotal	OT+AL	DANACH · ZIELSTELLE	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC134	pchedal	P+CHD+AL	EINBRINGEN · UMSETZEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC137	chary	AR+Y	QUELLE · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC138	okair	OK+AIR	ANSETZEN · WASSER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC140	lo	L+O	LEITEN · ARBEITSGANG	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC142	shedal	SHED+AL	STEHENLASSEN · ZIELSTELLE	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC145	otchedy|qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC146	cheedar	EE+AR	LANG · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC147	chldaiin	L+AIIN	LEITEN · SOLLMASS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC149	cheeety	EEE+T+Y	VOLL · BEARBEITEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC150	schedair	CHD+AIR	UMSETZEN · WASSER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · SOLLMASS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC154	qolchey	OL+Y	WEITER · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · POSTEN · BEFESTIGEN · SCHLUSS	1	BOUND_RECIPE	MEMORIZE_BOUND_FRAME	YES	NO	LD
PROC156	dain	AIN	PORTION	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC159	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC161	qockhey	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC162	dairydy	AIR+Y+DY	WASSER · POSTEN · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC163	chckhal	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC164	solkey	SOLK+E+Y	SAMMELN · KURZ · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC165	skar	K+AR	ZUGEBEN · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC167	lol	L+OL	LEITEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC169	daiiin	DA+IIN	ZWEI · STUFE	1	BOUND_RECIPE	MEMORIZE_BOUND_FRAME	YES	NO	DA
PROC170	solkeey	SOLK+EE+Y	SAMMELN · LANG · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC171	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
