event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	card_value_de	five_habit_class	master_recovery
94	H5-S005	H5	f56r	sho	MC034	weitere Zutat	S_FLOW_ENTRY	EXACT
95	H5-S005	H5	f56r	chokchy	MC103	weiterbearbeiten	OPEN_CH_ENTRY	EXACT
98	H5-S006	H5	f56r	otchey	MC171	das nächste	BARE_OR_INTERNAL	EXACT
100	H5-S006	H5	f56r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	EXACT
101	B1-S001	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
102	B1-S002	B1	f81v	okaiin	MC120	bemessen	BARE_OR_INTERNAL	EXACT
104	B1-S002	B1	f81v	okal	MC040	dorthin einsetzen	BARE_OR_INTERNAL	EXACT
105	B1-S002	B1	f81v	sar	MC055	davon	S_FLOW_ENTRY	EXACT
106	B1-S002	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
107	B1-S002	B1	f81v	kain	MC105	Anteil	BARE_OR_INTERNAL	EXACT
108	B1-S002	B1	f81v	olkain	MC097	weiterer Anteil	BARE_OR_INTERNAL	EXACT
109	B1-S002	B1	f81v	al	MC154	dorthin	BARE_OR_INTERNAL	EXACT
110	B1-S002	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
112	B1-S002	B1	f81v	dl	MC012	Zusatz	BARE_OR_INTERNAL	EXACT
113	B1-S002	B1	f81v	olor	MC157	derselbe Ansatz	BARE_OR_INTERNAL	EXACT
114	B1-S002	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
116	B1-S002	B1	f81v	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	EXACT
118	B1-S002	B1	f81v	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	EXACT
119	B1-S002	B1	f81v	chckhy	MC035	durchleiten	HARD_D_T_ENTRY	EXACT
120	B1-S002	B1	f81v	schedy	MC025	überführen; Schluss	S_FLOW_ENTRY	EXACT
121	B1-S003	B1	f81v	qol	MC153	weiter	Q_CELL_ENTRY	EXACT
123	B1-S004	B1	f81v	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
124	B1-S004	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
125	B1-S004	B1	f81v	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
126	B1-S005	B1	f81v	qolchedy	MC028	weiterführen; Schluss	Q_CELL_ENTRY	EXACT
127	B1-S006	B1	f81v	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	EXACT
128	B1-S006	B1	f81v	shckhy	MC035	durchleiten	S_FLOW_ENTRY	EXACT
129	B1-S006	B1	f81v	dl	MC012	Zusatz	BARE_OR_INTERNAL	EXACT
131	B1-S007	B1	f81v	qokchdy	MC088	einführen; Schluss	BARE_OR_INTERNAL	EXACT
132	B1-S008	B1	f81v	chey	MC123	dies	OPEN_CH_ENTRY	EXACT
133	B1-S008	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
134	B1-S008	B1	f81v	cheky	MC147	kurz wärmen	BARE_OR_INTERNAL	EXACT
135	B1-S008	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
136	B1-S008	B1	f81v	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
137	B1-S009	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
138	B1-S010	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
139	B1-S011	B1	f81v	chckhy	MC035	durchleiten	HARD_D_T_ENTRY	EXACT
140	B1-S011	B1	f81v	qoky	MC026	einsetzen	Q_CELL_ENTRY	EXACT
142	B1-S012	B1	f81v	qokey	MC007	kurz einwirken	Q_CELL_ENTRY	EXACT
145	B1-S014	B1	f81v	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
148	B1-S014	B1	f81v	qol	MC153	weiter	Q_CELL_ENTRY	EXACT
151	B1-S015	B1	f81v	okchedy	MC005	einführen; Schluss	BARE_OR_INTERNAL	EXACT
152	B1-S016	B1	f81v	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	EXACT
153	B1-S016	B1	f81v	okeey	MC002	lange einwirken	BARE_OR_INTERNAL	EXACT
154	B1-S016	B1	f81v	qol	MC153	weiter	Q_CELL_ENTRY	EXACT
155	B1-S016	B1	f81v	cheedy	MC128	kurz absetzen; Schluss	OPEN_CH_ENTRY	EXACT
156	B1-S017	B1	f81v	sal	MC154	dorthin	S_FLOW_ENTRY	EXACT
161	B1-S018	B1	f81v	oiiin	MC033	Arbeitsstufe	BARE_OR_INTERNAL	EXACT
162	B1-S018	B1	f81v	olkeedy	MC045	lange sammeln; Schluss	BARE_OR_INTERNAL	EXACT
163	B1-S019	B1	f81v	tedy	MC128	kurz absetzen; Schluss	HARD_D_T_ENTRY	EXACT
164	B1-S020	B1	f81v	cheky	MC147	kurz wärmen	BARE_OR_INTERNAL	EXACT
165	B1-S020	B1	f81v	shckhedy	MC143	seihen; Schluss	BARE_OR_INTERNAL	EXACT
166	B1-S021	B1	f81v	chal	MC154	dorthin	OPEN_CH_ENTRY	EXACT
167	B2-S001	B2	f82r	dchedy	MC025	überführen; Schluss	HARD_D_T_ENTRY	EXACT
168	B2-S002	B2	f82r	qolchedy	MC028	weiterführen; Schluss	Q_CELL_ENTRY	EXACT
169	B2-S003	B2	f82r	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	EXACT
170	B2-S003	B2	f82r	dy	MC123	dies	HARD_D_T_ENTRY	EXACT
171	B2-S003	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
172	B2-S004	B2	f82r	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	EXACT
175	B2-S004	B2	f82r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	EXACT
179	B2-S005	B2	f82r	chckhy	MC035	durchleiten	HARD_D_T_ENTRY	EXACT
180	B2-S005	B2	f82r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	EXACT
181	B2-S005	B2	f82r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	EXACT
184	B2-S005	B2	f82r	ldy	MC004	abziehen; Schluss	BARE_OR_INTERNAL	EXACT
186	B2-S006	B2	f82r	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	EXACT
188	B2-S006	B2	f82r	qoky	MC026	einsetzen	Q_CELL_ENTRY	EXACT
190	B2-S008	B2	f82r	sotaiin	MC060	Folgemaß	S_FLOW_ENTRY	EXACT
192	B2-S008	B2	f82r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
194	B2-S010	B2	f82r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	EXACT
195	B2-S010	B2	f82r	qoky	MC026	einsetzen	Q_CELL_ENTRY	EXACT
197	B2-S010	B2	f82r	cheey	MC119	Klarauszug	OPEN_CH_ENTRY	EXACT
198	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	BARE_OR_INTERNAL	EXACT
199	B2-S011	B2	f82r	char	MC055	davon	OPEN_CH_ENTRY	EXACT
200	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	BARE_OR_INTERNAL	EXACT
201	B2-S011	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
203	B2-S012	B2	f82r	cheey	MC119	Klarauszug	OPEN_CH_ENTRY	EXACT
204	B2-S012	B2	f82r	qcthey	MC073	kurz vorbereiten	Q_CELL_ENTRY	EXACT
205	B2-S012	B2	f82r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	EXACT
207	B2-S012	B2	f82r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	EXACT
208	B2-S012	B2	f82r	chey	MC123	dies	OPEN_CH_ENTRY	EXACT
210	B2-S013	B2	f82r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
213	B2-S015	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
214	B2-S016	B2	f82r	cheal	MC154	dorthin	OPEN_CH_ENTRY	EXACT
217	B2-S016	B2	f82r	aiin	MC039	Sollmaß	BARE_OR_INTERNAL	EXACT
219	B2-S016	B2	f82r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	EXACT
220	B2-S016	B2	f82r	okey	MC007	kurz einwirken	BARE_OR_INTERNAL	EXACT
224	B2-S018	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
226	B2-S020	B2	f82r	qoteedy	MC173	lange Folgestufe; Schluss	BARE_OR_INTERNAL	EXACT
227	B2-S021	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
229	B3-S001	B3	f83r	olkeedy	MC045	lange sammeln; Schluss	BARE_OR_INTERNAL	EXACT
230	B3-S002	B3	f83r	qotal	MC093	danach dorthin	Q_CELL_ENTRY	EXACT
232	B3-S003	B3	f83r	chey	MC123	dies	OPEN_CH_ENTRY	EXACT
233	B3-S003	B3	f83r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	EXACT
234	B3-S003	B3	f83r	chey	MC123	dies	OPEN_CH_ENTRY	EXACT
235	B3-S003	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
236	B3-S004	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	EXACT
237	B3-S004	B3	f83r	qotal	MC093	danach dorthin	Q_CELL_ENTRY	EXACT
238	B3-S004	B3	f83r	dar	MC055	davon	HARD_D_T_ENTRY	EXACT
239	B3-S005	B3	f83r	schedy	MC025	überführen; Schluss	S_FLOW_ENTRY	EXACT
241	B3-S006	B3	f83r	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	EXACT
242	B3-S006	B3	f83r	olchedy	MC028	weiterführen; Schluss	BARE_OR_INTERNAL	EXACT
243	B3-S007	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	EXACT
244	B3-S007	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
245	B3-S007	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
246	B3-S008	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
247	B3-S009	B3	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	EXACT
251	B3-S011	B3	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	EXACT
252	B3-S011	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
254	B3-S012	B3	f83r	sor	MC080	Ansatz	S_FLOW_ENTRY	EXACT
255	B3-S012	B3	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
256	B3-S013	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	EXACT
257	B3-S013	B3	f83r	chkain	MC105	Anteil	OPEN_CH_ENTRY	EXACT
258	B3-S013	B3	f83r	shcthey	MC073	kurz vorbereiten	S_FLOW_ENTRY	EXACT
259	B3-S013	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
262	B3-S015	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
264	B3-S016	B3	f83r	qokchedy	MC005	einführen; Schluss	Q_CELL_ENTRY	EXACT
265	B3-S017	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
266	B3-S018	B3	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
268	B3-S020	B3	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	EXACT
269	B3-S020	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
270	B3-S021	B3	f83r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	EXACT
271	B3-S021	B3	f83r	shcthy	MC161	bereit	S_FLOW_ENTRY	EXACT
272	B3-S021	B3	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	EXACT
273	B3-S021	B3	f83r	sy	MC123	dies	S_FLOW_ENTRY	EXACT
274	B3-S021	B3	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	EXACT
275	B3-S021	B3	f83r	shedal	MC113	am Ziel absetzen	BARE_OR_INTERNAL	EXACT
277	B3-S021	B3	f83r	chey	MC123	dies	OPEN_CH_ENTRY	EXACT
278	B3-S021	B3	f83r	tal	MC154	dorthin	HARD_D_T_ENTRY	EXACT
279	B3-S021	B3	f83r	shcthy	MC161	bereit	S_FLOW_ENTRY	EXACT
282	B3-S023	B3	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
283	B3-S024	B3	f83r	tchedy	MC025	überführen; Schluss	HARD_D_T_ENTRY	EXACT
284	B3-S025	B3	f83r	qokchdy	MC088	einführen; Schluss	BARE_OR_INTERNAL	EXACT
287	B3-S026	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
288	B3-S026	B3	f83r	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	EXACT
289	B3-S026	B3	f83r	checthy	MC161	bereit	OPEN_CH_ENTRY	EXACT
291	B3-S026	B3	f83r	solkeedy	MC045	lange sammeln; Schluss	S_FLOW_ENTRY	EXACT
292	B3-S027	B3	f83r	qoteedy	MC173	lange Folgestufe; Schluss	BARE_OR_INTERNAL	EXACT
293	B3-S028	B3	f83r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	EXACT
294	B3-S028	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
295	B3-S029	B3	f83r	sol	MC153	weiter	S_FLOW_ENTRY	EXACT
297	B3-S029	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
298	B3-S030	B3	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	EXACT
299	B3-S030	B3	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	EXACT
302	B3-S031	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
304	B3-S032	B3	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
306	B3-S032	B3	f83r	otaiin	MC060	Folgemaß	BARE_OR_INTERNAL	EXACT
308	B3-S033	B3	f83r	ldy	MC004	abziehen; Schluss	BARE_OR_INTERNAL	EXACT
309	B3-S034	B3	f83r	soiiin	MC033	Arbeitsstufe	S_FLOW_ENTRY	EXACT
310	B3-S034	B3	f83r	checthy	MC161	bereit	OPEN_CH_ENTRY	EXACT
311	B3-S034	B3	f83r	chety	MC086	Anteil	OPEN_CH_ENTRY	EXACT
312	B3-S034	B3	f83r	otaiin	MC060	Folgemaß	BARE_OR_INTERNAL	EXACT
314	B3-S034	B3	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
315	B4-S001	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
317	B4-S002	B4	f83r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	EXACT
318	B4-S002	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
319	B4-S003	B4	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
320	B4-S003	B4	f83r	otal	MC093	danach dorthin	BARE_OR_INTERNAL	EXACT
321	B4-S003	B4	f83r	otchey	MC171	das nächste	BARE_OR_INTERNAL	EXACT
322	B4-S003	B4	f83r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	EXACT
323	B4-S003	B4	f83r	qoky	MC026	einsetzen	Q_CELL_ENTRY	EXACT
324	B4-S003	B4	f83r	tol	MC153	weiter	HARD_D_T_ENTRY	EXACT
325	B4-S003	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
327	B4-S005	B4	f83r	dain	MC059	Einlage	BARE_OR_INTERNAL	EXACT
328	B4-S005	B4	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
329	B4-S005	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	EXACT
330	B4-S006	B4	f83r	shckhedy	MC143	seihen; Schluss	BARE_OR_INTERNAL	EXACT
331	B4-S007	B4	f83r	shckhedy	MC143	seihen; Schluss	BARE_OR_INTERNAL	EXACT
332	B4-S008	B4	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	EXACT
333	B4-S008	B4	f83r	cheeky	MC032	länger bearbeiten	BARE_OR_INTERNAL	EXACT
335	B4-S008	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	EXACT
336	B4-S009	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
337	B4-S010	B4	f83r	oldy	MC019	fertig	BARE_OR_INTERNAL	EXACT
338	B4-S011	B4	f83r	saiin	MC039	Sollmaß	S_FLOW_ENTRY	EXACT
339	B4-S011	B4	f83r	cheky	MC147	kurz wärmen	BARE_OR_INTERNAL	EXACT
341	B4-S011	B4	f83r	okain	MC017	Anteil zugeben	BARE_OR_INTERNAL	EXACT
342	B4-S011	B4	f83r	chdy	MC074	überführen	OPEN_CH_ENTRY	EXACT
343	B4-S011	B4	f83r	sol	MC153	weiter	S_FLOW_ENTRY	EXACT
345	B4-S012	B4	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
347	B4-S013	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
348	B4-S014	B4	f83r	or	MC080	Ansatz	BARE_OR_INTERNAL	EXACT
349	B4-S014	B4	f83r	chey	MC123	dies	OPEN_CH_ENTRY	EXACT
352	B4-S015	B4	f83r	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	EXACT
353	B4-S015	B4	f83r	shey	MC119	Klarauszug	S_FLOW_ENTRY	EXACT
354	B4-S015	B4	f83r	kain	MC105	Anteil	BARE_OR_INTERNAL	EXACT
357	B4-S015	B4	f83r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	EXACT
358	B4-S016	B4	f83r	qolkain	MC097	weiterer Anteil	Q_CELL_ENTRY	EXACT
359	B4-S016	B4	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	EXACT
361	B4-S016	B4	f83r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	EXACT
363	B5-S002	B5	f83r	qokchdy	MC088	einführen; Schluss	BARE_OR_INTERNAL	EXACT
364	B5-S003	B5	f83r	shedal	MC113	am Ziel absetzen	BARE_OR_INTERNAL	EXACT
365	B5-S003	B5	f83r	dal	MC154	dorthin	HARD_D_T_ENTRY	EXACT
366	B5-S003	B5	f83r	cheol	MC153	weiter	OPEN_CH_ENTRY	EXACT
369	B5-S003	B5	f83r	aiin	MC039	Sollmaß	BARE_OR_INTERNAL	EXACT
370	B5-S003	B5	f83r	sol	MC153	weiter	S_FLOW_ENTRY	EXACT
372	B5-S003	B5	f83r	chedy	MC074	überführen	OPEN_CH_ENTRY	EXACT
376	B6-S001	B6	f83r	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
377	B6-S001	B6	f83r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	EXACT
378	B6-S001	B6	f83r	ol	MC153	weiter	BARE_OR_INTERNAL	EXACT
379	B6-S001	B6	f83r	dain	MC059	Einlage	BARE_OR_INTERNAL	EXACT
380	B6-S001	B6	f83r	chey	MC123	dies	OPEN_CH_ENTRY	EXACT
