profile	master_card_id	master_form	card_value_de	chosen_surface	chosen_habit	fallback_used	registered_surface
HARD_COMPACT_HAND	MC033	oiiin	Arbeitsstufe	oiiin	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC034	cho	weitere Zutat	sho	S_FLOW_ENTRY	YES	YES
CH_OPEN_HAND	MC034	cho	weitere Zutat	sho	S_FLOW_ENTRY	YES	YES
Q_CELL_HAND	MC034	cho	weitere Zutat	sho	S_FLOW_ENTRY	YES	YES
S_FLOW_HAND	MC034	cho	weitere Zutat	sho	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC034	cho	weitere Zutat	cho	HARD_D_T_ENTRY	YES	YES
MASTER_BARE	MC035	chckhy	durchleiten	shckhy	S_FLOW_ENTRY	YES	YES
CH_OPEN_HAND	MC035	chckhy	durchleiten	shckhy	S_FLOW_ENTRY	YES	YES
Q_CELL_HAND	MC035	chckhy	durchleiten	shckhy	S_FLOW_ENTRY	YES	YES
S_FLOW_HAND	MC035	chckhy	durchleiten	shckhy	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC035	chckhy	durchleiten	chckhy	HARD_D_T_ENTRY	YES	YES
MASTER_BARE	MC039	aiin	Sollmaß	aiin	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC039	aiin	Sollmaß	chaiin	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC039	aiin	Sollmaß	aiin	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC039	aiin	Sollmaß	saiin	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC039	aiin	Sollmaß	daiin	HARD_D_T_ENTRY	NO	YES
MASTER_BARE	MC040	okal	dorthin einsetzen	okal	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC040	okal	dorthin einsetzen	okal	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC040	okal	dorthin einsetzen	qokal	Q_CELL_ENTRY	NO	YES
S_FLOW_HAND	MC040	okal	dorthin einsetzen	okal	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC040	okal	dorthin einsetzen	okal	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC045	olkeedy	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC045	olkeedy	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC045	olkeedy	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC045	olkeedy	lange sammeln; Schluss	solkeedy	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC045	olkeedy	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC055	char	davon	char	OPEN_CH_ENTRY	YES	YES
CH_OPEN_HAND	MC055	char	davon	char	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC055	char	davon	char	OPEN_CH_ENTRY	YES	YES
S_FLOW_HAND	MC055	char	davon	sar	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC055	char	davon	dar	HARD_D_T_ENTRY	NO	YES
MASTER_BARE	MC059	dain	Einlage	dain	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC059	dain	Einlage	dain	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC059	dain	Einlage	dain	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC059	dain	Einlage	dain	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC059	dain	Einlage	dain	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC060	otaiin	Folgemaß	otaiin	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC060	otaiin	Folgemaß	otaiin	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC060	otaiin	Folgemaß	otaiin	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC060	otaiin	Folgemaß	sotaiin	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC060	otaiin	Folgemaß	otaiin	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC073	qcthey	kurz vorbereiten	qcthey	Q_CELL_ENTRY	YES	YES
CH_OPEN_HAND	MC073	qcthey	kurz vorbereiten	qcthey	Q_CELL_ENTRY	YES	YES
Q_CELL_HAND	MC073	qcthey	kurz vorbereiten	qcthey	Q_CELL_ENTRY	NO	YES
S_FLOW_HAND	MC073	qcthey	kurz vorbereiten	shcthey	S_FLOW_ENTRY	YES	YES
HARD_COMPACT_HAND	MC073	qcthey	kurz vorbereiten	qcthey	Q_CELL_ENTRY	YES	YES
MASTER_BARE	MC074	chdy	überführen	chdy	OPEN_CH_ENTRY	YES	YES
CH_OPEN_HAND	MC074	chdy	überführen	chdy	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC074	chdy	überführen	chdy	OPEN_CH_ENTRY	YES	YES
S_FLOW_HAND	MC074	chdy	überführen	chdy	OPEN_CH_ENTRY	YES	YES
HARD_COMPACT_HAND	MC074	chdy	überführen	chdy	OPEN_CH_ENTRY	YES	YES
MASTER_BARE	MC080	chor	Ansatz	or	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC080	chor	Ansatz	chor	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC080	chor	Ansatz	or	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC080	chor	Ansatz	sor	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC080	chor	Ansatz	or	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC082	qokeedy	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC082	qokeedy	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC082	qokeedy	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC082	qokeedy	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC082	qokeedy	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC083	qokedy	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC083	qokedy	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC083	qokedy	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC083	qokedy	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC083	qokedy	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC086	chety	Anteil	chety	OPEN_CH_ENTRY	YES	YES
CH_OPEN_HAND	MC086	chety	Anteil	chety	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC086	chety	Anteil	chety	OPEN_CH_ENTRY	YES	YES
S_FLOW_HAND	MC086	chety	Anteil	chety	OPEN_CH_ENTRY	YES	YES
HARD_COMPACT_HAND	MC086	chety	Anteil	chety	OPEN_CH_ENTRY	YES	YES
MASTER_BARE	MC088	qokchdy	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC088	qokchdy	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC088	qokchdy	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC088	qokchdy	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC088	qokchdy	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC093	otal	danach dorthin	otal	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC093	otal	danach dorthin	otal	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC093	otal	danach dorthin	qotal	Q_CELL_ENTRY	NO	YES
S_FLOW_HAND	MC093	otal	danach dorthin	otal	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC093	otal	danach dorthin	otal	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC097	olkain	weiterer Anteil	olkain	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC097	olkain	weiterer Anteil	olkain	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC097	olkain	weiterer Anteil	qolkain	Q_CELL_ENTRY	NO	YES
S_FLOW_HAND	MC097	olkain	weiterer Anteil	olkain	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC097	olkain	weiterer Anteil	olkain	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC103	chokchy	weiterbearbeiten	okchy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC103	chokchy	weiterbearbeiten	chokchy	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC103	chokchy	weiterbearbeiten	qokchy	Q_CELL_ENTRY	NO	YES
S_FLOW_HAND	MC103	chokchy	weiterbearbeiten	okchy	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC103	chokchy	weiterbearbeiten	okchy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC105	chkain	Anteil	kain	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC105	chkain	Anteil	chkain	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC105	chkain	Anteil	kain	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC105	chkain	Anteil	kain	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC105	chkain	Anteil	kain	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC113	shedal	am Ziel absetzen	shedal	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC113	shedal	am Ziel absetzen	shedal	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC113	shedal	am Ziel absetzen	shedal	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC113	shedal	am Ziel absetzen	shedal	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC113	shedal	am Ziel absetzen	shedal	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC119	cheey	Klarauszug	cheey	OPEN_CH_ENTRY	YES	YES
CH_OPEN_HAND	MC119	cheey	Klarauszug	cheey	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC119	cheey	Klarauszug	cheey	OPEN_CH_ENTRY	YES	YES
S_FLOW_HAND	MC119	cheey	Klarauszug	shey	S_FLOW_ENTRY	YES	YES
HARD_COMPACT_HAND	MC119	cheey	Klarauszug	cheey	OPEN_CH_ENTRY	YES	YES
MASTER_BARE	MC120	okaiin	bemessen	okaiin	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC120	okaiin	bemessen	okaiin	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC120	okaiin	bemessen	qokaiin	Q_CELL_ENTRY	NO	YES
S_FLOW_HAND	MC120	okaiin	bemessen	okaiin	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC120	okaiin	bemessen	okaiin	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC123	chey	dies	y	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC123	chey	dies	chey	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC123	chey	dies	y	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC123	chey	dies	sy	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC123	chey	dies	dy	HARD_D_T_ENTRY	NO	YES
MASTER_BARE	MC128	cheedy	kurz absetzen; Schluss	cheedy	OPEN_CH_ENTRY	YES	YES
CH_OPEN_HAND	MC128	cheedy	kurz absetzen; Schluss	cheedy	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC128	cheedy	kurz absetzen; Schluss	cheedy	OPEN_CH_ENTRY	YES	YES
S_FLOW_HAND	MC128	cheedy	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	YES	YES
HARD_COMPACT_HAND	MC128	cheedy	kurz absetzen; Schluss	tedy	HARD_D_T_ENTRY	YES	YES
MASTER_BARE	MC142	dchol	vom vorigen	schol	S_FLOW_ENTRY	YES	YES
CH_OPEN_HAND	MC142	dchol	vom vorigen	schol	S_FLOW_ENTRY	YES	YES
Q_CELL_HAND	MC142	dchol	vom vorigen	schol	S_FLOW_ENTRY	YES	YES
S_FLOW_HAND	MC142	dchol	vom vorigen	schol	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC142	dchol	vom vorigen	dchol	HARD_D_T_ENTRY	NO	YES
MASTER_BARE	MC143	shckhedy	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC143	shckhedy	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC143	shckhedy	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC143	shckhedy	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC143	shckhedy	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC147	cheky	kurz wärmen	cheky	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC147	cheky	kurz wärmen	cheky	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC147	cheky	kurz wärmen	cheky	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC147	cheky	kurz wärmen	cheky	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC147	cheky	kurz wärmen	cheky	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC153	cheol	weiter	ol	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC153	cheol	weiter	cheol	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC153	cheol	weiter	qol	Q_CELL_ENTRY	NO	YES
S_FLOW_HAND	MC153	cheol	weiter	sol	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC153	cheol	weiter	tol	HARD_D_T_ENTRY	YES	YES
MASTER_BARE	MC154	al	dorthin	al	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC154	al	dorthin	chal	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC154	al	dorthin	al	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC154	al	dorthin	sal	S_FLOW_ENTRY	NO	YES
HARD_COMPACT_HAND	MC154	al	dorthin	dal	HARD_D_T_ENTRY	NO	YES
MASTER_BARE	MC155	lchedy	abführen; Schluss	lchedy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC155	lchedy	abführen; Schluss	lchedy	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC155	lchedy	abführen; Schluss	lchedy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC155	lchedy	abführen; Schluss	lchedy	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC155	lchedy	abführen; Schluss	lchedy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC157	cholor	derselbe Ansatz	olor	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC157	cholor	derselbe Ansatz	cholor	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC157	cholor	derselbe Ansatz	olor	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC157	cholor	derselbe Ansatz	olor	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC157	cholor	derselbe Ansatz	olor	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC161	checthy	bereit	cthy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC161	checthy	bereit	checthy	OPEN_CH_ENTRY	NO	YES
Q_CELL_HAND	MC161	checthy	bereit	cthy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC161	checthy	bereit	shcthy	S_FLOW_ENTRY	YES	YES
HARD_COMPACT_HAND	MC161	checthy	bereit	cthy	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC171	otchey	das nächste	otchey	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC171	otchey	das nächste	otchey	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC171	otchey	das nächste	otchey	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC171	otchey	das nächste	otchey	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC171	otchey	das nächste	otchey	BARE_OR_INTERNAL	YES	YES
MASTER_BARE	MC173	qoteedy	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	NO	YES
CH_OPEN_HAND	MC173	qoteedy	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	YES	YES
Q_CELL_HAND	MC173	qoteedy	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	YES	YES
S_FLOW_HAND	MC173	qoteedy	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	YES	YES
HARD_COMPACT_HAND	MC173	qoteedy	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	YES	YES
