order_mark_id	component_recipe	identity	surface	order_id	master_section	page	stage	unit	unit_position	position_index	unit_length	left_surface	right_surface	q_carrier	selector_feature_set	selector_key	predicted_surface	selector_match	renderer_microfunction	intended_trigger_de	revised_selector	revised_selector_key	revised_predicted_surface	revised_match
WH01-R065	OK+CHD+DY	PROC091	okchedy	WH01	HOW	f81v	APPLY_B1	B1-S015	LAST	2	2	ytey	UNIT_END	NO	UNIT_POSITION	LAST	okchedy	YES	CHAIN_FINAL_TRANSFER_CLOSE	den letzten Umsetzschritt einer Kette schließen	INTENDED_MICROFUNCTION	CHAIN_FINAL_TRANSFER_CLOSE	okchedy	YES
WH01-R088	OL+Y	A3:G048	choly	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	8	38	cheey	ykeeal	NO	MASTER_SECTION	WHEN	choly	YES	CONDITION_CURRENT_CONTINUATION	den aktuellen Bedingungsposten fortsetzen	INTENDED_MICROFUNCTION	CONDITION_CURRENT_CONTINUATION	choly	YES
WH01-R094	AIIN	A3:G054	aiin	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	14	38	sheey	y	NO	MASTER_SECTION	WHEN	aiin	YES	BARE_CONDITION_MEASURE	das bloße Maß in einer Bedingungsreihe	INTENDED_MICROFUNCTION	BARE_CONDITION_MEASURE	aiin	YES
WH01-R116	OK+Y	A3:G076	choky	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	36	38	airchy	ychey	NO	SECTION_PLUS_POSITION	WHEN|MIDDLE	choky	YES	CONDITION_CURRENT_START	den aktuellen Bedingungsposten ansetzen	INTENDED_MICROFUNCTION	CONDITION_CURRENT_START	choky	YES
WH02-R013	AIIN	PROC009	daiin	WH02	WHAT	f11r	MAKE_B.X4	H3-S003	LAST	5	5	chey	UNIT_END	NO	MASTER_SECTION	WHAT	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH02-R014	OT+Y	PROC036	qotchy	WH02	WHAT	f11r	MAKE_B.X4	H3-S004	FIRST	1	4	UNIT_START	okchol	YES	MASTER_SECTION	WHAT	qotchy	YES	PRODUCTION_FOLLOW_REFERENT	den Folgeposten einer Herstellungsfolge aufnehmen	INTENDED_MICROFUNCTION	PRODUCTION_FOLLOW_REFERENT	qotchy	YES
WH02-R015	OK+OL	PROC037	okchol	WH02	WHAT	f11r	MAKE_B.X4	H3-S004	MIDDLE	2	4	qotchy	checthy	NO	MASTER_SECTION	WHAT	okchol	YES	PRODUCTION_CONTINUATION_START	eine Herstellungsfolge weiter ansetzen	INTENDED_MICROFUNCTION	PRODUCTION_CONTINUATION_START	okchol	YES
WH02-R034	CHK+EE+Y	PROC107	chkeey	WH02	HOW	f82r	APPLY_B2	B2-S005	MIDDLE	7	8	octheol	ldy	NO	ORDER	WH02	chkeey	YES	APPARATUS_LONG_WARM	einen Geräte- oder Beckenposten lange warm halten	INTENDED_MICROFUNCTION	APPARATUS_LONG_WARM	chkeey	YES
WH02-R039	OK+Y	PROC008	qoky	WH02	HOW	f82r	APPLY_B2	B2-S006	LAST	4	4	sheckhy	UNIT_END	YES	SECTION_PLUS_POSITION	HOW|LAST	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH02-R046	OK+Y	PROC008	qoky	WH02	HOW	f82r	APPLY_B2	B2-S010	MIDDLE	2	4	qokeey	ls	YES	SECTION_PLUS_POSITION	HOW|MIDDLE	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH02-R050	AR	PROC003	char	WH02	HOW	f82r	APPLY_B2	B2-S011	MIDDLE	2	4	qokain	qokain	NO	MASTER_SECTION	HOW	char	YES	ACTIVE_SOURCE	die aktiv benutzte Quelle einer Prosaoperation	INTENDED_MICROFUNCTION	ACTIVE_SOURCE	char	YES
WH02-R058	AIIN	PROC009	daiin	WH02	HOW	f82r	APPLY_B2	B2-S012	MIDDLE	6	8	lcheey	chey	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH02-R068	AIIN	PROC009	daiin	WH02	HOW	f82r	APPLY_B2	B2-S016	MIDDLE	4	8	ches	oteey	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH03-R003	AR	PROC003	char	WH03	WHAT	f10r	MAKE_A.G2	H1-S001	MIDDLE	3	10	cthoor	chety	NO	MASTER_SECTION	WHAT	char	YES	ACTIVE_SOURCE	die aktiv benutzte Quelle einer Prosaoperation	INTENDED_MICROFUNCTION	ACTIVE_SOURCE	char	YES
WH03-R008	OK+Y	PROC008	qoky	WH03	WHAT	f10r	MAKE_A.G2	H1-S001	MIDDLE	8	10	otytchol	daiin	YES	SECTION_PLUS_POSITION	WHAT|MIDDLE	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH03-R009	AIIN	PROC009	daiin	WH03	WHAT	f10r	MAKE_A.G2	H1-S001	MIDDLE	9	10	qoky	etyd	NO	MASTER_SECTION	WHAT	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH03-R011	OK+Y	PROC011	qokchy	WH03	WHAT	f10r	MAKE_A.G2	H1-S002	FIRST	1	4	UNIT_START	qotchol	YES	SECTION_PLUS_POSITION	WHAT|FIRST	qokchy	YES	ARTICLE_INITIAL_CURRENT_START	den ersten aktuellen Posten eines Herstellungsartikels ansetzen	INTENDED_MICROFUNCTION	ARTICLE_INITIAL_CURRENT_START	qokchy	YES
WH03-R019	AIIN	PROC009	daiin	WH03	HOW	f83r	APPLY_B3	B3-S003	MIDDLE	2	4	chey	chey	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH03-R024	AR	PROC003	char	WH03	HOW	f83r	APPLY_B3	B3-S004	LAST	3	3	qotal	UNIT_END	NO	MASTER_SECTION	HOW	char	YES	ACTIVE_SOURCE	die aktiv benutzte Quelle einer Prosaoperation	INTENDED_MICROFUNCTION	ACTIVE_SOURCE	char	YES
WH03-R026	CHD+Y	PROC133	chedchy	WH03	HOW	f83r	APPLY_B3	B3-S006	FIRST	1	3	UNIT_START	qokal	NO	STAGE_PLUS_POSITION	APPLY_B3|FIRST	chedchy	YES	MARKED_STATION_OPEN_TRANSFER	den Posten an einer markierten Station umsetzen	INTENDED_MICROFUNCTION	MARKED_STATION_OPEN_TRANSFER	chedchy	YES
WH03-R030	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S007	MIDDLE	2	3	qokaiin	qokeedy	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH03-R033	OK+Y	PROC008	qoky	WH03	HOW	f83r	APPLY_B3	B3-S009	ONLY	1	1	UNIT_START	UNIT_END	YES	SECTION_PLUS_POSITION	HOW|ONLY	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH03-R037	OK+Y	PROC008	qoky	WH03	HOW	f83r	APPLY_B3	B3-S011	MIDDLE	2	4	shecthedchy	chedy	YES	SECTION_PLUS_POSITION	HOW|MIDDLE	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH03-R038	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S011	MIDDLE	3	4	qoky	chary	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH03-R050	OK+CHD+DY	PROC091	okchedy	WH03	HOW	f83r	APPLY_B3	B3-S016	LAST	2	2	lo	UNIT_END	NO	UNIT_POSITION	LAST	okchedy	YES	CHAIN_FINAL_TRANSFER_CLOSE	den letzten Umsetzschritt einer Kette schließen	INTENDED_MICROFUNCTION	CHAIN_FINAL_TRANSFER_CLOSE	okchedy	YES
WH03-R060	AIIN	PROC009	daiin	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	5	11	chey	shedal	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH03-R067	OT+CHD+DY	PROC145	qotchedy	WH03	HOW	f83r	APPLY_B3	B3-S022	ONLY	1	1	UNIT_START	UNIT_END	YES	ORDER_PLUS_POSITION	WH03|ONLY	qotchedy	YES	STANDALONE_FOLLOW_CLOSE	einen alleinstehenden Folgeschritt umsetzen und schließen	INTENDED_MICROFUNCTION	STANDALONE_FOLLOW_CLOSE	qotchedy	YES
WH03-R070	OK+CHD+DY	PROC082	qokchdy	WH03	HOW	f83r	APPLY_B3	B3-S025	ONLY	1	1	UNIT_START	UNIT_END	YES	UNIT_POSITION	ONLY	qokchdy	YES	STANDALONE_TRANSFER_CLOSE	einen alleinstehenden Umsetzschritt ansetzen und schließen	INTENDED_MICROFUNCTION	STANDALONE_TRANSFER_CLOSE	qokchdy	YES
WH03-R073	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S026	MIDDLE	3	7	chldaiin	qokain	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH03-R084	OK+Y	PROC008	qoky	WH03	HOW	f83r	APPLY_B3	B3-S030	FIRST	1	4	UNIT_START	daiin	YES	SECTION_PLUS_POSITION	HOW|FIRST	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH03-R085	AIIN	PROC009	daiin	WH03	HOW	f83r	APPLY_B3	B3-S030	MIDDLE	2	4	qoky	schedair	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH03-R087	OT+CHD+DY	PROC145	otchedy	WH03	HOW	f83r	APPLY_B3	B3-S030	LAST	4	4	schedair	UNIT_END	NO	ORDER_PLUS_POSITION	WH03|LAST	otchedy	YES	CHAIN_FINAL_FOLLOW_CLOSE	den letzten Folgeschritt einer Kette schließen	INTENDED_MICROFUNCTION	CHAIN_FINAL_FOLLOW_CLOSE	otchedy	YES
WH03-R090	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S032	MIDDLE	2	5	chedain	qotedaiin	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH04-R002	AIIN	PROC009	daiin	WH04	WHAT	f55v	MAKE_C.W2	H4-S001	MIDDLE	2	5	qokaiin	ykain	NO	MASTER_SECTION	WHAT	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH04-R006	AIIN	PROC009	daiin	WH04	WHAT	f55v	MAKE_C.W2	H4-S002	FIRST	1	3	UNIT_START	chedy	NO	MASTER_SECTION	WHAT	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH04-R007	CHD+Y	PROC042	chedy	WH04	WHAT	f55v	MAKE_C.W2	H4-S002	MIDDLE	2	3	daiin	talam	NO	STAGE_PLUS_POSITION	MAKE_C.W2|MIDDLE	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH04-R011	CHK+EE+Y	PROC046	cheeky	WH04	WHAT	f55v	MAKE_C.W2	H4-S003	MIDDLE	3	4	cheoar	oldy	NO	ORDER	WH04	cheeky	YES	MATERIAL_LONG_WARM	einen Materialposten lange warm halten	INTENDED_MICROFUNCTION	MATERIAL_LONG_WARM	cheeky	YES
WH04-R013	AIIN	PROC009	daiin	WH04	WHAT	f55v	MAKE_C.W2	H4-S004	FIRST	1	6	UNIT_START	qokal	NO	MASTER_SECTION	WHAT	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH04-R020	OL+Y	PROC154	qolchey	WH04	HOW	f83r	APPLY_B4	B4-S002	FIRST	1	3	UNIT_START	qokeey	YES	MASTER_SECTION	HOW	qolchey	YES	APPLICATION_CURRENT_CONTINUATION	den aktuellen Anwendungsposten fortsetzen	INTENDED_MICROFUNCTION	APPLICATION_CURRENT_CONTINUATION	qolchey	YES
WH04-R023	CHD+Y	PROC042	chedy	WH04	HOW	f83r	APPLY_B4	B4-S003	FIRST	1	7	UNIT_START	qotal	NO	STAGE_PLUS_POSITION	APPLY_B4|FIRST	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH04-R025	OT+Y	PROC065	otchey	WH04	HOW	f83r	APPLY_B4	B4-S003	MIDDLE	3	7	qotal	qokeey	NO	MASTER_SECTION	HOW	otchey	YES	APPLICATION_FOLLOW_REFERENT	den Folgeposten einer Anwendungsfolge aufnehmen	INTENDED_MICROFUNCTION	APPLICATION_FOLLOW_REFERENT	otchey	YES
WH04-R027	OK+Y	PROC008	qoky	WH04	HOW	f83r	APPLY_B4	B4-S003	MIDDLE	5	7	qokeey	ol	YES	SECTION_PLUS_POSITION	HOW|MIDDLE	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH04-R032	CHD+Y	PROC042	chedy	WH04	HOW	f83r	APPLY_B4	B4-S005	MIDDLE	2	3	dain	qokeedy	NO	STAGE_PLUS_POSITION	APPLY_B4|MIDDLE	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH04-R036	AIIN	PROC009	daiin	WH04	HOW	f83r	APPLY_B4	B4-S008	FIRST	1	4	UNIT_START	cheeky	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH04-R037	CHK+EE+Y	PROC046	cheeky	WH04	HOW	f83r	APPLY_B4	B4-S008	MIDDLE	2	4	daiin	sheey	NO	ORDER	WH04	cheeky	YES	MATERIAL_LONG_WARM	einen Materialposten lange warm halten	INTENDED_MICROFUNCTION	MATERIAL_LONG_WARM	cheeky	YES
WH04-R042	AIIN	PROC009	daiin	WH04	HOW	f83r	APPLY_B4	B4-S011	FIRST	1	7	UNIT_START	cheky	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH04-R046	CHD+Y	PROC042	chedy	WH04	HOW	f83r	APPLY_B4	B4-S011	MIDDLE	5	7	qokain	ol	NO	STAGE_PLUS_POSITION	APPLY_B4|MIDDLE	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH04-R050	OK+OL	PROC160	qokol	WH04	HOW	f83r	APPLY_B4	B4-S013	FIRST	1	2	UNIT_START	shedy	YES	MASTER_SECTION	HOW	qokol	YES	APPLICATION_CONTINUATION_START	eine Anwendungsfolge weiter ansetzen	INTENDED_MICROFUNCTION	APPLICATION_CONTINUATION_START	qokol	YES
WH04-R069	CHD+Y	A3:G082	chdy	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	4	29	dair	otoar	NO	STAGE_PLUS_POSITION	CONDITION_C6@f69v.3|MIDDLE	chdy	YES	CONDITION_STATE_TRANSFER	einen Bedingungs- oder Zustandsposten umsetzen	INTENDED_MICROFUNCTION	CONDITION_STATE_TRANSFER	chdy	YES
WH04-R071	AR	A3:G084	ar	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	6	29	otoar	chy	NO	MASTER_SECTION	WHEN	ar	YES	BARE_CONDITION_SOURCE	die bloße Quelle einer Bedingungsreihe	INTENDED_MICROFUNCTION	BARE_CONDITION_SOURCE	ar	YES
WH04-R079	AR	A3:G092	ar	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	14	29	cheor	air	NO	MASTER_SECTION	WHEN	ar	YES	BARE_CONDITION_SOURCE	die bloße Quelle einer Bedingungsreihe	INTENDED_MICROFUNCTION	BARE_CONDITION_SOURCE	ar	YES
WH05-R008	OT+CHD+DY	PROC166	otchdy	WH05	HOW	f83r	APPLY_B5	B5-S001	ONLY	1	1	UNIT_START	UNIT_END	NO	ORDER_PLUS_POSITION	WH05|ONLY	otchdy	YES	COMPACT_FOLLOW_CLOSE	einen kompakten Folgeschritt schließen	INTENDED_MICROFUNCTION	COMPACT_FOLLOW_CLOSE	otchdy	YES
WH05-R009	OK+CHD+DY	PROC082	qokchdy	WH05	HOW	f83r	APPLY_B5	B5-S002	ONLY	1	1	UNIT_START	UNIT_END	YES	UNIT_POSITION	ONLY	qokchdy	YES	STANDALONE_TRANSFER_CLOSE	einen alleinstehenden Umsetzschritt ansetzen und schließen	INTENDED_MICROFUNCTION	STANDALONE_TRANSFER_CLOSE	qokchdy	YES
WH05-R015	AIIN	PROC009	daiin	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	6	9	chdal	ol	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH05-R018	CHD+Y	PROC042	chedy	WH05	HOW	f83r	APPLY_B5	B5-S003	LAST	9	9	daiiin	UNIT_END	NO	STAGE_PLUS_POSITION	APPLY_B5|LAST	chedy	YES	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	INTENDED_MICROFUNCTION	DEFAULT_OPEN_TRANSFER	chedy	YES
WH06-R004	AIIN	PROC009	daiin	WH06	WHAT	f56r	MAKE_D.P1	H5-S001	MIDDLE	4	9	chodaly	cho	NO	MASTER_SECTION	WHAT	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
WH06-R008	OK+Y	PROC008	qoky	WH06	WHAT	f56r	MAKE_D.P1	H5-S001	MIDDLE	8	9	otchor	dal	YES	SECTION_PLUS_POSITION	WHAT|MIDDLE	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH06-R012	OK+Y	PROC008	qoky	WH06	WHAT	f56r	MAKE_D.P1	H5-S002	MIDDLE	3	4	choy	cheeckhody	YES	SECTION_PLUS_POSITION	WHAT|MIDDLE	qoky	YES	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	INTENDED_MICROFUNCTION	DEFAULT_CURRENT_START	qoky	YES
WH06-R018	AIIN	PROC009	daiin	WH06	HOW	f83r	APPLY_B6	B6-S001	MIDDLE	5	9	ol	ol	NO	MASTER_SECTION	HOW	daiin	YES	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	INTENDED_MICROFUNCTION	OPERATIONAL_MEASURE	daiin	YES
