event_id	page	record	statement_id	hand	exact_copy_identity	surface	semantic_recipe_identity	component_recipe	workshop_reading_de	recipe_has_two_card_realizations	spoken_readback_rule	copy_rule	variant_mechanism	surface_memory	spoken_reading_preserved
E145	f81v	B1	B1-S014	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E148	f81v	B1	B1-S014	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E151	f81v	B1	B1-S015	HAND_2	PROC091	okchedy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E154	f81v	B1	B1-S016	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E158	f81v	B1	B1-S017	HAND_2	PROC094	dchdy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E167	f82r	B2	B2-S001	HAND_2	PROC076	dchedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E183	f82r	B2	B2-S005	HAND_2	PROC107	chkeey	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_ORDER	COPY_WHOLE_VARIANT	YES
E188	f82r	B2	B2-S006	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E195	f82r	B2	B2-S010	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E196	f82r	B2	B2-S010	HAND_2	PROC115	ls	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E197	f82r	B2	B2-S010	HAND_2	PROC031	cheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E203	f82r	B2	B2-S012	HAND_2	PROC031	cheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E239	f83r	B3	B3-S005	HAND_2	PROC076	schedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E240	f83r	B3	B3-S006	HAND_2	PROC133	chedchy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E244	f83r	B3	B3-S007	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E247	f83r	B3	B3-S009	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E251	f83r	B3	B3-S011	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E252	f83r	B3	B3-S011	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E264	f83r	B3	B3-S016	HAND_2	PROC091	qokchedy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E281	f83r	B3	B3-S022	HAND_2	PROC145	qotchedy	RCP114	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E283	f83r	B3	B3-S024	HAND_2	PROC076	tchedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E284	f83r	B3	B3-S025	HAND_2	PROC082	qokchdy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E287	f83r	B3	B3-S026	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E295	f83r	B3	B3-S029	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E298	f83r	B3	B3-S030	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E301	f83r	B3	B3-S030	HAND_2	PROC145	otchedy	RCP114	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E304	f83r	B3	B3-S032	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E319	f83r	B4	B4-S003	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E321	f83r	B4	B4-S003	HAND_2	PROC065	otchey	RCP121	OT+Y	DANACH · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP3_ENTRY_SIDE_TEMPLATE	DERIVE_WITH_MODEL_CUE	YES
E323	f83r	B4	B4-S003	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E324	f83r	B4	B4-S003	HAND_2	PROC013	tol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E328	f83r	B4	B4-S005	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E333	f83r	B4	B4-S008	HAND_2	PROC046	cheeky	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_ORDER	COPY_WHOLE_VARIANT	YES
E334	f83r	B4	B4-S008	HAND_2	PROC157	sheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E342	f83r	B4	B4-S011	HAND_2	PROC042	chdy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E343	f83r	B4	B4-S011	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E346	f83r	B4	B4-S013	HAND_2	PROC160	qokol	RCP093	OK+OL	ANSETZEN · WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP3_ENTRY_SIDE_TEMPLATE	DERIVE_WITH_MODEL_CUE	YES
E353	f83r	B4	B4-S015	HAND_2	PROC031	shey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E362	f83r	B5	B5-S001	HAND_2	PROC166	otchdy	RCP114	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E363	f83r	B5	B5-S002	HAND_2	PROC082	qokchdy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E366	f83r	B5	B5-S003	HAND_2	PROC013	cheol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E370	f83r	B5	B5-S003	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E372	f83r	B5	B5-S003	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E376	f83r	B6	B6-S001	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E378	f83r	B6	B6-S001	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
