master_card_id	master_form	registered_surfaces	semantic_atoms	current_spoken_default_de	teaching_layer	drawer	event_count	records	previous_default_de	period_revision
MC014	chair	chair	AIR	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	H1	Flüssigkeitslauf	UNCHANGED
MC015	qokokchy	qokokchy	OK+OK+Y	einsetzen · einsetzen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1	H5	einsetzen · einsetzen · Posten	UNCHANGED
MC016	rol	rol	OL	weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B1	weiter	UNCHANGED
MC017	okain	okain|qokain	OK+AIN	Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	7	B1|B2|B3|B4	einen Anteil zugeben	SHORTENED_ACTIVE_CARD
MC018	qotedaiin	qotedaiin	OT+E+AIIN	danach · kurz · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	danach · kurz · Sollmaß	UNCHANGED
MC019	oldy	oldy	OL+CLOSE	fertig	REVISED_SHARED_17	ACTIVE_CORE	2	B4|H4	fortsetzen; abschließen	SHORTENED_ACTIVE_CARD
MC020	solkeey	solkeey	SOLK+EE+Y	auffangen · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B6	auffangen · länger · Posten	UNCHANGED
MC021	oltchy	oltchy	OL+CTH+Y	weiter · bereitstellen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H4	weiter · bereitstellen · Posten	UNCHANGED
MC022	chckhal	chckhal	CKH+AL	Durchgang · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B4	Durchgang · Zielstelle	UNCHANGED
MC023	kair	kair	AIR	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	Flüssigkeitslauf	UNCHANGED
MC024	qokol	qokol	OK+OL	einsetzen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B4	einsetzen · weiter	UNCHANGED
MC025	dchedy	dchedy|schedy|tchedy	CHD+CLOSE	überführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4	B1|B2|B3	übertragen; schließen	SHORTENED_ACTIVE_CARD
MC026	choky	choky|oky|qoky	OK+Y	einsetzen	REVISED_SHARED_17	ACTIVE_CORE	10	B1|B2|B3|B4|H1|H5	diesen Posten einsetzen	SHORTENED_ACTIVE_CARD
MC027	oykchor	oykchor	Y+KCH+OR	Posten · bearbeiten · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2	Posten · bearbeiten · Ansatz	UNCHANGED
MC028	olchedy	olchedy|qolchedy	OL+CHD+CLOSE	weiterführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B2|B3	weiter übertragen; schließen	SHORTENED_ACTIVE_CARD
MC029	lar	lar	L+AR	abführen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	abführen · Ausgang	UNCHANGED
MC030	lo	lo	L	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	abführen	UNCHANGED
MC031	dalchdy	dalchdy	AL+CHD+CLOSE	Zielstelle · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	Zielstelle · übertragen; schließen	UNCHANGED
MC032	cheeky	cheeky	CHK+EE+Y	länger bearbeiten	REVISED_SHARED_17	ACTIVE_CORE	2	B4|H4	länger bearbeiten	UNCHANGED
MC033	oiiin	oiiin|soiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	2	B1|B3	Arbeitsstufe	UNCHANGED
MC034	cho	cho|sho	HO	weitere Zutat	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4	H5	weitere Zutat	UNCHANGED
MC035	chckhy	chckhy|shckhy	CKH+Y	durchleiten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4	B1|B2	durchführen	SHORTENED_ACTIVE_CARD
MC036	solkaiin	solkaiin	SOLK+AIIN	auffangen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	auffangen · Sollmaß	UNCHANGED
MC037	tchody	tchody	HO+CLOSE	Zutat; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3	Zutat; schließen	UNCHANGED
MC038	lshedy	lshedy	WASH+CLOSE	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	2	B1	waschen; schließen	UNCHANGED
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	AIIN	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	Sollmaß	UNCHANGED
MC040	okal	okal|qokal	OK+AL	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE	6	B1|B2|B3|H4	dorthin einsetzen	UNCHANGED
MC041	okchol	okchol	OK+OL	einsetzen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H3	einsetzen · weiter	UNCHANGED
MC042	cheedar	cheedar	CHD+AR	übertragen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	übertragen · Ausgang	UNCHANGED
MC043	shecthedchy	shecthedchy	CTH+CHD+Y	bereitstellen · übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	bereitstellen · übertragen · Posten	UNCHANGED
MC044	qokar	qokar	OK+AR	einsetzen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	einsetzen · Ausgang	UNCHANGED
MC045	olkeedy	olkeedy|solkeedy	SOLK+EE+CLOSE	lange sammeln; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3	länger auffangen; schließen	SHORTENED_ACTIVE_CARD
MC046	raly	raly	AL+Y	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B6	Zielstelle · Posten	UNCHANGED
MC047	ykain	ykain	Y+AIN	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4	Posten · Anteil	UNCHANGED
MC048	kaiiin	kaiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H2	Arbeitsstufe	UNCHANGED
MC049	schoal	schoal	HO+AL	Zutat · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3	Zutat · Zielstelle	UNCHANGED
MC050	solkey	solkey	SOLK+E+Y	auffangen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	auffangen · kurz · Posten	UNCHANGED
MC051	lchedal	lchedal	L+CHD+AL	abführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	abführen · übertragen · Zielstelle	UNCHANGED
MC052	qekey	qekey	KCH+E+Y	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B6	bearbeiten · kurz · Posten	UNCHANGED
MC053	otol	otol	OT+OL	danach · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H2	danach · weiter	UNCHANGED
MC054	qokaly	qokaly	OK+AL+Y	einsetzen · Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	einsetzen · Zielstelle · Posten	UNCHANGED
MC055	char	char|dar|sar	AR	davon	REVISED_SHARED_17	ACTIVE_CORE	5	B1|B2|B3|H1|H2	davon	UNCHANGED
MC056	ral	ral	AL	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	Zielstelle	UNCHANGED
MC057	otchedy	otchedy|qotchedy	OT+CHD+CLOSE	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	2	B3	danach · übertragen; schließen	UNCHANGED
MC058	sheckhal	sheckhal	CKH+E+AL	Durchgang · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B1	Durchgang · kurz · Zielstelle	UNCHANGED
MC059	dain	dain	DAIN	Tuch	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	2	B4|B6	Tuch	UNCHANGED
MC060	otaiin	otaiin|sotaiin	OT+AIIN	Folgemaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B2|B3	nächstes Sollmaß	SHORTENED_ACTIVE_CARD
MC061	sshkchdy	sshkchdy	SH+KCH+CHD+CLOSE	halten · bearbeiten · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	halten · bearbeiten · übertragen; schließen	UNCHANGED
MC062	shoyty	shoyty	HO+Y+TY	Zutat · Posten · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3	Zutat · Posten · Teil	UNCHANGED
MC063	oteey	oteey	OT+EE+Y	danach · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2	danach · länger · Posten	UNCHANGED
MC064	chedchy	chedchy	CHD+Y	übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	übertragen · Posten	UNCHANGED
MC065	ls	ls	L	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	abführen	UNCHANGED
MC066	lcheey	lcheey	L+CHEEY	abführen · Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	abführen · Klarlauf	UNCHANGED
MC067	otchdy	otchdy	OT+CHD+CLOSE	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B5	danach · übertragen; schließen	UNCHANGED
MC068	sotodan	sotodan	OT+DAN	danach · anwenden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	H5	danach · anwenden	UNCHANGED
MC069	otytchol	otytchol	OT+TY+OL	danach · Teil · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H1	danach · Teil · weiter	UNCHANGED
MC070	pchedy	pchedy	P+CHD+CLOSE	zuführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	zuführen · übertragen; schließen	UNCHANGED
MC071	dchey	dchey	DCHE+Y	Wurzel · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1	Wurzel · Posten	UNCHANGED
MC072	orain	orain	OR+AIN	Ansatz · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H4	Ansatz · Anteil	UNCHANGED
MC073	qcthey	qcthey|shcthey	CTH+E+Y	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2|B3	bereitstellen · kurz · Posten	UNCHANGED
MC074	chdy	chdy|chedy	CHD+Y	überführen	REVISED_SHARED_17	ACTIVE_CORE	11	B1|B3|B4|B5|H4	diesen Posten übertragen	SHORTENED_ACTIVE_CARD
MC075	ycheor	ycheor	Y+CHEO+OR	Posten · Auszug · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2	Posten · Auszug · Ansatz	UNCHANGED
MC076	dsheol	dsheol	SH+E+OL	halten · kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	halten · kurz · weiter	UNCHANGED
MC077	kchal	kchal	KCH+AL	bearbeiten · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	H5	bearbeiten · Zielstelle	UNCHANGED
MC078	olsaly	olsaly	AL+Y	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	Zielstelle · Posten	UNCHANGED
MC079	daldy	daldy	AL+CLOSE	Zielstelle; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	Zielstelle; schließen	UNCHANGED
MC080	chor	chor|or|shor|sor	OR	Ansatz	REVISED_SHARED_17	ACTIVE_CORE	7	B3|B4|H2|H4	Arbeitsansatz	SHORTENED_ACTIVE_CARD
MC081	okair	okair	OK+AIR	einsetzen · Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	einsetzen · Flüssigkeitslauf	UNCHANGED
MC082	qokeedy	qokeedy	OK+EE+CLOSE	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	10	B2|B3|B4	länger einwirken; schließen	SHORTENED_ACTIVE_CARD
MC083	qokedy	qokedy	OK+E+CLOSE	kurz einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8	B1|B3|B4	kurz einwirken; schließen	SHORTENED_ACTIVE_CARD
MC084	rshedy	rshedy	WASH+CLOSE	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	waschen; schließen	UNCHANGED
MC085	cheoar	cheoar	CHEO+AR	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H4	Auszug · Ausgang	UNCHANGED
MC086	chety	chety|chty	PARTITION+TY	Anteil	REVISED_SHARED_17	ACTIVE_CORE	2	B3|H1	einen Teil abtrennen	SHORTENED_ACTIVE_CARD
MC087	chodaiin	chodaiin	HO+AIIN	Zutat · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2	Zutat · Sollmaß	UNCHANGED
MC088	qokchdy	qokchdy	OK+CHD+CLOSE	einführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3|B5	einsetzen, übertragen; schließen	SHORTENED_ACTIVE_CARD
MC089	skar	skar	SK+AR	ausgießen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B4	ausgießen · Ausgang	UNCHANGED
MC090	kchol	kchol	KCH+OL	bearbeiten · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H5	bearbeiten · weiter	UNCHANGED
MC091	dairydy	dairydy	AIR+Y+CLOSE	Flüssigkeitslauf · Posten; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B4	Flüssigkeitslauf · Posten; schließen	UNCHANGED
MC092	lol	lol	L+OL	abführen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B5	abführen · weiter	UNCHANGED
MC093	otal	otal|qotal	OT+AL	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B3|B4	danach dorthin	UNCHANGED
MC094	cheeety	cheeety	EEE+TY	vollständig · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	vollständig · Teil	UNCHANGED
MC095	sheey	sheey	SH+EE+Y	halten · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	halten · länger · Posten	UNCHANGED
MC096	qokeedal	qokeedal	OK+EE+AL	einsetzen · länger · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	einsetzen · länger · Zielstelle	UNCHANGED
MC097	olkain	olkain|qolkain	OL+AIN	weiter · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	2	B1|B4	weiter · Anteil	UNCHANGED
MC098	tshol	tshol	HO+L	Zutat · abführen	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3	Zutat · abführen	UNCHANGED
MC099	cheeckhody	cheeckhody	EE+CKH+HO+CLOSE	länger · Durchgang · Zutat; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H5	länger · Durchgang · Zutat; schließen	UNCHANGED
MC100	ody	ody	ODY	kühlen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H4	kühlen	UNCHANGED
MC101	ldalor	ldalor	AL	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B6	Zielstelle	UNCHANGED
MC102	rsheal	rsheal	SH+E+AL	halten · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	halten · kurz · Zielstelle	UNCHANGED
MC103	chokchy	chokchy|okchy|qokchy	OK+Y	weiterbearbeiten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	H1|H5	diesen Posten weiterbearbeiten	SHORTENED_ACTIVE_CARD
MC104	keol	keol	E+OL	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5	kurz · weiter	UNCHANGED
MC105	chkain	chkain|kain	AIN	Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3|B4	einen Anteil	SHORTENED_ACTIVE_CARD
MC106	teol	teol	E+OL	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	kurz · weiter	UNCHANGED
MC107	qotchy	qotchy	OT+Y	danach · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H3	danach · Posten	UNCHANGED
MC108	etyd	etyd	E+TY	kurz · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H1	kurz · Teil	UNCHANGED
MC109	ytey	ytey	Y+E+TY	Posten · kurz · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	Posten · kurz · Teil	UNCHANGED
MC110	chkeedy	chkeedy	CHK+EE+CLOSE	wärmen · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	wärmen · länger; schließen	UNCHANGED
MC111	shfydaiin	shfydaiin	SH+AIIN	halten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H3	halten · Sollmaß	UNCHANGED
MC112	octheol	octheol	CTH+OL	bereitstellen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	bereitstellen · weiter	UNCHANGED
MC113	shedal	shedal	SHED+AL	absetzen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B3|B5	absetzen · Zielstelle	UNCHANGED
MC114	sh	sh	SH	halten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5	halten	UNCHANGED
MC115	qoctholy	qoctholy	CTH+OL+Y	bereitstellen · weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H2	bereitstellen · weiter · Posten	UNCHANGED
MC116	schedair	schedair	AIR	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	Flüssigkeitslauf	UNCHANGED
MC117	kchy	kchy	KCH+Y	bearbeiten · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1	H3	bearbeiten · Posten	UNCHANGED
MC118	ly	ly	L+Y	abführen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	abführen · Posten	UNCHANGED
MC119	cheey	cheey|shey	CHEEY	Klarauszug	REVISED_SHARED_17	ACTIVE_CORE	4	B2|B4|H3	Klarlauf	SHORTENED_ACTIVE_CARD
MC120	okaiin	okaiin|qokaiin	OK+AIIN	bemessen	REVISED_SHARED_17	ACTIVE_CORE	9	B1|B2|B3|H4	auf Sollmaß stellen	SHORTENED_ACTIVE_CARD
MC121	otar	otar	OT+AR	danach · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	danach · Ausgang	UNCHANGED
MC122	kchey	kchey	KCH+E+Y	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5	bearbeiten · kurz · Posten	UNCHANGED
MC123	chey	chey|chy|dy|shy|sy|y	Y	dies	REVISED_SHARED_17	ACTIVE_CORE	18	B1|B2|B3|B4|B6|H2|H3|H4	dieser Posten	SHORTENED_ACTIVE_CARD
MC124	lkedy	lkedy	L+E+CLOSE	abführen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	abführen · kurz; schließen	UNCHANGED
MC125	chochor	chochor	HO+OR	Zutat · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5	Zutat · Ansatz	UNCHANGED
MC126	pchedal	pchedal	P+CHD+AL	zuführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	zuführen · übertragen · Zielstelle	UNCHANGED
MC127	lched	lched	L+CHD	abführen · übertragen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	abführen · übertragen	UNCHANGED
MC128	cheedy	cheedy|shedy|tedy	SHED+E+CLOSE	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	12	B1|B2|B3|B4	kurz absetzen; schließen	SHORTENED_ACTIVE_CARD
MC129	cfhy	cfhy	CFH+Y	auswringen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H3	auswringen · Posten	UNCHANGED
MC130	lsho	lsho	WASH	waschen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B1	waschen	UNCHANGED
MC131	choy	choy	HO+Y	Zutat · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5	Zutat · Posten	UNCHANGED
MC132	sheckhy	sheckhy	CKH+E+Y	Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	Durchgang · kurz · Posten	UNCHANGED
MC133	lcheckhedy	lcheckhedy	L+CKHE+CLOSE	abführen · trennen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	abführen · trennen; schließen	UNCHANGED
MC134	qolky	qolky	OL	weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B1	weiter	UNCHANGED
MC135	otedy	otedy	OT+E+CLOSE	danach · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B3	danach · kurz; schließen	UNCHANGED
MC136	kchoar	kchoar	CHEO+AR	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5	Auszug · Ausgang	UNCHANGED
MC137	shecthy	shecthy	CTH+E+Y	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	bereitstellen · kurz · Posten	UNCHANGED
MC138	dshedy	dshedy	SHED+E+CLOSE	absetzen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	absetzen · kurz; schließen	UNCHANGED
MC139	dchdy	dchdy	CHD+CLOSE	übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	übertragen; schließen	UNCHANGED
