event_id	page	record	statement_id	card_no	surface	component_recipe	composed_command_de	statement_final	contains_close	ok_value_invariant
E140	f81v	B1	B1-S011	PROC008	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	YES	NO	YES
E142	f81v	B1	B1-S012	PROC085	qokey	OK+E+Y	ANSETZEN · KURZ · ARBEITSPOSTEN	NO	NO	YES
E151	f81v	B1	B1-S015	PROC091	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	YES	YES	YES
E152	f81v	B1	B1-S016	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	NO	NO	YES
E153	f81v	B1	B1-S016	PROC092	okeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO	YES
E169	f82r	B2	B2-S003	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	NO	NO	YES
E171	f82r	B2	B2-S003	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E172	f82r	B2	B2-S004	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	NO	NO	YES
E175	f82r	B2	B2-S004	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO	YES
E177	f82r	B2	B2-S005	PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN	NO	NO	YES
E180	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NO	NO	YES
E181	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NO	NO	YES
E186	f82r	B2	B2-S006	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	NO	NO	YES
E188	f82r	B2	B2-S006	PROC008	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	YES	NO	YES
E191	f82r	B2	B2-S008	PROC113	qokar	OK+AR	ANSETZEN · VORRAT	NO	NO	YES
E194	f82r	B2	B2-S010	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO	YES
E195	f82r	B2	B2-S010	PROC008	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	NO	NO	YES
E198	f82r	B2	B2-S011	PROC080	okain	OK+AIN	ANSETZEN · PORTION	NO	NO	YES
E200	f82r	B2	B2-S011	PROC080	okain	OK+AIN	ANSETZEN · PORTION	NO	NO	YES
E201	f82r	B2	B2-S011	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E205	f82r	B2	B2-S012	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO	YES
E209	f82r	B2	B2-S012	PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	YES	YES	YES
E213	f82r	B2	B2-S015	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E219	f82r	B2	B2-S016	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NO	NO	YES
E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	ANSETZEN · KURZ · ARBEITSPOSTEN	NO	NO	YES
E224	f82r	B2	B2-S018	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E227	f82r	B2	B2-S021	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E236	f83r	B3	B3-S004	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NO	NO	YES
E241	f83r	B3	B3-S006	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	NO	NO	YES
E243	f83r	B3	B3-S007	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NO	NO	YES
E245	f83r	B3	B3-S007	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	YES	NO	YES
E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	NO	NO	YES
E256	f83r	B3	B3-S013	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NO	NO	YES
E259	f83r	B3	B3-S013	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES	YES	YES
E260	f83r	B3	B3-S014	PROC138	okair	OK+AIR	ANSETZEN · FLUESSIGKEITSLAUF	NO	NO	YES
E264	f83r	B3	B3-S016	PROC091	qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	YES	YES	YES
E265	f83r	B3	B3-S017	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E267	f83r	B3	B3-S019	PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ; SCHLUSS	YES	YES	YES
E270	f83r	B3	B3-S021	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NO	NO	YES
E284	f83r	B3	B3-S025	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	YES	YES	YES
E288	f83r	B3	B3-S026	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	NO	NO	YES
E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO	YES
E294	f83r	B3	B3-S028	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES	YES	YES
E297	f83r	B3	B3-S029	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES	YES	YES
E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	NO	NO	YES
E302	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E315	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO	YES
E318	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES	YES	YES
E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO	YES
E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	NO	NO	YES
E326	f83r	B4	B4-S004	PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	YES	YES	YES
E329	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES	YES	YES
E335	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES	YES	YES
E340	f83r	B4	B4-S011	PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · FORTSETZEN	NO	NO	YES
E341	f83r	B4	B4-S011	PROC080	okain	OK+AIN	ANSETZEN · PORTION	NO	NO	YES
E346	f83r	B4	B4-S013	PROC160	qokol	OK+OL	ANSETZEN · FORTSETZEN	NO	NO	YES
E352	f83r	B4	B4-S015	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	NO	NO	YES
E363	f83r	B5	B5-S002	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	YES	YES	YES
