unified_serial	dossier_id	case_phase	register	page	locus	semantic_or_operational_input_de	encoder_mode	encoder_rule_id	component_or_nomenclator_formula	selected_surface	renderer_or_address_choice	source_status
U023	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.6	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	shy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U024	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	Folgeansatz	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+OR_BATCH	qotchor	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U025	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	Ansatz	PARADIGM_RULE	P08	OR_BATCH	chor	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U026	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	danach fortsetzen	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+OL_CONTINUE	otol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U027	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	chol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U028	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	Fortsetzungsansatz	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+OR_BATCH	cholor	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U029	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	chol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U030	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U031	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.8	daraus	PARADIGM_RULE	P07	AR_FROM	dar	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U032	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.9	Gefaess	COPY_WHOLE_CARD	NONE	MEMORIZED_VESSEL_CARD	oykchor	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U033	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.9	Ansatz	PARADIGM_RULE	P08	OR_BATCH	shor	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U034	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.9	Ansatz	PARADIGM_RULE	P08	OR_BATCH	chor	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U035	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.9	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	chy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U036	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.9	Weichstufe	COMPOSE_FROM_COMPONENTS	NONE	K_SOFT+IIN_TARGET_STAGE	kaiiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U037	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.9	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	dy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U038	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	PROSE_WORKSHOP	f10r	f10r.9	Zutatenmaß	COMPOSE_FROM_COMPONENTS	NONE	HO_INGREDIENT+AIIN_MEASURE	chodaiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U039	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	Zutat entnehmen	COMPOSE_FROM_COMPONENTS	NONE	T_FRAME+HO_INGREDIENT+L_OUT	tshol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U040	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	Zutat dorthin	COMPOSE_FROM_COMPONENTS	NONE	HO_INGREDIENT+AL_TO	schoal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U041	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	auswringen	COPY_WHOLE_CARD	NONE	MEMORIZED_WHOLE_CARD	cfhy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U042	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	Standmaß	COMPOSE_FROM_COMPONENTS	NONE	SHFY_STAND+AIIN_MEASURE	shfydaiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U043	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	nachseihen	COPY_WHOLE_CARD	NONE	MEMORIZED_WHOLE_CARD	cphy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U044	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	Klarlauf	PARADIGM_RULE	P37	SHEY_CLEAR_LIQUID_WHOLE	shey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U045	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	kalt stellen	COPY_WHOLE_CARD	NONE	TCHO_COOL+DY_CLOSE	tchody	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U046	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.1	Zutatenteil	COMPOSE_FROM_COMPONENTS	NONE	HO_INGREDIENT+Y_CURRENT+TY_PART	shoyty	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U047	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.4	Voriges	COPY_WHOLE_CARD	NONE	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	dchol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U048	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.4	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	chy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U049	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.4	diesen Posten bearbeiten	COMPOSE_FROM_COMPONENTS	NONE	KCH_PROCESS+Y_CURRENT	kchy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U050	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.4	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	dy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U051	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.4	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U052	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.7	Folgeposten	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+CHY_ITEM	qotchy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U053	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.7	Fortsetzung einsetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+CH_WRAPPER+OL_CONTINUE	okchol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U054	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.7	bereit	PARADIGM_RULE	P36	CTH_READY+Y_CURRENT	cthy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U055	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	PROSE_WORKSHOP	f11r	f11r.7	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	dy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U056	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	auf Sollmaß einstellen	PARADIGM_RULE	P11	OK_SET+AIIN_TARGET_MEASURE	qokaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U057	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	chaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U058	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	Postenportion	COMPOSE_FROM_COMPONENTS	NONE	Y_ITEM+AIN_PORTION	ykain	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U059	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	dieser Anteil	COMPOSE_FROM_COMPONENTS	NONE	Y_ITEM+AIN_PORTION	ykan	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U060	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	kühlen	COPY_WHOLE_CARD	NONE	ODY_COOL+TERMINAL_CLOSE	ody	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U061	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U062	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U063	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.5	am Ziel verwahren	COMPOSE_FROM_COMPONENTS	NONE	T_STORE_FRAME+AL_TO+AM_STORE	talam	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U064	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	Postenmaß	COMPOSE_FROM_COMPONENTS	NONE	Y_ITEM+AIIN_MEASURE	ykaiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U065	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	Auszug entnehmen	COMPOSE_FROM_COMPONENTS	NONE	CHEO_EXTRACT+AR_SOURCE	cheoar	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U066	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	länger wärmen	PARADIGM_RULE	P28	CHK_WARM+GRADE_2+Y_OPEN	cheeky	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U067	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	fortsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+DY_CLOSE	oldy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U068	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	aiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U069	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	dort ansetzen	PARADIGM_RULE	P13	OK_SET+AL_TO	okal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U070	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	bereit weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+CTH_READY+Y_CURRENT	oltchy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U071	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	Ansatz	PARADIGM_RULE	P08	OR_BATCH	or	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U072	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	y	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U073	D3_STORED_APPLICATION_THREE_WHEELS	WHAT	PROSE_WORKSHOP	f55v	f55v.11	Ansatzportion	COMPOSE_FROM_COMPONENTS	NONE	OR_BATCH+AIN_PORTION	orain	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U074	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.5	Zutatenansatz	COMPOSE_FROM_COMPONENTS	NONE	HO_INGREDIENT+OR_BATCH	chochor	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U075	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.5	Zutat	PARADIGM_RULE	P09	HO_INGREDIENT	cho	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U076	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.5	Zutat dorthin	COMPOSE_FROM_COMPONENTS	NONE	HO_INGREDIENT+AL_TO+Y_ITEM	chodaly	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U077	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.5	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U078	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.7	Zutat	PARADIGM_RULE	P09	HO_INGREDIENT	sho	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U079	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.7	weiter bearbeiten	COMPOSE_FROM_COMPONENTS	NONE	KCH_PROCESS+OL_CONTINUE	kchol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U080	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.7	Folgeansatz	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+OR_BATCH	otchor	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U081	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.7	Posten ansetzen	PARADIGM_RULE	P10	OK_SET+Y_OPEN	choky	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U082	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.7	dorthin	PARADIGM_RULE	P06	AL_TO	dal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U083	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.8	Voriges	COPY_WHOLE_CARD	NONE	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	schol	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U084	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.8	diese Zutat	COMPOSE_FROM_COMPONENTS	NONE	HO_INGREDIENT+Y_CURRENT	choy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U085	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.8	Posten ansetzen	PARADIGM_RULE	P10	OK_SET+Y_OPEN	choky	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U086	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.8	auftragen	COPY_WHOLE_CARD	NONE	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	cheeckhody	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U087	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.12	Staengel	COPY_WHOLE_CARD	NONE	MEMORIZED_WHOLE_CARD	sh	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U088	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.12	Zutat	PARADIGM_RULE	P09	HO_INGREDIENT	cho	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U089	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.12	diesen Posten kurz bearbeiten	COMPOSE_FROM_COMPONENTS	NONE	KCH_PROCESS+E_SHORT+Y_CURRENT	kchey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U090	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.12	erneut ansetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+OK_REPEAT+Y_CURRENT	qokokchy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U091	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.13	Posten ansetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+CH_WRAPPER+Y_OPEN	okchy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U092	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.13	Auszug zugeben	COMPOSE_FROM_COMPONENTS	NONE	CH_RENDERER+OK_ADD+CHEO_EXTRACT	chokcheo	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U093	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.13	an der Zielstelle bearbeiten	COMPOSE_FROM_COMPONENTS	NONE	KCH_PROCESS+AL_TO	kchal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U094	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.18	Zutat	PARADIGM_RULE	P09	HO_INGREDIENT	sho	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U095	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.18	Posten ansetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+CH_WRAPPER+Y_OPEN	chokchy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U096	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.18	Auszug daraus	COMPOSE_FROM_COMPONENTS	NONE	K_HULL+CHEO_EXTRACT+AR_FROM	kchoar	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U097	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.18	danach anwenden	COMPOSE_FROM_COMPONENTS	NONE	S_FRAME+OT_FOLLOW+DAN_APPLY	sotodan	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U098	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.19	Folgeposten	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+Y_CURRENT_ITEM	otchey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U099	D4_FRESH_PLANT_LEFT_WHEEL	WHAT	PROSE_WORKSHOP	f56r	f56r.19	kurz weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	E_SHORT+OL_CONTINUE	keol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
