group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267
11	f67r2	f67r2.4	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_04	F67_RIGHT_WHEEL_NS	sykos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_RIGHT_SECTOR_SLOT_04: sekundäre Grundklasse.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
12	f67r2	f67r2.5	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_05	F67_RIGHT_WHEEL_NS	ykeody	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
13	f67r2	f67r2.5	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_05	F67_RIGHT_WHEEL_NS	okchy	MC103	weiterbearbeiten	KNOWN_PROSE_CARD_IN_ASTRO	Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.	reuse a learned prose card with diagram-local object	POSTEN_SETZEN	SET	UNCHANGED	UNCHANGED
14	f67r2	f67r2.6	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_06	F67_RIGHT_WHEEL_NS	dchetay	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
15	f67r2	f67r2.7	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	ykchy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
16	f67r2	f67r2.7	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	kchey	MC122	Kurzbearbeitung	KNOWN_PROSE_CARD_IN_ASTRO	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.	reuse a learned prose card with diagram-local object	PLATZ_KURZ_BEARBEITEN	PROCESS_GRADE	UNCHANGED	UNCHANGED
17	f67r2	f67r2.7	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	ykchys	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
18	f67r2	f67r2.8	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_08	F67_RIGHT_WHEEL_NS	chkchdar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
19	f67r2	f67r2.9	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_09	F67_RIGHT_WHEEL_NS	ykar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
20	f67r2	f67r2.9	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_09	F67_RIGHT_WHEEL_NS	ykaly	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
21	f67r2	f67r2.10	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	lkshy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
22	f67r2	f67r2.10	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	kchy	MC117	Bearbeiten	KNOWN_PROSE_CARD_IN_ASTRO	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.	reuse a learned prose card with diagram-local object	PLATZ_BEARBEITEN	PROCESS	UNCHANGED	UNCHANGED
23	f67r2	f67r2.10	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	okar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
24	f67r2	f67r2.11	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	chky	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
25	f67r2	f67r2.11	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	chykchs	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
26	f67r2	f67r2.11	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	chy	MC123	dies	THREE_REGISTER_COMMON_CORE	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
27	f67r2	f67r2.12	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	ykees	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
28	f67r2	f67r2.12	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	ykchos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
29	f67r2	f67r2.13	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	opodchol	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
30	f67r2	f67r2.13	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	s	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_RIGHT_RING_BAND_01: Nebenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
31	f67r2	f67r2.13	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	ain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.	compose the AIN/AN value and copy only any marked local residual	Portion oder Teilwert	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION
32	f67r2	f67r2.13	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	aldy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
33	f67r2	f67r2.14	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	soeey	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
34	f67r2	f67r2.14	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	doiin	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
35	f67r2	f67r2.14	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	oldy	MC019	fertig	THREE_REGISTER_COMMON_CORE	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	reuse common card; expand it under the local diagram owner	fertig	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
36	f67r2	f67r2.15	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_15	F67_LEFT_WHEEL_NS	dolchsody	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
37	f67r2	f67r2.16	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	odaeiin	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
38	f67r2	f67r2.16	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	okoes	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
39	f67r2	f67r2.16	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	oekain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.	compose the AIN/AN value and copy only any marked local residual	kurz gebundene Rücknahmeportion	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION
40	f67r2	f67r2.16	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
41	f67r2	f67r2.17	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	otchey	MC171	das nächste	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	reuse common card; expand it under the local diagram owner	das nächste	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
42	f67r2	f67r2.17	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	soraiir	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
43	f67r2	f67r2.17	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
44	f67r2	f67r2.18	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	qopchy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
45	f67r2	f67r2.18	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
46	f67r2	f67r2.18	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	dal	MC154	dorthin	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	reuse common card; expand it under the local diagram owner	dorthin	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
47	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ydchos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
48	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.	compose the AIN/AN value and copy only any marked local residual	Portion oder Teilwert	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION
49	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
50	f67r2	f67r2.19	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	amy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
51	f67r2	f67r2.20	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	chocfhy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
52	f67r2	f67r2.20	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	saral	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
53	f67r2	f67r2.21	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	sain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	compose the AIN/AN value and copy only any marked local residual	Portion oder Teilwert	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION
