case_id	case_event_index	event_id	page	record	statement_id	surface	semantic_component_parse	standard_command_de	selector_state_before	selector_signal_if_deciding	selector_state_after	own_branch_marker_hits	foreign_branch_marker_hits	branch_switch
C1	20	E106	f81v	B1	B1-S002	ol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	21	E107	f81v	B1	B1-S002	kain	K+AIN	ZUDOSIEREN · PORTION	C1	NONE	C1	NONE	NONE	NO
C1	22	E108	f81v	B1	B1-S002	olkain	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	C1	NONE	C1	NONE	NONE	NO
C1	23	E109	f81v	B1	B1-S002	al	AL	ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C1	24	E110	f81v	B1	B1-S002	ol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	25	E111	f81v	B1	B1-S002	rol	R+OL	KUEHLEN · FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	26	E112	f81v	B1	B1-S002	dl	L	WEITERLEITEN	C1	NONE	C1	NONE	NONE	NO
C1	27	E113	f81v	B1	B1-S002	olor	OL+OR	FORTSETZEN · ANSATZ	C1	NONE	C1	NONE	NONE	NO
C1	28	E114	f81v	B1	B1-S002	ol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	29	E115	f81v	B1	B1-S002	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C1	30	E116	f81v	B1	B1-S002	daiin	AIIN	SOLLMASS	C1	NONE	C1	NONE	NONE	NO
C1	31	E117	f81v	B1	B1-S002	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C1	32	E118	f81v	B1	B1-S002	daiin	AIIN	SOLLMASS	C1	NONE	C1	NONE	NONE	NO
C1	33	E119	f81v	B1	B1-S002	chckhy	CKH+Y	DURCHLASSKANAL · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	34	E120	f81v	B1	B1-S002	schedy	CHD+DY	UMSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	35	E121	f81v	B1	B1-S003	qol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	36	E122	f81v	B1	B1-S003	sshkchdy	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	37	E123	f81v	B1	B1-S004	chedy	CHD+Y	UMSETZEN · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	38	E124	f81v	B1	B1-S004	ol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	39	E125	f81v	B1	B1-S004	shedy	SHED+DY	ABSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	40	E126	f81v	B1	B1-S005	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	41	E127	f81v	B1	B1-S006	qokain	OK+AIN	ANSETZEN · PORTION	C1	NONE	C1	NONE	NONE	NO
C1	42	E128	f81v	B1	B1-S006	shckhy	CKH+Y	DURCHLASSKANAL · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	43	E129	f81v	B1	B1-S006	dl	L	WEITERLEITEN	C1	NONE	C1	NONE	NONE	NO
C1	44	E130	f81v	B1	B1-S006	ral	R+AL	KUEHLEN · ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C1	45	E131	f81v	B1	B1-S007	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	46	E132	f81v	B1	B1-S008	chey	Y	ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	47	E133	f81v	B1	B1-S008	ol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	48	E134	f81v	B1	B1-S008	cheky	CHK+E+Y	WAERMEN · KURZ · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	49	E135	f81v	B1	B1-S008	ol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	50	E136	f81v	B1	B1-S008	shedy	SHED+DY	ABSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	51	E137	f81v	B1	B1-S009	qokedy	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	52	E138	f81v	B1	B1-S010	qokedy	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	53	E139	f81v	B1	B1-S011	chckhy	CKH+Y	DURCHLASSKANAL · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	54	E140	f81v	B1	B1-S011	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	55	E141	f81v	B1	B1-S012	lsho	LSH+O	WASCHEN · ARBEITSGANG	C1	NONE	C1	LSH	NONE	NO
C1	56	E142	f81v	B1	B1-S012	qokey	OK+E+Y	ANSETZEN · KURZ · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	57	E143	f81v	B1	B1-S012	lshedy	LSH+E+DY	WASCHEN · KURZ; SCHLUSS	C1	NONE	C1	LSH	NONE	NO
C1	58	E144	f81v	B1	B1-S013	lshedy	LSH+E+DY	WASCHEN · KURZ; SCHLUSS	C1	NONE	C1	LSH	NONE	NO
C1	59	E145	f81v	B1	B1-S014	chedy	CHD+Y	UMSETZEN · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	60	E146	f81v	B1	B1-S014	qolky	SOLK+Y	AUFFANGEN · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	61	E147	f81v	B1	B1-S014	lchedal	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C1	62	E148	f81v	B1	B1-S014	qol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	63	E149	f81v	B1	B1-S014	otar	OT+AR	DANACH · VORRAT	C1	NONE	C1	NONE	NONE	NO
C1	64	E150	f81v	B1	B1-S015	ytey	T+E+Y	EINTRAGEN · KURZ · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	65	E151	f81v	B1	B1-S015	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	66	E152	f81v	B1	B1-S016	qokal	OK+AL	ANSETZEN · ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C1	67	E153	f81v	B1	B1-S016	okeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	68	E154	f81v	B1	B1-S016	qol	OL	FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	69	E155	f81v	B1	B1-S016	cheedy	SHED+DY	ABSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	70	E156	f81v	B1	B1-S017	sal	AL	ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C1	71	E157	f81v	B1	B1-S017	teol	E+OL	KURZ · FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	72	E158	f81v	B1	B1-S017	dchdy	CHD+DY	UMSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	73	E159	f81v	B1	B1-S018	ly	L+Y	WEITERLEITEN · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	74	E160	f81v	B1	B1-S018	dsheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	C1	NONE	C1	NONE	NONE	NO
C1	75	E161	f81v	B1	B1-S018	oiiin	O+IIN	ARBEITSGANG · ARBEITSSTUFE	C1	NONE	C1	NONE	NONE	NO
C1	76	E162	f81v	B1	B1-S018	olkeedy	SOLK+EE+DY	AUFFANGEN · LANG; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	77	E163	f81v	B1	B1-S019	tedy	SHED+DY	ABSETZEN; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	78	E164	f81v	B1	B1-S020	cheky	CHK+E+Y	WAERMEN · KURZ · ARBEITSPOSTEN	C1	NONE	C1	NONE	NONE	NO
C1	79	E165	f81v	B1	B1-S020	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	C1	NONE	C1	NONE	NONE	NO
C1	80	E166	f81v	B1	B1-S021	chal	AL	ZIELSTELLE	C1	NONE	C1	NONE	NONE	NO
C2	1	E015	f10r	H2	H2-S001	ycheor	Y+CH+E+OR	ARBEITSPOSTEN · ABNEHMEN · KURZ · ANSATZ	UNRESOLVED	NONE	UNRESOLVED	NONE	NONE	NO
C2	2	E016	f10r	H2	H2-S001	cthy	CTH+Y	BEREIT · ARBEITSPOSTEN	UNRESOLVED	NONE	UNRESOLVED	NONE	NONE	NO
C2	3	E017	f10r	H2	H2-S001	chor	OR	ANSATZ	UNRESOLVED	NONE	UNRESOLVED	NONE	NONE	NO
C2	4	E018	f10r	H2	H2-S001	cthaiin	CTH+AIIN	BEREIT · SOLLMASS	UNRESOLVED	NONE	UNRESOLVED	NONE	NONE	NO
C2	5	E019	f10r	H2	H2-S001	qoctholy	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	UNRESOLVED	CTH=BEREIT x3 in Karten 1-5	C2	NONE	NONE	NO
C2	6	E020	f10r	H2	H2-S001	dy	Y	ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	7	E021	f10r	H2	H2-S001	chy	Y	ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	8	E022	f10r	H2	H2-S001	taiin	AIIN	SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	9	E023	f10r	H2	H2-S001	shy	Y	ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	10	E024	f10r	H2	H2-S002	qotchor	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	C2	NONE	C2	NONE	NONE	NO
C2	11	E025	f10r	H2	H2-S002	chor	OR	ANSATZ	C2	NONE	C2	NONE	NONE	NO
C2	12	E026	f10r	H2	H2-S002	otol	OT+OL	DANACH · FORTSETZEN	C2	NONE	C2	NONE	NONE	NO
C2	13	E027	f10r	H2	H2-S002	chol	OL	FORTSETZEN	C2	NONE	C2	NONE	NONE	NO
C2	14	E028	f10r	H2	H2-S002	cholor	OL+OR	FORTSETZEN · ANSATZ	C2	NONE	C2	NONE	NONE	NO
C2	15	E029	f10r	H2	H2-S002	chol	OL	FORTSETZEN	C2	NONE	C2	NONE	NONE	NO
C2	16	E030	f10r	H2	H2-S002	daiin	AIIN	SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	17	E031	f10r	H2	H2-S002	dar	AR	VORRAT	C2	NONE	C2	NONE	NONE	NO
C2	18	E032	f10r	H2	H2-S003	oykchor	O+Y+K+OR	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ	C2	NONE	C2	NONE	NONE	NO
C2	19	E033	f10r	H2	H2-S003	shor	OR	ANSATZ	C2	NONE	C2	NONE	NONE	NO
C2	20	E034	f10r	H2	H2-S003	chor	OR	ANSATZ	C2	NONE	C2	NONE	NONE	NO
C2	21	E035	f10r	H2	H2-S003	chy	Y	ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	22	E036	f10r	H2	H2-S003	kaiiin	K+IIN	ZUDOSIEREN · ARBEITSSTUFE	C2	NONE	C2	NONE	NONE	NO
C2	23	E037	f10r	H2	H2-S003	dy	Y	ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	24	E038	f10r	H2	H2-S003	chodaiin	CH+O+AIIN	ABNEHMEN · ARBEITSGANG · SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	25	E167	f82r	B2	B2-S001	dchedy	CHD+DY	UMSETZEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	26	E168	f82r	B2	B2-S002	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	27	E169	f82r	B2	B2-S003	qokain	OK+AIN	ANSETZEN · PORTION	C2	NONE	C2	NONE	NONE	NO
C2	28	E170	f82r	B2	B2-S003	dy	Y	ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	29	E171	f82r	B2	B2-S003	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	30	E172	f82r	B2	B2-S004	qokal	OK+AL	ANSETZEN · ZIELSTELLE	C2	NONE	C2	NONE	NONE	NO
C2	31	E173	f82r	B2	B2-S004	lcheckhy	L+CKH+Y	WEITERLEITEN · DURCHLASSKANAL · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	32	E174	f82r	B2	B2-S004	lched	L+CHD	WEITERLEITEN · UMSETZEN	C2	NONE	C2	NONE	NONE	NO
C2	33	E175	f82r	B2	B2-S004	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	34	E176	f82r	B2	B2-S004	lcheckhedy	L+CKH+E+DY	WEITERLEITEN · DURCHLASSKANAL · KURZ; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	35	E177	f82r	B2	B2-S005	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	36	E178	f82r	B2	B2-S005	solkaiin	SOLK+AIIN	AUFFANGEN · SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	37	E179	f82r	B2	B2-S005	chckhy	CKH+Y	DURCHLASSKANAL · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	38	E180	f82r	B2	B2-S005	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	39	E181	f82r	B2	B2-S005	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	40	E182	f82r	B2	B2-S005	octheol	O+CTH+E+OL	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	C2	NONE	C2	NONE	NONE	NO
C2	41	E183	f82r	B2	B2-S005	chkeey	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	42	E184	f82r	B2	B2-S005	ldy	L+DY	WEITERLEITEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	43	E185	f82r	B2	B2-S006	oteey	OT+EE+Y	DANACH · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	44	E186	f82r	B2	B2-S006	qokal	OK+AL	ANSETZEN · ZIELSTELLE	C2	NONE	C2	NONE	NONE	NO
C2	45	E187	f82r	B2	B2-S006	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASSKANAL · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	46	E188	f82r	B2	B2-S006	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	47	E189	f82r	B2	B2-S007	dshedy	SH+E+DY	HALTEN · KURZ; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	48	E190	f82r	B2	B2-S008	sotaiin	OT+AIIN	DANACH · SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	49	E191	f82r	B2	B2-S008	qokar	OK+AR	ANSETZEN · VORRAT	C2	NONE	C2	NONE	NONE	NO
C2	50	E192	f82r	B2	B2-S008	shedy	SHED+DY	ABSETZEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	51	E193	f82r	B2	B2-S009	solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	52	E194	f82r	B2	B2-S010	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	53	E195	f82r	B2	B2-S010	qoky	OK+Y	ANSETZEN · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	54	E196	f82r	B2	B2-S010	ls	OL	FORTSETZEN	C2	NONE	C2	NONE	NONE	NO
C2	55	E197	f82r	B2	B2-S010	cheey	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	56	E198	f82r	B2	B2-S011	okain	OK+AIN	ANSETZEN · PORTION	C2	NONE	C2	NONE	NONE	NO
C2	57	E199	f82r	B2	B2-S011	char	AR	VORRAT	C2	NONE	C2	NONE	NONE	NO
C2	58	E200	f82r	B2	B2-S011	okain	OK+AIN	ANSETZEN · PORTION	C2	NONE	C2	NONE	NONE	NO
C2	59	E201	f82r	B2	B2-S011	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	60	E202	f82r	B2	B2-S012	lchy	L+CH+Y	WEITERLEITEN · ABNEHMEN · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	61	E203	f82r	B2	B2-S012	cheey	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	62	E204	f82r	B2	B2-S012	qcthey	CTH+E+Y	BEREIT · KURZ · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	63	E205	f82r	B2	B2-S012	qokeey	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	64	E206	f82r	B2	B2-S012	lcheey	L+EE+Y	WEITERLEITEN · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	65	E207	f82r	B2	B2-S012	daiin	AIIN	SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	66	E208	f82r	B2	B2-S012	chey	Y	ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	67	E209	f82r	B2	B2-S012	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	68	E210	f82r	B2	B2-S013	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	69	E211	f82r	B2	B2-S014	lar	L+AR	WEITERLEITEN · VORRAT	C2	NONE	C2	NONE	NONE	NO
C2	70	E212	f82r	B2	B2-S015	tshey	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	71	E213	f82r	B2	B2-S015	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	72	E214	f82r	B2	B2-S016	cheal	AL	ZIELSTELLE	C2	NONE	C2	NONE	NONE	NO
C2	73	E215	f82r	B2	B2-S016	lchedar	L+CHD+AR	WEITERLEITEN · UMSETZEN · VORRAT	C2	NONE	C2	NONE	NONE	NO
C2	74	E216	f82r	B2	B2-S016	ches	CH+E+S	ABNEHMEN · KURZ · TEILEN	C2	NONE	C2	S	NONE	NO
C2	75	E217	f82r	B2	B2-S016	aiin	AIIN	SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	76	E218	f82r	B2	B2-S016	oteey	OT+EE+Y	DANACH · LANG · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	77	E219	f82r	B2	B2-S016	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	C2	NONE	C2	NONE	NONE	NO
C2	78	E220	f82r	B2	B2-S016	okey	OK+E+Y	ANSETZEN · KURZ · ARBEITSPOSTEN	C2	NONE	C2	NONE	NONE	NO
C2	79	E221	f82r	B2	B2-S016	pchedy	P+CHD+DY	EINFUELLEN · UMSETZEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	80	E222	f82r	B2	B2-S017	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	C2	NONE	C2	NONE	NONE	NO
C2	81	E223	f82r	B2	B2-S017	daldy	AL+DY	ZIELSTELLE; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	82	E224	f82r	B2	B2-S018	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	83	E225	f82r	B2	B2-S019	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	84	E226	f82r	B2	B2-S020	qoteedy	OT+EE+DY	DANACH · LANG; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	85	E227	f82r	B2	B2-S021	qokeedy	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C2	86	E228	f82r	B2	B2-S022	lochedy	L+O+CHD+DY	WEITERLEITEN · ARBEITSGANG · UMSETZEN; SCHLUSS	C2	NONE	C2	NONE	NONE	NO
C3	1	E039	f11r	H3	H3-S001	tshol	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	UNRESOLVED	NONE	UNRESOLVED	NONE	NONE	NO
C3	2	E040	f11r	H3	H3-S001	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	UNRESOLVED	NONE	UNRESOLVED	NONE	NONE	NO
C3	3	E041	f11r	H3	H3-S001	cfhy	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	UNRESOLVED	CFH=AUSWRINGEN	C3	CFH	NONE	NO
C3	4	E042	f11r	H3	H3-S001	shfydaiin	SH+Y+AIIN	HALTEN · ARBEITSPOSTEN · SOLLMASS	C3	NONE	C3	NONE	NONE	NO
C3	5	E043	f11r	H3	H3-S001	cphy	P+Y	EINFUELLEN · ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	6	E044	f11r	H3	H3-S001	shey	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	7	E045	f11r	H3	H3-S001	tchody	T+CH+O+DY	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	C3	NONE	C3	NONE	NONE	NO
C3	8	E046	f11r	H3	H3-S002	shoyty	SH+O+Y+T+Y	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	9	E047	f11r	H3	H3-S003	dchol	RESUME_CARD	WIEDERAUFNEHMEN	C3	NONE	C3	NONE	NONE	NO
C3	10	E048	f11r	H3	H3-S003	chy	Y	ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	11	E049	f11r	H3	H3-S003	kchy	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	12	E050	f11r	H3	H3-S003	dy	Y	ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	13	E051	f11r	H3	H3-S003	daiin	AIIN	SOLLMASS	C3	NONE	C3	NONE	NONE	NO
C3	14	E052	f11r	H3	H3-S004	qotchy	OT+Y	DANACH · ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	15	E053	f11r	H3	H3-S004	okchol	OK+OL	ANSETZEN · FORTSETZEN	C3	NONE	C3	NONE	NONE	NO
C3	16	E054	f11r	H3	H3-S004	cthy	CTH+Y	BEREIT · ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	17	E055	f11r	H3	H3-S004	dy	Y	ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	18	E229	f83r	B3	B3-S001	olkeedy	SOLK+EE+DY	AUFFANGEN · LANG; SCHLUSS	C3	NONE	C3	NONE	NONE	NO
C3	19	E230	f83r	B3	B3-S002	qotal	OT+AL	DANACH · ZIELSTELLE	C3	NONE	C3	NONE	NONE	NO
C3	20	E231	f83r	B3	B3-S002	chkeedy	CHK+EE+DY	WAERMEN · LANG; SCHLUSS	C3	NONE	C3	NONE	NONE	NO
C3	21	E232	f83r	B3	B3-S003	chey	Y	ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
C3	22	E233	f83r	B3	B3-S003	daiin	AIIN	SOLLMASS	C3	NONE	C3	NONE	NONE	NO
C3	23	E234	f83r	B3	B3-S003	chey	Y	ARBEITSPOSTEN	C3	NONE	C3	NONE	NONE	NO
