target_edge_id	source_target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	medial_predecessor	general_target_eligible	right_target_frequency	recurrent_25_member	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-T0029	G769-T0072	f107v	f107	f107v.21	S	B	3	S|B|3	2	3	ol	kaiin	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	0	0
G776-T0030	G769-T0075	f108r	f108	f108r.22	S	B	3	S|B|3	6	7	ol	shedy	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	0	0
G776-T0031	G769-T0076	f108r	f108	f108r.25	S	B	3	S|B|3	12	13	ol	rain	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	0	0
G776-T0032	G769-T0083	f108v	f108	f108v.24	S	B	3	S|B|3	4	5	ol	r	1	1	1	1	3	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	0	0
G776-T0033	G769-T0085	f108v	f108	f108v.27	S	B	3	S|B|3	8	9	ol	cheal	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	0	0
G776-T0034	G769-T0078	f108v	f108	f108v.3	S	B	3	S|B|3	2	3	ol	lkedy	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ssheedal ol lkedy lkeedy chedalkedy lkeedy qokechedy otedain oteey lol	0	0
G776-T0035	G769-T0090	f111r	f111	f111r.5	S	B	3	S|B|3	3	4	ol	shedy	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin sheekshy ol shedy chokchey lkey otain	0	0
G776-T0036	G769-T0098	f111v	f111	f111v.50	S	B	3	S|B|3	9	10	ol	loeees	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	0	0
G776-T0037	G769-T0099	f112r	f112	f112r.2	S	B	3	S|B|3	5	6	ol	olaiin	1	1	1	1	4	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin oar qolkaiin otail ol olaiin chol otar	0	0
G776-T0038	G769-T0104	f112r	f112	f112r.30	S	B	3	S|B|3	6	7	ol	chedy	1	1	1	1	7	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tar ar cheokey okeody chol ol chedy qokedy cheom	0	0
G776-T0039	G769-T0106	f112v	f112	f112v.23	S	B	3	S|B|3	5	6	ol	cheedaiin	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	0	0
G776-T0040	G769-T0111	f113r	f113	f113r.43	S	B	3	S|B|3	9	10	ol	chedy	1	1	1	1	7	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	0	0
G776-T0041	G769-T0119	f113v	f113	f113v.25	S	B	3	S|B|3	9	10	ol	keeor	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	0	0
G776-T0042	G769-T0124	f114r	f114	f114r.12	S	B	3	S|B|3	2	3	ol	air	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam	0	0
G776-T0043	G769-T0123	f114r	f114	f114r.2	S	B	3	S|B|3	11	12	ol	keeed	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	deedar qoteeddy dair o kedy okoeey r aiin oor cheed ol keeed lkeeedam	0	0
G776-T0044	G769-T0129	f114r	f114	f114r.37	S	B	3	S|B|3	8	9	ol	kaiin	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	0	0
G776-T0045	G769-T0132	f114v	f114	f114v.16	S	B	3	S|B|3	4	5	ol	aiin	1	1	1	1	8	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ytchedy qool chey ol aiin chedar chdaiin chdal qokaiin choky chol dam	0	0
G776-T0046	G769-T0133	f114v	f114	f114v.34	S	B	3	S|B|3	2	3	ol	oaiin	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeechy ol oaiin aiin chocthey qotedal octhy sotey cheos air	0	0
G776-T0047	G769-T0136	f115r	f115	f115r.24	S	B	@	S|B|@	11	12	ol	otlaiin	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	0	0
G776-T0048	G769-T0141	f115v	f115	f115v.30	S	B	3	S|B|3	2	3	ol	chlor	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheedaiin ol chlor lkchedy rchedar oteedal ar lky	0	0
G776-T0049	G769-T0151	f116r	f116	f116r.44	S	B	3	S|B|3	5	6	ol	lcheor	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	0	0
G776-T0050	G769-T0152	f116r	f116	f116r.49	S	B	3	S|B|3	11	12	ol	lkan	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sysor shey qokey okeolan chey qol or cheey qor arom ol lkan	0	0
G776-T0051	G769-T0142	f116r	f116	f116r.6	S	B	3	S|B|3	2	3	ol	lchedy	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sain ol lchedy chedy otey chedy lain otedy oteey	0	0
G776-T0052	G769-T0154	f15v	f15	f15v.8	H	A	1	H|A|1	3	4	ol	oiin	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ytchor chor ol oiin oty shol daiin	0	0
G776-T0053	G769-T0158	f17v	f17	f17v.12	H	A	1	H|A|1	5	6	ol	chor	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oy choy keaiin chckhey ol chor	0	0
G776-T0054	G769-T0159	f17v	f17	f17v.18	H	A	1	H|A|1	3	4	ol	chol	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	otor cheeor ol chol dor chr or eees	0	0
G776-T0055	G769-T0156	f17v	f17	f17v.8	H	A	1	H|A|1	3	4	ol	dy	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeey kchar ol dy choldaiin sy	0	0
G776-T0056	G769-T0160	f18r	f18	f18r.10	H	A	1	H|A|1	4	5	ol	ydaiin	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dar shor qokchol ol ydaiin	0	0
G776-T0057	G769-T0161	f20r	f20	f20r.4	H	A	1	H|A|1	2	3	ol	teey	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ochol ol teey otolchey	0	0
G776-T0058	G769-T0164	f22r	f22	f22r.7	H	A	1	H|A|1	6	7	ol	otchy	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kchol shol dsheor chdoly ytaiin ol otchy cphal	0	0
G776-T0059	G769-T0165	f23r	f23	f23r.5	H	A	1	H|A|1	8	9	ol	ol	1	1	1	1	7	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ychor qokchol ytym chol dair chol ar ol ol dol dain	0	0
G776-T0060	G769-T0166	f23r	f23	f23r.5	H	A	1	H|A|1	9	10	ol	dol	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ychor qokchol ytym chol dair chol ar ol ol dol dain	0	0
G776-T0061	G769-T0167	f23r	f23	f23r.7	H	A	1	H|A|1	9	10	ol	daiin	1	1	1	1	4	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	0	0
G776-T0062	G769-T0168	f23v	f23	f23v.1	H	A	1	H|A|1	8	9	ol	chcphy	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	0	0
G776-T0063	G769-T0172	f24r	f24	f24r.13	H	A	1	H|A|1	2	3	ol	s	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oees ol s chey chcth s ar	0	0
G776-T0064	G769-T0173	f24r	f24	f24r.15	H	A	1	H|A|1	3	4	ol	dal	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ockhoees oeees ol dal s	0	0
G776-T0065	G769-T0176	f30r	f30	f30r.8	H	A	1	H|A|1	2	3	ol	chesey	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	opchol ol chesey scheo r chey okeal dcheo rchey	0	0
G776-T0066	G769-T0179	f32r	f32	f32r.7	H	A	1	H|A|1	3	4	ol	dair	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	otol dol ol dair	0	0
G776-T0067	G769-T0183	f33r	f33	f33r.5	H	B	2	H|B|2	5	6	ol	kor	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam	0	0
G776-T0068	G769-T0185	f34r	f34	f34r.14	H	B	2	H|B|2	5	6	ol	al	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	0	0
G776-T0069	G769-T0184	f34r	f34	f34r.5	H	B	2	H|B|2	4	5	ol	okes	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qoteedy shedy shedy ol okes ar ykeed l chedy otey okaiin	0	0
G776-T0070	G769-T0196	f39v	f39	f39v.5	H	B	2	H|B|2	10	11	ol	kor	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ytedykor or sheky kain otar or aiin okaiin ckhol ol kor oto r ofchy	0	0
G776-T0071	G769-T0201	f40r	f40	f40r.5	H	B	2	H|B|2	5	6	ol	chedy	1	1	1	1	7	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	lokar qokar okar okol ol chedy qokchd ar ar or dag	0	0
G776-T0072	G769-T0202	f40r	f40	f40r.9	H	B	2	H|B|2	2	3	ol	olaiin	1	1	1	1	4	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	taiin ol olaiin or dain okaiin okaiin okaiin daram	0	0
G776-T0073	G769-T0206	f41v	f41	f41v.6	H	B	5	H|B|5	2	3	ol	cheos	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tadaiin ol cheos yteedy okal old oteol qokal or oteody	0	0
G776-T0074	G769-T0207	f42v	f42	f42v.12	H	A	1	H|A|1	3	4	ol	chaiin	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	chotcheey chol ol chaiin oteeaiin chkchy taiin y	0	0
G776-T0075	G769-T0221	f4r	f4	f4r.1	H	A	1	H|A|1	4	5	ol	sheey	1	1	1	1	6	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	0	0
G776-T0076	G769-T0231	f55v	f55	f55v.3	H	B	2	H|B|2	9	10	ol	kar	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeeey os ain qool al chedy sar aiin ol kar am	0	0
G776-T0077	G769-T0241	f58v	f58	f58v.26	S	A	3	S|A|3	3	4	ol	al	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykaly qokal ol al qokeos okal ar okos al shekar qokair alam	0	0
G776-T0078	G769-T0245	f66r	f66	f66r.68	T	B	5	T|B|5	2	3	ol	daiin	1	1	1	1	4	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor	0	0
G776-T0079	G769-T0246	f66r	f66	f66r.69	T	B	5	T|B|5	4	5	ol	kcheeky	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tosheo qokaldy oky ol kcheeky qoky dary okees oly	0	0
G776-T0080	G769-T0247	f66r	f66	f66r.75	T	B	5	T|B|5	5	6	ol	ar	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	0	0
G776-T0081	G769-T0249	f6r	f6	f6r.11	H	A	1	H|A|1	3	4	ol	chokaiin	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ychar olchaj ol chokaiin	0	0
G776-T0082	G769-T0255	f75r	f75	f75r.21	B	B	2	B|B|2	6	7	ol	lor	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oqokain chey qckhsy or ysheor ol lor am	0	0
G776-T0083	G769-T0262	f75r	f75	f75r.34	B	B	2	B|B|2	8	9	ol	kain	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	s olkedy okal dar oty okar otar ol kain oltedy	0	0
G776-T0084	G769-T0271	f75v	f75	f75v.39	B	B	2	B|B|2	11	12	ol	aiin	1	1	1	1	8	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qoqokeey olkain qol sheedy qokeor sheedy qokal or chey qokar ol aiin	0	0
G776-T0085	G769-T0273	f75v	f75	f75v.40	B	B	2	B|B|2	10	11	ol	sheey	1	1	1	1	6	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	0	0
G776-T0086	G769-T0276	f75v	f75	f75v.44	B	B	2	B|B|2	2	3	ol	sheckhy	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	0	0
G776-T0087	G769-T0277	f75v	f75	f75v.47	B	B	2	B|B|2	5	6	ol	shedy	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	0	0
G776-T0088	G769-T0266	f75v	f75	f75v.7	B	B	2	B|B|2	4	5	ol	chety	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	0	0
G776-T0089	G769-T0283	f76r	f76	f76r.11	T	B	2	T|B|2	5	6	ol	chdy	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty	0	0
G776-T0090	G769-T0285	f76r	f76	f76r.28	T	B	2	T|B|2	4	5	ol	aiin	1	1	1	1	8	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	0	0
G776-T0091	G769-T0287	f76r	f76	f76r.53	T	B	2	T|B|2	4	5	ol	chedor	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin qol shedy ol chedor chal shed qoteedy dshdy okal chedyl	0	0
