control_edge_id	control_cohort	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	predecessor_line_position	head_id	body	registry_source	record_role	body_role_de	medial_predecessor	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-C0011	H4_MEDIAL_EXACT_OUTGOING	f103r	f103	f103r.47	S	B	3	S|B|3	6	7	lcheedy	oloraiin	1	1	MIDDLE	H4	cheedy	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ssheey okeeo l lchey qokaly lcheedy oloraiin	0	0
G776-C0012	H4_MEDIAL_EXACT_OUTGOING	f103r	f103	f103r.49	S	B	3	S|B|3	2	3	lr	ain	1	1	MIDDLE	H4	r	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	verschachtelter H3-Kopf oder Bezugsslot	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	0	0
G776-C0013	H4_MEDIAL_EXACT_OUTGOING	f103r	f103	f103r.5	S	B	3	S|B|3	6	7	lkar	sheeky	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yt rkar ota okdy	0	0
G776-C0014	H4_MEDIAL_EXACT_OUTGOING	f103r	f103	f103r.52	S	B	3	S|B|3	9	10	lkaiin	otalsy	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	0	0
G776-C0015	H4_MEDIAL_EXACT_OUTGOING	f103r	f103	f103r.9	S	B	3	S|B|3	6	7	lkaiin	shey	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	0	0
G776-C0016	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.10	S	B	3	S|B|3	8	9	lor	aiin	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy	0	0
G776-C0017	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.13	S	B	3	S|B|3	8	9	lr	ain	1	1	MIDDLE	H4	r	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	verschachtelter H3-Kopf oder Bezugsslot	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	0	0
G776-C0018	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.15	S	B	3	S|B|3	3	4	lcheey	lchdy	1	1	MIDDLE	H4	cheey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay	0	0
G776-C0019	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.15	S	B	3	S|B|3	8	9	lcheody	tedy	1	1	MIDDLE	H4	cheody	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trocken aufbereitetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay	0	0
G776-C0020	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.18	S	B	3	S|B|3	5	6	lchedy	chedy	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol	0	0
G776-C0021	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.19	S	B	3	S|B|3	3	4	lkeey	chalkar	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin chey lkeey chalkar cheeey l chealainor	0	0
G776-C0022	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.24	S	B	3	S|B|3	2	3	lchey	qokeey	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	0	0
G776-C0023	H3_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.24	S	B	3	S|B|3	4	5	ror	aiin	1	1	MIDDLE	H3	or	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	0	0
G776-C0024	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.26	S	B	3	S|B|3	5	6	lshedy	oteaiin	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yteey qokeey sheety oteey lshedy oteaiin	0	0
G776-C0025	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.30	S	B	3	S|B|3	8	9	lchedy	fchedey	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar	0	0
G776-C0026	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.33	S	B	3	S|B|3	2	3	lkeey	qokain	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	0	0
G776-C0027	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.40	S	B	3	S|B|3	9	10	lchedy	rain	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	0	0
G776-C0028	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.41	S	B	3	S|B|3	5	6	lshey	qoar	1	1	MIDDLE	H4	shey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	feuchte oder angeweichte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	0	0
G776-C0029	H3_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.42	S	B	3	S|B|3	4	5	rar	arol	1	1	MIDDLE	H3	ar	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshey sheykain chey rar arol chsaly	0	0
G776-C0030	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.45	S	B	3	S|B|3	4	5	lcheey	lkain	1	1	MIDDLE	H4	cheey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	0	0
G776-C0031	H4_MEDIAL_EXACT_OUTGOING	f103v	f103	f103v.45	S	B	3	S|B|3	5	6	lkain	shckhy	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	0	0
G776-C0032	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.12	S	B	3	S|B|3	5	6	lo	sar	1	1	MIDDLE	H4	o	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Ansatz-/Zubereitungsrahmen	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam	0	0
G776-C0033	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.13	S	B	3	S|B|3	5	6	lkain	okar	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	0	0
G776-C0034	H3_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.20	S	B	3	S|B|3	6	7	rar	cheody	1	1	MIDDLE	H3	ar	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	0	0
G776-C0035	H3_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.22	S	B	3	S|B|3	3	4	rl	shed	1	1	MIDDLE	H3	l	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	verschachtelter H4-Kopf oder gebundenes Feld	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	0	0
G776-C0036	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.23	S	B	3	S|B|3	6	7	lkain	chol	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	0	0
G776-C0037	H3_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.25	S	B	3	S|B|3	8	9	raiin	otain	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	0	0
G776-C0038	H3_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.27	S	B	3	S|B|3	5	6	ral	cheodl	1	1	MIDDLE	H3	al	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Materialstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin	0	0
G776-C0039	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.33	S	B	3	S|B|3	8	9	lkaiin	chey	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okchechy qokcheedy okchdal qokal char olkeeey olcheo lkaiin chey raly	0	0
G776-C0040	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.40	S	B	3	S|B|3	7	8	ly	oeear	1	1	MIDDLE	H4	y	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	unmarkierte Grund- oder Schlussform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin	0	0
G776-C0041	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.41	S	B	3	S|B|3	6	7	lkaiin	yteedy	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qoteey qokeor soiir qoty qokl lkaiin yteedy qokain oqockhy dar	0	0
G776-C0042	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.5	S	B	3	S|B|3	9	10	lod	pchdair	1	1	MIDDLE	H4	od	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Abmess- oder Entnahmeschritt am Ansatz	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	0	0
G776-C0043	H4_MEDIAL_EXACT_OUTGOING	f104r	f104	f104r.6	S	B	3	S|B|3	4	5	lkar	cheeo	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	0	0
G776-C0044	H4_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.13	S	B	3	S|B|3	8	9	lkaiin	cheetar	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	0	0
G776-C0045	H4_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.18	S	B	3	S|B|3	4	5	lkar	ytaiin	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheeoy qokaiiin qokaiin lkar ytaiin otcheochy sarain	0	0
G776-C0046	H4_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.20	S	B	3	S|B|3	3	4	lcheedy	qokeey	1	1	MIDDLE	H4	cheedy	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	0	0
G776-C0047	H4_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.25	S	B	3	S|B|3	3	4	lchedy	qokedaiin	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	0	0
G776-C0048	H4_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.29	S	B	3	S|B|3	5	6	lol	kaiin	1	1	MIDDLE	H4	ol	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	0	0
G776-C0049	H4_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.39	S	B	3	S|B|3	6	7	lkeey	roiir	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	0	0
G776-C0050	H3_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.39	S	B	3	S|B|3	7	8	roiir	shey	1	1	MIDDLE	H3	oiir	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	UNKNOWN	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	0	0
G776-C0051	H4_MEDIAL_EXACT_OUTGOING	f104v	f104	f104v.42	S	B	3	S|B|3	3	4	lchal	cheedy	1	1	MIDDLE	H4	chal	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trockenes Material, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oteedchey qoeeda lchal cheedy qoteey sheey teeeo dar cheed qotain chedy	0	0
G776-C0052	H4_MEDIAL_EXACT_OUTGOING	f105r	f105	f105r.15	S	B	3	S|B|3	7	8	lkaiin	okeeol	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	0	0
G776-C0053	H4_MEDIAL_EXACT_OUTGOING	f105r	f105	f105r.19	S	B	3	S|B|3	6	7	laiin	okeeody	1	1	MIDDLE	H4	aiin	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiir al	0	0
G776-C0054	H4_MEDIAL_EXACT_OUTGOING	f105r	f105	f105r.27	S	B	3	S|B|3	5	6	lal	cheesy	1	1	MIDDLE	H4	al	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Rohstoff- oder Materialstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dair cho al r lal cheesy cphedy	0	0
G776-C0055	H4_MEDIAL_EXACT_OUTGOING	f105r	f105	f105r.31	S	B	3	S|B|3	2	3	lchl	shx	1	1	MIDDLE	H4	chl	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	gebundenes Trockenfeld	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	0	0
G776-C0056	H4_MEDIAL_EXACT_OUTGOING	f105r	f105	f105r.33	S	B	3	S|B|3	3	4	lkeey	teeolteedy	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	0	0
G776-C0057	H4_MEDIAL_EXACT_OUTGOING	f105v	f105	f105v.37	S	B	3	S|B|3	5	6	lkaiin	chs	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	0	0
