edition	model	paragraph	locus	raw	reading	row_status
ZL3b	R	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	[ungelesen: yshaiin] · [ungelesen: {ykh}ey] · [ungelesen: octhey] · fertig · Dosis Q · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: sh{cty}sh]	recorded
ZL3b	R	f99r|f99r.47-f99r.52	f99r.52	ychor ols or agairom	nimm · Endzubereitung · Anteil · [ungelesen: agairom]	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	kühles Material [nominale Qualität: Stoffkonstitution] · [ungelesen: keey] · Krautzubereitung	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	[ungelesen: ykeol] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · [ungelesen: ockhey] · erhitze · [ungelesen: cheodal] · [ungelesen: okeo] · darauf · [ungelesen: alcheeg] · [ungelesen: orar]	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keear okeey daiin okeol s aiin olaiir oolsal	[ungelesen: okeeey] · [ungelesen: keey] · [ungelesen: keear] · erwärme vorsichtig · Dosis Q · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · jeweils · Maßzahl Q · [ungelesen: olaiir] · [ungelesen: oolsal]	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	fahre mit der vorherigen Handlung fort · erwärme vorsichtig · erhitze anhaltend · [ungelesen: okesy] · fahre mit der vorherigen Handlung fort · je Teil · [ungelesen: sheseky] · Anteil · davon	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	[ungelesen: yshaiin] · [ungelesen: {ykh}ey] · [ungelesen: octhey] · fertig · Dosis Q · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: sh{cty}sh]	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.52	ychor ols or agairom	nimm · Endzubereitung · Anteil · [ungelesen: agairom]	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	kühles Material [nominale Qualität: Stoffkonstitution] · [ungelesen: keey] · Krautzubereitung	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol o ckheo chol cheodal okeo r olcheem orar	[ungelesen: ykeol] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · und · [ungelesen: ckheo] · erhitze · [ungelesen: cheodal] · [ungelesen: okeo] · darauf · [ungelesen: olcheem] · [ungelesen: orar]	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeor okeey daiin okeols aiin olaiir oolsal	[ungelesen: okeeey] · [ungelesen: keey] · Feinauszug · erwärme vorsichtig · Dosis Q · [ungelesen: okeols] · Maßzahl Q · [ungelesen: olaiir] · [ungelesen: oolsal]	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	[ungelesen: qokeeo] · erwärme vorsichtig · erhitze anhaltend · [ungelesen: okesy] · [ungelesen: qokeeo] · je Teil · [ungelesen: sheseky] · Anteil · davon	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.51	yshain ykhey octhey dy daiin okor okeey shcty sh	[ungelesen: yshain] · [ungelesen: ykhey] · [ungelesen: octhey] · fertig · Dosis Q · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: shcty] · [ungelesen: sh]	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.52	ychor ols or am air om	nimm · Endzubereitung · Anteil · [ungelesen: am] · [ungelesen: air] · [ungelesen: om]	recorded
IT2a	R	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	kühles Material [nominale Qualität: Stoffkonstitution] · [ungelesen: keey] · Krautzubereitung	recorded
IT2a	R	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol o ckheo chol cheodal okeo r olcheem orar	[ungelesen: ykeol] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · und · [ungelesen: ckheo] · erhitze · [ungelesen: cheodal] · [ungelesen: okeo] · darauf · [ungelesen: olcheem] · [ungelesen: orar]	recorded
IT2a	R	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeor okeey daiin okeols aiin olaiir oolsal	[ungelesen: okeeey] · [ungelesen: keey] · Feinauszug · erwärme vorsichtig · Dosis Q · [ungelesen: okeols] · Maßzahl Q · [ungelesen: olaiir] · [ungelesen: oolsal]	recorded
IT2a	R	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	rühre · erwärme vorsichtig · erhitze anhaltend · [ungelesen: okesy] · rühre · je Teil · [ungelesen: sheseky] · Anteil · davon	recorded
IT2a	R	f99r|f99r.47-f99r.52	f99r.51	yshain ykhey octhey dy daiin okor okeey shcty sh	[ungelesen: yshain] · [ungelesen: ykhey] · [ungelesen: octhey] · fertig · Dosis Q · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: shcty] · [ungelesen: sh]	recorded
IT2a	R	f99r|f99r.47-f99r.52	f99r.52	ychor ols or am air om	nimm · Endzubereitung · Anteil · [ungelesen: am] · [ungelesen: air] · [ungelesen: om]	recorded
IT2a	C	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	kühles Material [nominale Qualität: Stoffkonstitution] · [ungelesen: keey] · Krautzubereitung	recorded
IT2a	C	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol o ckheo chol cheodal okeo r olcheem orar	[ungelesen: ykeol] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · und · [ungelesen: ckheo] · erhitze · [ungelesen: cheodal] · [ungelesen: okeo] · darauf · [ungelesen: olcheem] · [ungelesen: orar]	recorded
IT2a	C	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeor okeey daiin okeols aiin olaiir oolsal	[ungelesen: okeeey] · [ungelesen: keey] · Feinauszug · erwärme vorsichtig · Dosis Q · [ungelesen: okeols] · Maßzahl Q · [ungelesen: olaiir] · [ungelesen: oolsal]	recorded
IT2a	C	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	fahre mit der vorherigen Handlung fort · erwärme vorsichtig · erhitze anhaltend · [ungelesen: okesy] · fahre mit der vorherigen Handlung fort · je Teil · [ungelesen: sheseky] · Anteil · davon	recorded
IT2a	C	f99r|f99r.47-f99r.52	f99r.51	yshain ykhey octhey dy daiin okor okeey shcty sh	[ungelesen: yshain] · [ungelesen: ykhey] · [ungelesen: octhey] · fertig · Dosis Q · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: shcty] · [ungelesen: sh]	recorded
IT2a	C	f99r|f99r.47-f99r.52	f99r.52	ychor ols or am air om	nimm · Endzubereitung · Anteil · [ungelesen: am] · [ungelesen: air] · [ungelesen: om]	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.47	tolkeey ctheey	[ungelesen: tolkeey] · Krautzubereitung	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.48	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	[ungelesen: @222;keol] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · und · [ungelesen: ckhey] · erhitze · [ungelesen: cheodal] · [ungelesen: @221;keo] · darauf · [ungelesen: @221;lcheeg] · [ungelesen: orar]	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeo r okeey @152;aiin okeol s aiin olaiir oolsal	[ungelesen: okeeey] · [ungelesen: keey] · [ungelesen: keeo] · darauf · erwärme vorsichtig · [ungelesen: @152;aiin] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · jeweils · Maßzahl Q · [ungelesen: olaiir] · [ungelesen: oolsal]	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	[ungelesen: qokeeo] · erwärme vorsichtig · erhitze anhaltend · [ungelesen: okesy] · [ungelesen: qokeeo] · je Teil · [ungelesen: sheseky] · Anteil · davon	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	[ungelesen: yshaiin] · [ungelesen: {ykh}ey] · [ungelesen: @221;cthey] · fertig · [ungelesen: @152;aiin] · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: sh{cty}sh]	recorded
RF1b	U	f99r|f99r.47-f99r.52	f99r.52	ychor ols @221;r agair@221;m	nimm · Endzubereitung · [ungelesen: @221;r] · [ungelesen: agair@221;m]	recorded
RF1b	R	f99r|f99r.47-f99r.52	f99r.47	tolkeey ctheey	[ungelesen: tolkeey] · Krautzubereitung	recorded
RF1b	R	f99r|f99r.47-f99r.52	f99r.48	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	[ungelesen: @222;keol] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · und · [ungelesen: ckhey] · erhitze · [ungelesen: cheodal] · [ungelesen: @221;keo] · darauf · [ungelesen: @221;lcheeg] · [ungelesen: orar]	recorded
RF1b	R	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeo r okeey @152;aiin okeol s aiin olaiir oolsal	[ungelesen: okeeey] · [ungelesen: keey] · [ungelesen: keeo] · darauf · erwärme vorsichtig · [ungelesen: @152;aiin] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · jeweils · Maßzahl Q · [ungelesen: olaiir] · [ungelesen: oolsal]	recorded
RF1b	R	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	rühre · erwärme vorsichtig · erhitze anhaltend · [ungelesen: okesy] · rühre · je Teil · [ungelesen: sheseky] · Anteil · davon	recorded
RF1b	R	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	[ungelesen: yshaiin] · [ungelesen: {ykh}ey] · [ungelesen: @221;cthey] · fertig · [ungelesen: @152;aiin] · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: sh{cty}sh]	recorded
RF1b	R	f99r|f99r.47-f99r.52	f99r.52	ychor ols @221;r agair@221;m	nimm · Endzubereitung · [ungelesen: @221;r] · [ungelesen: agair@221;m]	recorded
RF1b	C	f99r|f99r.47-f99r.52	f99r.47	tolkeey ctheey	[ungelesen: tolkeey] · Krautzubereitung	recorded
RF1b	C	f99r|f99r.47-f99r.52	f99r.48	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	[ungelesen: @222;keol] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · und · [ungelesen: ckhey] · erhitze · [ungelesen: cheodal] · [ungelesen: @221;keo] · darauf · [ungelesen: @221;lcheeg] · [ungelesen: orar]	recorded
RF1b	C	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeo r okeey @152;aiin okeol s aiin olaiir oolsal	[ungelesen: okeeey] · [ungelesen: keey] · [ungelesen: keeo] · darauf · erwärme vorsichtig · [ungelesen: @152;aiin] · warme Flüssigkeit [nominale Qualität: Stoffkonstitution] · jeweils · Maßzahl Q · [ungelesen: olaiir] · [ungelesen: oolsal]	recorded
RF1b	C	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	fahre mit der vorherigen Handlung fort · erwärme vorsichtig · erhitze anhaltend · [ungelesen: okesy] · fahre mit der vorherigen Handlung fort · je Teil · [ungelesen: sheseky] · Anteil · davon	recorded
RF1b	C	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	[ungelesen: yshaiin] · [ungelesen: {ykh}ey] · [ungelesen: @221;cthey] · fertig · [ungelesen: @152;aiin] · [ungelesen: okor] · erwärme vorsichtig · [ungelesen: sh{cty}sh]	recorded
RF1b	C	f99r|f99r.47-f99r.52	f99r.52	ychor ols @221;r agair@221;m	nimm · Endzubereitung · [ungelesen: @221;r] · [ungelesen: agair@221;m]	recorded
