edition	model	variant	paragraph	position	mention	form	meaning	patient	antecedent	debts	row_status
ZL3b	U	M	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	6	f99r.48:4	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	15	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6			recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	rühre	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	rühre	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	6	f99r.48:4	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	15	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6			recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	rühre	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	rühre	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	6	f99r.48:4	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	15	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6			recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	rühre	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	rühre	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	6	f99r.48:4	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	15	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6			recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	fahre mit der vorherigen Handlung fort	f99r.49:6	f99r.49:4	ANTECEDENT_UNREAD_BETWEEN:f99r.49:9;ANTECEDENT_UNREAD_BETWEEN:f99r.49:10;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED	recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	fahre mit der vorherigen Handlung fort	f99r.49:6	f99r.50:3	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:9;INHERITED:UNREAD_BETWEEN:f99r.49:10;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	J	f99r|f99r.47-f99r.52	6	f99r.48:4	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	C	J	f99r|f99r.47-f99r.52	15	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6			recorded
ZL3b	C	J	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	fahre mit der vorherigen Handlung fort	f99r.49:6	f99r.49:4	ANTECEDENT_UNREAD_BETWEEN:f99r.49:9;ANTECEDENT_UNREAD_BETWEEN:f99r.49:10;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED	recorded
ZL3b	C	J	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	J	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	J	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	fahre mit der vorherigen Handlung fort	f99r.49:6	f99r.50:3	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:9;INHERITED:UNREAD_BETWEEN:f99r.49:10;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	J	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	M	f99r|f99r.47-f99r.52	6	f99r.48:4	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	C	M	f99r|f99r.47-f99r.52	15	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6			recorded
ZL3b	C	M	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	fahre mit der vorherigen Handlung fort	f99r.49:6	f99r.49:4	ANTECEDENT_UNREAD_BETWEEN:f99r.49:9;ANTECEDENT_UNREAD_BETWEEN:f99r.49:10;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED	recorded
ZL3b	C	M	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	M	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	M	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	fahre mit der vorherigen Handlung fort	f99r.49:6	f99r.50:3	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:9;INHERITED:UNREAD_BETWEEN:f99r.49:10;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	M	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	7	f99r.48:5	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:4	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	16	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:3			recorded
IT2a	U	B	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	[ungelesen: qokeeo]			UNREAD_WORD	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	[ungelesen: qokeeo]			UNREAD_WORD	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	7	f99r.48:5	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:4	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	16	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:3			recorded
IT2a	U	J	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	[ungelesen: qokeeo]			UNREAD_WORD	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	[ungelesen: qokeeo]			UNREAD_WORD	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	7	f99r.48:5	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:4	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	16	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:3			recorded
IT2a	U	M	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	[ungelesen: qokeeo]			UNREAD_WORD	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	[ungelesen: qokeeo]			UNREAD_WORD	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	7	f99r.48:5	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:4	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	16	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:3			recorded
IT2a	R	B	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	rühre	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	rühre	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	7	f99r.48:5	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:4	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	16	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:3			recorded
IT2a	R	J	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	rühre	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	26	f99r.50:5	qokeeo	rühre	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	37	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	M	f99r|f99r.47-f99r.52	7	f99r.48:5	chol	erhitze	f99r.48:2		UNREAD_BETWEEN:f99r.48:4	recorded
IT2a	R	M	f99r|f99r.47-f99r.52	16	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:3			recorded
IT2a	R	M	f99r|f99r.47-f99r.52	22	f99r.50:1	qokeeo	rühre	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	M	f99r|f99r.47-f99r.52	23	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	R	M	f99r|f99r.47-f99r.52	24	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:3		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
