edition	model	variant	paragraph	mention	meaning	antecedent	antecedent_form	patient	patient_form	patient_to_target_unread	debts	new_mechanical_event	raw_line	row_status
IT2a	U	B	f99r|f99r.47-f99r.52	f99r.50:1	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	f99r.50:5	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	f99r.50:1	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	f99r.50:5	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	f99r.50:1	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	f99r.50:5	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	f99r.50:1	rühre			f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	R	B	f99r|f99r.47-f99r.52	f99r.50:5	rühre			f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	f99r.50:1	rühre			f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	R	J	f99r|f99r.47-f99r.52	f99r.50:5	rühre			f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	R	M	f99r|f99r.47-f99r.52	f99r.50:1	rühre			f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	R	M	f99r|f99r.47-f99r.52	f99r.50:5	rühre			f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	C	B	f99r|f99r.47-f99r.52	f99r.50:1	fahre mit der vorherigen Handlung fort	f99r.49:4	okeey	f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9	ANTECEDENT_UNREAD_BETWEEN:f99r.49:6;ANTECEDENT_UNREAD_BETWEEN:f99r.49:8;ANTECEDENT_UNREAD_BETWEEN:f99r.49:9;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	C	B	f99r|f99r.47-f99r.52	f99r.50:5	fahre mit der vorherigen Handlung fort	f99r.50:3	qokeey	f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:6;INHERITED:UNREAD_BETWEEN:f99r.49:8;INHERITED:UNREAD_BETWEEN:f99r.49:9;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	C	J	f99r|f99r.47-f99r.52	f99r.50:1	fahre mit der vorherigen Handlung fort	f99r.49:4	okeey	f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9	ANTECEDENT_UNREAD_BETWEEN:f99r.49:6;ANTECEDENT_UNREAD_BETWEEN:f99r.49:8;ANTECEDENT_UNREAD_BETWEEN:f99r.49:9;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	C	J	f99r|f99r.47-f99r.52	f99r.50:5	fahre mit der vorherigen Handlung fort	f99r.50:3	qokeey	f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:6;INHERITED:UNREAD_BETWEEN:f99r.49:8;INHERITED:UNREAD_BETWEEN:f99r.49:9;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	C	M	f99r|f99r.47-f99r.52	f99r.50:1	fahre mit der vorherigen Handlung fort	f99r.49:4	okeey	f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9	ANTECEDENT_UNREAD_BETWEEN:f99r.49:6;ANTECEDENT_UNREAD_BETWEEN:f99r.49:8;ANTECEDENT_UNREAD_BETWEEN:f99r.49:9;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	C	M	f99r|f99r.47-f99r.52	f99r.50:5	fahre mit der vorherigen Handlung fort	f99r.50:3	qokeey	f99r.49:3	keeor	f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:6;INHERITED:UNREAD_BETWEEN:f99r.49:8;INHERITED:UNREAD_BETWEEN:f99r.49:9;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	U	B	f99r|f99r.47-f99r.52	f99r.50:1	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	U	B	f99r|f99r.47-f99r.52	f99r.50:5	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	U	J	f99r|f99r.47-f99r.52	f99r.50:1	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	U	J	f99r|f99r.47-f99r.52	f99r.50:5	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	U	M	f99r|f99r.47-f99r.52	f99r.50:1	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	U	M	f99r|f99r.47-f99r.52	f99r.50:5	[ungelesen: qokeeo]						UNREAD_WORD	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	R	B	f99r|f99r.47-f99r.52	f99r.50:1	rühre			f99r.49:7	okeol	f99r.49:10;f99r.49:11	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	R	B	f99r|f99r.47-f99r.52	f99r.50:5	rühre			f99r.49:7	okeol	f99r.49:10;f99r.49:11;f99r.50:4	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	R	J	f99r|f99r.47-f99r.52	f99r.50:1	rühre			f99r.49:7	okeol	f99r.49:10;f99r.49:11	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	R	J	f99r|f99r.47-f99r.52	f99r.50:5	rühre			f99r.49:7	okeol	f99r.49:10;f99r.49:11;f99r.50:4	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	R	M	f99r|f99r.47-f99r.52	f99r.50:1	rühre			f99r.49:7	okeol	f99r.49:10;f99r.49:11	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	R	M	f99r|f99r.47-f99r.52	f99r.50:5	rühre			f99r.49:7	okeol	f99r.49:10;f99r.49:11;f99r.50:4	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	True	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.50:1	fahre mit der vorherigen Handlung fort	f99r.49:5	okeey	f99r.49:7	okeol	f99r.49:10;f99r.49:11	ANTECEDENT_UNREAD_BETWEEN:f99r.49:6;ANTECEDENT_UNREAD_BETWEEN:f99r.49:10;ANTECEDENT_UNREAD_BETWEEN:f99r.49:11;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:6	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.50:5	fahre mit der vorherigen Handlung fort	f99r.50:3	qokeey	f99r.49:7	okeol	f99r.49:10;f99r.49:11;f99r.50:4	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:10;INHERITED:UNREAD_BETWEEN:f99r.49:11;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.50:1	fahre mit der vorherigen Handlung fort	f99r.49:5	okeey	f99r.49:7	okeol	f99r.49:10;f99r.49:11	ANTECEDENT_UNREAD_BETWEEN:f99r.49:6;ANTECEDENT_UNREAD_BETWEEN:f99r.49:10;ANTECEDENT_UNREAD_BETWEEN:f99r.49:11;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:6	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.50:5	fahre mit der vorherigen Handlung fort	f99r.50:3	qokeey	f99r.49:7	okeol	f99r.49:10;f99r.49:11;f99r.50:4	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:10;INHERITED:UNREAD_BETWEEN:f99r.49:11;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.50:1	fahre mit der vorherigen Handlung fort	f99r.49:5	okeey	f99r.49:7	okeol	f99r.49:10;f99r.49:11	ANTECEDENT_UNREAD_BETWEEN:f99r.49:6;ANTECEDENT_UNREAD_BETWEEN:f99r.49:10;ANTECEDENT_UNREAD_BETWEEN:f99r.49:11;CROSS_LINE_ACTION_CARRY;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:6	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.50:5	fahre mit der vorherigen Handlung fort	f99r.50:3	qokeey	f99r.49:7	okeol	f99r.49:10;f99r.49:11;f99r.50:4	ANTECEDENT_UNREAD_BETWEEN:f99r.50:4;ONGOING_ACTION_NOT_ESTABLISHED;INHERITED:UNREAD_BETWEEN:f99r.49:10;INHERITED:UNREAD_BETWEEN:f99r.49:11;INHERITED:IMPLICIT_SUBJECT_CONTINUATION	False	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
