patch_id	page	row_id	source_ordinal	column	valid	reason	ink_json	nuisance_json	core_samples	patch_width	patch_height
f76r:R001:W10	f76r	f76r:R001	1	10	1	PASS	[0.206083428569,0.235496319281,0.267879445156]	[0.581129807692,5.513428746165,4.838056680162,2.440815443489,0.466918714556,0.942305961122,0.851492390356,0.769685205503,0.019859654052,0.023577944846,0.025174043097,0.021295248869,0.024144513575,0.026663838612,-0.000579751131,0.001951357466,0.012792232278,0.6813462227,0.09976120987]	247	128	52
f76r:R001:W11	f76r	f76r:R001	1	11	0	INSUFFICIENT_PAPER	[]	[]	233	128	52
f76r:R002:W00	f76r	f76r:R002	2	0	1	PASS	[0.236951524281,0.295464212894,0.336472236621]	[0.397986778846,4.897839799951,5.488721804511,2.344779969007,0.427652733119,0.924968559922,0.833527601208,0.755036529211,0.018491398191,0.019229247848,0.02090201306,0.027290723982,0.034820418552,0.036965026395,-0.0204114819,-0.02272341629,-0.029277432127,0.22305764411,0.117272486071]	133	128	52
f76r:R002:W01	f76r	f76r:R002	2	1	1	PASS	[0.245354935077,0.31099315132,0.372341060683]	[0.494441105769,5.318119993844,5.635467980296,2.85531621582,0.420289855072,0.94914080937,0.865841563966,0.794586720275,0.014668615891,0.017074465321,0.017912056368,0.009186463047,0.022195512821,0.026234917044,-0.004364630468,-0.005243684012,0.001703902715,0.268886501969,0.117272486071]	203	128	52
f76r:R002:W02	f76r	f76r:R002	2	2	1	PASS	[0.271681731105,0.296898727557,0.336472236621]	[0.472055288462,5.225746673713,5.254054054054,2.755887515317,0.47557840617,0.935454819378,0.852797214503,0.783001328021,0.021865675765,0.02144034038,0.020117304608,-0.038968231523,-0.038805618401,-0.035961067119,-0.012761595023,-0.004932598039,-0.007088989442,0.314715359828,0.117272486071]	185	128	52
f76r:R002:W03	f76r	f76r:R002	2	3	1	PASS	[0.224564227197,0.238600944228,0.266361012819]	[0.452073317308,5.017279836815,5.246666666667,2.732365682375,0.441176470588,0.934426899359,0.854539589348,0.786815916386,0.021440547162,0.021276726684,0.021705292237,-0.010659407994,-0.010338895173,-0.008321549774,0.002554675716,-0.004934954751,-0.007374151584,0.360544217687,0.117272486071]	150	128	52
f76r:R002:W04	f76r	f76r:R002	2	4	1	PASS	[0.258322519923,0.287676633856,0.308583150392]	[0.47265625,5.043425116919,5.292207792208,2.620908251107,0.417344173442,0.934937712977,0.851782581979,0.782271381487,0.021055805397,0.017329587222,0.016513570684,-0.013124528658,-0.01583474736,-0.013534596531,-0.003325320513,-0.010916289593,-0.009721436652,0.406373075546,0.117272486071]	154	128	52
f76r:R002:W05	f76r	f76r:R002	2	5	1	PASS	[0.339050665209,0.400759217071,0.451985123743]	[0.466496394231,5.075173815234,5.849056603774,2.797547621562,0.389705882353,0.930526060044,0.848495590858,0.776004549947,0.016897420564,0.017152064231,0.016316335387,-0.006940516591,-0.015676847662,-0.017112085219,0.003909785068,0.009690799397,0.003433729261,0.452201933405,0.117272486071]	159	128	52
f76r:R002:W06	f76r	f76r:R002	2	6	0	INSUFFICIENT_PAPER	[]	[]	215	128	52
f76r:R002:W07	f76r	f76r:R002	2	7	1	PASS	[0.220570725935,0.239166863319,0.273129070831]	[0.524038461538,5.105945473901,4.841463414634,2.675405199286,0.370203160271,0.938541047732,0.858001584472,0.789025054466,0.015639202326,0.01686972585,0.019301618717,0.010942213424,0.010060803167,0.007244532428,0.001508295626,0.009674302413,0.016454562594,0.543859649123,0.117272486071]	164	128	52
f76r:R002:W08	f76r	f76r:R002	2	8	1	PASS	[0.252495763327,0.297290945091,0.333385636187]	[0.598557692308,5.252273428047,5.684210526316,2.668581953002,0.453460620525,0.945299107667,0.861138018081,0.788998473641,0.015571741904,0.017477342465,0.020728068383,0.009375,0.020663650075,0.019928355958,-0.007916195324,-0.002738499246,-0.008625565611,0.589688506982,0.117272486071]	190	128	52
f76r:R002:W09	f76r	f76r:R002	2	9	1	PASS	[0.242513894171,0.274805350987,0.32401337264]	[0.571664663462,5.252273428047,5.194736842105,2.438501197179,0.448113207547,0.930933074738,0.839952957683,0.761129565821,0.017272647018,0.020793218837,0.027510642219,-0.013732560332,-0.028808446456,-0.039427790347,0.00033229638,0.008634992459,0.025419494721,0.635517364841,0.117272486071]	190	128	52
f76r:R002:W10	f76r	f76r:R002	2	10	0	INSUFFICIENT_PAPER	[]	[]	154	128	52
f76r:R002:W11	f76r	f76r:R002	2	11	0	INSUFFICIENT_PAPER	[]	[]	203	128	52
f76r:R003:W00	f76r	f76r:R003	3	0	1	PASS	[0.282742018152,0.348370676944,0.414673775713]	[0.391376201923,4.762173934798,6.301724137931,2.761246056759,0.487394957983,0.918416658196,0.828791728985,0.751478453638,0.014679759952,0.015867162072,0.015901806958,-0.008474736048,-0.007442496229,-0.002010275264,-0.014371229261,-0.009532899698,-0.003921568627,0.22305764411,0.134253117538]	116	128	52
f76r:R003:W01	f76r	f76r:R003	3	1	1	PASS	[0.407459126715,0.483174092435,0.578736829382]	[0.314302884615,4.35670882669,4.896103896104,2.556298133053,0.310483870968,0.936253028819,0.85411919369,0.784793181076,0.016144652704,0.015991045999,0.017271955125,0.008036387632,0.00757918552,0.012891214178,-0.024069098793,-0.023263103318,-0.029176093514,0.268886501969,0.134253117538]	77	128	52
f76r:R003:W02	f76r	f76r:R003	3	2	1	PASS	[0.21910894729,0.229939466082,0.245122458033]	[0.507211538462,4.919980925828,4.845588235294,2.475998540312,0.429022082019,0.931912960306,0.849595887135,0.779705882353,0.02426455127,0.024669415207,0.027322026655,-0.030161199095,-0.027674868024,-0.028636406486,-0.023988970588,-0.027750282805,-0.031285350679,0.314715359828,0.134253117538]	136	128	52
f76r:R003:W03	f76r	f76r:R003	3	3	1	PASS	[0.324678543597,0.381238865234,0.417982175267]	[0.553635817308,5.416100402204,5.629464285714,2.766384256727,0.503370786517,0.942694411996,0.862888972486,0.796562852674,0.019099930116,0.017236358864,0.018720376742,0.012935991704,0.016772718703,0.020321926848,0.010694758673,0.008632635747,0.008712763952,0.360544217687,0.134253117538]	224	128	52
f76r:R003:W04	f76r	f76r:R003	3	4	1	PASS	[0.232523505444,0.24487110702,0.273153971889]	[0.503155048077,5.214935757609,5.142076502732,2.636757831694,0.377319587629,0.946365700801,0.866492348376,0.794923424465,0.016240275106,0.01564627047,0.016777688086,-0.016845776772,-0.020786199095,-0.022794117647,-0.00151300905,-0.00082484917,-0.003212198341,0.406373075546,0.134253117538]	183	128	52
f76r:R003:W05	f76r	f76r:R003	3	5	1	PASS	[0.313446209388,0.339130634288,0.3817110221]	[0.469501201923,5.010635294096,5.724832214765,2.858776807941,0.440828402367,0.934633859208,0.85292840444,0.779904598486,0.021684818272,0.022194215131,0.02388147202,-0.01836821267,-0.014232183258,-0.002483974359,-0.018620380845,-0.022860105581,-0.035256410256,0.452201933405,0.134253117538]	149	128	52
f76r:R003:W06	f76r	f76r:R003	3	6	1	PASS	[0.238891908282,0.272909594704,0.299019296669]	[0.565955528846,5.209486152841,5.32967032967,2.599894102049,0.466666666667,0.939605942758,0.853473961409,0.785611413136,0.019045777686,0.019777051057,0.020146220519,-0.009723793363,-0.000164969834,0.003337104072,-0.029366987179,-0.026805241327,-0.026263197587,0.498030791264,0.134253117538]	182	128	52
f76r:R003:W07	f76r	f76r:R003	3	7	1	PASS	[0.296464200582,0.336040152536,0.380221534006]	[0.595252403846,5.313205979042,5.70297029703,2.859912601501,0.482100238663,0.940848945369,0.857529440878,0.790312531843,0.014679041207,0.016526204227,0.018644260089,0.00217760181,-0.002585312971,-0.009273661388,-0.009610671192,-0.011828337104,-0.02166525264,0.543859649123,0.134253117538]	202	128	52
f76r:R003:W08	f76r	f76r:R003	3	8	1	PASS	[0.19782574333,0.227894154073,0.257222864967]	[0.504356971154,4.983606621708,4.572413793103,2.537293773067,0.413105413105,0.929896760159,0.84205909099,0.771517215556,0.021750146606,0.028250270989,0.034782338781,0.043200886124,0.061015271493,0.06996842006,0.005418080694,0.003183917798,0.010362462293,0.589688506982,0.134253117538]	145	128	52
f76r:R003:W09	f76r	f76r:R003	3	9	0	INSUFFICIENT_PAPER	[]	[]	232	128	52
f76r:R003:W10	f76r	f76r:R003	3	10	1	PASS	[0.224190123885,0.242831506286,0.274694876925]	[0.585036057692,5.087596335232,5.0,2.700356544206,0.412820512821,0.925585324644,0.838233164374,0.766223679914,0.016305755353,0.017277524403,0.021621838454,-0.021929204374,-0.029270361991,-0.043471907994,-0.00067637632,-0.003697680995,-0.000994532428,0.6813462227,0.134253117538]	161	128	52
f76r:R003:W11	f76r	f76r:R003	3	11	0	INSUFFICIENT_PAPER	[]	[]	215	128	52
f76r:R004:W00	f76r	f76r:R004	4	0	1	PASS	[0.420985530631,0.482609089684,0.579176642012]	[0.534705528846,5.017279836815,5.893333333333,2.61826066099,0.408719346049,0.924299923392,0.84298910394,0.772433791082,0.018038964037,0.016129003273,0.018237669011,-0.012961915535,-0.00866091629,-0.008729260935,-0.013051470588,-0.01256127451,-0.001256127451,0.22305764411,0.149641814805]	150	128	52
f76r:R004:W01	f76r	f76r:R004	4	1	1	PASS	[0.341443249343,0.396415272588,0.523855124056]	[0.435697115385,5.010635294096,6.281879194631,2.761384092482,0.45987654321,0.932273591013,0.852409739189,0.78569400071,0.017970510532,0.015363200546,0.016192662563,0.018877262443,0.023069852941,0.030041006787,-0.011008201357,-0.005125848416,-0.009167609351,0.268886501969,0.149641814805]	149	128	52
f76r:R004:W02	f76r	f76r:R004	4	2	1	PASS	[0.448899416173,0.49244709598,0.568035104701]	[0.506460336538,5.056245805348,5.358974358974,2.571911186878,0.438202247191,0.936777389799,0.856967200883,0.791097979527,0.017289283008,0.0161941999,0.01558589912,0.007734728507,0.007946832579,0.019084653092,-0.013859822775,-0.005677319005,-0.004187877074,0.314715359828,0.149641814805]	156	128	52
f76r:R004:W03	f76r	f76r:R004	4	3	1	PASS	[0.254234138384,0.28343578157,0.310154928304]	[0.55859375,5.446737371666,5.225108225108,2.563728322261,0.48427672956,0.946040390288,0.870222506974,0.809145877548,0.019859613531,0.020262493057,0.023346702938,0.02584841629,0.021134992459,0.01568627451,0.001378676471,0.000457202112,0.011295720211,0.360544217687,0.149641814805]	231	128	52
f76r:R004:W04	f76r	f76r:R004	4	4	1	PASS	[0.236129015308,0.253210799631,0.270771600303]	[0.523737980769,5.361292165709,4.929245283019,2.703891918305,0.444444444444,0.955483392095,0.879573204676,0.81377002536,0.019928937125,0.020313193474,0.023469139022,-0.022461821267,-0.016445135747,-0.011910822021,0.010558069382,0.012950131976,0.014873208899,0.406373075546,0.149641814805]	212	128	52
f76r:R004:W05	f76r	f76r:R004	4	5	1	PASS	[0.314931714899,0.344576738433,0.379489621705]	[0.403695913462,4.700480365792,4.743119266055,2.424658000001,0.298630136986,0.943484554316,0.864383284178,0.798599933801,0.019166566904,0.018958248653,0.021841476752,-0.007084276018,-0.011882541478,-0.01251178356,-0.002474547511,0.003777809201,0.00669306184,0.452201933405,0.149641814805]	109	128	52
f76r:R004:W06	f76r	f76r:R004	4	6	1	PASS	[0.218968179904,0.238929425642,0.263093022829]	[0.521784855769,5.043425116919,5.11038961039,2.714945858951,0.406332453826,0.930304990359,0.854244053889,0.790273080643,0.021675005053,0.021131491496,0.023252475792,0.017090874811,0.011757635747,0.009594174208,-0.0094739819,-0.008875377074,-0.007107843137,0.498030791264,0.149641814805]	154	128	52
f76r:R004:W07	f76r	f76r:R004	4	7	0	INSUFFICIENT_PAPER	[]	[]	225	128	52
f76r:R004:W08	f76r	f76r:R004	4	8	1	PASS	[0.216643806854,0.236949564785,0.262130905875]	[0.547926682692,5.187385805841,4.685393258427,2.47955915626,0.412037037037,0.943972005552,0.864873353795,0.801385386325,0.018444276361,0.019025459593,0.022176537887,0.025494909502,0.022508955505,0.024097379336,0.006605863499,0.002764423077,0.006334841629,0.589688506982,0.149641814805]	178	128	52
f76r:R004:W09	f76r	f76r:R004	4	9	0	INSUFFICIENT_PAPER	[]	[]	262	128	52
f76r:R004:W10	f76r	f76r:R004	4	10	0	INSUFFICIENT_PAPER	[]	[]	209	128	52
f76r:R004:W11	f76r	f76r:R004	4	11	1	PASS	[0.223143551314,0.246119885346,0.27802016154]	[0.586388221154,5.40717177146,5.036036036036,2.342047798529,0.472340425532,0.937971410867,0.849507489156,0.780863656759,0.024449792645,0.025784067723,0.026460418783,-0.000956825038,-0.001013386124,0.001018099548,-0.03236943816,-0.039783653846,-0.042343042986,0.727175080559,0.149641814805]	222	128	52
f76r:R005:W00	f76r	f76r:R005	5	0	1	PASS	[0.226684284371,0.238062602493,0.276573187586]	[0.406427556818,4.290459441148,5.180555555556,2.594472697919,0.365482233503,0.915146076379,0.837429102661,0.770812877948,0.020308697735,0.01853494597,0.020113231381,0.026275623886,0.021242758467,0.021209336007,-0.030300245098,-0.017814171123,-0.014561051693,0.22305764411,0.167418413372]	72	128	44
f76r:R005:W01	f76r	f76r:R005	5	1	1	PASS	[0.239282380774,0.254238262414,0.283788653893]	[0.476207386364,5.176149732574,5.102272727273,2.648068647521,0.446700507614,0.935157195081,0.860315054835,0.799879029578,0.0182172073,0.017719251125,0.017737325782,0.011597593583,0.003835227273,0.011235516934,-0.003570632799,-0.00466521836,0.006018827986,0.268886501969,0.167418413372]	176	128	44
f76r:R005:W02	f76r	f76r:R005	5	2	1	PASS	[0.221078687454,0.240749004336,0.266625868842]	[0.404296875,4.779123493112,4.067796610169,2.371185834918,0.372239747634,0.930703369276,0.852759416732,0.787951257999,0.017724076388,0.016666371733,0.020769471426,0.017616421569,0.022114527629,0.0328125,-0.023610182709,-0.011619875223,-0.020841688948,0.314715359828,0.167418413372]	118	128	44
f76r:R005:W03	f76r	f76r:R005	5	3	1	PASS	[0.305754526171,0.350941903935,0.379144483986]	[0.541015625,5.176149732574,5.318181818182,2.308804563491,0.475675675676,0.937511283043,0.860496833163,0.798024803732,0.021005159118,0.022057386345,0.024031038644,0.000985962567,-0.002481617647,-0.021454434046,-0.016881127451,-0.015689059715,-0.016156974153,0.360544217687,0.167418413372]	176	128	44
f76r:R005:W04	f76r	f76r:R005	5	4	1	PASS	[0.241715461317,0.273320836775,0.308114624545]	[0.430042613636,4.762173934798,4.73275862069,2.433097070716,0.368253968254,0.954381528312,0.882025532955,0.813917292774,0.020944709577,0.022728370238,0.024373594636,0.029745989305,0.034628453654,0.037881573084,-0.023145053476,-0.016429924242,-0.016159759358,0.406373075546,0.167418413372]	116	128	44
f76r:R005:W05	f76r	f76r:R005	5	5	1	PASS	[0.21131323484,0.238411023445,0.260220541233]	[0.563920454545,4.934473933131,4.536231884058,2.505528438838,0.404692082111,0.954097208916,0.879462860063,0.81350354474,0.019750799887,0.023858443703,0.024137639845,-0.04054144385,-0.049835672906,-0.048220254011,-0.022526737968,-0.027459336007,-0.030319741533,0.452201933405,0.167418413372]	138	128	44
f76r:R005:W06	f76r	f76r:R005	5	6	1	PASS	[0.216580941448,0.238029463292,0.260876989818]	[0.549360795455,4.990432586779,4.595890410959,2.397426608711,0.425655976676,0.943908280412,0.865056629429,0.794490026113,0.021249354644,0.022785539062,0.023624197522,0.042262700535,0.043337789661,0.04213736631,-0.002350713012,-0.005673462567,-0.009063057041,0.498030791264,0.167418413372]	146	128	44
f76r:R005:W07	f76r	f76r:R005	5	7	0	INSUFFICIENT_PAPER	[]	[]	231	128	44
f76r:R005:W08	f76r	f76r:R005	5	8	0	INSUFFICIENT_PAPER	[]	[]	164	128	44
f76r:R005:W09	f76r	f76r:R005	5	9	0	INSUFFICIENT_PAPER	[]	[]	173	128	44
f76r:R005:W10	f76r	f76r:R005	5	10	0	INSUFFICIENT_PAPER	[]	[]	192	128	44
f76r:R005:W11	f76r	f76r:R005	5	11	1	PASS	[0.209185199064,0.233149193432,0.259511195485]	[0.55078125,5.204006687077,4.917127071823,2.491706582051,0.441463414634,0.952959776796,0.873375184066,0.803301557777,0.018895201696,0.020483910549,0.020356588325,-0.024186720143,-0.033219139929,-0.022560160428,0.010305258467,0.01414605615,0.001832664884,0.727175080559,0.167418413372]	181	128	44
f76r:R006:W00	f76r	f76r:R006	6	0	1	PASS	[0.226807343769,0.233965851547,0.273248502338]	[0.530894886364,5.017279836815,5.26,2.857574729265,0.457317073171,0.93020735925,0.847254753529,0.782486529813,0.01806123117,0.01607288866,0.016953433697,-0.011188168449,-0.013082107843,-0.010594919786,-0.001253342246,-0.00773451426,-0.013853609626,0.22305764411,0.180419209339]	150	128	44
f76r:R006:W01	f76r	f76r:R006	6	1	1	PASS	[0.208901194599,0.233149193432,0.253273292766]	[0.524147727273,4.787491742782,4.126050420168,2.236273242308,0.34693877551,0.932282704126,0.857534386889,0.794844893181,0.023966963781,0.025266730299,0.027936037343,0.038157308378,0.037798016934,0.04695298574,-0.005581550802,-0.013920454545,-0.020738636364,0.268886501969,0.180419209339]	119	128	44
f76r:R006:W02	f76r	f76r:R006	6	2	1	PASS	[0.227877668746,0.240749004336,0.268448932038]	[0.577592329545,4.934473933131,4.572463768116,2.404367044852,0.433962264151,0.930135416924,0.854059623008,0.797786184671,0.018918388359,0.019746518028,0.024238644872,-0.013558377897,-0.005069073084,0.003918783422,0.011931818182,-0.004910316399,-0.010397170232,0.314715359828,0.180419209339]	138	128	44
f76r:R006:W03	f76r	f76r:R006	6	3	1	PASS	[0.241550741358,0.251316107277,0.270750432074]	[0.508522727273,4.905274778438,5.55223880597,2.884770003453,0.482014388489,0.929883543013,0.853667970078,0.792222033322,0.019065801961,0.016870750233,0.017706028695,-0.013396836007,-0.015237856506,-0.022354055258,-0.016808712121,-0.015867312834,-0.016513480392,0.360544217687,0.180419209339]	134	128	44
f76r:R006:W04	f76r	f76r:R006	6	4	1	PASS	[0.224128287977,0.260726262463,0.277455540668]	[0.405184659091,4.955827057601,4.957446808511,2.66809981106,0.466887417219,0.95528826456,0.880534972198,0.814865671642,0.022089072231,0.024723487093,0.024579841461,0.016580325312,0.014271390374,0.013778409091,0.005807152406,0.01257798574,0.019582776292,0.406373075546,0.180419209339]	141	128	44
f76r:R006:W05	f76r	f76r:R006	6	5	0	INSUFFICIENT_PAPER	[]	[]	190	128	44
f76r:R006:W06	f76r	f76r:R006	6	6	1	PASS	[0.239338237234,0.267595313885,0.290923566376]	[0.547230113636,5.023880520846,5.46357615894,2.715603269694,0.488673139159,0.937136485967,0.862080738178,0.792392156863,0.027857772946,0.0272338105,0.029473861911,-0.01095978164,-0.008542223708,0.008207999109,0.041062277184,0.039967691622,0.045454545455,0.498030791264,0.180419209339]	151	128	44
f76r:R006:W07	f76r	f76r:R006	6	7	0	INSUFFICIENT_PAPER	[]	[]	168	128	44
f76r:R006:W08	f76r	f76r:R006	6	8	0	INSUFFICIENT_PAPER	[]	[]	226	128	44
f76r:R006:W09	f76r	f76r:R006	6	9	0	INSUFFICIENT_PAPER	[]	[]	195	128	44
f76r:R006:W10	f76r	f76r:R006	6	10	0	INSUFFICIENT_PAPER	[]	[]	176	128	44
f76r:R006:W11	f76r	f76r:R006	6	11	0	INSUFFICIENT_PAPER	[]	[]	197	128	44
f76r:R007:W00	f76r	f76r:R007	7	0	1	PASS	[0.220061884777,0.236388778064,0.26092988698]	[0.5384375,5.411646051855,4.627802690583,2.420120835399,0.486899563319,0.939340475527,0.858597846722,0.790574428824,0.016243489866,0.016552826119,0.016731259857,-0.003647058824,-0.004227941176,-0.003887254902,0.00132250817,0.002976919935,-0.000970179739,0.22305764411,0.19474661714]	223	128	50
f76r:R007:W01	f76r	f76r:R007	7	1	1	PASS	[0.222152470712,0.240342327653,0.269207369802]	[0.576875,5.332718793265,4.907766990291,2.632182796806,0.489311163895,0.940655139456,0.865751440901,0.803753584152,0.016077488605,0.016818161217,0.016278435195,0.00525245098,-0.002446078431,-0.004632352941,-0.010717933007,-0.012132352941,-0.014861621732,0.268886501969,0.19474661714]	206	128	50
f76r:R007:W02	f76r	f76r:R007	7	2	1	PASS	[0.289101519106,0.303274167212,0.329827693903]	[0.574375,5.023880520846,5.35761589404,2.625257782009,0.373762376238,0.934332440759,0.85958797616,0.801959344678,0.01974630619,0.019207788701,0.019303005942,-0.017625,-0.017112745098,-0.01481127451,-0.006094260621,-0.005037275327,-0.001521650327,0.314715359828,0.19474661714]	151	128	50
f76r:R007:W03	f76r	f76r:R007	7	3	1	PASS	[0.2246651911,0.23523080478,0.266134093572]	[0.515625,5.081404364984,4.45,2.558808316385,0.392156862745,0.945614168248,0.867939278937,0.80895256167,0.017995202741,0.018433597881,0.019428515045,-0.004480392157,-0.002480392157,-0.002875,-0.00339307598,-0.000625510621,0.005042381536,0.360544217687,0.19474661714]	160	128	50
f76r:R007:W04	f76r	f76r:R007	7	4	1	PASS	[0.267641321568,0.286227526741,0.30603121112]	[0.39390625,4.521788577049,5.725274725275,3.162506774752,0.307432432432,0.950736241906,0.877205060937,0.817795166533,0.016320807117,0.016051740884,0.016884068703,-0.004384803922,-0.00181127451,-0.008382352941,0.017407066993,0.017256433824,0.010521343954,0.406373075546,0.19474661714]	91	128	50
f76r:R007:W05	f76r	f76r:R007	7	5	1	PASS	[0.21432428788,0.227578148382,0.25196398985]	[0.42359375,4.521788577049,4.67032967033,2.502986985056,0.286163522013,0.943332323442,0.872443246748,0.814723156815,0.02614120487,0.025640810963,0.027561201084,-0.025151960784,-0.026566176471,-0.03637254902,0.040916053922,0.038406352124,0.03978247549,0.452201933405,0.19474661714]	91	128	50
f76r:R007:W06	f76r	f76r:R007	7	6	1	PASS	[0.222152470712,0.237748090184,0.258539949619]	[0.5175,5.40717177146,4.779279279279,2.334798141905,0.441351888668,0.958206339531,0.881363659453,0.817193690948,0.019109473639,0.021146630023,0.022905073971,-0.008855392157,-0.014281862745,-0.016821078431,0.011644709967,0.002650122549,0.016661560458,0.498030791264,0.19474661714]	222	128	50
f76r:R007:W07	f76r	f76r:R007	7	7	1	PASS	[0.20200580974,0.219822720866,0.242012035619]	[0.53109375,5.198497031266,4.594444444444,2.489304280812,0.357142857143,0.954986246415,0.880787449935,0.819782948168,0.015390922153,0.015805351018,0.018575376835,0.01825,0.024017156863,0.031237745098,0.018096405229,0.010470281863,0.017422385621,0.543859649123,0.19474661714]	180	128	50
f76r:R007:W08	f76r	f76r:R007	7	8	0	INSUFFICIENT_PAPER	[]	[]	242	128	50
f76r:R007:W09	f76r	f76r:R007	7	9	1	PASS	[0.224125993323,0.249137325488,0.272225814215]	[0.5453125,5.043425116919,4.798701298701,2.649135781967,0.38024691358,0.952780809919,0.878296610741,0.816928778384,0.015746487372,0.017790679053,0.01903591119,-0.016419117647,-0.018470588235,-0.014595588235,0.002716503268,0.012824244281,0.010733251634,0.635517364841,0.19474661714]	154	128	50
f76r:R007:W10	f76r	f76r:R007	7	10	1	PASS	[0.217619861769,0.240575255206,0.265785749525]	[0.5621875,5.303304908059,4.865,2.493346145243,0.414937759336,0.957334396999,0.884593637598,0.824065443451,0.017616859795,0.018488167425,0.020003379031,0.008840686275,0.010485294118,0.004085784314,-0.005803206699,-0.001899509804,0.007049121732,0.6813462227,0.19474661714]	200	128	50
f76r:R007:W11	f76r	f76r:R007	7	11	0	INSUFFICIENT_PAPER	[]	[]	236	128	50
f76r:R008:W00	f76r	f76r:R008	8	0	0	INSUFFICIENT_PAPER	[]	[]	269	128	48
f76r:R008:W01	f76r	f76r:R008	8	1	1	PASS	[0.243346258632,0.259293048175,0.290077700858]	[0.51318359375,5.030437921392,5.164473684211,2.686330109989,0.379052369077,0.938870205387,0.862257360316,0.799057302627,0.019270811669,0.017241781751,0.016974971365,0.013495710784,0.00904564951,0.010388582516,-0.00041870915,7.1486928e-05,-0.007023590686,0.268886501969,0.211727248607]	152	128	48
