scope	model_stage	consensus_feature	consensus_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
CURRENT_159_OLD26_TO_NEW4	SECOND_W075	SECOND_BASE	0.75	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	SECOND_W100	SECOND_BASE	1.0	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	SECOND_W150	SECOND_BASE	1.5	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	SECOND_W200	SECOND_BASE	2.0	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	SECOND_W250	SECOND_BASE	2.5	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	MIN2_W050	MIN_TWO	0.5	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	MIN2_W075	MIN_TWO	0.75	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	MIN2_W100	MIN_TWO	1.0	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	MIN2_W150	MIN_TWO	1.5	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	MIN2_W200	MIN_TWO	2.0	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	MIN2_W250	MIN_TWO	2.5	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	COUNT_W050	COUNT_PAIR	0.5	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COUNT_W100	COUNT_PAIR	1.0	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	COUNT_W150	COUNT_PAIR	1.5	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	COUNT_W200	COUNT_PAIR	2.0	159	159	144	154	158	158	185	9
