surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt523_rank	gdt523_top1	gdt524_rank	gdt524_top1	gdt524_top5	truth_gdt523_score	truth_consensus_feature	truth_gdt524_score	truth_consensus_trace	top1_gdt523_score	top1_consensus_feature	top1_gdt524_score	top1_consensus_trace	top1_alignment_trace	decision_change_class	working_policy
cheda	1	f31r	CHD+A_ADDR	34	1	CHD+A_ADDR	1	CHD+A_ADDR	CHD+A_ADDR | CHD+DA | CHD+D_ADDR | CH+E+DA | CH+DA	3.488070277	0.000000000	3.488070277	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.488070277	0.000000000	3.488070277	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ched=>ched~CHD@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chedaiir	1	f66r	CHD+IIN+R	100	1	CHD+IIN+R	1	CHD+IIN+R	CHD+IIN+R | CHD+AIIN+R | CHD+A_ADDR+IIN+R | CHD+D_ADDR+IIN+R | CHD+D_ADDR+AIIN+R	6.734301863	0.000000000	6.734301863	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.734301863	0.000000000	6.734301863	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ched=>ched~CHD@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
cheeo	1	f66r	CH+EE+O	16	1	CH+EE+O	1	CH+EE+O	CH+EE+O | SH+EE+O | LOCAL_C+EE+O | CH+EE+O+D_ADDR | LOCAL_C+SH+EE+O	3.551210269	0.000000000	3.551210269	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.551210269	0.000000000	3.551210269	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chefchy	1	f66r	CH+E+LOCAL_CHAR_F+CH+Y	66	1	CH+E+LOCAL_CHAR_F+CH+Y	1	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+CH+Y | CH+E+LOCAL_CHAR_F+LOCAL_C+Y | CH+E+LOCAL_CHAR_F+Y | LOCAL_C+E+LOCAL_CHAR_F+CH+Y | CHD+LOCAL_CHAR_F+CH+Y	5.112589103	0.000000000	5.112589103	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.112589103	0.000000000	5.112589103	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chekchy	1	f66r	CH+K+CH+Y	100	2	CH+K+Y	2	CH+K+Y	CH+K+Y | CH+K+CH+Y | CH+K+LOCAL_C+Y | CH+E+K+CH+Y | CH+E+K+Y	5.952739492	0.000000000	5.952739492	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.646258486	0.000000000	4.646258486	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chekeey	1	f66r	CH+K+EE+Y	57	1	CH+K+EE+Y	1	CH+K+EE+Y	CH+K+EE+Y | CH+E+K+EE+Y | CH+K+E+EE+Y | CHD+K+EE+Y | LOCAL_C+E+K+EE+Y	4.028644352	0.000000000	4.028644352	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.028644352	0.000000000	4.028644352	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chekeody	1	f66r	CH+K+E+O+DY	100	1	CH+K+E+O+DY	1	CH+K+E+O+DY	CH+K+E+O+DY | CH+E+K+E+O+DY | CH+K+E+O+D_ADDR+Y | CH+K+E+O+Y | CH+E+K+E+O+D_ADDR+Y	5.453763734	0.000000000	5.453763734	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.453763734	0.000000000	5.453763734	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
cheod	1	f31r	CH+E+O+D_ADDR	24	1	CH+E+O+D_ADDR	1	CH+E+O+D_ADDR	CH+E+O+D_ADDR | CH+E+O | LOCAL_C+E+O+D_ADDR | LOCAL_C+SH+E+O+D_ADDR | CH+O+D_ADDR	2.685720112	1.333984609	1.351735503	BASE1[cheo+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238] | BASE2[chod+e=>E@INNER/INNER;n=78/117;p=0.633065;r=0.975000;b=0.626747]	2.685720112	1.333984609	1.351735503	BASE1[cheo+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238] | BASE2[chod+e=>E@INNER/INNER;n=78/117;p=0.633065;r=0.975000;b=0.626747]	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chepakeo	1	f31r	CH+E+P+A_ADDR+K+E+O	36	1	CH+E+P+A_ADDR+K+E+O	1	CH+E+P+A_ADDR+K+E+O	CH+E+P+A_ADDR+K+E+O | CH+E+P+A_ADDR+OK+E | CH+E+P+K+A_ADDR+E+O | LOCAL_C+E+P+A_ADDR+K+E+O | CH+P+A_ADDR+K+E+O	5.898993174	0.000000000	5.898993174	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.898993174	0.000000000	5.898993174	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chepos	1	f31r	CH+E+P+O+S	72	1	CH+E+P+O+S	1	CH+E+P+O+S	CH+E+P+O+S | CH+E+P+O | CH+E+P+OS | CH+E+P+O+S_ADDR | CH+P+O+S	3.605285390	0.000000000	3.605285390	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.605285390	0.000000000	3.605285390	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
cheta	1	f66r	CH+E+T+A_ADDR	24	1	CH+E+T+A_ADDR	1	CH+E+T+A_ADDR	CH+E+T+A_ADDR | CH+E+T | CH+E+AL | CH+T | CH+E+A_ADDR+T	4.130201937	0.000000000	4.130201937	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.130201937	0.000000000	4.130201937	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
choekeey	1	f66r	CH+O+E+K+EE+Y	99	1	CH+O+E+K+EE+Y	1	CH+O+E+K+EE+Y	CH+O+E+K+EE+Y | LOCAL_C+O+E+K+EE+Y | HO+E+K+EE+Y | LOCAL_C+SH+O+E+K+EE+Y | CH+O+K+EE+Y	3.688127958	0.000000000	3.688127958	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.688127958	0.000000000	3.688127958	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
choiin	1	f20v	CH+O+IIN	100	1	CH+O+IIN	1	CH+O+IIN	CH+O+IIN | LOCAL_C+O+IIN | HO+IIN | CH+O+AIIN | LOCAL_C+SH+O+IIN	2.843913726	0.000000000	2.843913726	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.843913726	0.000000000	2.843913726	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
cholpchd	1	f66r	OL+P+CHD	100	1	OL+P+CHD	1	OL+P+CHD	OL+P+CHD | CH+OL+P+CHD | OL+P+CH+D_ADDR | LOCAL_C+OL+P+CHD | CH+OL+P+CH+D_ADDR	5.030926344	0.000000000	5.030926344	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.030926344	0.000000000	5.030926344	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
choraiin	1	f4r	CH+OR+AIIN	100	1	CH+OR+AIIN	1	CH+OR+AIIN	CH+OR+AIIN | LOCAL_C+OR+AIIN | CH+OR+A_ADDR+AIIN | LOCAL_C+SH+OR+AIIN | CH+OR+A_ADDR+IIN	3.590330694	0.000000000	3.590330694	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.590330694	0.000000000	3.590330694	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
choraly	1	f20v	CH+OR+AL+Y	82	1	CH+OR+AL+Y	1	CH+OR+AL+Y	CH+OR+AL+Y | LOCAL_C+OR+AL+Y | LOCAL_C+SH+OR+AL+Y | CH+O+R+AL+Y | HO+R+AL+Y	3.328617863	0.541644852	2.786973011	BASE1[oraly+ch=>CH@LEFT/LEFT;n=44/88;p=0.491713;r=0.956522;b=0.373177] | BASE2[chaly+or=>OR@INNER/INNER;n=4/8;p=0.428571;r=0.666667;b=0.168468]	3.328617863	0.541644852	2.786973011	BASE1[oraly+ch=>CH@LEFT/LEFT;n=44/88;p=0.491713;r=0.956522;b=0.373177] | BASE2[chaly+or=>OR@INNER/INNER;n=4/8;p=0.428571;r=0.666667;b=0.168468]	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chory	1	f20v	CH+OR+Y	16	1	CH+OR+Y	1	CH+OR+Y	CH+OR+Y | LOCAL_C+OR+Y | LOCAL_C+SH+OR+Y | CH+O+R+Y | HO+R+Y	2.639675175	0.000000000	2.639675175	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.639675175	0.000000000	2.639675175	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chpady	1	f4r	CH+P+A_ADDR+DY	20	1	CH+P+A_ADDR+DY	1	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY | CH+P+A_ADDR+Y | CH+P+A_ADDR+D_ADDR+Y | LOCAL_C+P+A_ADDR+Y | LOCAL_C+P+A_ADDR+DY	5.134829881	0.000000000	5.134829881	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.134829881	0.000000000	5.134829881	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
chxar	1	f66r	CH+LOCAL_X+AR	9	1	CH+LOCAL_X+AR	1	CH+LOCAL_X+AR	CH+LOCAL_X+AR | LOCAL_C+SH+LOCAL_X+AR | CH+LOCAL_X+A_ADDR+R | CH+LOCAL_X+A_ADDR+AR | CH+SH+LOCAL_X+AR	2.831015632	0.000000000	2.831015632	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.831015632	0.000000000	2.831015632	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
ckhochy	1	f4r	CH+K+O+CH+Y	50	1	CH+K+O+CH+Y	1	CH+K+O+CH+Y	CH+K+O+CH+Y | CH+K+O+Y | CH+K+O+LOCAL_C+Y | K+O+CH+Y | LOCAL_C+K+O+CH+Y	4.224147099	0.685333088	3.538814011	BASE1[ckho+chy=>CH+Y@RIGHT/RIGHT;n=12/23;p=0.500000;r=0.857143;b=0.348731] | BASE2[ckhy+och=>O+CH@INNER/INNER;n=3/5;p=0.583333;r=0.600000;b=0.336602]	4.224147099	0.685333088	3.538814011	BASE1[ckho+chy=>CH+Y@RIGHT/RIGHT;n=12/23;p=0.500000;r=0.857143;b=0.348731] | BASE2[ckhy+och=>O+CH@INNER/INNER;n=3/5;p=0.583333;r=0.600000;b=0.336602]	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
cphaiin	1	f4r	CH+P+AIIN	100	1	CH+P+AIIN	1	CH+P+AIIN	CH+P+AIIN | CH+P+A_ADDR+AIIN | CH+P+SH+AIIN | LOCAL_C+P+AIIN | CH+P+A_ADDR+IIN	3.607846965	0.000000000	3.607846965	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.607846965	0.000000000	3.607846965	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
cpholdy	1	f4r	CH+P+OL+DY	78	1	CH+P+OL+DY	1	CH+P+OL+DY	CH+P+OL+DY | CH+P+OL+D_ADDR+Y | CH+P+OL+Y | CH+P+OL | CH+P+SH+OL+DY	4.570803287	0.000000000	4.570803287	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.570803287	0.000000000	4.570803287	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
cthdy	1	f66r	CH+T+D_ADDR+Y	17	1	CH+T+D_ADDR+Y	1	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y | CH+T+DY | CH+T+Y | LOCAL_C+T+D_ADDR+Y | CH+T+SH+D_ADDR+Y	3.056432396	0.000000000	3.056432396	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.056432396	0.000000000	3.056432396	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
