statement_id	packed_ordinal	input_span	packed_recipe	packed_card_id	attested	order_changed_inside_card
H3-S001	2	AL	AL	PROC055	YES	NO
H3-S001	3	OL	OL	PROC013	YES	NO
H3-S001	4	SH	SH	PROC058	YES	NO
H3-S001	5	CFH	UNPACKED(CFH)	NONE	NO	NO
H3-S001	6	AIIN	AIIN	PROC009	YES	NO
H3-S001	7	SH	SH	PROC058	YES	NO
H3-S001	8	P	UNPACKED(P)	NONE	NO	NO
H3-S001	9	EE	UNPACKED(EE)	NONE	NO	NO
H3-S001	10	SH	SH	PROC058	YES	NO
H3-S001	11	CH	UNPACKED(CH)	NONE	NO	NO
H3-S001	12	DY	UNPACKED(DY)	NONE	NO	NO
H3-S002	1	Y	Y	PROC019	YES	NO
H3-S002	2	O	UNPACKED(O)	NONE	NO	NO
H3-S002	3	SH	SH	PROC058	YES	NO
H3-S002	4	T	UNPACKED(T)	NONE	NO	NO
H3-S003	1	RESUME_CARD	RESUME_CARD	PROC034	YES	NO
H3-S003	2	Y+K+AIIN	Y+K+AIIN	PROC044	YES	NO
H3-S003	3	OL	OL	PROC013	YES	NO
H3-S004	1	OT+Y	OT+Y	PROC065	YES	NO
H3-S004	2	OL+OK	OK+OL	PROC037	YES	YES
H3-S004	3	CTH	UNPACKED(CTH)	NONE	NO	NO
H3-S004	4	SH	SH	PROC058	YES	NO
H4-S001	1	AIIN	AIIN	PROC009	YES	NO
H4-S001	2	OK+Y	OK+Y	PROC008	YES	NO
H4-S001	3	AIN	AIN	PROC156	YES	NO
H4-S001	4	OT	UNPACKED(OT)	NONE	NO	NO
H4-S001	5	AN	UNPACKED(AN)	NONE	NO	NO
H4-S001	6	K	UNPACKED(K)	NONE	NO	NO
H4-S001	7	O+DY	O+DY	PROC041	YES	NO
H4-S002	1	AIIN	AIIN	PROC009	YES	NO
H4-S002	2	Y+CHD	CHD+Y	PROC042	YES	YES
H4-S002	3	OT	UNPACKED(OT)	NONE	NO	NO
H4-S002	4	TALAM	TALAM	PROC043	YES	NO
H4-S003	1	Y+AIIN+K	Y+K+AIIN	PROC044	YES	YES
H4-S003	2	E+O+AR+CH	CH+E+O+AR	PROC045	YES	YES
H4-S003	3	EE	UNPACKED(EE)	NONE	NO	NO
H4-S003	4	CHK	UNPACKED(CHK)	NONE	NO	NO
H4-S003	5	OL+DY	OL+DY	PROC047	YES	NO
H4-S004	1	AIIN	AIIN	PROC009	YES	NO
H4-S004	2	AL+OK	OK+AL	PROC048	YES	YES
H4-S004	3	Y+OL+T	OL+T+Y	PROC049	YES	YES
H4-S004	4	OR	OR	PROC016	YES	NO
H4-S004	5	OR	OR	PROC016	YES	NO
H5-S001	1	HO+OR+CH	HO+CH+OR	PROC051	YES	YES
H5-S001	2	AL	AL	PROC055	YES	NO
H5-S001	3	AIIN	AIIN	PROC009	YES	NO
H5-S001	4	OL+K	K+OL	PROC054	YES	YES
H5-S001	5	OT+OR+CH	OT+CH+OR	PROC020	YES	YES
H5-S001	6	Y+AL+OK	OK+AL+Y	PROC104	YES	YES
H5-S002	1	RESUME_CARD	RESUME_CARD	PROC034	YES	NO
H5-S002	2	HO	HO	PROC052	YES	NO
H5-S002	3	Y+OK	OK+Y	PROC008	YES	YES
H5-S002	4	EE+O+CKH+CH+DY	CH+EE+CKH+O+DY	PROC057	YES	YES
H5-S003	1	HO	HO	PROC052	YES	NO
H5-S003	2	SH	SH	PROC058	YES	NO
H5-S003	3	Y+E+K	K+E+Y	PROC059	YES	YES
H5-S003	4	OK	UNPACKED(OK)	NONE	NO	NO
H5-S004	1	Y+OK	OK+Y	PROC008	YES	YES
H5-S004	2	E+O+OK+CH	OK+CH+E+O	PROC061	YES	YES
H5-S004	3	AL+K	K+AL	PROC062	YES	YES
H5-S005	1	HO	HO	PROC052	YES	NO
H5-S005	2	CTH	UNPACKED(CTH)	NONE	NO	NO
H5-S005	3	Y+OK	OK+Y	PROC008	YES	YES
H5-S005	4	HO+AR+K	K+HO+AR	PROC063	YES	YES
H5-S005	5	OT+AIN+O	OT+O+AIN	PROC064	YES	YES
H5-S006	1	OT+Y	OT+Y	PROC065	YES	NO
H5-S006	2	E+OL+K	K+E+OL	PROC066	YES	YES
H5-S006	3	AIIN	AIIN	PROC009	YES	NO
B1-S001	1	E+OK+DY	OK+E+DY	PROC067	YES	YES
B1-S002	1	AIIN+OK	OK+AIIN	PROC038	YES	YES
B1-S002	2	AIR+K	K+AIR	PROC068	YES	YES
B1-S002	3	AL	AL	PROC055	YES	NO
B1-S002	4	AR	AR	PROC003	YES	NO
B1-S002	5	OL	OL	PROC013	YES	NO
B1-S002	6	AIN	AIN	PROC156	YES	NO
B1-S002	7	OL+AIN+K	OL+K+AIN	PROC070	YES	YES
B1-S002	8	OL+R	R+OL	PROC071	YES	YES
B1-S002	9	L	L	PROC072	YES	NO
B1-S002	10	OR+OL	OL+OR	PROC022	YES	YES
B1-S002	11	E+CKH+AL+SH	SH+E+CKH+AL	PROC073	YES	YES
B1-S002	12	AIIN	AIIN	PROC009	YES	NO
B1-S002	13	EE+OK+Y	OK+EE+Y	PROC092	YES	YES
B1-S002	14	CKH	UNPACKED(CKH)	NONE	NO	NO
B1-S002	15	CHD+DY	CHD+DY	PROC076	YES	NO
B1-S003	1	OL	OL	PROC013	YES	NO
B1-S003	2	SH+K+CHD+DY	SH+K+CHD+DY	PROC077	YES	NO
B1-S004	1	Y+CHD	CHD+Y	PROC042	YES	YES
B1-S004	2	OL	OL	PROC013	YES	NO
B1-S004	3	SHED+DY	SHED+DY	PROC078	YES	NO
B1-S005	1	OL+CHD+DY	OL+CHD+DY	PROC079	YES	NO
B1-S006	1	AIN+OK	OK+AIN	PROC080	YES	YES
B1-S006	2	Y+CKH+L	L+CKH+Y	PROC101	YES	YES
B1-S006	3	AL+R	R+AL	PROC081	YES	YES
B1-S007	1	OK+CHD+DY	OK+CHD+DY	PROC082	YES	NO
B1-S008	1	Y	Y	PROC019	YES	NO
B1-S008	2	OL+E	E+OL	PROC093	YES	YES
B1-S008	3	CHK	UNPACKED(CHK)	NONE	NO	NO
B1-S008	4	OL	OL	PROC013	YES	NO
B1-S008	5	SHED+DY	SHED+DY	PROC078	YES	NO
B1-S009	1	E+OK+DY	OK+E+DY	PROC067	YES	YES
B1-S010	1	E+OK+DY	OK+E+DY	PROC067	YES	YES
B1-S011	1	Y+CKH	CKH+Y	PROC075	YES	YES
B1-S011	2	OK	UNPACKED(OK)	NONE	NO	NO
B1-S012	1	O+LSH	LSH+O	PROC084	YES	YES
B1-S012	2	Y+E+OK	OK+E+Y	PROC085	YES	YES
B1-S012	3	E+LSH+DY	LSH+E+DY	PROC086	YES	YES
B1-S013	1	E+LSH+DY	LSH+E+DY	PROC086	YES	YES
B1-S014	1	Y+CHD	CHD+Y	PROC042	YES	YES
B1-S014	2	SOLK	UNPACKED(SOLK)	NONE	NO	NO
B1-S014	3	SH	SH	PROC058	YES	NO
B1-S014	4	AL+L+CHD	L+CHD+AL	PROC088	YES	YES
B1-S014	5	OL	OL	PROC013	YES	NO
B1-S014	6	OT+AR	OT+AR	PROC089	YES	NO
B1-S015	1	E+Y+T	E+T+Y	PROC010	YES	YES
B1-S015	2	OK+CHD+DY	OK+CHD+DY	PROC082	YES	NO
B1-S016	1	AL+OK	OK+AL	PROC048	YES	YES
B1-S016	2	EE+Y+OK	OK+EE+Y	PROC092	YES	YES
B1-S016	3	OL	OL	PROC013	YES	NO
B1-S016	4	SHED+DY	SHED+DY	PROC078	YES	NO
B1-S017	1	AL	AL	PROC055	YES	NO
B1-S017	2	E+OL	E+OL	PROC093	YES	NO
B1-S017	3	CHD+DY	CHD+DY	PROC076	YES	NO
B1-S018	1	Y+L	L+Y	PROC095	YES	YES
B1-S018	2	E+OL+SH	SH+E+OL	PROC096	YES	YES
B1-S018	3	O+IIN	O+IIN	PROC097	YES	NO
B1-S018	4	EE	UNPACKED(EE)	NONE	NO	NO
B1-S018	5	SOLK	UNPACKED(SOLK)	NONE	NO	NO
B1-S018	6	SH	SH	PROC058	YES	NO
B1-S018	7	DY	UNPACKED(DY)	NONE	NO	NO
B1-S019	1	SHED+DY	SHED+DY	PROC078	YES	NO
B1-S020	1	E+Y+CHK	CHK+E+Y	PROC083	YES	YES
B1-S020	2	E+CKH+SH+DY	SH+CKH+E+DY	PROC099	YES	YES
B1-S021	1	AL	AL	PROC055	YES	NO
B2-S001	1	CHD+DY	CHD+DY	PROC076	YES	NO
B2-S002	1	OL+CHD+DY	OL+CHD+DY	PROC079	YES	NO
B2-S003	1	AIN+OK	OK+AIN	PROC080	YES	YES
B2-S003	2	Y	Y	PROC019	YES	NO
B2-S003	3	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B2-S004	1	AL+OK	OK+AL	PROC048	YES	YES
B2-S004	2	Y+CKH	CKH+Y	PROC075	YES	YES
B2-S004	3	L+CHD	L+CHD	PROC102	YES	NO
B2-S004	4	EE	UNPACKED(EE)	NONE	NO	NO
B2-S004	5	OK	UNPACKED(OK)	NONE	NO	NO
B2-S004	6	OT	UNPACKED(OT)	NONE	NO	NO
B2-S004	7	E+CKH+L+DY	L+CKH+E+DY	PROC103	YES	YES
B2-S005	1	Y+AL+OK	OK+AL+Y	PROC104	YES	YES
B2-S005	2	AIIN+SOLK	SOLK+AIIN	PROC105	YES	YES
B2-S005	3	SH	SH	PROC058	YES	NO
B2-S005	4	CKH	UNPACKED(CKH)	NONE	NO	NO
B2-S005	5	AIIN+OK	OK+AIIN	PROC038	YES	YES
B2-S005	6	O+E+CTH+OL	O+CTH+E+OL	PROC106	YES	YES
B2-S005	7	EE	UNPACKED(EE)	NONE	NO	NO
B2-S005	8	CHK	UNPACKED(CHK)	NONE	NO	NO
B2-S005	9	L+DY	L+DY	PROC108	YES	NO
B2-S006	1	OT+EE+Y	OT+EE+Y	PROC109	YES	NO
B2-S006	2	AL+OK	OK+AL	PROC048	YES	YES
B2-S006	3	E	UNPACKED(E)	NONE	NO	NO
B2-S006	4	CKH	UNPACKED(CKH)	NONE	NO	NO
B2-S006	5	SH	SH	PROC058	YES	NO
B2-S006	6	OK	UNPACKED(OK)	NONE	NO	NO
B2-S007	1	E+SH+DY	SH+E+DY	PROC111	YES	YES
B2-S008	1	OT+AIIN	OT+AIIN	PROC112	YES	NO
B2-S008	2	AR+OK	OK+AR	PROC113	YES	YES
B2-S008	3	SHED+DY	SHED+DY	PROC078	YES	NO
B2-S009	1	E+OL+SH+DY	OL+SH+E+DY	PROC114	YES	YES
B2-S010	1	EE+Y+OK	OK+EE+Y	PROC092	YES	YES
B2-S010	2	OK+OL+EE	OK+EE+OL	PROC158	YES	YES
B2-S010	3	SH	SH	PROC058	YES	NO
B2-S011	1	AIN+OK	OK+AIN	PROC080	YES	YES
B2-S011	2	AR	AR	PROC003	YES	NO
B2-S011	3	AIN+OK	OK+AIN	PROC080	YES	YES
B2-S011	4	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B2-S012	1	Y+L+CH	L+CH+Y	PROC116	YES	YES
B2-S012	2	EE	UNPACKED(EE)	NONE	NO	NO
B2-S012	3	SH	SH	PROC058	YES	NO
B2-S012	4	E	UNPACKED(E)	NONE	NO	NO
B2-S012	5	CTH	UNPACKED(CTH)	NONE	NO	NO
B2-S012	6	SH	SH	PROC058	YES	NO
B2-S012	7	EE	UNPACKED(EE)	NONE	NO	NO
B2-S012	8	OK	UNPACKED(OK)	NONE	NO	NO
B2-S012	9	EE	UNPACKED(EE)	NONE	NO	NO
B2-S012	10	L+AIIN	L+AIIN	PROC147	YES	NO
B2-S012	11	EEE+OK+DY	OK+EEE+DY	PROC119	YES	YES
B2-S013	1	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B2-S014	1	AR+L	L+AR	PROC121	YES	YES
B2-S015	1	E+Y+SH	SH+E+Y	PROC122	YES	YES
B2-S015	2	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B2-S016	1	AL	AL	PROC055	YES	NO
B2-S016	2	AR+L+CHD	L+CHD+AR	PROC123	YES	YES
B2-S016	3	E+CH+S	CH+E+S	PROC124	YES	YES
B2-S016	4	AIIN	AIIN	PROC009	YES	NO
B2-S016	5	Y	Y	PROC019	YES	NO
B2-S016	6	EE	UNPACKED(EE)	NONE	NO	NO
B2-S016	7	AIIN	AIIN	PROC009	YES	NO
B2-S016	8	E	UNPACKED(E)	NONE	NO	NO
B2-S016	9	OK	UNPACKED(OK)	NONE	NO	NO
B2-S016	10	P+CHD+DY	P+CHD+DY	PROC125	YES	NO
B2-S017	1	AL+E+R+SH	R+SH+E+AL	PROC126	YES	YES
B2-S017	2	AL+DY	AL+DY	PROC127	YES	NO
B2-S018	1	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B2-S019	1	R+SHED+DY	R+SHED+DY	PROC128	YES	NO
B2-S020	1	OT+EE+DY	OT+EE+DY	PROC129	YES	NO
B2-S021	1	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B2-S022	1	O+L+CHD+DY	L+O+CHD+DY	PROC130	YES	YES
B3-S001	1	EE	UNPACKED(EE)	NONE	NO	NO
B3-S001	2	SOLK	UNPACKED(SOLK)	NONE	NO	NO
B3-S001	3	SH	SH	PROC058	YES	NO
B3-S001	4	DY	UNPACKED(DY)	NONE	NO	NO
B3-S002	1	OT+AL	OT+AL	PROC131	YES	NO
B3-S002	2	EE+CHK+DY	CHK+EE+DY	PROC132	YES	YES
B3-S003	1	Y	Y	PROC019	YES	NO
B3-S003	2	AIIN+OT	OT+AIIN	PROC112	YES	YES
B3-S003	3	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B3-S004	1	AIIN+OK	OK+AIIN	PROC038	YES	YES
B3-S004	2	OT+AL	OT+AL	PROC131	YES	NO
B3-S004	3	AR	AR	PROC003	YES	NO
B3-S004	4	OL	OL	PROC013	YES	NO
B3-S005	1	CHD+DY	CHD+DY	PROC076	YES	NO
B3-S006	1	Y+CHD	CHD+Y	PROC042	YES	YES
B3-S006	2	AL+OK	OK+AL	PROC048	YES	YES
B3-S006	3	OL+CHD+DY	OL+CHD+DY	PROC079	YES	NO
B3-S007	1	AIIN+OK	OK+AIIN	PROC038	YES	YES
B3-S007	2	Y+CHD	CHD+Y	PROC042	YES	YES
B3-S007	3	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B3-S008	1	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B3-S009	1	Y+OK	OK+Y	PROC008	YES	YES
B3-S010	1	AL+P+CHD	P+CHD+AL	PROC134	YES	YES
B3-S010	2	OT+E+DY	OT+E+DY	PROC135	YES	NO
B3-S011	1	E+CTH+Y+SH+CHD	SH+E+CTH+CHD+Y	PROC136	YES	YES
B3-S011	2	OK	UNPACKED(OK)	NONE	NO	NO
B3-S011	3	CHD	UNPACKED(CHD)	NONE	NO	NO
B3-S011	4	AR	AR	PROC003	YES	NO
B3-S012	1	OR	OR	PROC016	YES	NO
B3-S012	2	SHED+DY	SHED+DY	PROC078	YES	NO
B3-S013	1	AIIN+OK	OK+AIIN	PROC038	YES	YES
B3-S013	2	AIN+K	K+AIN	PROC069	YES	YES
B3-S013	3	E+Y+CTH+SH	SH+E+CTH+Y	PROC143	YES	YES
B3-S013	4	E+OK+DY	OK+E+DY	PROC067	YES	YES
B3-S014	1	AIR+OK	OK+AIR	PROC138	YES	YES
B3-S014	2	EE+SH+DY	SH+EE+DY	PROC139	YES	YES
B3-S015	1	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B3-S016	1	O+L	L+O	PROC140	YES	YES
B3-S016	2	OK+CHD+DY	OK+CHD+DY	PROC082	YES	NO
B3-S017	1	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B3-S018	1	SHED+DY	SHED+DY	PROC078	YES	NO
B3-S019	1	E+OK+SH+DY	OK+SH+E+DY	PROC141	YES	YES
B3-S020	1	AL	AL	PROC055	YES	NO
B3-S020	2	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B3-S021	1	AIIN+OK	OK+AIIN	PROC038	YES	YES
B3-S021	2	Y+CTH	CTH+Y	PROC014	YES	YES
B3-S021	3	SH	SH	PROC058	YES	NO
B3-S021	4	AL	AL	PROC055	YES	NO
B3-S021	5	AIIN	AIIN	PROC009	YES	NO
B3-S021	6	SHED	UNPACKED(SHED)	NONE	NO	NO
B3-S021	7	E+CTH+SH+Y	SH+E+CTH+Y	PROC143	YES	YES
B3-S021	8	AL	AL	PROC055	YES	NO
B3-S021	9	CTH	UNPACKED(CTH)	NONE	NO	NO
B3-S021	10	SH	SH	PROC058	YES	NO
B3-S021	11	CHD+DY	CHD+DY	PROC076	YES	NO
B3-S022	1	OT+CHD+DY	OT+CHD+DY	PROC145	YES	NO
B3-S023	1	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B3-S024	1	CHD+DY	CHD+DY	PROC076	YES	NO
B3-S025	1	OK+CHD+DY	OK+CHD+DY	PROC082	YES	NO
B3-S026	1	EE+AR	EE+AR	PROC146	YES	NO
B3-S026	2	AIIN+L	L+AIIN	PROC147	YES	YES
B3-S026	3	Y+CHD	CHD+Y	PROC042	YES	YES
B3-S026	4	AIN+OK	OK+AIN	PROC080	YES	YES
B3-S026	5	CTH	UNPACKED(CTH)	NONE	NO	NO
B3-S026	6	SH	SH	PROC058	YES	NO
B3-S026	7	OR+AL+R	AL+R+OR	PROC148	YES	YES
B3-S026	8	EE	UNPACKED(EE)	NONE	NO	NO
B3-S026	9	SOLK	UNPACKED(SOLK)	NONE	NO	NO
B3-S026	10	SH	SH	PROC058	YES	NO
B3-S026	11	DY	UNPACKED(DY)	NONE	NO	NO
B3-S027	1	OT+EE+DY	OT+EE+DY	PROC129	YES	NO
B3-S028	1	EE+Y+OK	OK+EE+Y	PROC092	YES	YES
B3-S028	2	E+OK+DY	OK+E+DY	PROC067	YES	YES
B3-S029	1	OL	OL	PROC013	YES	NO
B3-S029	2	EEE+Y+T	EEE+T+Y	PROC149	YES	YES
B3-S029	3	E+OK+DY	OK+E+DY	PROC067	YES	YES
B3-S030	1	Y	Y	PROC019	YES	NO
B3-S030	2	AIIN+OK	OK+AIIN	PROC038	YES	YES
B3-S030	3	AIR+CHD	CHD+AIR	PROC150	YES	YES
B3-S030	4	OT+CHD+DY	OT+CHD+DY	PROC145	YES	NO
B3-S031	1	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B3-S032	1	AIN	AIN	PROC156	YES	NO
B3-S032	2	Y+CHD	CHD+Y	PROC042	YES	YES
B3-S032	3	OT+E+AIIN	OT+E+AIIN	PROC152	YES	NO
B3-S032	4	OT+AIIN+E	OT+E+AIIN	PROC152	YES	YES
B3-S032	5	DY	UNPACKED(DY)	NONE	NO	NO
B3-S033	1	L+DY	L+DY	PROC108	YES	NO
B3-S034	1	O+IIN	O+IIN	PROC097	YES	NO
B3-S034	2	Y+CTH	CTH+Y	PROC014	YES	YES
B3-S034	3	SH	SH	PROC058	YES	NO
B3-S034	4	T	UNPACKED(T)	NONE	NO	NO
B3-S034	5	OT+AIIN	OT+AIIN	PROC112	YES	NO
B3-S034	6	AL	AL	PROC055	YES	NO
B3-S034	7	OL	OL	PROC013	YES	NO
B3-S034	8	SHED+DY	SHED+DY	PROC078	YES	NO
B4-S001	1	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B4-S002	1	Y	Y	PROC019	YES	NO
B4-S002	2	OL+EE+OK	OK+EE+OL	PROC158	YES	YES
B4-S002	3	E+OK+DY	OK+E+DY	PROC067	YES	YES
B4-S003	1	Y+CHD	CHD+Y	PROC042	YES	YES
B4-S003	2	OT+AL	OT+AL	PROC131	YES	NO
B4-S003	3	Y+EE+OK	OK+EE+Y	PROC092	YES	YES
B4-S003	4	OL+OK	OK+OL	PROC037	YES	YES
B4-S003	5	OL	OL	PROC013	YES	NO
B4-S003	6	SHED+DY	SHED+DY	PROC078	YES	NO
B4-S004	1	Y+OK+LD+DY	OK+Y+LD+DY	PROC155	YES	YES
B4-S005	1	AIN	AIN	PROC156	YES	NO
B4-S005	2	Y+CHD	CHD+Y	PROC042	YES	YES
B4-S005	3	EE+OK+DY	OK+EE+DY	PROC100	YES	YES
B4-S006	1	E+CKH+SH+DY	SH+CKH+E+DY	PROC099	YES	YES
B4-S007	1	E+CKH+SH+DY	SH+CKH+E+DY	PROC099	YES	YES
B4-S008	1	AIIN	AIIN	PROC009	YES	NO
B4-S008	2	Y+EE+CHK	CHK+EE+Y	PROC046	YES	YES
B4-S008	3	EE	UNPACKED(EE)	NONE	NO	NO
B4-S008	4	SH+E+OK+DY	OK+SH+E+DY	PROC141	YES	YES
B4-S009	1	SHED+DY	SHED+DY	PROC078	YES	NO
B4-S010	1	OL+DY	OL+DY	PROC047	YES	NO
B4-S011	1	AIIN	AIIN	PROC009	YES	NO
B4-S011	2	Y+E+CHK	CHK+E+Y	PROC083	YES	YES
B4-S011	3	EE+OL+OK	OK+EE+OL	PROC158	YES	YES
B4-S011	4	AIN+OK	OK+AIN	PROC080	YES	YES
B4-S011	5	Y+CHD	CHD+Y	PROC042	YES	YES
B4-S011	6	OL	OL	PROC013	YES	NO
B4-S011	7	E+L+K+DY	L+K+E+DY	PROC159	YES	YES
B4-S012	1	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B4-S013	1	OL+OK	OK+OL	PROC037	YES	YES
B4-S013	2	SHED+DY	SHED+DY	PROC078	YES	NO
B4-S014	1	OR	OR	PROC016	YES	NO
B4-S014	2	Y+E+O+CKH	O+CKH+E+Y	PROC161	YES	YES
B4-S014	3	SH	SH	PROC058	YES	NO
B4-S014	4	AIR+Y+DY	AIR+Y+DY	PROC162	YES	NO
B4-S015	1	AIN+OK	OK+AIN	PROC080	YES	YES
B4-S015	2	Y+EE+SH	SH+EE+Y	PROC031	YES	YES
B4-S015	3	AIN+K	K+AIN	PROC069	YES	YES
B4-S015	4	CKH+AL+CH	CH+CKH+AL	PROC163	YES	YES
B4-S015	5	E	UNPACKED(E)	NONE	NO	NO
B4-S015	6	SOLK	UNPACKED(SOLK)	NONE	NO	NO
B4-S015	7	SH	SH	PROC058	YES	NO
B4-S015	8	L+CHD+DY	L+CHD+DY	PROC120	YES	NO
B4-S016	1	AIN+OL+K	OL+K+AIN	PROC070	YES	YES
B4-S016	2	AL	AL	PROC055	YES	NO
B4-S016	3	AR	AR	PROC003	YES	NO
B4-S016	4	SHED+DY	SHED+DY	PROC078	YES	NO
B5-S001	1	OT+CHD+DY	OT+CHD+DY	PROC145	YES	NO
B5-S002	1	OK+CHD+DY	OK+CHD+DY	PROC082	YES	NO
B5-S003	1	AL+SHED	SHED+AL	PROC142	YES	YES
B5-S003	2	OL+L	L+OL	PROC167	YES	YES
B5-S003	3	OL	OL	PROC013	YES	NO
B5-S003	4	AL+CHD	CHD+AL	PROC168	YES	YES
B5-S003	5	AIIN	AIIN	PROC009	YES	NO
B5-S003	6	OL	OL	PROC013	YES	NO
B5-S003	7	DA+IIN	DA+IIN	PROC169	YES	NO
B5-S003	8	Y+CHD	CHD+Y	PROC042	YES	YES
B6-S001	1	Y+EE+SOLK	SOLK+EE+Y	PROC170	YES	YES
B6-S001	2	SH	SH	PROC058	YES	NO
B6-S001	3	E	UNPACKED(E)	NONE	NO	NO
B6-S001	4	K+AL	K+AL	PROC062	YES	NO
B6-S001	5	R	UNPACKED(R)	NONE	NO	NO
B6-S001	6	AIIN	AIIN	PROC009	YES	NO
B6-S001	7	OL	OL	PROC013	YES	NO
B6-S001	8	AIN	AIN	PROC156	YES	NO
B6-S001	9	OR+AL+L	L+AL+OR	PROC173	YES	YES
