family	contrast_pair	frozen_frame	left_root	left_meaning_de	left_event_count	left_page_count	left_pages	left_registers	left_surfaces	right_root	right_meaning_de	right_event_count	right_page_count	right_pages	right_registers	right_surfaces	reading_rule_de
MOVE_SET	K~OK	@ACTION+AIIN	K	GEBEN	6	4	f1r|f71v|f81r|f81v	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	kaiin	OK	SETZEN	64	15	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chokaiin|okaiin|okalaiin|qokaiin	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+AIN	K	GEBEN	6	5	f75r|f76r|f81v|f83r|f95v	BIOLOGICAL|HERBAL	kain	OK	SETZEN	63	12	f18r|f1r|f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	okain|qokain	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+AIR	K	GEBEN	2	2	f1r|f81v	BIOLOGICAL|SOURCE_SECTION_T	kair	OK	SETZEN	4	4	f75r|f81r|f83r|f89r	BIOLOGICAL|PHARMA	okair|qokair	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+AL	K	GEBEN	5	4	f55v|f71v|f75r|f76r	BIOLOGICAL|CELESTIAL|HERBAL	kal	OK	SETZEN	47	14	f18r|f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chokal|chykald|okal|okedal|qokal	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+AM_ADDR	K	GEBEN	1	1	f82r	BIOLOGICAL	kam	OK	SETZEN	3	3	f24v|f71v|f75r	BIOLOGICAL|CELESTIAL|HERBAL	okam|qokam	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+AR	K	GEBEN	6	5	f55v|f75r|f76r|f81v|f83r	BIOLOGICAL|HERBAL	kar|skar	OK	SETZEN	39	12	f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chokar|okar|qokar	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+A_ADDR+LOCAL_CHAR_I+IIN	K	GEBEN	1	1	f10r	HERBAL	kaiiin	OK	SETZEN	1	1	f68r1	CELESTIAL	okaiiin	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+CH+AL	K	GEBEN	1	1	f56r	HERBAL	kchal	OK	SETZEN	4	4	f13r|f18r|f24v|f72r	CELESTIAL|HERBAL	okalchal|okchal	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+CH+E+Y	K	GEBEN	1	1	f56r	HERBAL	kchey	OK	SETZEN	1	1	f56r	HERBAL	chokchey	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+CH+EE+Y	K	GEBEN	1	1	f56r	HERBAL	kcheey	OK	SETZEN	1	1	f56r	HERBAL	qokcheey	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+CH+OR	K	GEBEN	2	2	f18r|f88r	HERBAL|PHARMA	kchor	OK	SETZEN	5	3	f13r|f18r|f71v	CELESTIAL|HERBAL	okchor|qokchor	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+CHD+Y	K	GEBEN	2	2	f55v|f95v	HERBAL	kchdy	OK	SETZEN	4	2	f81r|f83r	BIOLOGICAL	qokchedy	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+E+DY	K	GEBEN	1	1	f82r	BIOLOGICAL	kedy	OK	SETZEN	67	9	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	okedy|qokedy	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+E+O+AL	K	GEBEN	1	1	f72r	CELESTIAL	keodal	OK	SETZEN	1	1	f72r	CELESTIAL	qokeodal	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+E+OL	K	GEBEN	4	4	f24v|f56r|f88r|f89r	HERBAL|PHARMA	keol	OK	SETZEN	15	6	f72r|f76r|f81v|f82r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	chokeol|okeol|okeolor|qokeol	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+E+OR	K	GEBEN	1	1	f71v	CELESTIAL	keor	OK	SETZEN	7	5	f18r|f72r|f76r|f88r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	cheokor|okeor|qokeor	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+E+Y	K	GEBEN	1	1	f88v	PHARMA	key	OK	SETZEN	27	8	f67r2|f75r|f76r|f81r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	okey|qokechy|qokey	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+EE+DY	K	GEBEN	7	4	f75r|f76r|f77r|f81v	BIOLOGICAL	keedy	OK	SETZEN	79	9	f55v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r	BIOLOGICAL|CELESTIAL|HERBAL	okeedy|qokeedy	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+EE+O	K	GEBEN	1	1	f89r	PHARMA	keeo	OK	SETZEN	2	2	f72r|f76r	BIOLOGICAL|CELESTIAL	okeeo|qokeeo	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+EE+O+D_ADDR	K	GEBEN	1	1	f88v	PHARMA	keeod	OK	SETZEN	1	1	f95v	HERBAL	qokeeod	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+EE+Y	K	GEBEN	9	6	f1r|f56r|f71v|f72r|f76r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	keey	OK	SETZEN	67	16	f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chokeey|okeeas|okeey|qokeey	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+O+D_ADDR	K	GEBEN	1	1	f1r	SOURCE_SECTION_T	kod	OK	SETZEN	1	1	f89r	PHARMA	qokod	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+O+D_ADDR+AIIN	K	GEBEN	1	1	f1r	SOURCE_SECTION_T	kodaiin	OK	SETZEN	1	1	f24v	HERBAL	okodaiin	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+OL	K	GEBEN	7	6	f11r|f13r|f1r|f56r|f72r|f75r	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	kchol|kol	OK	SETZEN	27	15	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chokchol|chokol|okchol|okol|qokchol|qokol	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+OL+DY	K	GEBEN	2	2	f75r|f89r	BIOLOGICAL|PHARMA	koldam|koldy	OK	SETZEN	2	2	f75r|f88r	BIOLOGICAL|PHARMA	okoldy	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+OR	K	GEBEN	4	3	f1r|f76r|f88r	BIOLOGICAL|PHARMA|SOURCE_SECTION_T	kor|qkor	OK	SETZEN	9	6	f17r|f56r|f72r|f81r|f88r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	cheokeor|chokor|chokshor|okor|qokor	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+SH+E+DY	K	GEBEN	1	1	f95v	HERBAL	kshedy	OK	SETZEN	5	3	f75r|f81v|f83r	BIOLOGICAL	okshedy|qokshedy	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+SH+E+Y	K	GEBEN	1	1	f75r	BIOLOGICAL	kshey	OK	SETZEN	1	1	f95v	HERBAL	okshey	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+SH+O	K	GEBEN	1	1	f24v	HERBAL	ksho	OK	SETZEN	1	1	f1r	SOURCE_SECTION_T	oksho	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+SH+Y	K	GEBEN	2	2	f11r|f1r	HERBAL|SOURCE_SECTION_T	kshy	OK	SETZEN	1	1	f95v	HERBAL	qokshy	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	@ACTION+Y	K	GEBEN	7	6	f11r|f13r|f1r|f76r|f81v|f89r	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	kchy|ky	OK	SETZEN	59	18	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	OL+@ACTION+Y	K	GEBEN	3	3	f75r|f76r|f81v	BIOLOGICAL	olky|qolky	OK	SETZEN	1	1	f77r	BIOLOGICAL	oloky	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~OK	SH+E+@ACTION+Y	K	GEBEN	3	3	f1r|f71v|f82r	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	sheky	OK	SETZEN	2	2	f77r|f88r	BIOLOGICAL|PHARMA	sheoky	Gleicher Rahmen; K liest GEBEN, OK liest SETZEN
MOVE_SET	K~P	@ACTION+AR	K	GEBEN	6	5	f55v|f75r|f76r|f81v|f83r	BIOLOGICAL|HERBAL	kar|skar	P	EINSETZEN	2	2	f81r|f81v	BIOLOGICAL	par	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	@ACTION+CH+AL	K	GEBEN	1	1	f56r	HERBAL	kchal	P	EINSETZEN	1	1	f55v	HERBAL	pchal	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	@ACTION+CH+OR	K	GEBEN	2	2	f18r|f88r	HERBAL|PHARMA	kchor	P	EINSETZEN	1	1	f83r	BIOLOGICAL	pchor	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	@ACTION+CHD+Y	K	GEBEN	2	2	f55v|f95v	HERBAL	kchdy	P	EINSETZEN	1	1	f81v	BIOLOGICAL	pchdy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	@ACTION+OL	K	GEBEN	7	6	f11r|f13r|f1r|f56r|f72r|f75r	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	kchol|kol	P	EINSETZEN	1	1	f77r	BIOLOGICAL	pol	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	@ACTION+SH+E+DY	K	GEBEN	1	1	f95v	HERBAL	kshedy	P	EINSETZEN	1	1	f76r	BIOLOGICAL	pshedy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	@ACTION+Y	K	GEBEN	7	6	f11r|f13r|f1r|f76r|f81v|f89r	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	kchy|ky	P	EINSETZEN	1	1	f75r	BIOLOGICAL	pchey	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+AL	K	GEBEN	3	3	f72r|f75r|f81v	BIOLOGICAL|CELESTIAL	chekal|chkal|ckhal	P	EINSETZEN	1	1	f82r	BIOLOGICAL	cphal	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+AR	K	GEBEN	4	3	f1r|f72r|f75r	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	chekar|chkar|ckhar	P	EINSETZEN	1	1	f1r	SOURCE_SECTION_T	cphar	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+E+Y	K	GEBEN	13	8	f1r|f55v|f72r|f75r|f81v|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	cheky|ckhey	P	EINSETZEN	3	3	f1r|f77r|f89r	BIOLOGICAL|PHARMA|SOURCE_SECTION_T	cphey|qocphey	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+O	K	GEBEN	2	2	f17r|f89r	HERBAL|PHARMA	chckho|ckho	P	EINSETZEN	1	1	f1r	SOURCE_SECTION_T	cpho	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+O+Y	K	GEBEN	1	1	f72r	CELESTIAL	chekoy	P	EINSETZEN	1	1	f1r	SOURCE_SECTION_T	cphoy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+OL	K	GEBEN	5	4	f18r|f72r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	chckhol|chekol|ckhol	P	EINSETZEN	2	2	f68r1|f88r	CELESTIAL|PHARMA	cphol	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+OR	K	GEBEN	3	3	f24v|f56r|f76r	BIOLOGICAL|HERBAL	chkor|chkorol|ckhor	P	EINSETZEN	2	2	f17r|f68r1	CELESTIAL|HERBAL	chpor|cphor	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+@ACTION+Y	K	GEBEN	29	14	f10r|f13r|f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chchky|chckhy|chky|ckhy|qckhsy	P	EINSETZEN	2	2	f11r|f1r	HERBAL|SOURCE_SECTION_T	cphy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+CH+@ACTION+E+Y	K	GEBEN	4	3	f76r|f77r|f82r	BIOLOGICAL	chckheed|chckhey	P	EINSETZEN	3	3	f77r|f81r|f89r	BIOLOGICAL|PHARMA	chcphey|cheocphey	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	CH+E+O+CH+@ACTION+Y	K	GEBEN	2	1	f88v	PHARMA	cheockhy	P	EINSETZEN	1	1	f89r	PHARMA	cheocphy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	D_ADDR+@ACTION+Y	K	GEBEN	1	1	f11r	HERBAL	dky	P	EINSETZEN	1	1	f13r	HERBAL	dpchy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	L+@ACTION+CHD+Y	K	GEBEN	1	1	f82r	BIOLOGICAL	lkchedy	P	EINSETZEN	1	1	f83r	BIOLOGICAL	lpchedy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	SH+E+@ACTION+Y	K	GEBEN	3	3	f1r|f71v|f82r	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	sheky	P	EINSETZEN	1	1	f75r	BIOLOGICAL	shepchy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	SH+E+CH+@ACTION+Y	K	GEBEN	4	3	f81r|f82r|f83r	BIOLOGICAL	sheckhy	P	EINSETZEN	1	1	f81r	BIOLOGICAL	shecphy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	Y+@ACTION+AIR	K	GEBEN	1	1	f55v	HERBAL	ykair	P	EINSETZEN	2	2	f17r|f67r2	CELESTIAL|HERBAL	ypaim|ypair	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	K~P	Y+@ACTION+CH+Y	K	GEBEN	1	1	f18r	HERBAL	chykchy	P	EINSETZEN	1	1	f17r	HERBAL	ypchy	Gleicher Rahmen; K liest GEBEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+AR	OK	SETZEN	39	12	f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chokar|okar|qokar	P	EINSETZEN	2	2	f81r|f81v	BIOLOGICAL	par	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+AR+AR	OK	SETZEN	2	2	f72r|f95v	CELESTIAL|HERBAL	okarar	P	EINSETZEN	2	2	f71v|f72r	CELESTIAL	arary|parar	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+CH+AL	OK	SETZEN	4	4	f13r|f18r|f24v|f72r	CELESTIAL|HERBAL	okalchal|okchal	P	EINSETZEN	1	1	f55v	HERBAL	pchal	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+CH+OR	OK	SETZEN	5	3	f13r|f18r|f71v	CELESTIAL|HERBAL	okchor|qokchor	P	EINSETZEN	1	1	f83r	BIOLOGICAL	pchor	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+CHD+DY	OK	SETZEN	9	5	f75r|f76r|f81v|f83r|f95v	BIOLOGICAL|HERBAL	okchdy|okchedy|qokchdy	P	EINSETZEN	10	6	f75r|f76r|f77r|f81r|f81v|f82r	BIOLOGICAL	pchedy	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+CHD+Y	OK	SETZEN	4	2	f81r|f83r	BIOLOGICAL	qokchedy	P	EINSETZEN	1	1	f81v	BIOLOGICAL	pchdy	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+OL	OK	SETZEN	27	15	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chokchol|chokol|okchol|okol|qokchol|qokol	P	EINSETZEN	1	1	f77r	BIOLOGICAL	pol	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+SH+E+DY	OK	SETZEN	5	3	f75r|f81v|f83r	BIOLOGICAL	okshedy|qokshedy	P	EINSETZEN	1	1	f76r	BIOLOGICAL	pshedy	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	@ACTION+Y	OK	SETZEN	59	18	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	P	EINSETZEN	1	1	f75r	BIOLOGICAL	pchey	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
MOVE_SET	OK~P	SH+E+@ACTION+Y	OK	SETZEN	2	2	f77r|f88r	BIOLOGICAL|PHARMA	sheoky	P	EINSETZEN	1	1	f75r	BIOLOGICAL	shepchy	Gleicher Rahmen; OK liest SETZEN, P liest EINSETZEN
HOLD_PROCESS	SH~CHD	@ACTION	SH	HALTEN	4	4	f1r|f24v|f56r|f77r	BIOLOGICAL|HERBAL|SOURCE_SECTION_T	sh	CHD	BEARBEITEN	2	2	f77r|f83r	BIOLOGICAL	ched	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	@ACTION+AIIN	SH	HALTEN	4	3	f13r|f18r|f1r	HERBAL|SOURCE_SECTION_T	shaiin	CHD	BEARBEITEN	8	5	f67r2|f72r|f77r|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL	chedaiin	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	@ACTION+AL	SH	HALTEN	1	1	f75r	BIOLOGICAL	shal	CHD	BEARBEITEN	2	2	f72r|f83r	BIOLOGICAL|CELESTIAL	chdal|chedal	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	@ACTION+AR	SH	HALTEN	3	3	f1r|f89r|f95v	HERBAL|PHARMA|SOURCE_SECTION_T	shar	CHD	BEARBEITEN	3	2	f81r|f82r	BIOLOGICAL	chedar	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	@ACTION+DY	SH	HALTEN	1	1	f76r	BIOLOGICAL	dshdy	CHD	BEARBEITEN	4	3	f81v|f83r|f95v	BIOLOGICAL|HERBAL	dchdy|schedy	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	@ACTION+OL	SH	HALTEN	18	12	f13r|f17r|f1r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	shol	CHD	BEARBEITEN	2	2	f76r|f82r	BIOLOGICAL	chdol|chedol	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	@ACTION+OR	SH	HALTEN	12	9	f10r|f11r|f17r|f18r|f77r|f81r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	shor	CHD	BEARBEITEN	1	1	f76r	BIOLOGICAL	chedor	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	@ACTION+Y	SH	HALTEN	1	1	f81v	BIOLOGICAL	shchey	CHD	BEARBEITEN	107	13	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chdy|chedchy|chedy	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
