statement_id	record	page	owner_start	owner_resets	register_habit	cards	emitted_tokens	card_ids	surfaces	primitive_program	final_automaton_state	rule_rendered_cards	exemplar_allographs	forward_result_de	backward_result_de
H4-S003	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	0	HERBAL_COMMITTED_SUBSTEP	4	5	f7dc90b2c31fd341f0a4|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|1b1ffdd869fb1429ad03	ykaiin cheoar cheeky oldy	METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	CLOSED	4	0	HERBAL_COMMITTED_SUBSTEP: METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE.	4 Karten ergeben METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE bei WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT.
H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	0	HERBAL_OPEN_ARTICLE_CHAIN	6	6	2f1c5e56e8f0ff459065|308e8ea2d5d190c498e8|204b04837409088c48f9|7a4bb8136330ee4e6e56|b921a237be883a820352|6afeb5c9ab9f6cbdea0d	aiin okal oltchy or y orain	METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE	WORK	2	4	HERBAL_OPEN_ARTICLE_CHAIN: METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE.	6 Karten ergeben METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE bei WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT.
H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	1	HERBAL_OPEN_ARTICLE_CHAIN	9	9	b9d7b6d68209a9019e7a|2cc054357a929df85f64|0ec6a45e2950e8e7061d|2f1c5e56e8f0ff459065|2cc054357a929df85f64|893c570f3fa3fce99711|10488b911aae52b3b334|276a7c2d74d1143446f4|dd0ecaf5e27d81befffc	chochor cho chodaly daiin sho kchol otchor choky dal	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF	WORK	9	0	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF.	9 Karten ergeben ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF bei WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB.
H5-S002	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	0	HERBAL_COMMITTED_SUBSTEP	4	5	d665560c8ff80799a82c|c10aec6d4dd877ec8bd8|276a7c2d74d1143446f4|95987d6f198d6d247511	schol choy choky cheeckhody	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	CLOSED	3	1	HERBAL_COMMITTED_SUBSTEP: CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE.	4 Karten ergeben CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE bei WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB.
H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	0	HERBAL_OPEN_ARTICLE_CHAIN	4	4	ad3581d3144f69a5912d|2cc054357a929df85f64|b74e9e65637b7c8538dd|1322bc176443fc2a8a86	sh cho kchey qokokchy	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	WORK	4	0	HERBAL_OPEN_ARTICLE_CHAIN: HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE.	4 Karten ergeben HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE bei WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB.
H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	0	HERBAL_OPEN_ARTICLE_CHAIN	3	3	9ad66e67803a12e745de|087a47b5423438cd6b6a|75a523fcf039b006f97b	okchy chokcheo kchal	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	WORK	3	0	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF.	3 Karten ergeben ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF bei WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB.
H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	0	HERBAL_OPEN_ARTICLE_CHAIN	4	4	2cc054357a929df85f64|9ad66e67803a12e745de|c71c72da4e09e0833392|61a075bc54793c1c781f	sho chokchy kchoar sotodan	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	WORK	3	1	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE.	4 Karten ergeben ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE bei WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB.
H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	0	HERBAL_OPEN_ARTICLE_CHAIN	3	3	faf321940aed922846a9|9bb7122b386ebbc6138f|2f1c5e56e8f0ff459065	otchey keol daiin	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	AFTER_METER	3	0	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK.	3 Karten ergeben ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK bei WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB.
B1-S001	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	BIO_COMMITTED_CELL	1	2	7db18b2f0fb7ed0fcfd3	qokedy	HOLD_STATE>CLOSE	CLOSED	1	0	BIO_COMMITTED_CELL: HOLD_STATE>CLOSE.	1 Karten ergeben HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	19	20	b5fcea1eaed06b2f2291|22fb87a5a83e5c3fb510|308e8ea2d5d190c498e8|4d4559019a961b834aa1|dcda95c81a5460feb191|9da1b6ac2c929daea697|94df4847b7b16c98394a|dd0ecaf5e27d81befffc|dcda95c81a5460feb191|1496a731803a9f48d2e1|0f18de177ed7c878bf95|dec401773c1f0347793d|dcda95c81a5460feb191|4eab1841ed655c20a348|2f1c5e56e8f0ff459065|93f69c38fdedee1598e9|2f1c5e56e8f0ff459065|2cc8bb3c2af19607888f|259b2b3b0bf859882e2c	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	CLOSED	15	4	BIO_COMMITTED_CELL: METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE.	19 Karten ergeben METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	2	3	dcda95c81a5460feb191|54e32e9c1414b20640e9	qol sshkchdy	CONTINUE_USE>HOLD_STATE>CLOSE	CLOSED	1	1	BIO_COMMITTED_CELL: CONTINUE_USE>HOLD_STATE>CLOSE.	2 Karten ergeben CONTINUE_USE>HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	3	4	6f7ff8287eddf4da9fdb|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	chedy ol shedy	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	CLOSED	3	0	BIO_COMMITTED_CELL: MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE.	3 Karten ergeben MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S005	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	1	2	28ffbc88b97772a75f1e	qolchedy	MOVE_PASS>CLOSE	CLOSED	1	0	BIO_COMMITTED_CELL: MOVE_PASS>CLOSE.	1 Karten ergeben MOVE_PASS>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_OPEN_CARRY_OR_HEADER	4	4	1645e612504fcef59ced|2cc8bb3c2af19607888f|0f18de177ed7c878bf95|4da0f0f7b5fc7ac20067	qokain shckhy dl ral	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	WORK	3	1	BIO_OPEN_CARRY_OR_HEADER: ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE.	4 Karten ergeben ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE bei B1_SHARED_TWO_ROW_POOL.
B1-S007	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	1	2	87411f84689b4f93a303	qokchdy	ACTIVATE_CHARGE>CLOSE	CLOSED	1	0	BIO_COMMITTED_CELL: ACTIVATE_CHARGE>CLOSE.	1 Karten ergeben ACTIVATE_CHARGE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	5	6	b921a237be883a820352|dcda95c81a5460feb191|d904bf7b044dd3922781|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	chey ol cheky ol shedy	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	CLOSED	5	0	BIO_COMMITTED_CELL: CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE.	5 Karten ergeben CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S009	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	1	2	7db18b2f0fb7ed0fcfd3	qokedy	HOLD_STATE>CLOSE	CLOSED	1	0	BIO_COMMITTED_CELL: HOLD_STATE>CLOSE.	1 Karten ergeben HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S010	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	1	2	7db18b2f0fb7ed0fcfd3	qokedy	HOLD_STATE>CLOSE	CLOSED	1	0	BIO_COMMITTED_CELL: HOLD_STATE>CLOSE.	1 Karten ergeben HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S011	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_OPEN_CARRY_OR_HEADER	2	2	2cc8bb3c2af19607888f|276a7c2d74d1143446f4	chckhy qoky	MOVE_PASS>ACTIVATE_CHARGE	WORK	2	0	BIO_OPEN_CARRY_OR_HEADER: MOVE_PASS>ACTIVATE_CHARGE.	2 Karten ergeben MOVE_PASS>ACTIVATE_CHARGE bei B1_SHARED_TWO_ROW_POOL.
B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	3	4	be0974b366c981dc1eef|08bd5ca0c2ad137a056d|2e7e89e0bd12b999c280	lsho qokey lshedy	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	CLOSED	2	1	BIO_COMMITTED_CELL: CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE.	3 Karten ergeben CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S013	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	1	2	2e7e89e0bd12b999c280	lshedy	HOLD_STATE>CLOSE	CLOSED	1	0	BIO_COMMITTED_CELL: HOLD_STATE>CLOSE.	1 Karten ergeben HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_OPEN_CARRY_OR_HEADER	5	5	6f7ff8287eddf4da9fdb|c205570c49d4d93c23d3|433713294b25b0a12f66|dcda95c81a5460feb191|b6b654722e55729cc947	chedy qolky lchedal qol otar	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	AFTER_SOURCE	4	1	BIO_OPEN_CARRY_OR_HEADER: MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW.	5 Karten ergeben MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW bei B1_SHARED_TWO_ROW_POOL.
B1-S015	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	2	3	a7af89ab31ce5e247395|07913ef9b1fb773cd325	ytey okchedy	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	CLOSED	2	0	BIO_COMMITTED_CELL: HOLD_STATE>ACTIVATE_CHARGE>CLOSE.	2 Karten ergeben HOLD_STATE>ACTIVATE_CHARGE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	4	5	308e8ea2d5d190c498e8|0275fbf14e07935b0a45|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	qokal okeey qol cheedy	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	CLOSED	1	3	BIO_COMMITTED_CELL: TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE.	4 Karten ergeben TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	3	4	dd0ecaf5e27d81befffc|a06244ef1f2b37ca44c1|d225b7a7b95da7aee437	sal teol dchdy	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	CLOSED	2	1	BIO_COMMITTED_CELL: TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE.	3 Karten ergeben TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	4	5	b38d70daefd663d74625|74c76d589d44120f647b|2c82523794dcb7d2b343|3b70942557b3a40e8030	ly dsheol oiiin olkeedy	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	CLOSED	4	0	BIO_COMMITTED_CELL: MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE.	4 Karten ergeben MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
B1-S019	B1	f81v	B1_SHARED_TWO_ROW_POOL	0	BIO_COMMITTED_CELL	1	2	bc4f1f5c006c74a4d26d	tedy	HOLD_STATE>CLOSE	CLOSED	0	1	BIO_COMMITTED_CELL: HOLD_STATE>CLOSE.	1 Karten ergeben HOLD_STATE>CLOSE bei B1_SHARED_TWO_ROW_POOL.
