attachment_contact_id	window_id	dispatch_id	patch_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	target_family	target_level	target_favored_axis	target_dimension	target_prior_state_mode	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	formal_role_direction_match	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	intervening_surface	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_wanted_carrier_set	host_quality_set	host_carrier_set	host_scalar_class_set	host_boundary_set	host_axis_signature	middle_quality_set	middle_carrier_set	middle_scalar_class_set	middle_boundary_set	middle_axis_signature	middle_reader_exact	middle_known	middle_positive_host_eligible	middle_ineligibility_reasons	middle_barrier	axis_continuity	carrier_continuity	predicted_axis_role_retained	predicted_carrier_role_retained	gdt742_axis_role_retained	gdt742_carrier_role_retained	gdt742_renderer_role_retained	common_frame_recomputed	full_carrier_continuity_recomputed	gdt742_rule_trace	axis_changed_from_gdt741	carrier_changed_from_gdt741	role_changed_from_gdt741	dispatcher_uses_dispatch_id_or_locus	literal_plaintext_claimed	component_export_credit
G740-C0012	G739-N00175	G739-D0027	G738-P0027	f105v	f105v.7	2	lkaiin	H4	MIDDLE	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	1	ycheeo	1	2	2	NONE	0	0	0	PREPARATION	DRY	PREPARATION	PROCESS_PASS	PASS	PROCESS_PASS	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0013	G739-N00184	G739-D0028	G738-P0028	f105v	f105v.37	5	lkaiin	H4	MIDDLE	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	4	qoeeo	1	1	1	NONE	0	0	0	PREPARATION	MOIST	PREPARATION	PROCESS_PASS	PASS	PROCESS_PASS	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0014	G739-N00190	G739-D0029	G738-P0029	f106r	f106r.30	2	lkaiin	H4	MIDDLE	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	1	ycheeo	1	2	2	NONE	0	0	0	PREPARATION	DRY	PREPARATION	PROCESS_PASS	PASS	PROCESS_PASS	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0015	G739-N00191	G739-D0029	G738-P0029	f106r	f106r.30	2	lkaiin	H4	MIDDLE	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	CARRIER	R	1	1	3	cho	0	1	1	NONE	0	0	0	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0016	G739-N00208	G739-D0031	G738-P0031	f107r	f107r.8	6	lkaiin	H4	MIDDLE	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-2	2	4	qokeey	1	1	0	qokedy	1	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	HOT	NONE	QUALITY_DEGREE	CLOSE	QUALITY:HOT	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	CLOSE	EXACT_SINGLE	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0017	G739-N00218	G739-D0032	G738-P0032	f107r	f107r.21	8	lkaiin	H4	MIDDLE	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	7	qokeol	1	1	1	NONE	0	0	0	MATERIAL	HOT	MATERIAL	QUALITY_DEGREE	PROCESS	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0018	G739-N00239	G739-D0035	G738-P0035	f107r	f107r.35	6	lkaiin	H4	MIDDLE	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	5	qokor	1	1	1	NONE	0	0	0	MATERIAL	HOT	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0019	G739-N00256	G739-D0037	G738-P0037	f107r	f107r.49	7	lkaiin	H4	MIDDLE	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	8	okair	0	1	1	NONE	0	0	0	MATERIAL|PART|PREPARATION	HOT	MATERIAL|PART|PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0020	G739-N00263	G739-D0038	G738-P0038	f107v	f107v.1	4	lkaiin	H4	MIDDLE	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	R	2	2	6	qokair	0	1	0	otody	1	0	0	PART	HOT	PART	AMOUNT_DOSE	PROCESS	AMOUNT	COLD	PREPARATION	NONE	CLOSE	NONE	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	CLOSE	CONFLICT	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0021	G739-N00271	G739-D0039	G738-P0039	f107v	f107v.3	10	lkaiin	H4	MIDDLE	SCALAR	III	HOT	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	L	-1	1	9	ochedy	1	1	1	NONE	0	0	0	MATERIAL|PREPARATION	DRY	MATERIAL|PREPARATION	NONE	CLOSE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0022	G739-N00279	G739-D0040	G738-P0040	f107v	f107v.15	4	lkaiin	H4	MIDDLE	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	2	2	6	chkal	0	1	1	okain	1	0	0	MATERIAL	DRY|HOT	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:DRY|HOT	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	1	1	0	BELOW_W2_OR_NA	OPEN	PARTIAL	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0023	G739-N00286	G739-D0041	G738-P0041	f107v	f107v.24	5	lkaiin	H4	LAST	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	4	olkain	1	1	1	NONE	0	0	0	MATERIAL	HOT	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0024	G739-N00306	G739-D0044	G738-P0044	f108r	f108r.50	3	lkaiin	H4	MIDDLE	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	R	2	2	5	qokey	0	1	1	chdy	1	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	DRY	NONE	QUALITY_DEGREE	CLOSE	QUALITY:DRY	1	1	0	BELOW_W2_OR_NA	CLOSE	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0025	G739-N00313	G739-D0045	G738-P0045	f108v	f108v.49	4	lkaiin	H4	MIDDLE	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	5	cheal	0	1	1	NONE	0	0	0	MATERIAL	DRY	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:DRY	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0026	G739-N00326	G739-D0048	G738-P0048	f113r	f113r.46	3	lkaiin	H4	MIDDLE	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	1	oaiin	1	1	0	cheokeeas	1	0	0	PREPARATION	NONE	PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	NONE	NONE	NONE	NONE	NONE	0	0	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	UNKNOWN	NONE	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0027	G739-N00375	G739-D0054	G738-P0054	f76r	f76r.44	6	lkaiin	H4	MIDDLE	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS	L	-2	2	4	ykar	1	1	1	alol	1	0	0	MATERIAL	HOT	MATERIAL|PART	AMOUNT_DOSE	NONE	AMOUNT	NONE	MATERIAL	NONE	NONE	NONE	1	1	1	NONE	OPEN	NONE	FULL_WANTED	0	0	0	0	0	1	1	R2_HOLD	0	0	0	0	0	0
G740-C0028	G739-N00376	G739-D0054	G738-P0054	f76r	f76r.44	6	lkaiin	H4	MIDDLE	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	CARRIER	L	-1	1	5	alol	1	1	1	NONE	0	0	0	MATERIAL	NONE	MATERIAL	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0029	G739-N00408	G739-D0058	G738-P0058	f86v5	f86v5.18	5	lkaiin	H4	MIDDLE	SCALAR	III	HOT	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	L	-1	1	4	otcho	1	1	1	NONE	0	0	0	PREPARATION	COLD|DRY	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0030	G739-N00417	G739-D0059	G738-P0059	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	CARRIER	L	-2	2	6	cthdy	1	1	1	qokeey	1	0	0	MATERIAL	NONE	MATERIAL	NONE	CLOSE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	1	1	1	NONE	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0031	G739-N00418	G739-D0059	G738-P0059	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	7	qokeey	1	1	1	NONE	0	0	0	MATERIAL	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0032	G739-N00438	G739-D0062	G738-P0062	f104r	f104r.13	5	lkain	H4	MIDDLE	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	3	chokar	1	1	1	okcho	1	0	0	PART|PREPARATION	DRY|HOT	PART|PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	DRY|HOT	PREPARATION	NONE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	PARTIAL	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0033	G739-N00449	G739-D0063	G738-P0063	f104r	f104r.23	6	lkain	H4	MIDDLE	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	5	okeedal	1	1	1	NONE	0	0	0	MATERIAL|PREPARATION	HOT	MATERIAL|PREPARATION	AMOUNT_DOSE	PROCESS	AMOUNT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0034	G739-N00459	G739-D0064	G738-P0064	f107r	f107r.24	6	lkain	H4	MIDDLE	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	CARRIER	L	-1	1	5	kair	1	1	1	NONE	0	0	0	MATERIAL|PART|PREPARATION	HOT	MATERIAL|PART	AMOUNT_DOSE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	0	0	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0035	G739-N00460	G739-D0064	G738-P0064	f107r	f107r.24	6	lkain	H4	MIDDLE	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	CARRIER	R	1	1	7	qokeeo	0	1	1	NONE	0	0	0	MATERIAL|PART|PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	0	0	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0036	G739-N00469	G739-D0065	G738-P0065	f107r	f107r.39	9	lkain	H4	MIDDLE	SCALAR	II	HOT	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	L	-1	1	8	cho	1	1	1	NONE	0	0	0	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0037	G739-N00477	G739-D0066	G738-P0066	f107v	f107v.38	9	lkain	H4	LAST	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	8	oteey	1	1	1	NONE	0	0	0	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0038	G739-N00482	G739-D0067	G738-P0067	f107v	f107v.41	13	lkain	H4	LAST	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	12	qokeey	1	1	1	NONE	0	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0039	G739-N00486	G739-D0068	G738-P0068	f108v	f108v.37	8	lkain	H4	MIDDLE	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	6	okey	1	1	1	shey	1	0	0	PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	MOIST	NONE	QUALITY_DEGREE	NONE	QUALITY:MOIST	1	1	0	BELOW_W2_OR_NA	OPEN	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0040	G739-N00496	G739-D0069	G738-P0069	f111v	f111v.21	9	lkain	H4	MIDDLE	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	10	cheokain	0	1	1	NONE	0	0	0	PREPARATION	DRY|HOT	PREPARATION	QUALITY_DEGREE	PROCESS	QUALITY:DRY|HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0041	G739-N00540	G739-D0075	G738-P0075	f111v	f111v.40	2	lkain	H4	MIDDLE	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	2	2	4	chokain	0	1	1	chckhy	1	0	0	PREPARATION	DRY|HOT	PREPARATION	QUALITY_DEGREE	PROCESS	QUALITY:DRY|HOT	DRY	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:DRY	1	1	0	BELOW_W2_OR_NA	OPEN	PARTIAL	FULL_WANTED	0	0	0	0	0	1	1	R2_HOLD	0	0	0	0	0	0
G740-C0042	G739-N00548	G739-D0076	G738-P0076	f112v	f112v.38	10	lkain	H4	MIDDLE	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	CARRIER	L	-1	1	9	chedar	1	1	1	NONE	0	0	0	PART|PREPARATION	DRY	PART	AMOUNT_DOSE|QUALITY_DEGREE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	0	0	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0043	G739-N00549	G739-D0076	G738-P0076	f112v	f112v.38	10	lkain	H4	MIDDLE	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	CARRIER	R	1	1	11	cheo	0	1	1	NONE	0	0	0	PART|PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	0	0	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0044	G739-N00571	G739-D0079	G738-P0079	f116r	f116r.5	6	lkain	H4	MIDDLE	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	R	2	2	8	otor	0	1	0	oteedy	1	0	0	MATERIAL|PREPARATION	COLD	MATERIAL|PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	COLD	PREPARATION	QUALITY_DEGREE	CLOSE	NONE	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	CLOSE	NONE	PARTIAL	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0045	G739-N00578	G739-D0080	G738-P0080	f116r	f116r.27	7	lkain	H4	MIDDLE	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	5	orain	1	1	0	chckhy	1	0	0	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	DRY	PREPARATION	QUALITY_DEGREE	NONE	NONE	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	OPEN	NONE	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0046	G739-N00615	G739-D0084	G738-P0084	f76r	f76r.17	6	lkain	H4	MIDDLE	SCALAR	II	HOT	PROCESS_PASS	NOT_APPLICABLE	AXIS	L	-2	2	4	qeeey	1	1	1	chol	1	0	0	NONE	NONE	NONE	PROCESS_PASS	PASS	PROCESS_PASS	DRY	MATERIAL	NONE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0047	G739-N00626	G739-D0085	G738-P0085	f78r	f78r.32	6	lkain	H4	MIDDLE	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	CARRIER	L	-1	1	5	dalky	1	1	1	NONE	0	0	0	MATERIAL	HOT	MATERIAL	AMOUNT_DOSE	PROCESS	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0048	G739-N00648	G739-D0088	G738-P0088	f103r	f103r.5	6	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	CARRIER	L	-2	2	4	oteey	1	1	1	qokey	1	0	0	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	1	1	1	NONE	OPEN	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
