unit	category	category_rank	occurrences	frequency_quantile	standalone_fraction	start_fraction	end_fraction	internal_fraction	left_entropy	right_entropy	word_anchor_score	null_anchor_score	double_anchor_score	syllable_anchor_score
k	D	4	1025	0.8877551020408163	0.005853658536585366	0.5482926829268293	0.014634146341463415	0.4429268292682927	0.5538453559149149	0.8621867228710264	0.01004977600796416	1.2448778504991838	0.4308848845484603	0.9181512417262796
al	S	4	915	0.8775510204081632	0.073224043715847	0.1825136612021858	0.5759562841530055	0.31475409836065577	0.8115450656239895	0.5044726857458833	0.3300992528158805	1.0312008541184663	0.3954143329452384	0.8684535650332738
S	S	9	910	0.8673469387755102	0.007692307692307693	0.7	0.020879120879120878	0.2868131868131868	0.4166414472384377	0.8130408323769074	0.019686028257456828	1.0243985100525546	0.39297308976884426	0.8451817287464638
t	S	7	883	0.8571428571428571	0.0022650056625141564	0.6500566251415628	0.01698754246885617	0.3352208380520951	0.4660589543675997	0.8786398410130435	-0.002986571752143667	1.1534096309372237	0.38705104543970825	0.8611322319082308
Ce	S	8	866	0.8469387755102041	0.0	0.6662817551963048	0.0023094688221709007	0.33140877598152424	0.44868419832946727	0.8490378270646242	-0.016245934863552813	1.1145551393461752	0.38715109431503203	0.8478284781674432
qok	S	17	862	0.8367346938775511	0.0034802784222737818	0.9837587006960556	0.0034802784222737818	0.016241299303944315	0.04782601919877451	0.79072593451559	-0.0017694966617737614	0.5888579402170697	0.340105743331879	0.7154665406055859
daN	W	11	844	0.826530612244898	0.5864928909952607	0.6054502369668247	0.9786729857819905	0.002369668246445498	0.4968173549821429	0.058201489592448905	2.5110760228261926	-0.36875124763990375	0.3721683939347611	0.6759922607027441
Cedy	S	20	732	0.8163265306122449	0.3592896174863388	0.37841530054644806	0.9672131147540983	0.01366120218579235	0.6998236306357312	0.08380620471044407	1.5343565294970447	0.11563542547052952	0.33621653729983575	0.6940231820402494
qot	S	19	727	0.8061224489795918	0.0068775790921595595	0.9862448418156808	0.0068775790921595595	0.013755158184319119	0.04540199052935352	0.8417683490311508	0.013451141116694269	0.6337900262624557	0.3151061013692116	0.6967476602368241
e	N	5	699	0.7959183673469388	0.005722460658082976	0.044349070100143065	0.020028612303290415	0.9413447782546495	0.811973881564602	0.79690767003293	0.01298005897638025	1.6114134425678186	0.5258935416903139	0.9931631252336196
Cy	S	18	671	0.7857142857142857	0.14307004470938897	0.19523099850968703	0.8971684053651267	0.05067064083457526	0.7894972364929294	0.20690377078513972	0.6151351926761763	0.5856687200482397	0.3004174303432481	0.7015934752221651
E	N	4	669	0.7755102040816326	0.0	0.029895366218236172	0.017937219730941704	0.9521674140508222	0.8195865300343952	0.7858391475892167	-0.010129038162350144	1.6230396639627118	0.518975355519144	0.9802170743362912
l	S	15	666	0.7653061224489796	0.03003003003003003	0.7162162162162162	0.16066066066066065	0.15315315315315314	0.3863534257213898	0.8346093439470968	0.15301219586933873	0.9633728357794096	0.2913775555002694	0.7343641570918716
ody	S	24	608	0.7551020408163265	0.039473684210526314	0.04111842105263158	0.9786184210526315	0.019736842105263157	0.74622875467315	0.06577865162518894	0.1551282223415682	0.5393257311894502	0.30041290624107087	0.6524614817683947
dy	S	23	603	0.7448979591836735	0.19900497512437812	0.30016583747927034	0.8689883913764511	0.029850746268656716	0.6998722012004883	0.21691967541276072	0.8711716925576202	0.4477748881599656	0.282622857253063	0.6578153436162442
aI	S	26	597	0.7346938775510204	0.05360134003350084	0.06197654941373534	0.9698492462311558	0.021775544388609715	0.8107779605358021	0.08574656584549757	0.21830444740710353	0.603233130728778	0.2772243942318797	0.6461167468985477
p	S	13	572	0.7244897959183674	0.005244755244755245	0.534965034965035	0.017482517482517484	0.4527972027972028	0.5235906336171564	0.858626291206637	0.011733980305408877	1.2512825878430553	0.34961587001055405	0.7947883401204556
Se	S	16	570	0.7142857142857143	0.02631578947368421	0.7263157894736842	0.03684210526315789	0.2631578947368421	0.39509734859791273	0.8299731847605822	0.10203007518796992	1.0202326529549763	0.30120182601126344	0.7240108127343458
Col	S	28	522	0.7040816326530612	0.4272030651340996	0.6494252873563219	0.710727969348659	0.06704980842911877	0.5038992022444765	0.4082857380609408	1.8895582140902338	0.19097387453353545	0.2738845898635627	0.6360421706276174
Cey	S	29	521	0.6938775510204082	0.3416506717850288	0.3723608445297505	0.944337811900192	0.02495201535508637	0.7280838365566967	0.129458385522227	1.464433389478632	0.2317648888991955	0.26173452512366624	0.6124003893119702
Ey	S	31	505	0.6836734693877551	0.005940594059405941	0.005940594059405941	0.9683168316831683	0.031683168316831684	0.7802870231874505	0.08476153839291006	0.011871085067690445	0.6457694075843774	0.25735223283710235	0.6071807502780603
ey	S	32	498	0.673469387755102	0.018072289156626505	0.018072289156626505	0.963855421686747	0.03614457831325301	0.7945904325059674	0.10291427461121923	0.06424145561839194	0.6640242142761343	0.2484330596073667	0.6038886561063584
Edy	S	33	469	0.6632653061224489	0.006396588486140725	0.006396588486140725	0.976545842217484	0.023454157782515993	0.8170018653766444	0.07014830346470372	0.014240024367956138	0.6663151397732352	0.23993234826502532	0.5920275359216005
edy	L	22	446	0.6530612244897959	0.0	0.0	0.9753363228699552	0.02466367713004484	0.8490766504673953	0.07659358250691813	-0.013061224489795917	0.7111232517744386	0.22896542551875643	0.5885288609472895
od	S	14	445	0.6428571428571429	0.011235955056179775	0.1707865168539326	0.2292134831460674	0.6112359550561798	0.7617200983312897	0.7120563339398479	0.08332263242375602	1.3982767986748426	0.3464375480004209	0.7823294891340159
Sedy	L	11	418	0.6326530612244898	0.5765550239234449	0.5861244019138756	0.9880382775119617	0.0023923444976076554	0.524811074932301	0.04692853562994805	2.469404355043453	-0.30299367087284507	0.2630355626632948	0.5322618430989942
am	L	17	408	0.6224489795918368	0.07107843137254902	0.08088235294117647	0.9534313725490197	0.03676470588235294	0.8184381977892321	0.11460604074666503	0.2961294517807123	0.6428235481757046	0.21525795005394924	0.5693323350180555
olk	S	22	402	0.6122448979591837	0.0024875621890547263	0.6368159203980099	0.004975124378109453	0.36069651741293535	0.47557215836703837	0.8075994572042282	-0.0008021118895319337	1.1556641808899653	0.27050273263638847	0.6776749643797483
yk	L	41	396	0.6020408163265306	0.005050505050505051	0.8712121212121212	0.007575757575757576	0.12626262626262627	0.23124991774833364	0.8473154448547602	0.010433931148216865	0.8884319762087914	0.21352956378104698	0.5909528050708639
Cor	L	5	376	0.5918367346938775	0.36436170212765956	0.46808510638297873	0.8377659574468085	0.05851063829787234	0.6714344434229177	0.2750600873460977	1.5860356057316545	0.31672241160440207	0.2040147478705357	0.5531546636717778
yt	L	42	375	0.5816326530612245	0.0026666666666666666	0.9093333333333333	0.0026666666666666666	0.09066666666666667	0.18555177326222033	0.8876000752243031	-0.0001659863945578221	0.8780434663589596	0.1906585152440283	0.5662063413112374
r	L	37	374	0.5714285714285714	0.12299465240641712	0.6417112299465241	0.37967914438502676	0.10160427807486631	0.3957695594733522	0.7062002713941321	0.5944537815126051	0.7654550479335244	0.18455173698179486	0.5641694811768936
qo	L	35	371	0.5612244897959183	0.04582210242587601	0.9757412398921833	0.05929919137466307	0.01078167115902965	0.08304609212253508	0.7870039141379238	0.1898536773199846	0.6195871696698385	0.18193955335434664	0.5106187857627421
Co	S	30	364	0.5510204081632653	0.10714285714285714	0.5879120879120879	0.2554945054945055	0.26373626373626374	0.5629591882518186	0.7567357044506358	0.4941993720565149	1.0412575855358195	0.19741468289212005	0.6111688613267603
dal	L	20	362	0.5408163265306123	0.292817679558011	0.6464088397790055	0.5524861878453039	0.09392265193370165	0.4763554716996135	0.5767540452472052	1.326200248055023	0.5211270126531968	0.17235548022660954	0.5344038595760665
T	S	34	344	0.5306122448979592	0.005813953488372093	0.7122093023255814	0.020348837209302327	0.27325581395348836	0.426725247874315	0.827555877483894	0.018748220218319886	1.1113933545404708	0.19933410077386718	0.5917012496976624
dar	L	21	341	0.5204081632653061	0.4310850439882698	0.6158357771260997	0.7595307917888563	0.05571847507331378	0.5048423455308675	0.3732447132853174	1.898682745825603	0.1883961337712412	0.17401289724915053	0.49204444709892653
Cdy	L	3	331	0.5102040816326531	0.256797583081571	0.2719033232628399	0.9697885196374623	0.015105740181268883	0.7949690101810343	0.09460870023087795	1.0985572476724832	0.39570903240974936	0.15246259739961648	0.4753872673109983
a	N	7	278	0.5	0.007194244604316547	0.13309352517985612	0.13309352517985612	0.7410071942446043	0.8205718360176093	0.7123951366092658	0.058705035971223014	1.5303896998246191	0.3044074720915802	0.7135484958238385
Ky	L	8	273	0.4897959183673469	0.09523809523809523	0.09523809523809523	0.978021978021978	0.02197802197802198	0.7477640414455315	0.07452544027590786	0.39972789115646257	0.5355079432824195	0.15373664053613256	0.4550703924421596
ai	S	21	264	0.47959183673469385	0.0	0.20454545454545456	0.01893939393939394	0.7765151515151515	0.7657612919479788	0.5858821770476281	-0.003910018552875696	1.3923410577794104	0.3328092928850436	0.688987012329369
air	L	16	254	0.46938775510204084	0.06692913385826772	0.08267716535433071	0.7362204724409449	0.24803149606299213	0.7815751662844775	0.40028122874367483	0.2831319299373293	0.9762892674970551	0.16769582967394686	0.5322343298450939
Ty	L	15	251	0.45918367346938777	0.29880478087649404	0.3107569721115538	0.9800796812749004	0.00796812749003984	0.7342000469766121	0.07721097907438584	1.2792625416700545	0.2826562963217417	0.13362821112202758	0.4275208895796506
K	S	25	250	0.4489795918367347	0.0	0.352	0.012	0.636	0.7740865869987156	0.7724633743106507	-0.005379591836734694	1.5246990468110826	0.23755628131379913	0.6503896900084876
Sey	L	12	236	0.4387755102040816	0.5169491525423728	0.5296610169491526	0.9745762711864406	0.012711864406779662	0.6308263330294018	0.08428382461478397	2.2179194050501554	-0.06004579066952348	0.13850915950798992	0.40377061451917473
N	L	9	222	0.42857142857142855	0.0	0.0	0.963963963963964	0.036036036036036036	0.575263516882366	0.11663350705384179	-0.008571428571428572	0.5496056484409139	0.14454234473646715	0.3996272828312012
f	N	6	220	0.41836734693877553	0.022727272727272728	0.30454545454545456	0.06818181818181818	0.65	0.710253354947124	0.8943006047610469	0.10299628942486085	1.5606523670768713	0.21691894686010094	0.6367309061748987
ky	L	25	204	0.40816326530612246	0.0392156862745098	0.058823529411764705	0.9705882352941176	0.00980392156862745	0.8112583602139093	0.11717468501043854	0.16634653861544618	0.7103296366602966	0.0886562116837348	0.4014167338941835
So	L	13	201	0.3979591836734694	0.34328358208955223	0.7761194029850746	0.5074626865671642	0.05970149253731343	0.3706408069135704	0.6160332516120242	1.5174139506548887	0.4173700398189383	0.0917719646296287	0.4120621667419898
qokaI	W	3	201	0.3979591836734694	0.9850746268656716	0.9900497512437811	0.9950248756218906	0.0	0.08046313651133592	0.04522463667671496	4.229354249162351	-1.1485623931042541	0.20002438504220055	0.3110381650739071
i	S	27	199	0.37755102040816324	0.0	0.005025125628140704	0.02512562814070352	0.9698492462311558	0.4887520489369473	0.656826267271973	-0.006043482719721054	1.2949575166873002	0.3752635499740562	0.6401834084848035
op	L	30	198	0.3673469387755102	0.0	0.9393939393939394	0.005050505050505051	0.05555555555555555	0.15121037185238603	0.8630606401231871	-0.005831787260358689	0.8588189674673583	0.06934460897463912	0.3908261941680789
Sol	W	9	195	0.35714285714285715	0.6410256410256411	0.7743589743589744	0.8051282051282052	0.06153846153846154	0.37570885538912363	0.3410195128989268	2.7892673992673993	-0.17406534766163378	0.11045777772382542	0.3549145950705633
qokaN	W	1	190	0.3469387755102041	0.9947368421052631	1.0	0.9947368421052631	0.0	0.0	0.047414460026828226	4.2704296455424275	-1.220398951604211	0.18370415752658803	0.2649455276353359
qokEdy	W	2	189	0.336734693877551	0.9894179894179894	0.9947089947089947	0.9947089947089947	0.0	0.047624942129031324	0.047624942129031324	4.249349962207106	-1.1689236302448411	0.17091659899394365	0.26207600883396953
qokal	W	7	187	0.32653061224489793	0.7433155080213903	0.9893048128342246	0.7486631016042781	0.0053475935828877	0.06060871072008903	0.3913053893508903	3.191330350321947	-0.5486903842567559	0.11367637947805764	0.2914262675864933
qokedy	W	4	185	0.3163265306122449	0.9837837837837838	0.9945945945945946	0.9891891891891892	0.0	0.04848740692447222	0.0611575549899103	4.225565361279647	-1.1451253809400452	0.15753284754957736	0.24820939415062193
CE	L	1	178	0.30612244897959184	0.0	0.6741573033707865	0.0	0.3258426966292135	0.49168627658574465	0.8582965823195624	-0.006122448979591837	1.2678050270390826	0.07991486192320421	0.446050796782528
Sy	L	14	173	0.29591836734693877	0.34104046242774566	0.3872832369942196	0.930635838150289	0.023121387283236993	0.7453810179067338	0.17385450766572205	1.4744284534623098	0.3669722301816608	0.0329622587540809	0.3196426748882589
eol	L	23	173	0.29591836734693877	0.0	0.005780346820809248	0.838150289017341	0.15606936416184972	0.7896990716396571	0.3145829300739261	-0.004184263300696001	0.9892944055294846	0.051737079240426226	0.3713843167220249
q	L	34	173	0.29591836734693877	0.005780346820809248	0.9653179190751445	0.005780346820809248	0.03468208092485549	0.1093578024450308	0.755338956354582	0.018937123982540993	0.7242457215889921	0.04518931654457384	0.3170789716213792
CEy	L	2	171	0.2653061224489796	0.4678362573099415	0.47953216374269003	0.9532163742690059	0.03508771929824561	0.6661357388276052	0.1538858114014812	2.0098985559135936	0.13583536369883806	0.03519583656696182	0.2897536766842047
Ceol	L	4	167	0.25510204081632654	0.46107784431137727	0.5868263473053892	0.8383233532934131	0.03592814371257485	0.5734974718742016	0.30871872300704783	2.0152572406207994	0.2022556043556078	0.020548543516193396	0.28853018602851355
daI	W	8	165	0.24489795918367346	0.696969696969697	0.7393939393939394	0.9515151515151515	0.006060606060606061	0.42946626999092885	0.1428881042879323	3.0047990105132962	-0.36810307922818397	0.050961933530403375	0.24242405833079272
os	L	31	164	0.23469387755102042	0.07926829268292683	0.18902439024390244	0.75	0.1402439024390244	0.7922426101524248	0.41990632030095915	0.36908661025385764	0.9979586765319878	-0.003655341061287787	0.3322962768183598
qol	L	36	158	0.22448979591836735	0.45569620253164556	0.9683544303797469	0.4873417721518987	0.0	0.10679345547354964	0.6533214043210392	1.9644975458537843	0.09236997159348201	0.009452158785913711	0.2443788329182344
lk	L	26	156	0.21428571428571427	0.0	0.967948717948718	0.0	0.03205128205128205	0.10793101693381593	0.8538586136985397	-0.004285714285714286	0.8339714734299258	-0.015193353019761768	0.2649060692903418
qokEy	W	5	149	0.20408163265306123	0.9664429530201343	0.9798657718120806	0.9865771812080537	0.0	0.08705276494087098	0.07327370383783911	4.155649910971101	-1.0562540482539342	0.08819592764237717	0.16909387136766693
okaN	W	6	144	0.19387755102040816	0.8263888888888888	0.8472222222222222	0.9791666666666666	0.0	0.30995299772307167	0.08955715110924685	3.5558446712018137	-0.6708830429216616	0.04670613073637672	0.18535917814853797
okal	W	10	143	0.1836734693877551	0.6013986013986014	0.9090909090909091	0.6643356643356644	0.027972027972027972	0.23992752578954604	0.49255744886164576	2.6012216355073496	-0.08938632857959017	0.000937871755796349	0.21799660649894254
m	L	27	138	0.17346938775510204	0.021739130434782608	0.028985507246376812	0.927536231884058	0.06521739130434782	0.5884406360056423	0.18338450492924882	0.09218278615794144	0.6566878797251644	0.0024604790815941913	0.2235889027359026
otal	L	32	130	0.16326530612244897	0.5538461538461539	0.9461538461538461	0.5923076923076923	0.015384615384615385	0.1688866038306098	0.5764879965306413	2.389811616954474	-0.021046690130132877	-0.016625656302225345	0.2008325934741157
oky	L	29	129	0.15306122448979592	0.4728682170542636	0.5116279069767442	0.9224806201550387	0.03875968992248062	0.5774057104100437	0.20528757192256766	2.0419000158202816	0.11993574020914302	-0.01965442740763572	0.20275516908122826
oty	L	33	127	0.14285714285714285	0.5275590551181102	0.6141732283464567	0.8976377952755905	0.015748031496062992	0.4761263954064366	0.23669634458451758	2.2916310461192353	-0.01459001769767997	-0.0228401714035925	0.18236213901596832
P	L	10	107	0.1326530612244898	0.0	0.6448598130841121	0.0	0.35514018691588783	0.5614364662733652	0.8392282548811252	-0.002653061224489796	1.358366702214704	-0.012841459079143386	0.3283413147627883
n	L	28	86	0.12244897959183673	0.03488372093023256	0.03488372093023256	0.9534883720930233	0.046511627906976744	0.33351429691463447	0.15694406907968544	0.14755102040816326	0.3913413381276834	0.010057253643804095	0.1525104782700537
g	L	24	73	0.11224489795918367	0.0273972602739726	0.0273972602739726	0.958904109589041	0.0410958904109589	0.8780321294523523	0.17983556373952736	0.11556332121889851	0.9111387935959235	-0.08256189845739532	0.20024441539131546
F	L	6	35	0.10204081632653061	0.0	0.5714285714285714	0.0	0.42857142857142855	0.65002326129572	0.7532668925775099	-0.0020408163265306124	1.3925529752206007	-0.004371074101392647	0.3240024847750781
I	L	7	18	0.09183673469387756	0.0	0.0	0.8333333333333334	0.16666666666666666	0.645595009360815	0.45709141921760676	-0.0018367346938775511	1.0323837721151374	-0.0565594268717973	0.22081286054491706
x	L	40	14	0.08163265306122448	0.21428571428571427	0.5	0.2857142857142857	0.42857142857142855	0.8053204460925903	0.9178114620629283	0.9412244897959183	1.427349329584865	-0.0635718270396543	0.3406805377543274
b	L	18	12	0.07142857142857142	0.0	0.0	0.9166666666666666	0.08333333333333333	0.7896900821428475	0.41381685030363374	-0.0014285714285714286	1.0980371915827856	-0.11207365891459124	0.19475545514941006
j	N	3	7	0.061224489795918366	0.0	0.14285714285714285	0.42857142857142855	0.42857142857142855	0.9141008920185653	0.9141008920185653	0.04163265306122448	1.7831367076742337	-0.09055679821781448	0.335881402893509
u	L	38	5	0.05102040816326531	0.0	0.0	1.0	0.0	0.9609640474436811	0.0	-0.0010204081632653062	0.85466356106666	-0.11608338262675624	0.13436171086681709
c	L	19	4	0.04081632653061224	0.25	0.25	1.0	0.0	1.0	0.0	1.0741836734693877	0.5918367346938777	-0.12755102040816327	0.1306122448979592
h	N	1	2	0.030612244897959183	0.0	0.0	0.0	1.0	1.0	1.0	-0.0006122448979591836	2.1438775510204082	0.06683673469387752	0.4729591836734694
z	N	2	2	0.030612244897959183	0.0	0.5	0.0	0.5	1.0	1.0	-0.0006122448979591836	1.9688775510204082	-0.10816326530612244	0.3479591836734694
v	L	39	1	0.01020408163265306	0.0	1.0	0.0	0.0	0.0	0.0	-0.0002040816326530612	-0.002040816326530612	0.005612244897959183	0.007653061224489796
