language	condition	coupling	member	unit	category	output	train_occurrences	held_occurrences
latin	uncoupled	0.0	1	s	S	in	1322	486
latin	uncoupled	0.0	1	aN	S	ent	1169	556
latin	uncoupled	0.0	1	d	S	re	1144	597
latin	uncoupled	0.0	1	o	D	ee	1126	609
latin	uncoupled	0.0	1	ok	S	su	1084	625
latin	uncoupled	0.0	1	ot	S	qu	1033	689
latin	uncoupled	0.0	1	k	D	ss	1025	478
latin	uncoupled	0.0	1	al	S	us	915	476
latin	uncoupled	0.0	1	S	S	di	910	439
latin	uncoupled	0.0	1	t	S	tr	883	359
latin	uncoupled	0.0	1	Ce	S	at	866	609
latin	uncoupled	0.0	1	qok	S	de	862	444
latin	uncoupled	0.0	1	daN	W	omnibus	844	387
latin	uncoupled	0.0	1	Cedy	S	et	732	448
latin	uncoupled	0.0	1	qot	S	it	727	353
latin	uncoupled	0.0	1	e	N		699	453
latin	uncoupled	0.0	1	Cy	S	os	671	212
latin	uncoupled	0.0	1	E	N		669	497
latin	uncoupled	0.0	1	l	S	pr	666	524
latin	uncoupled	0.0	1	ody	S	am	608	272
latin	uncoupled	0.0	1	dy	S	ne	603	204
latin	uncoupled	0.0	1	aI	S	ae	597	414
latin	uncoupled	0.0	1	p	S	er	572	338
latin	uncoupled	0.0	1	Se	S	vi	570	260
latin	uncoupled	0.0	1	Col	S	se	522	188
latin	uncoupled	0.0	1	Cey	S	si	521	264
latin	uncoupled	0.0	1	Ey	S	um	505	370
latin	uncoupled	0.0	1	ey	S	nt	498	259
latin	uncoupled	0.0	1	Edy	S	es	469	312
latin	uncoupled	0.0	1	edy	L	i	446	253
latin	uncoupled	0.0	1	od	S	ti	445	222
latin	uncoupled	0.0	1	Sedy	L	a	418	173
latin	uncoupled	0.0	1	am	L	i	408	242
latin	uncoupled	0.0	1	olk	S	st	402	152
latin	uncoupled	0.0	1	yk	L	s	396	149
latin	uncoupled	0.0	1	Cor	L	a	376	100
latin	uncoupled	0.0	1	yt	L	s	375	90
latin	uncoupled	0.0	1	r	L	s	374	250
latin	uncoupled	0.0	1	qo	L	s	371	233
latin	uncoupled	0.0	1	Co	S	an	364	121
latin	uncoupled	0.0	1	dal	L	a	362	174
latin	uncoupled	0.0	1	T	S	li	344	121
latin	uncoupled	0.0	1	dar	L	a	341	227
latin	uncoupled	0.0	1	Cdy	L	e	331	167
latin	uncoupled	0.0	1	a	N		278	128
latin	uncoupled	0.0	1	Ky	L	c	273	120
latin	uncoupled	0.0	1	ai	S	ci	264	143
latin	uncoupled	0.0	1	air	L	i	254	210
latin	uncoupled	0.0	1	Ty	L	t	251	74
latin	uncoupled	0.0	1	K	S	cu	250	98
latin	uncoupled	0.0	1	Sey	L	a	236	148
latin	uncoupled	0.0	1	N	L	t	222	88
latin	uncoupled	0.0	1	f	N		220	104
latin	uncoupled	0.0	1	ky	L	t	204	69
latin	uncoupled	0.0	1	So	L	e	201	76
latin	uncoupled	0.0	1	qokaI	W	quod	201	74
latin	uncoupled	0.0	1	i	S	te	199	118
latin	uncoupled	0.0	1	op	L	s	198	110
latin	uncoupled	0.0	1	Sol	W	exercitum	195	51
latin	uncoupled	0.0	1	qokaN	W	caesar	190	72
latin	uncoupled	0.0	1	qokEdy	W	atque	189	105
latin	uncoupled	0.0	1	qokal	W	castris	187	41
latin	uncoupled	0.0	1	qokedy	W	eorum	185	62
latin	uncoupled	0.0	1	CE	L	e	178	98
latin	uncoupled	0.0	1	Sy	L	e	173	68
latin	uncoupled	0.0	1	eol	L	i	173	75
latin	uncoupled	0.0	1	q	L	e	173	71
latin	uncoupled	0.0	1	CEy	L	a	171	113
latin	uncoupled	0.0	1	Ceol	L	c	167	77
latin	uncoupled	0.0	1	daI	W	propter	165	148
latin	uncoupled	0.0	1	os	L	i	164	86
latin	uncoupled	0.0	1	qol	L	c	158	45
latin	uncoupled	0.0	1	lk	L	s	156	249
latin	uncoupled	0.0	1	qokEy	W	neque	149	134
latin	uncoupled	0.0	1	okaN	W	quibus	144	92
latin	uncoupled	0.0	1	okal	W	proelio	143	52
latin	uncoupled	0.0	1	m	L	t	138	80
latin	uncoupled	0.0	1	otal	L	c	130	48
latin	uncoupled	0.0	1	oky	L	c	129	44
latin	uncoupled	0.0	1	oty	L	c	127	48
latin	uncoupled	0.0	1	P	L	i	107	66
latin	uncoupled	0.0	1	n	L	t	86	37
latin	uncoupled	0.0	1	g	L	m	73	38
latin	uncoupled	0.0	1	F	L	v	35	13
latin	uncoupled	0.0	1	I	L	t	18	9
latin	uncoupled	0.0	1	x	L	l	14	11
latin	uncoupled	0.0	1	b	L	o	12	3
latin	uncoupled	0.0	1	j	N		7	3
latin	uncoupled	0.0	1	u	L	d	5	3
latin	uncoupled	0.0	1	c	L	m	4	1
latin	uncoupled	0.0	1	h	N		2	1
latin	uncoupled	0.0	1	z	N		2	1
latin	uncoupled	0.0	1	v	L	e	1	0
latin	uncoupled	0.0	2	ol	D	ii	1825	712
latin	uncoupled	0.0	2	y	S	que	1554	554
latin	uncoupled	0.0	2	C	D	cc	1445	711
latin	uncoupled	0.0	2	ar	S	is	1423	766
latin	uncoupled	0.0	2	or	S	ne	1322	535
latin	uncoupled	0.0	2	s	S	in	1322	486
latin	uncoupled	0.0	2	aN	S	ere	1169	556
latin	uncoupled	0.0	2	d	S	vi	1144	597
latin	uncoupled	0.0	2	o	D	ee	1126	609
latin	uncoupled	0.0	2	ok	S	qu	1084	625
latin	uncoupled	0.0	2	ot	S	su	1033	689
latin	uncoupled	0.0	2	k	D	ss	1025	478
latin	uncoupled	0.0	2	al	S	us	915	476
latin	uncoupled	0.0	2	S	S	de	910	439
latin	uncoupled	0.0	2	t	S	an	883	359
latin	uncoupled	0.0	2	Ce	S	di	866	609
latin	uncoupled	0.0	2	qok	S	tr	862	444
latin	uncoupled	0.0	2	daN	W	omnibus	844	387
latin	uncoupled	0.0	2	Cedy	S	et	732	448
latin	uncoupled	0.0	2	qot	S	it	727	353
latin	uncoupled	0.0	2	e	N		699	453
latin	uncoupled	0.0	2	Cy	S	um	671	212
latin	uncoupled	0.0	2	E	N		669	497
latin	uncoupled	0.0	2	l	S	co	666	524
latin	uncoupled	0.0	2	ody	S	ent	608	272
latin	uncoupled	0.0	2	dy	S	re	603	204
latin	uncoupled	0.0	2	aI	S	ae	597	414
latin	uncoupled	0.0	2	p	S	er	572	338
latin	uncoupled	0.0	2	Se	S	iu	570	260
latin	uncoupled	0.0	2	Col	S	se	522	188
latin	uncoupled	0.0	2	Cey	S	at	521	264
latin	uncoupled	0.0	2	Ey	S	nt	505	370
latin	uncoupled	0.0	2	ey	S	am	498	259
latin	uncoupled	0.0	2	Edy	S	os	469	312
latin	uncoupled	0.0	2	edy	L	i	446	253
latin	uncoupled	0.0	2	od	S	ti	445	222
latin	uncoupled	0.0	2	Sedy	L	a	418	173
latin	uncoupled	0.0	2	am	L	i	408	242
latin	uncoupled	0.0	2	olk	S	pr	402	152
latin	uncoupled	0.0	2	yk	L	i	396	149
latin	uncoupled	0.0	2	Cor	L	a	376	100
latin	uncoupled	0.0	2	yt	L	s	375	90
latin	uncoupled	0.0	2	r	L	s	374	250
latin	uncoupled	0.0	2	qo	L	p	371	233
latin	uncoupled	0.0	2	Co	S	si	364	121
latin	uncoupled	0.0	2	dal	L	a	362	174
latin	uncoupled	0.0	2	T	S	mi	344	121
latin	uncoupled	0.0	2	dar	L	a	341	227
latin	uncoupled	0.0	2	Cdy	L	a	331	167
latin	uncoupled	0.0	2	a	N		278	128
latin	uncoupled	0.0	2	Ky	L	c	273	120
latin	uncoupled	0.0	2	ai	S	te	264	143
latin	uncoupled	0.0	2	air	L	i	254	210
latin	uncoupled	0.0	2	Ty	L	t	251	74
latin	uncoupled	0.0	2	K	S	li	250	98
latin	uncoupled	0.0	2	Sey	L	a	236	148
latin	uncoupled	0.0	2	N	L	m	222	88
latin	uncoupled	0.0	2	f	N		220	104
latin	uncoupled	0.0	2	ky	L	s	204	69
latin	uncoupled	0.0	2	So	L	e	201	76
latin	uncoupled	0.0	2	qokaI	W	caesar	201	74
latin	uncoupled	0.0	2	i	S	ri	199	118
latin	uncoupled	0.0	2	op	L	d	198	110
latin	uncoupled	0.0	2	Sol	W	castris	195	51
latin	uncoupled	0.0	2	qokaN	W	atque	190	72
latin	uncoupled	0.0	2	qokEdy	W	omnes	189	105
latin	uncoupled	0.0	2	qokal	W	neque	187	41
latin	uncoupled	0.0	2	qokedy	W	quod	185	62
latin	uncoupled	0.0	2	CE	L	i	178	98
latin	uncoupled	0.0	2	Sy	L	e	173	68
latin	uncoupled	0.0	2	eol	L	i	173	75
latin	uncoupled	0.0	2	q	L	e	173	71
latin	uncoupled	0.0	2	CEy	L	m	171	113
latin	uncoupled	0.0	2	Ceol	L	e	167	77
latin	uncoupled	0.0	2	daI	W	proelio	165	148
latin	uncoupled	0.0	2	os	L	s	164	86
latin	uncoupled	0.0	2	qol	L	c	158	45
latin	uncoupled	0.0	2	lk	L	c	156	249
latin	uncoupled	0.0	2	qokEy	W	eorum	149	134
latin	uncoupled	0.0	2	okaN	W	quibus	144	92
latin	uncoupled	0.0	2	okal	W	propter	143	52
latin	uncoupled	0.0	2	m	L	t	138	80
latin	uncoupled	0.0	2	otal	L	e	130	48
latin	uncoupled	0.0	2	oky	L	c	129	44
latin	uncoupled	0.0	2	oty	L	c	127	48
latin	uncoupled	0.0	2	P	L	s	107	66
latin	uncoupled	0.0	2	n	L	s	86	37
latin	uncoupled	0.0	2	g	L	t	73	38
latin	uncoupled	0.0	2	F	L	e	35	13
latin	uncoupled	0.0	2	I	L	t	18	9
latin	uncoupled	0.0	2	x	L	m	14	11
latin	uncoupled	0.0	2	b	L	c	12	3
latin	uncoupled	0.0	2	j	N		7	3
latin	uncoupled	0.0	2	u	L	d	5	3
latin	uncoupled	0.0	2	c	L	p	4	1
latin	uncoupled	0.0	2	h	N		2	1
latin	uncoupled	0.0	2	z	N		2	1
latin	uncoupled	0.0	2	v	L	o	1	0
latin	uncoupled	0.0	3	ol	D	ii	1825	712
latin	uncoupled	0.0	3	y	S	que	1554	554
latin	uncoupled	0.0	3	C	D	cc	1445	711
latin	uncoupled	0.0	3	ar	S	is	1423	766
latin	uncoupled	0.0	3	or	S	ere	1322	535
latin	uncoupled	0.0	3	s	S	re	1322	486
latin	uncoupled	0.0	3	aN	S	ent	1169	556
latin	uncoupled	0.0	3	d	S	an	1144	597
latin	uncoupled	0.0	3	o	D	ee	1126	609
latin	uncoupled	0.0	3	ok	S	su	1084	625
latin	uncoupled	0.0	3	ot	S	qu	1033	689
latin	uncoupled	0.0	3	k	D	ss	1025	478
latin	uncoupled	0.0	3	al	S	us	915	476
latin	uncoupled	0.0	3	S	S	in	910	439
latin	uncoupled	0.0	3	t	S	vi	883	359
latin	uncoupled	0.0	3	Ce	S	di	866	609
latin	uncoupled	0.0	3	qok	S	pr	862	444
latin	uncoupled	0.0	3	daN	W	omnibus	844	387
latin	uncoupled	0.0	3	Cedy	S	et	732	448
latin	uncoupled	0.0	3	qot	S	tr	727	353
latin	uncoupled	0.0	3	e	N		699	453
latin	uncoupled	0.0	3	Cy	S	at	671	212
latin	uncoupled	0.0	3	E	N		669	497
latin	uncoupled	0.0	3	l	S	it	666	524
latin	uncoupled	0.0	3	ody	S	es	608	272
latin	uncoupled	0.0	3	dy	S	si	603	204
latin	uncoupled	0.0	3	aI	S	am	597	414
latin	uncoupled	0.0	3	p	S	ar	572	338
latin	uncoupled	0.0	3	Se	S	de	570	260
latin	uncoupled	0.0	3	Col	S	se	522	188
latin	uncoupled	0.0	3	Cey	S	ne	521	264
latin	uncoupled	0.0	3	Ey	S	um	505	370
latin	uncoupled	0.0	3	ey	S	ae	498	259
latin	uncoupled	0.0	3	Edy	S	os	469	312
latin	uncoupled	0.0	3	edy	L	i	446	253
latin	uncoupled	0.0	3	od	S	ci	445	222
latin	uncoupled	0.0	3	Sedy	L	a	418	173
latin	uncoupled	0.0	3	am	L	i	408	242
latin	uncoupled	0.0	3	olk	S	er	402	152
latin	uncoupled	0.0	3	yk	L	s	396	149
latin	uncoupled	0.0	3	Cor	L	a	376	100
latin	uncoupled	0.0	3	yt	L	s	375	90
latin	uncoupled	0.0	3	r	L	m	374	250
latin	uncoupled	0.0	3	qo	L	e	371	233
latin	uncoupled	0.0	3	Co	S	te	364	121
latin	uncoupled	0.0	3	dal	L	a	362	174
latin	uncoupled	0.0	3	T	S	li	344	121
latin	uncoupled	0.0	3	dar	L	a	341	227
latin	uncoupled	0.0	3	Cdy	L	a	331	167
latin	uncoupled	0.0	3	a	N		278	128
latin	uncoupled	0.0	3	Ky	L	t	273	120
latin	uncoupled	0.0	3	ai	S	tu	264	143
latin	uncoupled	0.0	3	air	L	i	254	210
latin	uncoupled	0.0	3	Ty	L	t	251	74
latin	uncoupled	0.0	3	K	S	st	250	98
latin	uncoupled	0.0	3	Sey	L	a	236	148
latin	uncoupled	0.0	3	N	L	m	222	88
latin	uncoupled	0.0	3	f	N		220	104
latin	uncoupled	0.0	3	ky	L	s	204	69
latin	uncoupled	0.0	3	So	L	e	201	76
latin	uncoupled	0.0	3	qokaI	W	caesar	201	74
latin	uncoupled	0.0	3	i	S	ra	199	118
latin	uncoupled	0.0	3	op	L	d	198	110
latin	uncoupled	0.0	3	Sol	W	exercitum	195	51
latin	uncoupled	0.0	3	qokaN	W	atque	190	72
latin	uncoupled	0.0	3	qokEdy	W	quod	189	105
latin	uncoupled	0.0	3	qokal	W	castris	187	41
latin	uncoupled	0.0	3	qokedy	W	quibus	185	62
latin	uncoupled	0.0	3	CE	L	i	178	98
latin	uncoupled	0.0	3	Sy	L	e	173	68
latin	uncoupled	0.0	3	eol	L	i	173	75
latin	uncoupled	0.0	3	q	L	c	173	71
latin	uncoupled	0.0	3	CEy	L	m	171	113
latin	uncoupled	0.0	3	Ceol	L	c	167	77
latin	uncoupled	0.0	3	daI	W	propter	165	148
latin	uncoupled	0.0	3	os	L	s	164	86
latin	uncoupled	0.0	3	qol	L	c	158	45
latin	uncoupled	0.0	3	lk	L	s	156	249
latin	uncoupled	0.0	3	qokEy	W	neque	149	134
latin	uncoupled	0.0	3	okaN	W	eorum	144	92
latin	uncoupled	0.0	3	okal	W	proelio	143	52
latin	uncoupled	0.0	3	m	L	m	138	80
latin	uncoupled	0.0	3	otal	L	e	130	48
latin	uncoupled	0.0	3	oky	L	c	129	44
latin	uncoupled	0.0	3	oty	L	c	127	48
latin	uncoupled	0.0	3	P	L	s	107	66
latin	uncoupled	0.0	3	n	L	t	86	37
latin	uncoupled	0.0	3	g	L	i	73	38
latin	uncoupled	0.0	3	F	L	e	35	13
latin	uncoupled	0.0	3	I	L	t	18	9
latin	uncoupled	0.0	3	x	L	m	14	11
latin	uncoupled	0.0	3	b	L	e	12	3
latin	uncoupled	0.0	3	j	N		7	3
latin	uncoupled	0.0	3	u	L	t	5	3
latin	uncoupled	0.0	3	c	L	q	4	1
latin	uncoupled	0.0	3	h	N		2	1
latin	uncoupled	0.0	3	z	N		2	1
latin	uncoupled	0.0	3	v	L	g	1	0
latin	uncoupled	0.0	4	ol	D	ii	1825	712
latin	uncoupled	0.0	4	y	S	ere	1554	554
latin	uncoupled	0.0	4	C	D	cc	1445	711
latin	uncoupled	0.0	4	ar	S	is	1423	766
latin	uncoupled	0.0	4	or	S	que	1322	535
latin	uncoupled	0.0	4	s	S	de	1322	486
latin	uncoupled	0.0	4	aN	S	re	1169	556
latin	uncoupled	0.0	4	d	S	no	1144	597
latin	uncoupled	0.0	4	o	D	ee	1126	609
latin	uncoupled	0.0	4	ok	S	su	1084	625
latin	uncoupled	0.0	4	ot	S	vi	1033	689
latin	uncoupled	0.0	4	k	D	xx	1025	478
latin	uncoupled	0.0	4	al	S	it	915	476
latin	uncoupled	0.0	4	S	S	es	910	439
latin	uncoupled	0.0	4	t	S	di	883	359
latin	uncoupled	0.0	4	Ce	S	an	866	609
latin	uncoupled	0.0	4	qok	S	tr	862	444
latin	uncoupled	0.0	4	daN	W	omnibus	844	387
latin	uncoupled	0.0	4	Cedy	S	et	732	448
latin	uncoupled	0.0	4	qot	S	qu	727	353
latin	uncoupled	0.0	4	e	N		699	453
latin	uncoupled	0.0	4	Cy	S	am	671	212
latin	uncoupled	0.0	4	E	N		669	497
latin	uncoupled	0.0	4	l	S	pr	666	524
latin	uncoupled	0.0	4	ody	S	ent	608	272
latin	uncoupled	0.0	4	dy	S	se	603	204
latin	uncoupled	0.0	4	aI	S	nt	597	414
latin	uncoupled	0.0	4	p	S	er	572	338
latin	uncoupled	0.0	4	Se	S	si	570	260
latin	uncoupled	0.0	4	Col	S	in	522	188
latin	uncoupled	0.0	4	Cey	S	ne	521	264
latin	uncoupled	0.0	4	Ey	S	os	505	370
latin	uncoupled	0.0	4	ey	S	um	498	259
latin	uncoupled	0.0	4	Edy	S	ae	469	312
latin	uncoupled	0.0	4	edy	L	i	446	253
latin	uncoupled	0.0	4	od	S	tu	445	222
latin	uncoupled	0.0	4	Sedy	L	a	418	173
latin	uncoupled	0.0	4	am	L	s	408	242
latin	uncoupled	0.0	4	olk	S	cu	402	152
latin	uncoupled	0.0	4	yk	L	e	396	149
latin	uncoupled	0.0	4	Cor	L	a	376	100
latin	uncoupled	0.0	4	yt	L	i	375	90
latin	uncoupled	0.0	4	r	L	a	374	250
latin	uncoupled	0.0	4	qo	L	p	371	233
latin	uncoupled	0.0	4	Co	S	at	364	121
latin	uncoupled	0.0	4	dal	L	a	362	174
latin	uncoupled	0.0	4	T	S	us	344	121
latin	uncoupled	0.0	4	dar	L	a	341	227
latin	uncoupled	0.0	4	Cdy	L	e	331	167
latin	uncoupled	0.0	4	a	N		278	128
latin	uncoupled	0.0	4	Ky	L	t	273	120
latin	uncoupled	0.0	4	ai	S	st	264	143
latin	uncoupled	0.0	4	air	L	s	254	210
latin	uncoupled	0.0	4	Ty	L	t	251	74
latin	uncoupled	0.0	4	K	S	ar	250	98
latin	uncoupled	0.0	4	Sey	L	a	236	148
latin	uncoupled	0.0	4	N	L	i	222	88
latin	uncoupled	0.0	4	f	N		220	104
latin	uncoupled	0.0	4	ky	L	t	204	69
latin	uncoupled	0.0	4	So	L	e	201	76
latin	uncoupled	0.0	4	qokaI	W	caesar	201	74
latin	uncoupled	0.0	4	i	S	im	199	118
latin	uncoupled	0.0	4	op	L	d	198	110
latin	uncoupled	0.0	4	Sol	W	exercitum	195	51
latin	uncoupled	0.0	4	qokaN	W	quibus	190	72
latin	uncoupled	0.0	4	qokEdy	W	quod	189	105
latin	uncoupled	0.0	4	qokal	W	castris	187	41
latin	uncoupled	0.0	4	qokedy	W	atque	185	62
latin	uncoupled	0.0	4	CE	L	e	178	98
latin	uncoupled	0.0	4	Sy	L	m	173	68
latin	uncoupled	0.0	4	eol	L	i	173	75
latin	uncoupled	0.0	4	q	L	s	173	71
latin	uncoupled	0.0	4	CEy	L	c	171	113
latin	uncoupled	0.0	4	Ceol	L	e	167	77
latin	uncoupled	0.0	4	daI	W	propter	165	148
latin	uncoupled	0.0	4	os	L	i	164	86
latin	uncoupled	0.0	4	qol	L	c	158	45
latin	uncoupled	0.0	4	lk	L	i	156	249
latin	uncoupled	0.0	4	qokEy	W	neque	149	134
latin	uncoupled	0.0	4	okaN	W	eorum	144	92
latin	uncoupled	0.0	4	okal	W	proelio	143	52
latin	uncoupled	0.0	4	m	L	e	138	80
latin	uncoupled	0.0	4	otal	L	c	130	48
latin	uncoupled	0.0	4	oky	L	c	129	44
latin	uncoupled	0.0	4	oty	L	c	127	48
latin	uncoupled	0.0	4	P	L	t	107	66
latin	uncoupled	0.0	4	n	L	s	86	37
latin	uncoupled	0.0	4	g	L	s	73	38
latin	uncoupled	0.0	4	F	L	t	35	13
latin	uncoupled	0.0	4	I	L	t	18	9
latin	uncoupled	0.0	4	x	L	d	14	11
latin	uncoupled	0.0	4	b	L	o	12	3
latin	uncoupled	0.0	4	j	N		7	3
latin	uncoupled	0.0	4	u	L	s	5	3
latin	uncoupled	0.0	4	c	L	x	4	1
latin	uncoupled	0.0	4	h	N		2	1
latin	uncoupled	0.0	4	z	N		2	1
latin	uncoupled	0.0	4	v	L	m	1	0
latin	uncoupled	0.0	5	ol	D	ii	1825	712
latin	uncoupled	0.0	5	y	S	que	1554	554
latin	uncoupled	0.0	5	C	D	xx	1445	711
latin	uncoupled	0.0	5	ar	S	is	1423	766
latin	uncoupled	0.0	5	or	S	ent	1322	535
latin	uncoupled	0.0	5	s	S	in	1322	486
latin	uncoupled	0.0	5	aN	S	ere	1169	556
latin	uncoupled	0.0	5	d	S	re	1144	597
latin	uncoupled	0.0	5	o	D	ee	1126	609
latin	uncoupled	0.0	5	ok	S	tr	1084	625
latin	uncoupled	0.0	5	ot	S	su	1033	689
latin	uncoupled	0.0	5	k	D	cc	1025	478
latin	uncoupled	0.0	5	al	S	it	915	476
latin	uncoupled	0.0	5	S	S	di	910	439
latin	uncoupled	0.0	5	t	S	st	883	359
latin	uncoupled	0.0	5	Ce	S	ar	866	609
latin	uncoupled	0.0	5	qok	S	pr	862	444
latin	uncoupled	0.0	5	daN	W	omnibus	844	387
latin	uncoupled	0.0	5	Cedy	S	et	732	448
latin	uncoupled	0.0	5	qot	S	qu	727	353
latin	uncoupled	0.0	5	e	N		699	453
latin	uncoupled	0.0	5	Cy	S	ae	671	212
latin	uncoupled	0.0	5	E	N		669	497
latin	uncoupled	0.0	5	l	S	de	666	524
latin	uncoupled	0.0	5	ody	S	us	608	272
latin	uncoupled	0.0	5	dy	S	ne	603	204
latin	uncoupled	0.0	5	aI	S	em	597	414
latin	uncoupled	0.0	5	p	S	er	572	338
latin	uncoupled	0.0	5	Se	S	vi	570	260
latin	uncoupled	0.0	5	Col	S	se	522	188
latin	uncoupled	0.0	5	Cey	S	si	521	264
latin	uncoupled	0.0	5	Ey	S	um	505	370
latin	uncoupled	0.0	5	ey	S	os	498	259
latin	uncoupled	0.0	5	Edy	S	am	469	312
latin	uncoupled	0.0	5	edy	L	i	446	253
latin	uncoupled	0.0	5	od	S	at	445	222
latin	uncoupled	0.0	5	Sedy	L	a	418	173
latin	uncoupled	0.0	5	am	L	i	408	242
latin	uncoupled	0.0	5	olk	S	un	402	152
latin	uncoupled	0.0	5	yk	L	s	396	149
