lookup_id	register	visible_owner	visible_surface	resolved_entry_id	master_or_local_head	short_workshop_reading_de	component_or_local_parse	namespace	source_occurrences	lookup_rule_de	orientation_rule	crosspage_rule
PR011	PROSE	NOT_REQUIRED	chdal	MC001	chdal	dort umsetzen	CHD_TRANSFER+AL_TO	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR012	PROSE	NOT_REQUIRED	chdy	MC074	chdy	laufenden Posten umsetzen	CHD~CHED_TRANSFER+Y_ITEM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR013	PROSE	NOT_REQUIRED	cheal	MC154	al	dorthin	AL_TO	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR014	PROSE	NOT_REQUIRED	chealror	MC146	chealror	Ansatz von dort zur Zielstelle	AL_TO+R_FRAME+OR_BATCH	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR015	PROSE	NOT_REQUIRED	checthy	MC161	checthy	bereit	CTH_READY+Y_CURRENT	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR016	PROSE	NOT_REQUIRED	chedain	MC145	chedain	Portion umsetzen	CHED_TRANSFER+AIN_PORTION	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR017	PROSE	NOT_REQUIRED	chedchy	MC064	chedchy	diesen Posten überführen	CHED_TRANSFER+CHY_ITEM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR018	PROSE	NOT_REQUIRED	chedy	MC074	chdy	laufenden Posten umsetzen	CHD~CHED_TRANSFER+Y_ITEM	PROSE_SHARED_MASTER_DICTIONARY	10	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR019	PROSE	NOT_REQUIRED	cheeckhody	MC099	cheeckhody	auftragen	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR020	PROSE	NOT_REQUIRED	cheedar	MC042	cheedar	von dort umsetzen	CHED_TRANSFER+AR_FROM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR021	PROSE	NOT_REQUIRED	cheedy	MC128	cheedy	kurz absetzen lassen; Schluss	SHED_SETTLE+GRADE_1+DY_CLOSE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR022	PROSE	NOT_REQUIRED	cheeety	MC094	cheeety	ganzen Teilposten	EEE_FULL+TY_PART	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR023	PROSE	NOT_REQUIRED	cheeky	MC032	cheeky	länger erwärmen und offen halten	CHK_WARM+GRADE_2+Y_OPEN	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR024	PROSE	NOT_REQUIRED	cheey	MC119	cheey	klarer Auszug	SHEY_CLEAR_LIQUID_WHOLE	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR025	PROSE	NOT_REQUIRED	cheky	MC147	cheky	kurz wärmen	CHK_WARM+GRADE_1+Y_OPEN	PROSE_SHARED_MASTER_DICTIONARY	3	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR026	PROSE	NOT_REQUIRED	cheoar	MC085	cheoar	Auszug entnehmen	CHEO_EXTRACT+AR_SOURCE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR027	PROSE	NOT_REQUIRED	cheol	MC153	cheol	fortsetzen	OL_CONTINUE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR028	PROSE	NOT_REQUIRED	ches	MC152	ches	teilen	MEMORIZED_WHOLE_CARD	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR029	PROSE	NOT_REQUIRED	chety	MC086	chety	Teil abtrennen	CH_PARTITION+TY_PART	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR030	PROSE	NOT_REQUIRED	chey	MC123	chey	dieser Posten	Y_CURRENT_ITEM_CARD	PROSE_SHARED_MASTER_DICTIONARY	7	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR031	PROSE	NOT_REQUIRED	chkain	MC105	chkain	eine Portion	AIN_PORTION	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR032	PROSE	NOT_REQUIRED	chkeedy	MC110	chkeedy	länger wärmen; Schluss	CHK_WARM+GRADE_2+DY_CLOSE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR033	PROSE	NOT_REQUIRED	chkeey	MC166	chkeey	diesen Posten länger warm halten	CHK_WARM+GRADE_2+Y_CURRENT	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR034	PROSE	NOT_REQUIRED	chldaiin	MC144	chldaiin	Absetzmaß	CHLD_SETTLE+AIIN_MEASURE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR035	PROSE	NOT_REQUIRED	cho	MC034	cho	Zutat	HO_INGREDIENT	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR036	PROSE	NOT_REQUIRED	chochor	MC125	chochor	Zutatenansatz	HO_INGREDIENT+OR_BATCH	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR037	PROSE	NOT_REQUIRED	chodaiin	MC087	chodaiin	Zutatenmaß	HO_INGREDIENT+AIIN_MEASURE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR038	PROSE	NOT_REQUIRED	chodaly	MC010	chodaly	diese Zutat zur Stelle bringen	HO_INGREDIENT+AL_TO+Y_ITEM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR039	PROSE	NOT_REQUIRED	chokcheo	MC006	chokcheo	Auszug zugeben	CH_RENDERER+OK_ADD+CHEO_EXTRACT	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR040	PROSE	NOT_REQUIRED	chokchy	MC103	chokchy	Posten zur Weiterbearbeitung ansetzen	OK_SET+CH_WRAPPER+Y_OPEN	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR041	PROSE	NOT_REQUIRED	choky	MC026	choky	aktuellen Posten ansetzen	OK_SET+Y_OPEN	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR042	PROSE	NOT_REQUIRED	chol	MC153	cheol	fortsetzen	OL_CONTINUE	PROSE_SHARED_MASTER_DICTIONARY	3	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR043	PROSE	NOT_REQUIRED	cholor	MC157	cholor	Fortsetzungsansatz	OL_CONTINUE+OR_BATCH	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR044	PROSE	NOT_REQUIRED	chor	MC080	chor	Ansatz	OR_BATCH	PROSE_SHARED_MASTER_DICTIONARY	3	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR045	PROSE	NOT_REQUIRED	choy	MC131	choy	diese Zutat	HO_INGREDIENT+Y_CURRENT	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR046	PROSE	NOT_REQUIRED	chty	MC086	chety	Teil abtrennen	CH_PARTITION+TY_PART	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR047	PROSE	NOT_REQUIRED	chy	MC123	chey	dieser Posten	Y_CURRENT_ITEM_CARD	PROSE_SHARED_MASTER_DICTIONARY	3	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR048	PROSE	NOT_REQUIRED	cphy	MC156	cphy	nachseihen	MEMORIZED_WHOLE_CARD	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR049	PROSE	NOT_REQUIRED	cthaiin	MC169	cthaiin	Fertigmaß	CTH_READY+AIIN_MEASURE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR050	PROSE	NOT_REQUIRED	cthoor	MC158	cthoor	Ansatz bereit	CTH_READY+OR_BATCH	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR051	PROSE	NOT_REQUIRED	cthy	MC161	checthy	bereit	CTH_READY+Y_CURRENT	PROSE_SHARED_MASTER_DICTIONARY	3	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR052	PROSE	NOT_REQUIRED	daiiin	MC172	daiiin	Öffnungsstufe	DA+IIN_PORT_GRADE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR053	PROSE	NOT_REQUIRED	daiin	MC039	aiin	Sollmaß	AIIN_TARGET_MEASURE	PROSE_SHARED_MASTER_DICTIONARY	11	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR054	PROSE	NOT_REQUIRED	dain	MC059	dain	Tuch	DAIN_CLOTH_WHOLE	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR055	PROSE	NOT_REQUIRED	dairydy	MC091	dairydy	Wasserlauf schliessen; Schluss	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR056	PROSE	NOT_REQUIRED	dal	MC154	al	dorthin	AL_TO	PROSE_SHARED_MASTER_DICTIONARY	5	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR057	PROSE	NOT_REQUIRED	dalchdy	MC031	dalchdy	dorthin umsetzen; Schluss	D+AL_TO+CHD_TRANSFER+CLOSE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR058	PROSE	NOT_REQUIRED	daldy	MC079	daldy	Nebenoeffnung; Schluss	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR059	PROSE	NOT_REQUIRED	dar	MC055	char	aus dem Ansatz	AR_FROM	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR060	PROSE	NOT_REQUIRED	dchdy	MC139	dchdy	weitergeführten Posten überführen; Schluss	D+CHD_TRANSFER+CLOSE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR061	PROSE	NOT_REQUIRED	dchedy	MC025	dchedy	Posten überführen; Schluss	CHED_TRANSFER+TERMINAL	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR062	PROSE	NOT_REQUIRED	dchey	MC071	dchey	Wurzel	MEMORIZED_WHOLE_CARD	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR063	PROSE	NOT_REQUIRED	dchol	MC142	dchol	Voriges	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR064	PROSE	NOT_REQUIRED	dl	MC012	dl	Zusatz	DL_BATH_ADDITIVE_WHOLE_CARD	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR065	PROSE	NOT_REQUIRED	dshedy	MC138	dshedy	Frischwasser	DSHE_FRESH_WATER+DY_CLOSE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR066	PROSE	NOT_REQUIRED	dsheol	MC076	dsheol	kurz weiter ruhen lassen	SH_REST+E_SHORT+OL_CONTINUE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR067	PROSE	NOT_REQUIRED	dy	MC123	chey	dieser Posten	Y_CURRENT_ITEM_CARD	PROSE_SHARED_MASTER_DICTIONARY	5	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR068	PROSE	NOT_REQUIRED	etyd	MC108	etyd	kleiner Restteil	E_SHORT+TY_PART+D_LOCAL	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR069	PROSE	NOT_REQUIRED	kaiiin	MC048	kaiiin	Weichstufe	K_SOFT+IIN_TARGET_STAGE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR070	PROSE	NOT_REQUIRED	kain	MC105	chkain	eine Portion	AIN_PORTION	PROSE_SHARED_MASTER_DICTIONARY	2	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR071	PROSE	NOT_REQUIRED	kair	MC023	kair	Beckenwasser	K_BASIN+AIR_WATER	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR072	PROSE	NOT_REQUIRED	kchal	MC077	kchal	an der Zielstelle bearbeiten	KCH_PROCESS+AL_TO	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR073	PROSE	NOT_REQUIRED	kchey	MC122	kchey	diesen Posten kurz bearbeiten	KCH_PROCESS+E_SHORT+Y_CURRENT	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR074	PROSE	NOT_REQUIRED	kchoar	MC136	kchoar	Auszug daraus	K_HULL+CHEO_EXTRACT+AR_FROM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR075	PROSE	NOT_REQUIRED	kchol	MC090	kchol	weiter bearbeiten	KCH_PROCESS+OL_CONTINUE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR076	PROSE	NOT_REQUIRED	kchy	MC117	kchy	diesen Posten bearbeiten	KCH_PROCESS+Y_CURRENT	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR077	PROSE	NOT_REQUIRED	keol	MC104	keol	kurz weiterbearbeiten	E_SHORT+OL_CONTINUE	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR078	PROSE	NOT_REQUIRED	lar	MC029	lar	von dort abfuehren	L_OUT+AR_FROM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR079	PROSE	NOT_REQUIRED	lcheckhedy	MC133	lcheckhedy	abseihen; Schluss	L_OUT+CKHE_STRAIN+TERMINAL	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR080	PROSE	NOT_REQUIRED	lcheckhy	MC168	lcheckhy	Ausgangsdurchlass	L_OUT+CKH_THROUGH+Y_ITEM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR081	PROSE	NOT_REQUIRED	lched	MC127	lched	abführen	L_OUT+CHED_TRANSFER	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR082	PROSE	NOT_REQUIRED	lchedal	MC051	lchedal	zur Ablaufstelle führen	L_OUT+CHED_TRANSFER+AL_TO	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
PR083	PROSE	NOT_REQUIRED	lchedar	MC011	lchedar	von dort abführen	L_OUT+CHED_TRANSFER+AR_FROM	PROSE_SHARED_MASTER_DICTIONARY	1	sichtbare Form direkt im Prosa-Meisterbuch nachschlagen	STATEMENT_ORDER__LINE_BREAK_NOT_SENTENCE_END	PROSE_REGISTER_ONLY
