unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	lookup_id	resolved_entry_id	resolved_reading_de	lookup_status
U019	PROSE	f10r	E019	H2-S001	NOT_REQUIRED	qoctholy	PR139	MC115	bereiten Posten weiterfuehren	DIRECT_PROSE_SURFACE_PASS
U020	PROSE	f10r	E020	H2-S001	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U021	PROSE	f10r	E021	H2-S001	NOT_REQUIRED	chy	PR047	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U022	PROSE	f10r	E022	H2-S001	NOT_REQUIRED	taiin	PR215	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U023	PROSE	f10r	E023	H2-S001	NOT_REQUIRED	shy	PR201	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U024	PROSE	f10r	E024	H2-S002	NOT_REQUIRED	qotchor	PR167	MC013	Folgeansatz	DIRECT_PROSE_SURFACE_PASS
U025	PROSE	f10r	E025	H2-S002	NOT_REQUIRED	chor	PR044	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS
U026	PROSE	f10r	E026	H2-S002	NOT_REQUIRED	otol	PR131	MC053	danach fortsetzen	DIRECT_PROSE_SURFACE_PASS
U027	PROSE	f10r	E027	H2-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U028	PROSE	f10r	E028	H2-S002	NOT_REQUIRED	cholor	PR043	MC157	Fortsetzungsansatz	DIRECT_PROSE_SURFACE_PASS
U029	PROSE	f10r	E029	H2-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U030	PROSE	f10r	E030	H2-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U031	PROSE	f10r	E031	H2-S002	NOT_REQUIRED	dar	PR059	MC055	aus dem Ansatz	DIRECT_PROSE_SURFACE_PASS
U032	PROSE	f10r	E032	H2-S003	NOT_REQUIRED	oykchor	PR133	MC027	Ansatzgefäß	DIRECT_PROSE_SURFACE_PASS
U033	PROSE	f10r	E033	H2-S003	NOT_REQUIRED	shor	PR199	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS
U034	PROSE	f10r	E034	H2-S003	NOT_REQUIRED	chor	PR044	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS
U035	PROSE	f10r	E035	H2-S003	NOT_REQUIRED	chy	PR047	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U036	PROSE	f10r	E036	H2-S003	NOT_REQUIRED	kaiiin	PR069	MC048	Weichstufe	DIRECT_PROSE_SURFACE_PASS
U037	PROSE	f10r	E037	H2-S003	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U038	PROSE	f10r	E038	H2-S003	NOT_REQUIRED	chodaiin	PR037	MC087	Zutatenmaß	DIRECT_PROSE_SURFACE_PASS
U039	PROSE	f11r	E039	H3-S001	NOT_REQUIRED	tshol	PR224	MC098	Zutat entnehmen	DIRECT_PROSE_SURFACE_PASS
U040	PROSE	f11r	E040	H3-S001	NOT_REQUIRED	schoal	PR181	MC049	Zutat an die Arbeitsstelle geben	DIRECT_PROSE_SURFACE_PASS
U041	PROSE	f11r	E041	H3-S001	NOT_REQUIRED	cfhy	PR003	MC129	auswringen	DIRECT_PROSE_SURFACE_PASS
U042	PROSE	f11r	E042	H3-S001	NOT_REQUIRED	shfydaiin	PR197	MC111	Standmaß	DIRECT_PROSE_SURFACE_PASS
U043	PROSE	f11r	E043	H3-S001	NOT_REQUIRED	cphy	PR048	MC156	nachseihen	DIRECT_PROSE_SURFACE_PASS
U044	PROSE	f11r	E044	H3-S001	NOT_REQUIRED	shey	PR196	MC119	klarer Auszug	DIRECT_PROSE_SURFACE_PASS
U045	PROSE	f11r	E045	H3-S001	NOT_REQUIRED	tchody	PR219	MC037	kalt stellen	DIRECT_PROSE_SURFACE_PASS
U046	PROSE	f11r	E046	H3-S002	NOT_REQUIRED	shoyty	PR200	MC062	Zutatenteil	DIRECT_PROSE_SURFACE_PASS
U047	PROSE	f11r	E047	H3-S003	NOT_REQUIRED	dchol	PR063	MC142	Voriges	DIRECT_PROSE_SURFACE_PASS
U048	PROSE	f11r	E048	H3-S003	NOT_REQUIRED	chy	PR047	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U049	PROSE	f11r	E049	H3-S003	NOT_REQUIRED	kchy	PR076	MC117	diesen Posten bearbeiten	DIRECT_PROSE_SURFACE_PASS
U050	PROSE	f11r	E050	H3-S003	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U051	PROSE	f11r	E051	H3-S003	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U052	PROSE	f11r	E052	H3-S004	NOT_REQUIRED	qotchy	PR168	MC107	anschließender Arbeitsposten	DIRECT_PROSE_SURFACE_PASS
U053	PROSE	f11r	E053	H3-S004	NOT_REQUIRED	okchol	PR105	MC041	weiterlaufenden Posten aufnehmen	DIRECT_PROSE_SURFACE_PASS
U054	PROSE	f11r	E054	H3-S004	NOT_REQUIRED	cthy	PR051	MC161	bereit	DIRECT_PROSE_SURFACE_PASS
U055	PROSE	f11r	E055	H3-S004	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U056	PROSE	f55v	E056	H4-S001	NOT_REQUIRED	qokaiin	PR140	MC120	auf Sollmaß einstellen	DIRECT_PROSE_SURFACE_PASS
U057	PROSE	f55v	E057	H4-S001	NOT_REQUIRED	chaiin	PR004	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U058	PROSE	f55v	E058	H4-S001	NOT_REQUIRED	ykain	PR228	MC047	Postenportion	DIRECT_PROSE_SURFACE_PASS
U059	PROSE	f55v	E059	H4-S001	NOT_REQUIRED	ykan	PR229	MC148	dieser Anteil	DIRECT_PROSE_SURFACE_PASS
U060	PROSE	f55v	E060	H4-S001	NOT_REQUIRED	ody	PR098	MC100	kühlen	DIRECT_PROSE_SURFACE_PASS
U061	PROSE	f55v	E061	H4-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U062	PROSE	f55v	E062	H4-S002	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS
U063	PROSE	f55v	E063	H4-S002	NOT_REQUIRED	talam	PR217	MC160	am Ziel verwahren	DIRECT_PROSE_SURFACE_PASS
U064	PROSE	f55v	E064	H4-S003	NOT_REQUIRED	ykaiin	PR227	MC170	Postenmaß	DIRECT_PROSE_SURFACE_PASS
U065	PROSE	f55v	E065	H4-S003	NOT_REQUIRED	cheoar	PR026	MC085	Auszug entnehmen	DIRECT_PROSE_SURFACE_PASS
U066	PROSE	f55v	E066	H4-S003	NOT_REQUIRED	cheeky	PR023	MC032	länger erwärmen und offen halten	DIRECT_PROSE_SURFACE_PASS
U067	PROSE	f55v	E067	H4-S003	NOT_REQUIRED	oldy	PR113	MC019	Fortsetzung abschließen	DIRECT_PROSE_SURFACE_PASS
U068	PROSE	f55v	E068	H4-S004	NOT_REQUIRED	aiin	PR001	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U069	PROSE	f55v	E069	H4-S004	NOT_REQUIRED	okal	PR103	MC040	dort ansetzen	DIRECT_PROSE_SURFACE_PASS
U070	PROSE	f55v	E070	H4-S004	NOT_REQUIRED	oltchy	PR118	MC021	bereiten Posten weiterführen	DIRECT_PROSE_SURFACE_PASS
U071	PROSE	f55v	E071	H4-S004	NOT_REQUIRED	or	PR119	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS
U072	PROSE	f55v	E072	H4-S004	NOT_REQUIRED	y	PR225	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U073	PROSE	f55v	E073	H4-S004	NOT_REQUIRED	orain	PR120	MC072	Ansatzportion	DIRECT_PROSE_SURFACE_PASS
U074	PROSE	f56r	E074	H5-S001	NOT_REQUIRED	chochor	PR036	MC125	Zutatenansatz	DIRECT_PROSE_SURFACE_PASS
U075	PROSE	f56r	E075	H5-S001	NOT_REQUIRED	cho	PR035	MC034	Zutat	DIRECT_PROSE_SURFACE_PASS
U076	PROSE	f56r	E076	H5-S001	NOT_REQUIRED	chodaly	PR038	MC010	diese Zutat zur Stelle bringen	DIRECT_PROSE_SURFACE_PASS
U077	PROSE	f56r	E077	H5-S001	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U078	PROSE	f56r	E078	H5-S001	NOT_REQUIRED	sho	PR198	MC034	Zutat	DIRECT_PROSE_SURFACE_PASS
U079	PROSE	f56r	E079	H5-S001	NOT_REQUIRED	kchol	PR075	MC090	weiter bearbeiten	DIRECT_PROSE_SURFACE_PASS
U080	PROSE	f56r	E080	H5-S001	NOT_REQUIRED	otchor	PR128	MC013	Folgeansatz	DIRECT_PROSE_SURFACE_PASS
U081	PROSE	f56r	E081	H5-S001	NOT_REQUIRED	choky	PR041	MC026	aktuellen Posten ansetzen	DIRECT_PROSE_SURFACE_PASS
U082	PROSE	f56r	E082	H5-S001	NOT_REQUIRED	dal	PR056	MC154	dorthin	DIRECT_PROSE_SURFACE_PASS
U083	PROSE	f56r	E083	H5-S002	NOT_REQUIRED	schol	PR182	MC142	Voriges	DIRECT_PROSE_SURFACE_PASS
U084	PROSE	f56r	E084	H5-S002	NOT_REQUIRED	choy	PR045	MC131	diese Zutat	DIRECT_PROSE_SURFACE_PASS
U085	PROSE	f56r	E085	H5-S002	NOT_REQUIRED	choky	PR041	MC026	aktuellen Posten ansetzen	DIRECT_PROSE_SURFACE_PASS
U086	PROSE	f56r	E086	H5-S002	NOT_REQUIRED	cheeckhody	PR019	MC099	auftragen	DIRECT_PROSE_SURFACE_PASS
U087	PROSE	f56r	E087	H5-S003	NOT_REQUIRED	sh	PR183	MC114	Staengel	DIRECT_PROSE_SURFACE_PASS
U088	PROSE	f56r	E088	H5-S003	NOT_REQUIRED	cho	PR035	MC034	Zutat	DIRECT_PROSE_SURFACE_PASS
U089	PROSE	f56r	E089	H5-S003	NOT_REQUIRED	kchey	PR073	MC122	diesen Posten kurz bearbeiten	DIRECT_PROSE_SURFACE_PASS
U090	PROSE	f56r	E090	H5-S003	NOT_REQUIRED	qokokchy	PR154	MC015	erneut ansetzen	DIRECT_PROSE_SURFACE_PASS
U091	PROSE	f56r	E091	H5-S004	NOT_REQUIRED	okchy	PR106	MC103	Posten zur Weiterbearbeitung ansetzen	DIRECT_PROSE_SURFACE_PASS
U092	PROSE	f56r	E092	H5-S004	NOT_REQUIRED	chokcheo	PR039	MC006	Auszug zugeben	DIRECT_PROSE_SURFACE_PASS
U093	PROSE	f56r	E093	H5-S004	NOT_REQUIRED	kchal	PR072	MC077	an der Zielstelle bearbeiten	DIRECT_PROSE_SURFACE_PASS
U094	PROSE	f56r	E094	H5-S005	NOT_REQUIRED	sho	PR198	MC034	Zutat	DIRECT_PROSE_SURFACE_PASS
U095	PROSE	f56r	E095	H5-S005	NOT_REQUIRED	chokchy	PR040	MC103	Posten zur Weiterbearbeitung ansetzen	DIRECT_PROSE_SURFACE_PASS
U096	PROSE	f56r	E096	H5-S005	NOT_REQUIRED	kchoar	PR074	MC136	Auszug daraus	DIRECT_PROSE_SURFACE_PASS
U097	PROSE	f56r	E097	H5-S005	NOT_REQUIRED	sotodan	PR212	MC068	danach anwenden	DIRECT_PROSE_SURFACE_PASS
U098	PROSE	f56r	E098	H5-S006	NOT_REQUIRED	otchey	PR127	MC171	nächster Teilposten	DIRECT_PROSE_SURFACE_PASS
U099	PROSE	f56r	E099	H5-S006	NOT_REQUIRED	keol	PR077	MC104	kurz weiterbearbeiten	DIRECT_PROSE_SURFACE_PASS
U100	PROSE	f56r	E100	H5-S006	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U101	PROSE	f81v	E101	B1-S001	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS
U102	PROSE	f81v	E102	B1-S002	NOT_REQUIRED	okaiin	PR100	MC120	auf Sollmaß einstellen	DIRECT_PROSE_SURFACE_PASS
U103	PROSE	f81v	E103	B1-S002	NOT_REQUIRED	kair	PR071	MC023	Beckenwasser	DIRECT_PROSE_SURFACE_PASS
U104	PROSE	f81v	E104	B1-S002	NOT_REQUIRED	okal	PR103	MC040	dort ansetzen	DIRECT_PROSE_SURFACE_PASS
U105	PROSE	f81v	E105	B1-S002	NOT_REQUIRED	sar	PR178	MC055	aus dem Ansatz	DIRECT_PROSE_SURFACE_PASS
U106	PROSE	f81v	E106	B1-S002	NOT_REQUIRED	ol	PR111	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U107	PROSE	f81v	E107	B1-S002	NOT_REQUIRED	kain	PR070	MC105	eine Portion	DIRECT_PROSE_SURFACE_PASS
U108	PROSE	f81v	E108	B1-S002	NOT_REQUIRED	olkain	PR114	MC097	weitere Portion	DIRECT_PROSE_SURFACE_PASS
U109	PROSE	f81v	E109	B1-S002	NOT_REQUIRED	al	PR002	MC154	dorthin	DIRECT_PROSE_SURFACE_PASS
U110	PROSE	f81v	E110	B1-S002	NOT_REQUIRED	ol	PR111	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U111	PROSE	f81v	E111	B1-S002	NOT_REQUIRED	rol	PR173	MC016	vom vorigen Gang weiterführen	DIRECT_PROSE_SURFACE_PASS
U112	PROSE	f81v	E112	B1-S002	NOT_REQUIRED	dl	PR064	MC012	Zusatz	DIRECT_PROSE_SURFACE_PASS
U113	PROSE	f81v	E113	B1-S002	NOT_REQUIRED	olor	PR116	MC157	Fortsetzungsansatz	DIRECT_PROSE_SURFACE_PASS
U114	PROSE	f81v	E114	B1-S002	NOT_REQUIRED	ol	PR111	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U115	PROSE	f81v	E115	B1-S002	NOT_REQUIRED	sheckhal	PR188	MC058	kurz zur Zielstelle durchleiten	DIRECT_PROSE_SURFACE_PASS
U116	PROSE	f81v	E116	B1-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U117	PROSE	f81v	E117	B1-S002	NOT_REQUIRED	qokeedal	PR149	MC096	dort länger halten	DIRECT_PROSE_SURFACE_PASS
U118	PROSE	f81v	E118	B1-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS
U119	PROSE	f81v	E119	B1-S002	NOT_REQUIRED	chckhy	PR010	MC035	durchleiten	DIRECT_PROSE_SURFACE_PASS
U120	PROSE	f81v	E120	B1-S002	NOT_REQUIRED	schedy	PR180	MC025	Posten überführen; Schluss	DIRECT_PROSE_SURFACE_PASS
U121	PROSE	f81v	E121	B1-S003	NOT_REQUIRED	qol	PR159	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U122	PROSE	f81v	E122	B1-S003	NOT_REQUIRED	sshkchdy	PR213	MC061	schwenken	DIRECT_PROSE_SURFACE_PASS
U123	PROSE	f81v	E123	B1-S004	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS
U124	PROSE	f81v	E124	B1-S004	NOT_REQUIRED	ol	PR111	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U125	PROSE	f81v	E125	B1-S004	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS
U126	PROSE	f81v	E126	B1-S005	NOT_REQUIRED	qolchedy	PR160	MC028	weiterüberführen; Schluss	DIRECT_PROSE_SURFACE_PASS
U127	PROSE	f81v	E127	B1-S006	NOT_REQUIRED	qokain	PR141	MC017	eine Portion zugeben	DIRECT_PROSE_SURFACE_PASS
U128	PROSE	f81v	E128	B1-S006	NOT_REQUIRED	shckhy	PR185	MC035	durchleiten	DIRECT_PROSE_SURFACE_PASS
U129	PROSE	f81v	E129	B1-S006	NOT_REQUIRED	dl	PR064	MC012	Zusatz	DIRECT_PROSE_SURFACE_PASS
U130	PROSE	f81v	E130	B1-S006	NOT_REQUIRED	ral	PR171	MC056	zur Zielstelle	DIRECT_PROSE_SURFACE_PASS
U131	PROSE	f81v	E131	B1-S007	NOT_REQUIRED	qokchdy	PR145	MC088	Umsetzung ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS
U132	PROSE	f81v	E132	B1-S008	NOT_REQUIRED	chey	PR030	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U133	PROSE	f81v	E133	B1-S008	NOT_REQUIRED	ol	PR111	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U134	PROSE	f81v	E134	B1-S008	NOT_REQUIRED	cheky	PR025	MC147	kurz wärmen	DIRECT_PROSE_SURFACE_PASS
U135	PROSE	f81v	E135	B1-S008	NOT_REQUIRED	ol	PR111	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U136	PROSE	f81v	E136	B1-S008	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS
U137	PROSE	f81v	E137	B1-S009	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS
U138	PROSE	f81v	E138	B1-S010	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS
U139	PROSE	f81v	E139	B1-S011	NOT_REQUIRED	chckhy	PR010	MC035	durchleiten	DIRECT_PROSE_SURFACE_PASS
U140	PROSE	f81v	E140	B1-S011	NOT_REQUIRED	qoky	PR157	MC026	aktuellen Posten ansetzen	DIRECT_PROSE_SURFACE_PASS
U141	PROSE	f81v	E141	B1-S012	NOT_REQUIRED	lsho	PR095	MC130	Waschgang beginnen	DIRECT_PROSE_SURFACE_PASS
U142	PROSE	f81v	E142	B1-S012	NOT_REQUIRED	qokey	PR153	MC007	kurz ansetzen	DIRECT_PROSE_SURFACE_PASS
U143	PROSE	f81v	E143	B1-S012	NOT_REQUIRED	lshedy	PR094	MC038	waschen; Schluss	DIRECT_PROSE_SURFACE_PASS
U144	PROSE	f81v	E144	B1-S013	NOT_REQUIRED	lshedy	PR094	MC038	waschen; Schluss	DIRECT_PROSE_SURFACE_PASS
U145	PROSE	f81v	E145	B1-S014	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS
U146	PROSE	f81v	E146	B1-S014	NOT_REQUIRED	qolky	PR163	MC134	auf dem Arbeitsweg weiterleiten	DIRECT_PROSE_SURFACE_PASS
U147	PROSE	f81v	E147	B1-S014	NOT_REQUIRED	lchedal	PR082	MC051	zur Ablaufstelle führen	DIRECT_PROSE_SURFACE_PASS
U148	PROSE	f81v	E148	B1-S014	NOT_REQUIRED	qol	PR159	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U149	PROSE	f81v	E149	B1-S014	NOT_REQUIRED	otar	PR124	MC121	danach von dort	DIRECT_PROSE_SURFACE_PASS
U150	PROSE	f81v	E150	B1-S015	NOT_REQUIRED	ytey	PR230	MC109	fuellen	DIRECT_PROSE_SURFACE_PASS
U151	PROSE	f81v	E151	B1-S015	NOT_REQUIRED	okchedy	PR104	MC005	angesetzten Inhalt überführen; Schluss	DIRECT_PROSE_SURFACE_PASS
U152	PROSE	f81v	E152	B1-S016	NOT_REQUIRED	qokal	PR142	MC040	dort ansetzen	DIRECT_PROSE_SURFACE_PASS
U153	PROSE	f81v	E153	B1-S016	NOT_REQUIRED	okeey	PR108	MC002	länger ansetzen	DIRECT_PROSE_SURFACE_PASS
U154	PROSE	f81v	E154	B1-S016	NOT_REQUIRED	qol	PR159	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS
U155	PROSE	f81v	E155	B1-S016	NOT_REQUIRED	cheedy	PR021	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS
U156	PROSE	f81v	E156	B1-S017	NOT_REQUIRED	sal	PR177	MC154	dorthin	DIRECT_PROSE_SURFACE_PASS
U157	PROSE	f81v	E157	B1-S017	NOT_REQUIRED	teol	PR221	MC106	kurz weiterleiten	DIRECT_PROSE_SURFACE_PASS
U158	PROSE	f81v	E158	B1-S017	NOT_REQUIRED	dchdy	PR060	MC139	weitergeführten Posten überführen; Schluss	DIRECT_PROSE_SURFACE_PASS
U159	PROSE	f81v	E159	B1-S018	NOT_REQUIRED	ly	PR096	MC118	Sammelgefäß	DIRECT_PROSE_SURFACE_PASS
U160	PROSE	f81v	E160	B1-S018	NOT_REQUIRED	dsheol	PR066	MC076	kurz weiter ruhen lassen	DIRECT_PROSE_SURFACE_PASS
U161	PROSE	f81v	E161	B1-S018	NOT_REQUIRED	oiiin	PR099	MC033	Sollstufe	DIRECT_PROSE_SURFACE_PASS
U162	PROSE	f81v	E162	B1-S018	NOT_REQUIRED	olkeedy	PR115	MC045	länger sammeln; Schluss	DIRECT_PROSE_SURFACE_PASS
U163	PROSE	f81v	E163	B1-S019	NOT_REQUIRED	tedy	PR220	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS
U164	PROSE	f81v	E164	B1-S020	NOT_REQUIRED	cheky	PR025	MC147	kurz wärmen	DIRECT_PROSE_SURFACE_PASS
U165	PROSE	f81v	E165	B1-S020	NOT_REQUIRED	shckhedy	PR184	MC143	seihen; Schluss	DIRECT_PROSE_SURFACE_PASS
U166	PROSE	f81v	E166	B1-S021	NOT_REQUIRED	chal	PR006	MC154	dorthin	DIRECT_PROSE_SURFACE_PASS
U167	PROSE	f82r	E167	B2-S001	NOT_REQUIRED	dchedy	PR061	MC025	Posten überführen; Schluss	DIRECT_PROSE_SURFACE_PASS
U168	PROSE	f82r	E168	B2-S002	NOT_REQUIRED	qolchedy	PR160	MC028	weiterüberführen; Schluss	DIRECT_PROSE_SURFACE_PASS
U169	PROSE	f82r	E169	B2-S003	NOT_REQUIRED	qokain	PR141	MC017	eine Portion zugeben	DIRECT_PROSE_SURFACE_PASS
U170	PROSE	f82r	E170	B2-S003	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS
U171	PROSE	f82r	E171	B2-S003	NOT_REQUIRED	qokeedy	PR150	MC082	länger ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS
U172	PROSE	f82r	E172	B2-S004	NOT_REQUIRED	qokal	PR142	MC040	dort ansetzen	DIRECT_PROSE_SURFACE_PASS
U173	PROSE	f82r	E173	B2-S004	NOT_REQUIRED	lcheckhy	PR080	MC168	Ausgangsdurchlass	DIRECT_PROSE_SURFACE_PASS
U174	PROSE	f82r	E174	B2-S004	NOT_REQUIRED	lched	PR081	MC127	abführen	DIRECT_PROSE_SURFACE_PASS
U175	PROSE	f82r	E175	B2-S004	NOT_REQUIRED	qokeey	PR152	MC002	länger ansetzen	DIRECT_PROSE_SURFACE_PASS
U176	PROSE	f82r	E176	B2-S004	NOT_REQUIRED	lcheckhedy	PR079	MC133	abseihen; Schluss	DIRECT_PROSE_SURFACE_PASS
U177	PROSE	f82r	E177	B2-S005	NOT_REQUIRED	qokaly	PR143	MC054	dies dort ansetzen	DIRECT_PROSE_SURFACE_PASS
U178	PROSE	f82r	E178	B2-S005	NOT_REQUIRED	solkaiin	PR205	MC036	bis Sollmass sammeln	DIRECT_PROSE_SURFACE_PASS
U179	PROSE	f82r	E179	B2-S005	NOT_REQUIRED	chckhy	PR010	MC035	durchleiten	DIRECT_PROSE_SURFACE_PASS
U180	PROSE	f82r	E180	B2-S005	NOT_REQUIRED	qokaiin	PR140	MC120	auf Sollmaß einstellen	DIRECT_PROSE_SURFACE_PASS
U181	PROSE	f82r	E181	B2-S005	NOT_REQUIRED	qokaiin	PR140	MC120	auf Sollmaß einstellen	DIRECT_PROSE_SURFACE_PASS
U182	PROSE	f82r	E182	B2-S005	NOT_REQUIRED	octheol	PR097	MC112	bereitgestellten Gang fortsetzen	DIRECT_PROSE_SURFACE_PASS
U183	PROSE	f82r	E183	B2-S005	NOT_REQUIRED	chkeey	PR033	MC166	diesen Posten länger warm halten	DIRECT_PROSE_SURFACE_PASS
U184	PROSE	f82r	E184	B2-S005	NOT_REQUIRED	ldy	PR088	MC004	abziehen; Ende	DIRECT_PROSE_SURFACE_PASS
U185	PROSE	f82r	E185	B2-S006	NOT_REQUIRED	oteey	PR130	MC063	langer Folgeposten	DIRECT_PROSE_SURFACE_PASS
U186	PROSE	f82r	E186	B2-S006	NOT_REQUIRED	qokal	PR142	MC040	dort ansetzen	DIRECT_PROSE_SURFACE_PASS
