expression_id	page	locus	source_mode	base_surface	working_roman	surface_expression	zl3b_mode	it2a_mode	rf1b_mode	exact_source_mode_triple_reader	boundary_normalized_triple_reader	alternate_boundary_reader_present	boundary_variant_with_normalized_support
G630-E012	f10v	f10v.5	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E013	f111r	f111r.13	SEPARATE_D_VALUE	or	II	or dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E014	f111v	f111v.18	SEPARATE_D_VALUE	ol	II	ol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E015	f11r	f11r.2	SEPARATE_D_VALUE	kchol	III	kchol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E016	f14r	f14r.3	SEPARATE_D_VALUE	kchor	III	kchor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E017	f14v	f14v.2	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E018	f15r	f15r.14	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E019	f15v	f15v.8	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E020	f15v	f15v.11	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E021	f16r	f16r.8	SEPARATE_D_VALUE	otol	III	otol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E022	f17r	f17r.11	SEPARATE_D_VALUE	chol	IV	chol daiiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E023	f17v	f17v.3	FUSED_D_VALUE	ol	III	oldaiin	FUSED_D_VALUE	FUSED_D_VALUE	FUSED_D_VALUE	1	1	0	0
G630-E024	f17v	f17v.8	FUSED_D_VALUE	chol	III	choldaiin	FUSED_D_VALUE	FUSED_D_VALUE	FUSED_D_VALUE	1	1	0	0
G630-E025	f18r	f18r.2	SEPARATE_D_VALUE	chol	II	chol dain	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E026	f18v	f18v.7	SEPARATE_D_VALUE	qokol	III	qokol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E027	f19r	f19r.12	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E028	f19v	f19v.3	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	FUSED_D_VALUE	0	1	1	1
G630-E029	f19v	f19v.4	SEPARATE_D_VALUE	qotol	III	qotol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E030	f19v	f19v.10	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E031	f19v	f19v.11	SEPARATE_D_VALUE	okchor	III	okchor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E032	f20v	f20v.4	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E033	f20v	f20v.10	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E034	f21r	f21r.12	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E035	f21v	f21v.2	SEPARATE_D_VALUE	tchol	III	tchol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E036	f21v	f21v.3	SEPARATE_D_VALUE	qotol	III	qotol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E037	f21v	f21v.4	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E038	f22r	f22r.2	SEPARATE_D_VALUE	qokchol	III	qokchol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E039	f22r	f22r.5	SEPARATE_D_VALUE	ol	III	ol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E040	f22r	f22r.10	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E041	f22v	f22v.8	SEPARATE_D_VALUE	qokol	III	qokol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E042	f22v	f22v.14	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E043	f23r	f23r.2	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E044	f23r	f23r.2	SEPARATE_D_VALUE	okchol	II	okchol dain	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E045	f23r	f23r.7	SEPARATE_D_VALUE	ol	III	ol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E046	f23v	f23v.6	SEPARATE_D_VALUE	okol	III	okol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E047	f23v	f23v.7	SEPARATE_D_VALUE	qokol	III	qokol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E048	f24r	f24r.18	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E049	f25v	f25v.2	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E050	f25v	f25v.3	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E051	f25v	f25v.4	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E052	f27r	f27r.2	SEPARATE_D_VALUE	shol	II	shol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E053	f27r	f27r.11	SEPARATE_D_VALUE	chol	IV	chol daiiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E054	f28r	f28r.8	SEPARATE_D_VALUE	kol	III	kol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E055	f28v	f28v.4	SEPARATE_D_VALUE	shor	III	shor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E056	f28v	f28v.5	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E057	f29r	f29r.6	SEPARATE_D_VALUE	shor	III	shor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E058	f29v	f29v.7	SEPARATE_D_VALUE	kchor	III	kchor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E059	f2r	f2r.5	SEPARATE_D_VALUE	chol	I	chol dan	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E060	f2r	f2r.7	SEPARATE_D_VALUE	chol	I	chol dan	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E061	f2v	f2v.2	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E062	f2v	f2v.5	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E063	f32v	f32v.3	SEPARATE_D_VALUE	shor	III	shor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E064	f32v	f32v.8	SEPARATE_D_VALUE	otchol	III	otchol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E065	f32v	f32v.10	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E066	f34v	f34v.9	FUSED_D_VALUE	ol	III	oldaiin	FUSED_D_VALUE	FUSED_D_VALUE	FUSED_D_VALUE	1	1	0	0
G630-E067	f35r	f35r.14	SEPARATE_D_VALUE	otchor	III	otchor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E068	f35v	f35v.7	SEPARATE_D_VALUE	kol	III	kol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E069	f35v	f35v.19	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E070	f36v	f36v.2	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E071	f37r	f37r.4	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E072	f37r	f37r.7	SEPARATE_D_VALUE	qokor	III	qokor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E073	f37r	f37r.11	SEPARATE_D_VALUE	okchor	III	okchor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E074	f37v	f37v.7	SEPARATE_D_VALUE	qotchor	III	qotchor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E075	f37v	f37v.16	SEPARATE_D_VALUE	qotor	III	qotor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E076	f37v	f37v.23	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E077	f38v	f38v.7	SEPARATE_D_VALUE	or	III	or daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E078	f39r	f39r.14	SEPARATE_D_VALUE	ol	III	ol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E079	f3r	f3r.3	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E080	f3r	f3r.16	SEPARATE_D_VALUE	qokol	III	qokol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E081	f40r	f40r.1	FUSED_D_VALUE	or	III	ordaiin	FUSED_D_VALUE	FUSED_D_VALUE	FUSED_D_VALUE	1	1	0	0
G630-E082	f40r	f40r.9	SEPARATE_D_VALUE	or	II	or dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E083	f42r	f42r.10	SEPARATE_D_VALUE	shol	II	shol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	FUSED_D_VALUE	0	1	1	1
G630-E084	f42r	f42r.13	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E085	f42v	f42v.1	SEPARATE_D_VALUE	chor	II	chor dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E086	f42v	f42v.2	SEPARATE_D_VALUE	otol	III	otol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E087	f44v	f44v.2	SEPARATE_D_VALUE	otchol	III	otchol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E088	f44v	f44v.3	SEPARATE_D_VALUE	otol	III	otol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E089	f45r	f45r.3	SEPARATE_D_VALUE	kchol	III	kchol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E090	f45v	f45v.2	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E091	f47r	f47r.1	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E092	f47r	f47r.3	SEPARATE_D_VALUE	chol	II	chol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E093	f47r	f47r.4	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E094	f47r	f47r.9	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E095	f47r	f47r.10	SEPARATE_D_VALUE	tchol	II	tchol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E096	f47v	f47v.9	SEPARATE_D_VALUE	chol	II	chol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E097	f49r	f49r.6	FUSED_D_VALUE	chol	III	choldaiin	FUSED_D_VALUE	SEPARATE_D_VALUE	FUSED_D_VALUE	0	1	1	1
G630-E098	f49r	f49r.14	SEPARATE_D_VALUE	otol	III	otol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E099	f49v	f49v.26	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E100	f49v	f49v.38	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	OTHER_BOUNDARY_SAME_SURFACE	SEPARATE_D_VALUE	0	1	0	0
G630-E101	f4v	f4v.11	SEPARATE_D_VALUE	qotol	III	qotol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	FUSED_D_VALUE	0	1	1	1
G630-E102	f51r	f51r.9	SEPARATE_D_VALUE	tol	III	tol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E103	f51v	f51v.6	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	FUSED_D_VALUE	0	1	1	1
G630-E104	f53v	f53v.4	SEPARATE_D_VALUE	qokol	IV	qokol daiiin	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	SEPARATE_D_VALUE	0	0	0	0
G630-E105	f54v	f54v.16	FUSED_D_VALUE	ol	III	oldaiin	FUSED_D_VALUE	FUSED_D_VALUE	FUSED_D_VALUE	1	1	0	0
G630-E106	f55v	f55v.1	FUSED_D_VALUE	otol	III	otoldaiin	FUSED_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	1	0
G630-E107	f56v	f56v.13	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E108	f56v	f56v.15	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E109	f56v	f56v.16	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E110	f58v	f58v.6	SEPARATE_D_VALUE	shor	III	shor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E111	f5v	f5v.3	SEPARATE_D_VALUE	otchor	III	otchor daiin	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E112	f5v	f5v.4	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E113	f5v	f5v.5	SEPARATE_D_VALUE	otchol	III	otchol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E114	f66r	f66r.68	SEPARATE_D_VALUE	ol	III	ol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E115	f6v	f6v.20	SEPARATE_D_VALUE	okol	III	okol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E116	f79v	f79v.35	SEPARATE_D_VALUE	otol	II	otol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E117	f7r	f7r.7	SEPARATE_D_VALUE	otchol	II	otchol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E118	f7r	f7r.10	SEPARATE_D_VALUE	chor	III	chor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E119	f80r	f80r.24	SEPARATE_D_VALUE	ol	II	ol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E120	f81r	f81r.10	SEPARATE_D_VALUE	chol	II	chol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E121	f81r	f81r.22	SEPARATE_D_VALUE	ol	III	ol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E122	f83r	f83r.54	SEPARATE_D_VALUE	ol	II	ol dain	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E123	f85r1	f85r1.26	SEPARATE_D_VALUE	or	III	or daiin	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	SEPARATE_D_VALUE	0	0	0	0
G630-E124	f85r2	f85r2.4	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E125	f88r	f88r.8	SEPARATE_D_VALUE	qokor	III	qokor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E126	f88v	f88v.15	FUSED_D_VALUE	ol	III	oldaiin	FUSED_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	0	1	1	1
G630-E127	f89r1	f89r1.6	FUSED_D_VALUE	ol	II	oldain	FUSED_D_VALUE	FUSED_D_VALUE	FUSED_D_VALUE	1	1	0	0
G630-E128	f89v1	f89v1.5	FUSED_D_VALUE	ol	III	oldaiin	FUSED_D_VALUE	FUSED_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E129	f89v1	f89v1.10	SEPARATE_D_VALUE	qokol	III	qokol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E130	f8r	f8r.9	FUSED_D_VALUE	shol	III	sholdaiin	FUSED_D_VALUE	SEPARATE_D_VALUE	FUSED_D_VALUE	0	1	1	1
G630-E131	f93r	f93r.21	SEPARATE_D_VALUE	shol	III	shol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E132	f95r1	f95r1.1	FUSED_D_VALUE	ol	III	oldaiin	FUSED_D_VALUE	FUSED_D_VALUE	FUSED_D_VALUE	1	1	0	0
G630-E133	f96r	f96r.8	SEPARATE_D_VALUE	chol	III	chol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
G630-E134	f99v	f99v.12	SEPARATE_D_VALUE	otol	III	otol daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	SEPARATE_D_VALUE	1	1	0	0
G630-E135	f9v	f9v.1	SEPARATE_D_VALUE	shor	III	shor daiin	SEPARATE_D_VALUE	SEPARATE_D_VALUE	ABSENT_OR_DIFFERENT	0	0	0	0
