expression_id	page	locus	token_index_start	token_index_end	realization_mode	base_surface	wrapper	quality_core	ending	expression_class	working_value	working_roman	surface_expression	segmentation	working_reading_de	core_quality_concrete	expression_triple_reader_stable	phrase_line_end	left_3	left_2	left_1	right_1	right_2	right_3	section	hand	surface_line
G630-E015	f11r	f11r.2	8	9	SEPARATE_D_VALUE	kchol	BARE	kch	OL	CORE_BEARING_OL_QUALITY	3	III	kchol daiin	kchol | d+a+III	heiß-trocken, Grad III	1	1	1	daiin	ytchy	ytchoky	<END>	<END>	<END>	H	1	socthody qodor y kshy daiin ytchy ytchoky kchol daiin
G630-E016	f14r	f14r.3	3	4	SEPARATE_D_VALUE	kchor	BARE	kch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	kchor daiin	kchor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	ydaiin	olchy	olol	<END>	<END>	H	1	ydaiin olchy kchor daiin olol
G630-E017	f14v	f14v.2	9	10	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	1	cthy	otchy	ty	<END>	<END>	<END>	H	1	okchor d chytshy oty chy cthy otchy ty chol daiin
G630-E018	f15r	f15r.14	3	4	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	otcho	kchy	ar	ytol	dor	H	1	otcho kchy chol daiin ar ytol dor dom
G630-E019	f15v	f15v.8	6	7	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	0	1	ol	oiin	oty	<END>	<END>	<END>	H	1	ytchor chor ol oiin oty shol daiin
G630-E020	f15v	f15v.11	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	sol	oiin	cheor	cthy	<END>	<END>	H	1	sol oiin cheor chol daiin cthy
G630-E021	f16r	f16r.8	5	6	SEPARATE_D_VALUE	otol	o	t	OL	CORE_BEARING_OL_QUALITY	3	III	otol daiin	otol | d+a+III	im o-Rahmen: kalt, Grad III	1	1	1	ydain	yky	shody	<END>	<END>	<END>	H	1	shotchy ydain yky shody otol daiin
G630-E022	f17r	f17r.11	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	4	IV	chol daiiin	chol | d+a+IV	trocken, Grad IV	1	1	1	otchol	cthar	okaiin	<END>	<END>	<END>	H	1	otchol cthar okaiin chol daiiin
G630-E023	f17v	f17v.3	4	4	FUSED_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	oldaiin	ol+d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	0	oldaig	odaiin	okal	chockhol	olol	<END>	H	1	oldaig odaiin okal oldaiin chockhol olol
G630-E024	f17v	f17v.8	5	5	FUSED_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	choldaiin	chol+d+a+III	trocken, Grad III	1	1	0	kchar	ol	dy	sy	<END>	<END>	H	1	qokeey kchar ol dy choldaiin sy
G630-E025	f18r	f18r.2	7	8	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	2	II	chol dain	chol | d+a+II	trocken, Grad II	1	0	1	okchal	daiin	dy	<END>	<END>	<END>	H	1	otshol qokchol chykchy okchal daiin dy chol dain
G630-E026	f18v	f18v.7	4	5	SEPARATE_D_VALUE	qokol	qo	k	OL	CORE_BEARING_OL_QUALITY	3	III	qokol daiin	qokol | d+a+III	im qo-Qualitätsrahmen: heiß, Grad III	1	1	0	ychol	dor	chod	qokol	dar	dy	H	1	ychol dor chod qokol daiin qokol dar dy
G630-E027	f19r	f19r.12	2	3	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	0	<START>	<START>	ykchor	daiinol	<END>	<END>	H	1	ykchor chor daiin daiinol
G630-E028	f19v	f19v.3	2	3	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	0	0	<START>	<START>	otchy	qotol	ytol	daiiin	H	1	otchy chol daiin qotol ytol daiiin
G630-E029	f19v	f19v.4	3	4	SEPARATE_D_VALUE	qotol	qo	t	OL	CORE_BEARING_OL_QUALITY	3	III	qotol daiin	qotol | d+a+III	im qo-Qualitätsrahmen: kalt, Grad III	1	0	0	<START>	ytch	chcthy	daiin	<END>	<END>	H	1	ytch chcthy qotol daiin daiin
G630-E030	f19v	f19v.10	2	3	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	<START>	daiin	qokor	y	okchan	H	1	daiin chor daiin qokor y okchan
G630-E031	f19v	f19v.11	3	4	SEPARATE_D_VALUE	okchor	o	kch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	okchor daiin	okchor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	qotol	dor	cthor	otam	<END>	H	1	qotol dor okchor daiin cthor otam
G630-E032	f20v	f20v.4	4	5	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	1	1	sho	or	aiin	<END>	<END>	<END>	H	1	sho or aiin shol daiin
G630-E033	f20v	f20v.10	3	4	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	shokaiin	chocthy	chy	chor	ety	H	1	shokaiin chocthy chol daiin chy chor ety
G630-E034	f21r	f21r.12	6	7	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	sheey	ysheol	chor	chkaiin	<END>	<END>	H	1	ykeey chor sheey ysheol chor chol daiin chkaiin
G630-E035	f21v	f21v.2	7	8	SEPARATE_D_VALUE	tchol	BARE	tch	OL	CORE_BEARING_OL_QUALITY	3	III	tchol daiin	tchol | d+a+III	kalt-trocken, Grad III	1	1	1	qotchy	qokchy	choty	<END>	<END>	<END>	H	1	oeeesoy qokchy chody qotchy qokchy choty tchol daiin
G630-E036	f21v	f21v.3	7	8	SEPARATE_D_VALUE	qotol	qo	t	OL	CORE_BEARING_OL_QUALITY	3	III	qotol daiin	qotol | d+a+III	im qo-Qualitätsrahmen: kalt, Grad III	1	1	0	tcho	choty	chor	dal	<END>	<END>	H	1	qotol keeees chotchy tcho choty chor qotol daiin dal
G630-E037	f21v	f21v.4	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	sho	chodaiin	choty	daiin	chty	chtol	H	1	sho chodaiin choty chol daiin daiin chty chtol
G630-E038	f22r	f22r.2	6	7	SEPARATE_D_VALUE	qokchol	qo	kch	OL	CORE_BEARING_OL_QUALITY	3	III	qokchol daiin	qokchol | d+a+III	im qo-Qualitätsrahmen: heiß-trocken, Grad III	1	1	0	shol	o	kor	okaiin	cthor	dain	H	1	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom
G630-E039	f22r	f22r.5	1	2	SEPARATE_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	ol daiin	ol | d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	0	<START>	<START>	<START>	qokchy	dar	daiin	H	1	ol daiin qokchy dar daiin chor oldor oky y choldchy
G630-E040	f22r	f22r.10	2	3	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	<START>	kchol	cthoiin	dchor	chey	H	1	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam
G630-E041	f22v	f22v.8	3	4	SEPARATE_D_VALUE	qokol	qo	k	OL	CORE_BEARING_OL_QUALITY	3	III	qokol daiin	qokol | d+a+III	im qo-Qualitätsrahmen: heiß, Grad III	1	1	0	<START>	qotchy	cthy	dam	<END>	<END>	H	1	qotchy cthy qokol daiin dam
G630-E042	f22v	f22v.14	3	4	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	1	1	<START>	qotchy	olshly	<END>	<END>	<END>	H	1	qotchy olshly shol daiin
G630-E043	f23r	f23r.2	3	4	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	to	ar	chk	dain	otchy	H	1	to ar chor daiin chk dain otchy lolchor daiin dam okchol dain g
G630-E044	f23r	f23r.2	11	12	SEPARATE_D_VALUE	okchol	o	kch	OL	CORE_BEARING_OL_QUALITY	2	II	okchol dain	okchol | d+a+II	im o-Rahmen: heiß-trocken, Grad II	1	0	0	lolchor	daiin	dam	g	<END>	<END>	H	1	to ar chor daiin chk dain otchy lolchor daiin dam okchol dain g
G630-E045	f23r	f23r.7	9	10	SEPARATE_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	ol daiin	ol | d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	0	qokchol	dairo	r	alg	<END>	<END>	H	1	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg
G630-E046	f23v	f23v.6	4	5	SEPARATE_D_VALUE	okol	o	k	OL	CORE_BEARING_OL_QUALITY	3	III	okol daiin	okol | d+a+III	im o-Rahmen: heiß, Grad III	1	1	0	tshol	shor	shkshy	otshor	olsar	<END>	H	1	tshol shor shkshy okol daiin otshor olsar
G630-E047	f23v	f23v.7	5	6	SEPARATE_D_VALUE	qokol	qo	k	OL	CORE_BEARING_OL_QUALITY	3	III	qokol daiin	qokol | d+a+III	im qo-Qualitätsrahmen: heiß, Grad III	1	1	0	oiin	sho	shol	sol	daiin	ylg	H	1	otor oiin sho shol qokol daiin sol daiin ylg
G630-E048	f24r	f24r.18	2	3	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	<START>	ycheol	chol	s	<END>	H	1	ycheol chol daiin chol s
G630-E049	f25v	f25v.2	3	4	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	dchor	cthor	s	okeeaiin	daiin	H	1	dchor cthor chor daiin s okeeaiin daiin ckhey daiin
G630-E050	f25v	f25v.3	3	4	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	orcho	kchor	shcfho	r	daiin	H	1	orcho kchor chol daiin shcfho r daiin dshey daiity
G630-E051	f25v	f25v.4	3	4	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	1	0	<START>	qokaiin	qokcho	ckhear	ckhol	daiin	H	1	qokaiin qokcho shol daiin ckhear ckhol daiin chkear
G630-E052	f27r	f27r.2	3	4	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	2	II	shol dain	shol | d+a+II	feucht, Grad II	1	1	0	<START>	dy	ain	dar	shokyd	dchol	H	1	dy ain shol dain dar shokyd dchol cthey ds
G630-E053	f27r	f27r.11	1	2	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	4	IV	chol daiiin	chol | d+a+IV	trocken, Grad IV	1	1	0	<START>	<START>	<START>	chees	chos	ey	H	1	chol daiiin chees chos ey dan
G630-E054	f28r	f28r.8	4	5	SEPARATE_D_VALUE	kol	BARE	k	OL	CORE_BEARING_OL_QUALITY	3	III	kol daiin	kol | d+a+III	heiß, Grad III	1	1	0	oschotshl	daiin	okchey	shol	dsho	otaiin	H	1	oschotshl daiin okchey kol daiin shol dsho otaiin
G630-E055	f28v	f28v.4	8	9	SEPARATE_D_VALUE	shor	BARE	sh	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	shor daiin	shor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	chty	qotol	sheol	qoty	<END>	<END>	H	1	tshoiin cheor chor o chty qotol sheol shor daiin qoty
G630-E056	f28v	f28v.5	2	3	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	<START>	otol	chkaiin	shoiin	qotchey	H	1	otol chol daiin chkaiin shoiin qotchey qotshey daiiin
G630-E057	f29r	f29r.6	4	5	SEPARATE_D_VALUE	shor	BARE	sh	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	shor daiin	shor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	chokshy	shocthy	shor	qokaiiin	<END>	<END>	H	1	chokshy shocthy shor shor daiin qokaiiin
G630-E058	f29v	f29v.7	2	3	SEPARATE_D_VALUE	kchor	BARE	kch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	kchor daiin	kchor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	<START>	qotcho	ykaiin	dy	shdy	H	1	qotcho kchor daiin ykaiin dy shdy chocthy sheky
G630-E059	f2r	f2r.5	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	1	I	chol dan	chol | d+a+I	trocken, Grad I	1	1	0	otochor	al	shodaiin	ytchaiin	dan	<END>	H	1	otochor al shodaiin chol dan ytchaiin dan
G630-E060	f2r	f2r.7	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	1	I	chol dan	chol | d+a+I	trocken, Grad I	1	1	1	shor	ckhy	daiiny	<END>	<END>	<END>	H	1	shor ckhy daiiny chol dan
G630-E061	f2v	f2v.2	8	9	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	1	qotcho	loeees	qoty	<END>	<END>	<END>	H	1	kcho kchy sho shol qotcho loeees qoty chor daiin
G630-E062	f2v	f2v.5	8	9	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	1	s	shey	dor	<END>	<END>	<END>	H	1	kchor shy daiiin chm s shey dor chol daiin
G630-E063	f32v	f32v.3	1	2	SEPARATE_D_VALUE	shor	BARE	sh	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	shor daiin	shor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	<START>	<START>	chckhy	dsho	dain	H	1	shor daiin chckhy dsho dain daiin s shokey ka
G630-E064	f32v	f32v.8	1	2	SEPARATE_D_VALUE	otchol	o	tch	OL	CORE_BEARING_OL_QUALITY	3	III	otchol daiin	otchol | d+a+III	im o-Rahmen: kalt-trocken, Grad III	1	1	0	<START>	<START>	<START>	daiin	ctho	daiin	H	1	otchol daiin daiin ctho daiin qotaiin otchy d shan
G630-E065	f32v	f32v.10	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	sho	keol	chor	cpho	l	cthol	H	1	sho keol chor chol daiin cpho l cthol da ar
G630-E066	f34v	f34v.9	11	11	FUSED_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	oldaiin	ol+d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	1	chdy	kal	shs	<END>	<END>	<END>	H	2	lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin
G630-E067	f35r	f35r.14	5	6	SEPARATE_D_VALUE	otchor	o	tch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	otchor daiin	otchor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	chol	aiin	qotchy	shol	qotaiin	<END>	H	1	cthol chol aiin qotchy otchor daiin shol qotaiin
G630-E068	f35v	f35v.7	5	6	SEPARATE_D_VALUE	kol	BARE	k	OL	CORE_BEARING_OL_QUALITY	3	III	kol daiin	kol | d+a+III	heiß, Grad III	1	1	1	tchor	shol	sho	<END>	<END>	<END>	H	1	tcho tchor shol sho kol daiin
G630-E069	f35v	f35v.19	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	1	schokey	y	keol	<END>	<END>	<END>	H	1	schokey y keol chol daiin
G630-E070	f36v	f36v.2	2	3	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	<START>	qotor	otaiin	qotor	ytar	H	1	qotor chol daiin otaiin qotor ytar ochor chety ckhor dom
G630-E071	f37r	f37r.4	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	pchotchy	daiin	cfholdar	yd	<END>	<END>	H	1	pchotchy daiin cfholdar chol daiin yd
G630-E072	f37r	f37r.7	4	5	SEPARATE_D_VALUE	qokor	qo	k	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	qokor daiin	qokor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	1	sor	chey	kor	<END>	<END>	<END>	H	1	sor chey kor qokor daiin
G630-E073	f37r	f37r.11	1	2	SEPARATE_D_VALUE	okchor	o	kch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	okchor daiin	okchor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	<START>	<START>	ckhy	dain	daiin	H	1	okchor daiin ckhy dain daiin
G630-E074	f37v	f37v.7	1	2	SEPARATE_D_VALUE	qotchor	qo	tch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	qotchor daiin	qotchor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	1	<START>	<START>	<START>	<END>	<END>	<END>	H	1	qotchor daiin
G630-E075	f37v	f37v.16	1	2	SEPARATE_D_VALUE	qotor	qo	t	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	qotor daiin	qotor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	<START>	<START>	chotaiin	<END>	<END>	H	1	qotor daiin chotaiin
G630-E076	f37v	f37v.23	2	3	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	1	<START>	<START>	yto	<END>	<END>	<END>	H	1	yto chol daiin
G630-E077	f38v	f38v.7	5	6	SEPARATE_D_VALUE	or	BARE	NONE	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	or daiin	or | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	0	qol	chy	dain	dain	daldy	<END>	H	1	daiin qol chy dain or daiin dain daldy
G630-E078	f39r	f39r.14	4	5	SEPARATE_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	ol daiin	ol | d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	0	0	daiin	shckhy	chekl	chedy	ykeey	daiin	H	2	daiin shckhy chekl ol daiin chedy ykeey daiin otal chdam qokam
G630-E079	f3r	f3r.3	3	4	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	ochor	qocheor	cthy	<END>	<END>	H	1	ochor qocheor chol daiin cthy
G630-E080	f3r	f3r.16	7	8	SEPARATE_D_VALUE	qokol	qo	k	OL	CORE_BEARING_OL_QUALITY	3	III	qokol daiin	qokol | d+a+III	im qo-Qualitätsrahmen: heiß, Grad III	1	0	0	cheol	ekshy	qokeom	soleeg	<END>	<END>	H	1	oteol chol s cheol ekshy qokeom qokol daiin soleeg
G630-E081	f40r	f40r.1	11	11	FUSED_D_VALUE	or	BARE	NONE	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	ordaiin	or+d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	1	olkedy	opches	ar	<END>	<END>	<END>	H	2	pchey k eodar aldydy qoky okal shdy olkedy opches ar ordaiin
G630-E082	f40r	f40r.9	4	5	SEPARATE_D_VALUE	or	BARE	NONE	OR	OR_NOMINAL_OR_PART_CARRIER	2	II	or dain	or | d+a+II	Teil-/Nominalträger, Wert II; Qualität offen	0	1	0	taiin	ol	olaiin	okaiin	okaiin	okaiin	H	2	taiin ol olaiin or dain okaiin okaiin okaiin daram
G630-E083	f42r	f42r.10	8	9	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	2	II	shol dain	shol | d+a+II	feucht, Grad II	1	0	1	otol	cthol	chol	<END>	<END>	<END>	H	1	choty dol ksheo cthor otol cthol chol shol dain
G630-E084	f42r	f42r.13	5	6	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	0	0	shol	shot	shol	dain	s	cheam	H	1	qopor shol shot shol shol daiin dain s cheam
G630-E085	f42v	f42v.1	7	8	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	2	II	chor dain	chor | d+a+II	Teil-/Nominalträger, Wert II; Qualität offen	0	1	1	taiin	shols	chol	<END>	<END>	<END>	H	1	cho sheey qocho taiin shols chol chor dain
G630-E086	f42v	f42v.2	9	10	SEPARATE_D_VALUE	otol	o	t	OL	CORE_BEARING_OL_QUALITY	3	III	otol daiin	otol | d+a+III	im o-Rahmen: kalt, Grad III	1	1	1	y	dan	dain	<END>	<END>	<END>	H	1	dshey tchey y kchey chtchy y dan dain otol daiin
