contact_id	expression_id	page	locus	realization_mode	base_surface	working_roman	part_surface	part_role	part_status	part_provenance	side	distance	order	immediate	core_quality_concrete	surface_clause	normalized_clause	working_reading_de	dose_rival_de	exact_clause_triple_reader_stable	boundary_normalized_clause_triple_reader_stable	evidence_class	surface_line
G630-P011	G630-E041	f22v	f22v.8	SEPARATE_D_VALUE	qokol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	cthy qokol daiin	cthyqokoldaiin	Blattgut/Blattdroge: im qo-Qualitätsrahmen: heiß, Grad III	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	qotchy cthy qokol daiin dam
G630-P012	G630-E046	f23v	f23v.6	SEPARATE_D_VALUE	okol	III	shor	BLUETEN_FRUCHTSTAND	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	2	PART_BEFORE_VALUE_EXPRESSION	0	1	shor okol daiin	shorokoldaiin	Blüten-/Fruchtstand nahe im o-Rahmen: heiß, Grad III; Bindung offen	Blüten-/Fruchtstand: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	tshol shor shkshy okol daiin otshor olsar
G630-P013	G630-E049	f25v	f25v.2	SEPARATE_D_VALUE	chor	III	cthor	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	0	cthor chor daiin	cthorchordaiin	Blatt-/Krautteilform: Teil-/Nominalträger, Wert III; Qualität offen	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_PART_WITH_OPEN_VALUE_HEAD	dchor cthor chor daiin s okeeaiin daiin ckhey daiin
G630-P014	G630-E057	f29r	f29r.6	SEPARATE_D_VALUE	shor	III	shor	BLUETEN_FRUCHTSTAND	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	0	shor shor daiin	shorshordaiin	Blüten-/Fruchtstand: Teil-/Nominalträger, Wert III; Qualität offen	Blüten-/Fruchtstand: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_PART_WITH_OPEN_VALUE_HEAD	chokshy shocthy shor shor daiin qokaiiin
G630-P015	G630-E060	f2r	f2r.7	SEPARATE_D_VALUE	chol	I	shor	BLUETEN_FRUCHTSTAND	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	3	PART_BEFORE_VALUE_EXPRESSION	0	1	shor chol dan	shorcholdan	Blüten-/Fruchtstand nahe trocken, Grad I; Bindung offen	Blüten-/Fruchtstand: 1 Portionen/Maße oder Qualitätsgrad I	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	shor ckhy daiiny chol dan
G630-P016	G630-E064	f32v	f32v.8	SEPARATE_D_VALUE	otchol	III	ctho	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	RIGHT	2	VALUE_EXPRESSION_BEFORE_PART	0	1	otchol daiin ctho	otcholdaiinctho	Blatt-/Krautteilform nahe im o-Rahmen: kalt-trocken, Grad III; Bindung offen	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	otchol daiin daiin ctho daiin qotaiin otchy d shan
G630-P017	G630-E065	f32v	f32v.10	SEPARATE_D_VALUE	chol	III	chor	PFLANZEN_REPRODUKTIONSTEIL	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	chor chol daiin	chorcholdaiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	Pflanzen-/Reproduktionsteil: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	sho keol chor chol daiin cpho l cthol da ar
G630-P018	G630-E065	f32v	f32v.10	SEPARATE_D_VALUE	chol	III	cthol	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	RIGHT	3	VALUE_EXPRESSION_BEFORE_PART	0	1	chol daiin cthol	choldaiincthol	Blatt-/Krautteilform nahe trocken, Grad III; Bindung offen	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	sho keol chor chol daiin cpho l cthol da ar
G630-P019	G630-E079	f3r	f3r.3	SEPARATE_D_VALUE	chol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	chol daiin cthy	choldaiincthy	Blattgut/Blattdroge: trocken, Grad III	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	ochor qocheor chol daiin cthy
G630-P020	G630-E083	f42r	f42r.10	SEPARATE_D_VALUE	shol	II	cthol	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	LEFT	2	PART_BEFORE_VALUE_EXPRESSION	0	1	cthol shol dain	ctholsholdain	Blatt-/Krautteilform nahe feucht, Grad II; Bindung offen	Blatt-/Krautteilform: 2 Portionen/Maße oder Qualitätsgrad II	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	choty dol ksheo cthor otol cthol chol shol dain
G630-P021	G630-E088	f44v	f44v.3	SEPARATE_D_VALUE	otol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	otol daiin cthy	otoldaiincthy	Blattgut/Blattdroge: im o-Rahmen: kalt, Grad III	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	tol okchor shcthy otol daiin cthy cthy
G630-P022	G630-E088	f44v	f44v.3	SEPARATE_D_VALUE	otol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	2	VALUE_EXPRESSION_BEFORE_PART	0	1	otol daiin cthy	otoldaiincthy	Blattgut/Blattdroge nahe im o-Rahmen: kalt, Grad III; Bindung offen	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	tol okchor shcthy otol daiin cthy cthy
G630-P023	G630-E089	f45r	f45r.3	SEPARATE_D_VALUE	kchol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	2	VALUE_EXPRESSION_BEFORE_PART	0	1	kchol daiin cthy	kcholdaiincthy	Blattgut/Blattdroge nahe heiß-trocken, Grad III; Bindung offen	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G630-P024	G630-E090	f45v	f45v.2	SEPARATE_D_VALUE	chor	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	0	chor daiin cthy	chordaiincthy	Blattgut/Blattdroge: Teil-/Nominalträger, Wert III; Qualität offen	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_PART_WITH_OPEN_VALUE_HEAD	okol chor daiin cthy okchol chom okolor dy okchol s
G630-P025	G630-E093	f47r	f47r.4	SEPARATE_D_VALUE	chol	III	cthey	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	LEFT	2	PART_BEFORE_VALUE_EXPRESSION	0	1	cthey chol daiin	ctheycholdaiin	Blatt-/Krautteilform nahe trocken, Grad III; Bindung offen	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	qokcheo cthey chokain chol daiin kchdal
G630-P026	G630-E098	f49r	f49r.14	SEPARATE_D_VALUE	otol	III	shor	BLUETEN_FRUCHTSTAND	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	2	PART_BEFORE_VALUE_EXPRESSION	0	1	shor otol daiin	shorotoldaiin	Blüten-/Fruchtstand nahe im o-Rahmen: kalt, Grad III; Bindung offen	Blüten-/Fruchtstand: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	qo shoqoky shor sheor otol daiin
G630-P027	G630-E112	f5v	f5v.4	SEPARATE_D_VALUE	shol	III	cthor	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	shol daiin cthor	sholdaiincthor	Blatt-/Krautteilform: feucht, Grad III	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	0	0	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	qotor shees otol ykoiin shol daiin cthor okch y taiin
G630-P028	G630-E113	f5v	f5v.5	SEPARATE_D_VALUE	otchol	III	chor	PFLANZEN_REPRODUKTIONSTEIL	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	2	PART_BEFORE_VALUE_EXPRESSION	0	1	chor otchol daiin	chorotcholdaiin	Pflanzen-/Reproduktionsteil nahe im o-Rahmen: kalt-trocken, Grad III; Bindung offen	Pflanzen-/Reproduktionsteil: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	shokeeol chor cheotol otchol daiin dal chol chotaiin
G630-P029	G630-E114	f66r	f66r.68	SEPARATE_D_VALUE	ol	III	sair	WURZELTEIL_WEAK	WEAK_INHERITED	GDT625_CANDIDATE_TERM_ROLE_SUMMARY	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	0	sair ol daiin	sairoldaiin	Wurzelteil: Qualitäts-/Materialträger, Wert III; Kern offen	Wurzelteil: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_PART_WITH_OPEN_VALUE_HEAD	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor
G630-P030	G630-E117	f7r	f7r.7	SEPARATE_D_VALUE	otchol	II	cthol	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	LEFT	2	PART_BEFORE_VALUE_EXPRESSION	0	1	cthol otchol dain	ctholotcholdain	Blatt-/Krautteilform nahe im o-Rahmen: kalt-trocken, Grad II; Bindung offen	Blatt-/Krautteilform: 2 Portionen/Maße oder Qualitätsgrad II	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	dshoy cthol chol otchol dain shody shol chotchy
G630-P031	G630-E124	f85r2	f85r2.4	SEPARATE_D_VALUE	chol	III	dair	WURZELTEIL	MEDIUM_INHERITED	GDT625_CANDIDATE_TERM_ROLE_SUMMARY	LEFT	3	PART_BEFORE_VALUE_EXPRESSION	0	1	dair chol daiin	daircholdaiin	Wurzelteil/Radix nahe trocken, Grad III; Bindung offen	Wurzelteil/Radix: 3 Portionen/Maße oder Qualitätsgrad III	0	0	NEAR_PART_CONTACT__NO_BINDING_ASSUMED	dair sheo oraiin chol daiin
G630-P032	G630-E129	f89v1	f89v1.10	SEPARATE_D_VALUE	qokol	III	cthey	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	cthey qokol daiin	ctheyqokoldaiin	Blatt-/Krautteilform: im qo-Qualitätsrahmen: heiß, Grad III	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	0	0	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	tor sheor cheeor cthey qokol daiin chekal dals chear qotam
G630-P033	G630-E130	f8r	f8r.9	FUSED_D_VALUE	shol	III	shor	BLUETEN_FRUCHTSTAND	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	sholdaiin shor	sholdaiinshor	Blüten-/Fruchtstand: feucht, Grad III	Blüten-/Fruchtstand: 3 Portionen/Maße oder Qualitätsgrad III	0	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor
