host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
1727	G407-S083	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1433@1:SH	G407-E1433	SH	RUNNING:G407-E1433@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	3	AIN+Y+Y	Anwendungsportion|Stationsansatz|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1433:RUNNING:G407-E1432@1|RUNNING:G407-E1433@3|RUNNING:G407-E1434@2	Halte die Anwendungsportion und den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte die Anwendungsportion und den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte die Anwendungsportion und den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
1728	G407-S083	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1435@1:S	G407-E1435	S	RUNNING:G407-E1435@1	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1433@1:SH	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wähle denselben Stationsansatz aus	NO	ALL_ACTIONS_OBJECT_COMPLETE
1729	G407-S083	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1435@2:SH	G407-E1435	SH	RUNNING:G407-E1435@2	SH_REST_HOLD	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1435@1:S	Halte den Zustand	Halte den Zustand	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte denselben Stationsansatz	YES	ALL_ACTIONS_OBJECT_COMPLETE
1730	G407-S083	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION_CHAIN:G407-E1435:S+SH	G407-E1435	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	NON_ACTION_RETAINED
1731	G407-S083	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1435@4:OL	G407-E1435	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
1732	G407-S083	6	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1436@1:OL	G407-E1436	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
1733	G407-S083	7	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1436@2:DY	G407-E1436	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
1734	G407-S084	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1437@1:CHD	G407-E1437	CHD	RUNNING:G407-E1437@1	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1437@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
1735	G407-S084	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1437@3:K	G407-E1437	K	RUNNING:G407-E1437@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1437@1:CHD	Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu	Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu	YES	ALL_ACTIONS_OBJECT_COMPLETE
1736	G407-S084	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1438@1:CH	G407-E1438	CH	RUNNING:G407-E1438@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1437@3:K	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass denselben Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
1737	G407-S084	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1438@2:K	G407-E1438	K	RUNNING:G407-E1438@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1438@1:CH	Führe auf Grad II zu	Führe auf Grad II zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe denselben Stationsansatz auf Grad II zu	YES	ALL_ACTIONS_OBJECT_COMPLETE
1738	G407-S084	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1438@4:DY	G407-E1438	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
1739	G407-S085	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1439@1:R	G407-E1439	R	RUNNING:G407-E1439@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	OR	Becken- oder Körpereinheit	UNIT	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1439@1:R	Kennzeichne oder prüfe die Becken- oder Körpereinheit	Kennzeichne oder prüfe die Becken- oder Körpereinheit	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Kennzeichne oder prüfe die Becken- oder Körpereinheit	NO	ALL_ACTIONS_OBJECT_COMPLETE
1740	G407-S085	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1440@1:OK	G407-E1440	OK	RUNNING:G407-E1440@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1440@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite die Anwendungsportion vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
1741	G407-S085	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1441@1:CH	G407-E1441	CH	RUNNING:G407-E1441@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	3	OR+Y+Y	Becken- oder Körpereinheit|Stationsansatz|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1441@1:CH	Entnimm oder lass die Becken- oder Körpereinheit und den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken ab	Entnimm oder lass die Becken- oder Körpereinheit und den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken ab	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass die Becken- oder Körpereinheit und den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken ab	NO	ALL_ACTIONS_OBJECT_COMPLETE
1742	G407-S085	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1444@1:K	G407-E1444	K	RUNNING:G407-E1444@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1444@1:K	Führe die Anwendungsportion zu	Führe die Anwendungsportion zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe die Anwendungsportion zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1743	G407-S085	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1445@1:SH	G407-E1445	SH	RUNNING:G407-E1445@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E1445:RUNNING:G407-E1444@2	Halte im Bad auf Grad II	Halte dieselbe Anwendungsportion im Bad auf Grad II	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte dieselbe Anwendungsportion im Bad auf Grad II	NO	ALL_ACTIONS_OBJECT_COMPLETE
1744	G407-S085	6	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1445@3:K	G407-E1445	K	RUNNING:G407-E1445@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1445@3:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
1745	G407-S085	7	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1446@2:T	G407-E1446	T	RUNNING:G407-E1446@2	T_BIO_STATION_REGULATE	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1446@2:T	Reguliere die Anwendungsportion über den Stationskontakt oder die Leitung	Reguliere die Anwendungsportion über den Stationskontakt oder die Leitung	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Reguliere die Anwendungsportion über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
1746	G407-S085	8	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1447@1:OL	G407-E1447	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
1747	G407-S085	9	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1447@2:K	G407-E1447	K	RUNNING:G407-E1447@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	OR	Becken- oder Körpereinheit	UNIT	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1447@2:K	Führe die Becken- oder Körpereinheit von der Ausgangsstation oder aus dem Ausgangsbecken zu	Führe die Becken- oder Körpereinheit von der Ausgangsstation oder aus dem Ausgangsbecken zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe die Becken- oder Körpereinheit von der Ausgangsstation oder aus dem Ausgangsbecken zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
