review_ordinal	primary_governor_key	statement_id	physical_page	action_root	selection_route	source_pointer	object_class	object_lemma_de	review_reasons	completed_clause_de
38	ACTION:G407-E2562@1:SH	G407-S366	f77r	SH	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2559@1:S	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Halte denselben Strom aufrecht
39	ACTION:G407-E2563@1:OK	G407-S366	f77r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz auf Grad II vor
40	ACTION:G407-E2613@1:P	G407-S376	f77r	P	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E2613@2:CHD	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Setze den Stationsansatz ein
41	ACTION:G407-E2627@1:P	G407-S380	f77r	P	ROOT_DEFAULT	DEFAULT:P:PORTION	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE	Wende die Anwendungsportion an
42	ACTION:G407-E2678@3:P	G407-S392	f77r	P	MANUAL_Q_INPUT_ROOT_DEFAULT	DEFAULT:P:PORTION	PORTION	Anwendungsportion	Q_CIRCULAR_RIGHT_STATION_SUPPRESSED	Wende die Anwendungsportion auf Grad I an; übernimm das Ergebnis als neuen Bad- oder Stationsansatz
43	ACTION:G407-E2697@1:CH	G407-S392	f77r	CH	RIGHT_SAME_EVENT_WRITTEN_PARTICIPANT	ACTION:G407-E2697@5:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Nimm den Körper heraus
44	ACTION:G407-E2697@3:CH	G407-S392	f77r	CH	MANUAL_PATH_FLOW_OVERRIDE	LOCAL_MODIFIER:CONTACT_OR_LINE	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Lass den Strom über den Stationskontakt oder die Leitung ab
45	ACTION:G407-E2697@4:P	G407-S392	f77r	P	RIGHT_SAME_EVENT_WRITTEN_PARTICIPANT	ACTION:G407-E2697@5:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Setze den Körper ein
46	ACTION:G407-E2699@1:CH	G407-S392	f77r	CH	MANUAL_PATH_FLOW_OVERRIDE	LOCAL_MODIFIER:CONTACT_OR_LINE	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Lass den Strom in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab
47	ACTION:G407-E2716@1:SH	G407-S394	f81r	SH	ROOT_DEFAULT	DEFAULT:SH:CONDITION	CONDITION	Stationsbedingung	WEAK_SOURCE_ROUTE	Halte die Stationsbedingung aufrecht
48	ACTION:G407-E2717@2:P	G407-S394	f81r	P	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E2717@3:CHD	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Setze den Stationsansatz in Anwendungsform ein
49	ACTION:G407-E2718@2:P	G407-S395	f81r	P	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E2718@3:CHD	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Setze den Stationsansatz ein
50	ACTION:G407-E2781@2:K	G407-S401	f81r	K	ROOT_DEFAULT	DEFAULT:K:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Führe den Stationsansatz zu
51	ACTION:G407-E2782@2:K	G407-S401	f81r	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2781@2:K	STATION	Stationsansatz	LONG_REFERENCE	Führe denselben Stationsansatz zu
52	ACTION:G407-E2783@3:CH	G407-S402	f81r	CH	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2783@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Nimm denselben Körper heraus
53	ACTION:G407-E2783@4:K	G407-S402	f81r	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2783@3:CH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Bringe denselben Körper auf Grad I ein
54	ACTION:G407-E2798@2:SH	G407-S409	f81r	SH	ROOT_DEFAULT	DEFAULT:SH:CONDITION	CONDITION	Stationsbedingung	WEAK_SOURCE_ROUTE	Halte die Stationsbedingung aufrecht
55	ACTION:G407-E2808@1:P	G407-S413	f81r	P	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E2808@3:CHD	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Setze den Stationsansatz ein
56	ACTION:G407-E2809@3:P	G407-S414	f81r	P	ROOT_DEFAULT	DEFAULT:P:PORTION	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE|Q_CIRCULAR_RIGHT_STATION_SUPPRESSED	Wende die Anwendungsportion in Anwendungsform an; übernimm das Ergebnis als neuen Bad- oder Stationsansatz
57	ACTION:G407-E2812@2:P	G407-S415	f81r	P	ROOT_DEFAULT	DEFAULT:P:PORTION	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE	Wende die Anwendungsportion in Anwendungsform an
58	ACTION:G407-E2818@1:OK	G407-S416	f81r	OK	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2817@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Bereite denselben Körper auf Grad I vor
59	ACTION:G407-E2832@3:P	G407-S424	f81r	P	ROOT_DEFAULT	DEFAULT:P:PORTION	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE|Q_CIRCULAR_RIGHT_STATION_SUPPRESSED	Wende die Anwendungsportion in Anwendungsform an; übernimm das Ergebnis als neuen Bad- oder Stationsansatz
60	ACTION:G407-E2840@1:OK	G407-S425	f81r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
61	ACTION:G407-E2920@1:CH	G407-S440	f81r	CH	RIGHT_SAME_EVENT_WRITTEN_PARTICIPANT	ACTION:G407-E2920@3:S	FLOW	Beckeninhalt	CONCRETE_NONSTATION_OBJECT	Lass den Beckeninhalt auf Grad I ab
62	ACTION:G407-E2924@1:P	G407-S441	f81v	P	ROOT_DEFAULT	DEFAULT:P:PORTION	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE	Wende die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken an
63	ACTION:G407-E2926@1:K	G407-S441	f81v	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2925@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Bringe denselben Körper auf Grad II ein
64	ACTION:G407-E2927@3:K	G407-S442	f81v	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2927@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Bringe denselben Körper an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken ein
65	ACTION:G407-E2931@1:P	G407-S442	f81v	P	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2927@3:K	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Setze denselben Körper ein
66	ACTION:G407-E2938@1:OK	G407-S444	f81v	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
67	ACTION:G407-E2949@2:K	G407-S444	f81v	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E2945@1:R	PORTION	Anwendungsportion	LONG_REFERENCE	Führe dieselbe Anwendungsportion zu
68	ACTION:G407-E3012@1:P	G407-S455	f81v	P	RIGHT_SAME_EVENT_WRITTEN_PARTICIPANT	ACTION:G407-E3012@3:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Setze den Körper ein
69	ACTION:G407-E3017@1:OK	G407-S457	f81v	OK	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3017@2:SH	BODY	Körper	WEAK_SOURCE_ROUTE|CONCRETE_NONSTATION_OBJECT	Bereite den Körper vor
70	ACTION:G407-E3041@2:CH	G407-S462	f81v	CH	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3040@4:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Nimm denselben Körper an der Stations-Arbeitsstelle heraus
71	ACTION:G407-E3048@1:OK	G407-S465	f81v	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
72	ACTION:G407-E3098@1:OK	G407-S478	f81v	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor
73	ACTION:G407-E3101@1:OK	G407-S479	f81v	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor
74	ACTION:G407-E3105@3:CH	G407-S479	f81v	CH	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3102@1:OK	STATION	Stationsansatz	Q_CIRCULAR_RIGHT_STATION_SUPPRESSED	Entnimm oder lass denselben Stationsansatz in Anwendungsform ab; übernimm das Ergebnis als neuen Bad- oder Stationsansatz
75	ACTION:G407-E3122@1:OK	G407-S484	f81v	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
76	ACTION:G407-E3141@1:OK	G407-S487	f81v	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
77	ACTION:G407-E3151@1:SH	G407-S489	f81v	SH	ROOT_DEFAULT	DEFAULT:SH:CONDITION	CONDITION	Stationsbedingung	WEAK_SOURCE_ROUTE	Halte die Stationsbedingung aufrecht
78	ACTION:G407-E3164@1:OK	G407-S489	f81v	OK	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3162@1:CH	STATION	Stationsansatz	LONG_REFERENCE	Beschicke oder bereite denselben Stationsansatz auf Grad I vor
79	ACTION:G407-E3167@2:K	G407-S490	f81v	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3166@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Bringe denselben Körper ein
80	ACTION:G407-E3168@2:K	G407-S490	f81v	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3167@2:K	BODY	Körper	CONCRETE_NONSTATION_OBJECT|LONG_REFERENCE	Bringe denselben Körper ein
81	ACTION:G407-E3169@1:OK	G407-S491	f81v	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz vor
82	ACTION:G407-E3172@2:K	G407-S491	f81v	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3170@1:SH	STATION	Stationsansatz	LONG_REFERENCE	Führe denselben Stationsansatz zu
83	ACTION:G407-E3190@1:OK	G407-S497	f82r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
84	ACTION:G407-E3210@1:OK	G407-S500	f82r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
85	ACTION:G407-E3214@1:OK	G407-S501	f82r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
86	ACTION:G407-E3226@1:OK	G407-S503	f82r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor
87	ACTION:G407-E3228@2:SH	G407-S504	f82r	SH	ROOT_DEFAULT	DEFAULT:SH:CONDITION	CONDITION	Stationsbedingung	WEAK_SOURCE_ROUTE	Halte die Stationsbedingung aufrecht
88	ACTION:G407-E3236@2:CH	G407-S507	f82r	CH	MANUAL_PATH_FLOW_OVERRIDE	LOCAL_MODIFIER:CONTACT_OR_LINE	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Lass den Strom in Anwendungsform und über den Stationskontakt oder die Leitung ab
89	ACTION:G407-E3237@1:R	G407-S507	f82r	R	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3236@2:CH	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Kennzeichne oder prüfe denselben Strom
90	ACTION:G407-E3273@1:R	G407-S513	f82r	R	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3272@1:S	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Kennzeichne oder prüfe denselben Strom
91	ACTION:G407-E3331@1:CH	G407-S528	f82r	CH	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3331@2:P	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE	Nimm die Anwendungsportion heraus
92	ACTION:G407-E3333@1:SH	G407-S529	f82r	SH	ROOT_DEFAULT	DEFAULT:SH:CONDITION	CONDITION	Stationsbedingung	WEAK_SOURCE_ROUTE	Halte die Stationsbedingung aufrecht
93	ACTION:G407-E3387@1:OK	G407-S538	f82r	OK	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3386@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Bereite denselben Körper auf Grad II vor
94	ACTION:G407-E3396@1:R	G407-S540	f82r	R	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3396@2:SH	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Kennzeichne oder prüfe den Stationsansatz
95	ACTION:G407-E3399@1:R	G407-S542	f82r	R	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3399@2:SH	BODY	Körper	WEAK_SOURCE_ROUTE|CONCRETE_NONSTATION_OBJECT	Kennzeichne oder prüfe den Körper
96	ACTION:G407-E3403@1:OK	G407-S546	f82r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz in Anwendungsform und auf der Anwendungsstufe vor
97	ACTION:G407-E3430@1:R	G407-S555	f82r	R	ROOT_DEFAULT	DEFAULT:R:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Kennzeichne oder prüfe den Stationsansatz in der g-Variante und an der Stations-Hauptstelle
98	ACTION:G407-E3458@1:CH	G407-S558	f83r	CH	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3458@3:P	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE	Nimm die Anwendungsportion heraus
99	ACTION:G407-E3461@3:P	G407-S559	f83r	P	ROOT_DEFAULT	DEFAULT:P:PORTION	PORTION	Anwendungsportion	WEAK_SOURCE_ROUTE|Q_CIRCULAR_RIGHT_STATION_SUPPRESSED	Wende die Anwendungsportion in Anwendungsform an; übernimm das Ergebnis als neuen Bad- oder Stationsansatz
100	ACTION:G407-E3465@1:SH	G407-S559	f83r	SH	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3463@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Halte denselben Körper
101	ACTION:G407-E3466@2:CH	G407-S559	f83r	CH	MANUAL_PATH_FLOW_OVERRIDE	LOCAL_MODIFIER:CONTACT_OR_LINE	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Lass den Strom über den Stationskontakt oder die Leitung ab
102	ACTION:G407-E3469@1:R	G407-S560	f83r	R	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3469@2:CH	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Kennzeichne oder prüfe den Stationsansatz
103	ACTION:G407-E3483@1:OK	G407-S563	f83r	OK	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3483@2:SH	BODY	Körper	WEAK_SOURCE_ROUTE|CONCRETE_NONSTATION_OBJECT	Bereite den Körper vor
104	ACTION:G407-E3496@1:CH	G407-S566	f83r	CH	ROOT_DEFAULT	DEFAULT:CH:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Entnimm oder lass den Stationsansatz auf Grad I und in der Alternativform ab
105	ACTION:G407-E3521@1:P	G407-S575	f83r	P	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3521@2:CHD	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Setze den Stationsansatz ein
106	ACTION:G407-E3532@1:R	G407-S579	f83r	R	ROOT_DEFAULT	DEFAULT:R:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Kennzeichne oder prüfe den Stationsansatz
107	ACTION:G407-E3534@3:P	G407-S579	f83r	P	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3533@3:K	STATION	Stationsansatz	Q_CIRCULAR_RIGHT_STATION_SUPPRESSED	Setze denselben Stationsansatz in Anwendungsform ein; übernimm das Ergebnis als neuen Bad- oder Stationsansatz
108	ACTION:G407-E3555@1:OK	G407-S581	f83r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz entlang des Stationswegs oder Kanals vor
