statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	object_complete_action_count	remaining_action_gap_count	gdt599_new_completion_count	coverage_state	object_class_profile	gdt584_reader_de	gdt599_complete_reader_de	paragraph_count	paragraph_count_preserved
11	G407-S093	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Behandle den Stationsansatz. Schließe den Arbeitsgang.	1	YES
12	G407-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	5	4	4	0	3	ALL_ACTIONS_OBJECT_COMPLETE	STATION:4	Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Entnimm oder lass den Stationsansatz ab. Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung. Beschicke oder bereite denselben Stationsansatz auf Grad I vor. Schließe den Arbeitsgang.	1	YES
13	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	8	6	6	0	5	ALL_ACTIONS_OBJECT_COMPLETE	STATION:6	Beschicke oder bereite in der bezeichneten Stationsart vor. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz in der bezeichneten Stationsart vor. Entnimm oder lass den Stationsansatz auf Grad I ab. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beschicke oder bereite denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	1	YES
14	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	12	8	8	0	3	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|FLOW:1|PORTION:1|STATION:4|UNIT:1	"Leite den Strom zur Zielstation oder ins Zielbecken um. Halte die Becken- oder Körpereinheit im Bad an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Halte den Stationsansatz im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Temperiere auf Grad I. Schließe den Arbeitsgang."	"Leite den Strom zur Zielstation oder ins Zielbecken um. Halte die Badeinheit im Bad an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Halte den Körper im Bad auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang."	3	YES
15	G407-S097	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
16	G407-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	3	3	0	2	ALL_ACTIONS_OBJECT_COMPLETE	STATION:3	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
17	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	17	12	12	0	7	ALL_ACTIONS_OBJECT_COMPLETE	BODY:5|STATION:3|UNIT:4	Entnimm oder lass die Becken- oder Körpereinheit an der Stations-Arbeitsstelle ab. Führe an der Stations-Nebenstelle zu. Wähle die Einheit aus. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad I. Kennzeichne oder prüfe. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II. Halte den Stationsansatz im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass die Becken- oder Körpereinheit an der Stations-Arbeitsstelle ab. Bringe dieselbe Becken- oder Körpereinheit an der Stations-Nebenstelle ein. Wähle dieselbe Becken- oder Körpereinheit aus. Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Kennzeichne oder prüfe denselben Körper. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Halte den Körper im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Halte denselben Körper. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	1	YES
18	G407-S102	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	3	3	0	2	ALL_ACTIONS_OBJECT_COMPLETE	STATION:3	Beschicke oder bereite den Stationsansatz vor. Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Setze denselben Stationsansatz ein. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	1	YES
19	G407-S108	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	5	2	2	0	2	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:2	Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Halte dieselbe Anwendungsportion. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	1	YES
20	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	8	5	5	0	3	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|FLOW:1|STATION:2	Leite die Anwendungsportion zur Zielstation oder ins Zielbecken um. Führe auf Grad I zu. Halte den Stationsansatz im Bad. Beschicke oder bereite die Anwendungsportion und den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Leite die Teilmenge zur Zielstation oder ins Zielbecken um. Bringe den Körper auf Grad I ein. Halte den Körper im Bad. Beschicke oder bereite die Anwendungsportion und den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	1	YES
21	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	16	10	10	0	6	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|PORTION:3|STATION:5|UNIT:1	"Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite die Anwendungsportion und den Stationsansatz zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Wähle die Anwendungsportion aus. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Wähle das Stations- oder Badmaß aus. Behandle den Stationsansatz und die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beschicke oder bereite die Anwendungsportion und den Stationsansatz zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Wähle die Anwendungsportion aus. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Wähle das Stationsmaß aus. Behandle den Stationsansatz und die Stationseinheit. Fahre im selben Arbeitsgang fort. Halte dieselbe Stationseinheit im Bad auf Grad I. Schließe den Arbeitsgang."	2	YES
22	G407-S111	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Behandle den Stationsansatz. Schließe den Arbeitsgang.	1	YES
23	G407-S112	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Beschicke oder bereite den Stationsansatz vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
24	G407-S113	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|STATION:1	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Körper im Bad auf Grad II. Schließe den Arbeitsgang.	1	YES
25	G407-S114	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	5	5	0	4	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:1|STATION:4	Entnimm oder lass über den Stationskontakt oder die Leitung ab. Halte den Zustand. Beschicke oder bereite die Anwendungsportion und den Stationsansatz vor. Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Lass den Strom über den Stationskontakt oder die Leitung ab. Halte den Stationsansatz. Beschicke oder bereite die Anwendungsportion und den Stationsansatz vor. Beschicke oder bereite denselben Stationsansatz vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
26	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	12	10	10	0	4	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:1|STATION:9	Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz. Wende an. Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Wende den Stationsansatz an. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken. Führe zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz. Setze denselben Stationsansatz ein. Behandle denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte denselben Stationsansatz im Bad auf Grad I. Wende den Stationsansatz an. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken. Führe denselben Stationsansatz zu. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
27	G407-S116	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|STATION:1	Beschicke oder bereite an der Stations-Nebenstelle vor. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz an der Stations-Nebenstelle vor. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Schließe den Arbeitsgang.	1	YES
28	G407-S117	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1	Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
29	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	8	3	3	0	1	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:2|STATION:1	"Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt die Anwendungsportion und von der Ausgangsstation oder aus dem Ausgangsbecken. Leite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt die Anwendungsportion und von der Ausgangsstation oder aus dem Ausgangsbecken. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Beschicke oder bereite den Stationsansatz vor. Halte denselben Strom im Badbetrieb auf Grad I. Schließe den Arbeitsgang."	2	YES
