edition	page	locus	source_group_id	raw	gloss	role	left_raw	right_raw	left_separator	right_separator	source_path	applies_to	meaning_status
ZL3b	f103r	f103r.9	ZL3b|f103r.9|G007	shey	dieses	DEMONSTRATIVE	lkaiin	lkeor	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.15	ZL3b|f103v.15|G002	shey	dieses	DEMONSTRATIVE	tchedal	lcheey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.15	ZL3b|f103v.15|G006	ar	und	COORDINATION	ch	olchey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.15	ZL3b|f103v.15|G010	otain	Öffnung	APERTURE	tedy	otain	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.15	ZL3b|f103v.15|G011	otain	Öffnung	APERTURE	otain	ota[?:l]y	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.16	ZL3b|f103v.16|G006	otain	Öffnung	APERTURE	shedy	ol	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.2	ZL3b|f103v.2|G002	shey	dieses	DEMONSTRATIVE	daiin	qokal	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.2	ZL3b|f103v.2|G007	shey	dieses	DEMONSTRATIVE	qoteor	qoty	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.2	ZL3b|f103v.2|G009	chckhy	langsam	RATE	qoty	qotain	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.23	ZL3b|f103v.23|G003	ar	und	COORDINATION	l	cheey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.23	ZL3b|f103v.23|G011	ar	und	COORDINATION	[o:a]r	keey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.24	ZL3b|f103v.24|G008	otain	Öffnung	APERTURE	otan	otain	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.24	ZL3b|f103v.24|G009	otain	Öffnung	APERTURE	otain	ar	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.24	ZL3b|f103v.24|G010	ar	und	COORDINATION	otain	y	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.31	ZL3b|f103v.31|G010	chckhy	langsam	RATE	daiin	sar	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.34	ZL3b|f103v.34|G006	shey	dieses	DEMONSTRATIVE	qok	qokaiin	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.35	ZL3b|f103v.35|G002	shey	dieses	DEMONSTRATIVE	qol	ykeey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.36	ZL3b|f103v.36|G001	saiin	nach oben	UPWARD_GOAL		shey	LINE_START	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.36	ZL3b|f103v.36|G002	shey	dieses	DEMONSTRATIVE	saiin	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.40	ZL3b|f103v.40|G003	shey	dieses	DEMONSTRATIVE	sheal	qoain	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.41	ZL3b|f103v.41|G002	shey	dieses	DEMONSTRATIVE	daiin	l	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.41	ZL3b|f103v.41|G004	shey	dieses	DEMONSTRATIVE	l	lshey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.44	ZL3b|f103v.44|G002	shey	dieses	DEMONSTRATIVE	qkain	ar	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.44	ZL3b|f103v.44|G003	ar	und	COORDINATION	shey	ar	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.44	ZL3b|f103v.44|G004	ar	und	COORDINATION	ar	oky	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.44	ZL3b|f103v.44|G007	chckhy	langsam	RATE	rain	shedy	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.46	ZL3b|f103v.46|G004	chckhy	langsam	RATE	qokain	rorol	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.6	ZL3b|f103v.6|G002	shey	dieses	DEMONSTRATIVE	dain	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.7	ZL3b|f103v.7|G002	shey	dieses	DEMONSTRATIVE	daiin	chol	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	f103v.8	ZL3b|f103v.8|G002	shey	dieses	DEMONSTRATIVE	sain	olsheey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.19	ZL3b|f105r.19|G004	saiin	nach oben	UPWARD_GOAL	daiindy	chedy	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.21	ZL3b|f105r.21|G006	saiin	nach oben	UPWARD_GOAL	qokedal	otol	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.24	ZL3b|f105r.24|G006	ar	und	COORDINATION	paiin	aiiin	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.3	ZL3b|f105r.3|G006	ar	und	COORDINATION	cheeo	yteey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.31	ZL3b|f105r.31|G004	ar	und	COORDINATION	shx	aii[j:d]y	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.32	ZL3b|f105r.32|G010	ar	und	COORDINATION	otar	ajam	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.33	ZL3b|f105r.33|G010	ar	und	COORDINATION	qokaiin	airod	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.34	ZL3b|f105r.34|G010	ar	und	COORDINATION	al	alkam	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.7	ZL3b|f105r.7|G005	shey	dieses	DEMONSTRATIVE	aiiin	qodaiiin	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105r	f105r.7	ZL3b|f105r.7|G009	saiin	nach oben	UPWARD_GOAL	qokeey	aiirody	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105v	f105v.12	ZL3b|f105v.12|G005	ar	und	COORDINATION	ykedor	ar	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105v	f105v.12	ZL3b|f105v.12|G006	ar	und	COORDINATION	ar	alkair	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105v	f105v.13	ZL3b|f105v.13|G001	saiin	nach oben	UPWARD_GOAL		opchedy	LINE_START	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105v	f105v.28	ZL3b|f105v.28|G002	ar	und	COORDINATION	oeoar	al	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105v	f105v.32	ZL3b|f105v.32|G004	ar	und	COORDINATION	qoair	a{iphh}ey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105v	f105v.37	ZL3b|f105v.37|G011	ar	und	COORDINATION	okaiin	aildy	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f105v	f105v.6	ZL3b|f105v.6|G008	ar	und	COORDINATION	dar	daiiidy	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.14	ZL3b|f107r.14|G010	otain	Öffnung	APERTURE	qokaiin		DEFINITE_SPACE	LINE_END	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.16	ZL3b|f107r.16|G007	shey	dieses	DEMONSTRATIVE	qeeoy	kair	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.18	ZL3b|f107r.18|G002	shey	dieses	DEMONSTRATIVE	poalosy	tar	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.26	ZL3b|f107r.26|G003	shey	dieses	DEMONSTRATIVE	cheor	cheey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.29	ZL3b|f107r.29|G002	ar	und	COORDINATION	olkeeolkeeo	shol	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.37	ZL3b|f107r.37|G002	chckhy	langsam	RATE	ychklkaiin	cho	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.41	ZL3b|f107r.41|G002	ar	und	COORDINATION	qokaiin	ockhey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.42	ZL3b|f107r.42|G009	ar	und	COORDINATION	tain	arodl	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.48	ZL3b|f107r.48|G002	chkal	steigt	UPWARD_MOTION	fairal	lky	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.48	ZL3b|f107r.48|G004	otain	Öffnung	APERTURE	lky	ar	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f107r	f107r.48	ZL3b|f107r.48|G005	ar	und	COORDINATION	otain	kalkal	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
