bio_statement_row	statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_sequence	internal_owner_reset	literal_exact_card_sequence	continuous_local_statement	v72_selected_paraphrase	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	repair_cost_0_4	line_crossing	contradiction	global_flow_claim	semantic_ceiling
11	B1-S011	B1	f81v	F033	2	139|140	B1_SHARED_TWO_ROW_POOL	NO	E139:2cc8bb3c2af19607888f > E140:276a7c2d74d1143446f4	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe. Gebrauche die Badecharge am vorgesehenen örtlichen Waschplatz.	Fortschreibe Buchung `B1-S011` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: führe die exemplarisch bestimmte örtliche Stationshandlung `B1-S011:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `B1:T010`, PREVIOUS `B1:I002`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	1	NO:f81v.18	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
12	B1-S012	B1	f81v	F034	3	141|142|143	B1_SHARED_TWO_ROW_POOL	NO	E141:be0974b366c981dc1eef > E142:08bd5ca0c2ad137a056d > E143:2e7e89e0bd12b999c280	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Beginne die Spülung an dieser lokalen Station. Verwende warmes Wasser für diesen örtlichen Posten. Wasche den bezeichneten Bereich einmal und beende diesen örtlichen Durchgang.	Fortschreibe Buchung `B1-S012` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S012` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I004` und gegebenenfalls Ziel `B1-S012:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `UNSET`, PREVIOUS `B1:I003`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	2	NO:f81v.21	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
13	B1-S013	B1	f81v	F035	1	144	B1_SHARED_TWO_ROW_POOL	NO	E144:2e7e89e0bd12b999c280	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Wasche den bezeichneten Bereich einmal und beende diesen örtlichen Durchgang.	Fortschreibe Buchung `B1-S013` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S013` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I004` und gegebenenfalls Ziel `B1-S013:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `UNSET`, PREVIOUS `B1:I003`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	2	NO:f81v.21	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
14	B1-S014	B1	f81v	F036	5	145|146|147|148|149	B1_SHARED_TWO_ROW_POOL	NO	E145:6f7ff8287eddf4da9fdb > E146:c205570c49d4d93c23d3 > E147:433713294b25b0a12f66 > E148:dcda95c81a5460feb191 > E149:b6b654722e55729cc947	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Behandle die im Exemplar bezeichnete betroffene Stelle. Verwende das im Exemplar bezeichnete untere Becken dieser lokalen Szene. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Benutze danach nur den unteren Ablauf dieser lokalen Station.	Fortschreibe Buchung `B1-S014` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I004` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `B1:T013`, PREVIOUS `B1:I003`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	1	NO:f81v.21	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
15	B1-S015	B1	f81v	F037	2	150|151	B1_SHARED_TWO_ROW_POOL	NO	E150:a7af89ab31ce5e247395 > E151:07913ef9b1fb773cd325	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Fülle danach das örtlich bezeichnete Gefäß. Lasse den örtlichen Posten abkühlen und beende den Schritt.	Fortschreibe Buchung `B1-S015` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S015` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1-S015:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `UNSET`, PREVIOUS `B1:I004`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	2	NO:f81v.24	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
16	B1-S016	B1	f81v	F038	4	152|153|154|155	B1_SHARED_TWO_ROW_POOL	NO	E152:308e8ea2d5d190c498e8 > E153:0275fbf14e07935b0a45 > E154:dcda95c81a5460feb191 > E155:bc4f1f5c006c74a4d26d	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B1-S016` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1-S016:TARGET` aus `B1-S016:TARGET_ASSIGN_01`; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B1-S016:ACTION_TEMPER_01` ein; verknüpfe den laufenden Recordposten `B1:I005` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `UNSET`, PREVIOUS `B1:I004`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	1	NO:f81v.24	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
17	B1-S017	B1	f81v	F039	3	156|157|158	B1_SHARED_TWO_ROW_POOL	NO	E156:dd0ecaf5e27d81befffc > E157:a06244ef1f2b37ca44c1 > E158:d225b7a7b95da7aee437	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station. Seihe den örtlichen Posten klar und beende den Schritt.	Fortschreibe Buchung `B1-S017` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1:T015` aus `B1-S017:TARGET_ASSIGN_01`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T015`, PREVIOUS `B1:I004`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	1	NO:f81v.24	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
18	B1-S018	B1	f81v	F040|F041	4	159|160|161|162	B1_SHARED_TWO_ROW_POOL	NO	E159:b38d70daefd663d74625 > E160:74c76d589d44120f647b > E161:2c82523794dcb7d2b343 > E162:3b70942557b3a40e8030	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Fülle danach das örtlich bezeichnete Gefäß. An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Wende den aktiven Posten an der örtlich markierten Stelle an. Führe den örtlichen Schritt fort, bis der bezeichnete Klarzustand erreicht ist. Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	Fortschreibe Buchung `B1-S018` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T016`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T016`, PREVIOUS `B1:I004`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	3	YES:f81v.24→f81v.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
19	B1-S019	B1	f81v	F042	1	163	B1_SHARED_TWO_ROW_POOL	NO	E163:bc4f1f5c006c74a4d26d	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B1-S019` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S019` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T016`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T016`, PREVIOUS `B1:I004`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	2	NO:f81v.27	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
20	B1-S020	B1	f81v	F043	2	164|165	B1_SHARED_TWO_ROW_POOL	NO	E164:d904bf7b044dd3922781 > E165:d68bc8de3bcee09db23c	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Halte die lokale Charge bei sanfter Wärme. Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	Fortschreibe Buchung `B1-S020` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S020` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T017`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T017`, PREVIOUS `B1:I004`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	2	NO:f81v.27	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
21	B1-S021	B1	f81v	F044	1	166	B1_SHARED_TWO_ROW_POOL	NO	E166:dd0ecaf5e27d81befffc	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	Fortschreibe Buchung `B1-S021` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1:T018` aus `B1-S021:TARGET_ASSIGN_01`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T018`, PREVIOUS `B1:I004`.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	0	NO:f81v.27	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
22	B2-S001	B2	f82r	F045	1	167	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	E167:259b2b3b0bf859882e2c	Setze den lokalen Besitzer [B2_UPPER_PAIRED_BASINS_AND_CYLINDER] (obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder): Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	Eröffne Buchung `B2-S001` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T001`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T001`, PREVIOUS `UNSET`.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	2	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
23	B2-S002	B2	f82r	F046	1	168	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	E168:28ffbc88b97772a75f1e	An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Stelle die Mischung im bedeckten örtlichen Auffanggefäß beiseite und beende den Schritt.	Fortschreibe Buchung `B2-S002` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S002` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	2	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
24	B2-S003	B2	f82r	F047	3	169|170|171	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	E169:1645e612504fcef59ced > E170:b921a237be883a820352 > E171:7d25241b0e56c836372a	An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. Verwende nun diese aktive Bade- oder Waschportion. Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	Fortschreibe Buchung `B2-S003` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S003` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	2	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
25	B2-S004	B2	f82r	F048|F049	5	172|173|174|175|176	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	E172:308e8ea2d5d190c498e8 > E173:f329f2051370174e9a38 > E174:ba8142680851f24c9ff2 > E175:0275fbf14e07935b0a45 > E176:c1db6b0a28d5cbb5d3d2	An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Verwende die zweite, im Exemplar bezeichnete Öffnung dieser Station. Beende den Schritt an dieser Station; beginne ein nächstes Becken erst nach einem neuen Besitzeransatz. An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Seihe den örtlichen Posten klar und beende den Schritt.	Fortschreibe Buchung `B2-S004` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: setze den lokalen Zielslot `B2:T003` aus `B2-S004:TARGET_ASSIGN_01`; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S004:ACTION_TEMPER_01` ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T003`, PREVIOUS `B2:I002`.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	2	YES:f82r.2→f82r.3; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
26	B2-S005	B2	f82r	F050|F051	8	177|178|179|180|181|182|183|184	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	E177:4a7a6326ac95a8809302 > E178:2d2e37ccb2dacc53ee5a > E179:2cc8bb3c2af19607888f > E180:b5fcea1eaed06b2f2291 > E181:b5fcea1eaed06b2f2291 > E182:a8f891de626fc00028e9 > E183:f0db6d30cd34f4cb2a4d > E184:04a3877f0fc81b7597c9	An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Fahre am zweiten, innerhalb dieser Station bezeichneten Lauf fort. Führe den lokalen Posten durch ein Tuch. Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Behalte für diesen örtlichen Schritt dieselbe Einstellung bei. Verwende das breite Gefäß dieser lokalen Station. Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	Fortschreibe Buchung `B2-S005` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: trage den Masterwert `B2-S005:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B2-S005:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T006`, PREVIOUS `B2:I002`.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	2	YES:f82r.3→f82r.4; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
27	B2-S006	B2	f82r	F052	4	185|186|187|188	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	E185:5d5e0b288cf36864ed9d > E186:308e8ea2d5d190c498e8 > E187:c1913ec4ff84148da6d3 > E188:276a7c2d74d1143446f4	An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Verwende den vorbereiteten Bade- oder Waschzusatz. Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Halte oder verwende den Posten über der örtlich bezeichneten Stelle. Gebrauche die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich.	Fortschreibe Buchung `B2-S006` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: setze den lokalen Zielslot `B2:T007` aus `B2-S006:TARGET_ASSIGN_01`; führe die exemplarisch bestimmte örtliche Stationshandlung `B2-S006:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T007`, PREVIOUS `B2:I002`.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	1	NO:f82r.4	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
28	B2-S007	B2	f82r	F053	1	189	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	E189:cbb42a4fe68068325d6b	Setze den lokalen Besitzer [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] (mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten): Gib sauberes Wasser in diese lokale Station und beende den Schritt.	Fortschreibe Buchung `B2-S007` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S007` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2-S007:TARGET_UNSET`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `UNSET`, PREVIOUS `B2:I001`.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	ikonographischer Strahl oder Stern an einem Schmuckband	2	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
29	B2-S008	B2	f82r	F054	3	190|191|192	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	E190:54d0e228ca346110af05 > E191:3ae9a121ba0045b913e8 > E192:bc4f1f5c006c74a4d26d	An derselben lokalen Station [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Halte den lokalen Posten für dieselbe recordlokale Dauer wie zuvor. Halte oder verwende den Posten über der örtlich bezeichneten Stelle. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B2-S008` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S008` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T008`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T008`, PREVIOUS `B2:I001`.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	ikonographischer Strahl oder Stern an einem Schmuckband	2	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
30	B2-S009	B2	f82r	F055	1	193	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	E193:daa1347f456415fe8737	An derselben lokalen Station [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Halte den örtlichen Posten warm und beende den Schritt.	Fortschreibe Buchung `B2-S009` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S009` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T008`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T008`, PREVIOUS `B2:I001`.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	ikonographischer Strahl oder Stern an einem Schmuckband	2	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
