bio_event_row	event_serial	page	locus	record_unit_id	field_id	statement_id	exact_card_id	surface_display_only	literal_exact_card_layer	v71_local_owner	owner_status	owner_transition	visible_contact_basis	concrete_german_default	source_layer	parse_status	working_confidence	confidence_label	confidence_scope	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	station_medical_model	station_bathhouse_model	strongest_rival	local_direction_status	global_flow_claim	contradiction	semantic_ceiling
79	179	f82r	f82r.3	B2	F050	B2-S005	2cc8bb3c2af19607888f	chckhy	EXACT_CARD_ID=2cc8bb3c2af19607888f | SURFACE_DISPLAY_ONLY=chckhy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Wasser in das Becken einlassen.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Wasser in das Becken einlassen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
80	180	f82r	f82r.3	B2	F050	B2-S005	b5fcea1eaed06b2f2291	qokaiin	EXACT_CARD_ID=b5fcea1eaed06b2f2291 | SURFACE_DISPLAY_ONLY=qokaiin | OPAQUE_FORMULA=SET(<ARG_AIIN>) | KNOWN_CARD=NONE | KNOWN_FORMAL=STANDARDSLOT_SETZEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Mengenbuch=B2:F050:M.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Mengenbuch=B2:F050:M.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; STANDARDSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
81	181	f82r	f82r.4	B2	F051	B2-S005	b5fcea1eaed06b2f2291	qokaiin	EXACT_CARD_ID=b5fcea1eaed06b2f2291 | SURFACE_DISPLAY_ONLY=qokaiin | OPAQUE_FORMULA=SET(<ARG_AIIN>) | KNOWN_CARD=NONE | KNOWN_FORMAL=STANDARDSLOT_SETZEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Mengenbuch=B2:F051:M.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Mengenbuch=B2:F051:M.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; STANDARDSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
82	182	f82r	f82r.4	B2	F051	B2-S005	a8f891de626fc00028e9	octheol	EXACT_CARD_ID=a8f891de626fc00028e9 | SURFACE_DISPLAY_ONLY=octheol | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Behalte für diesen örtlichen Schritt dieselbe Einstellung bei.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Behalte für diesen örtlichen Schritt dieselbe Einstellung bei.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Zuführung öffnen.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Zuführung öffnen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
83	183	f82r	f82r.4	B2	F051	B2-S005	f0db6d30cd34f4cb2a4d	chkeey	EXACT_CARD_ID=f0db6d30cd34f4cb2a4d | SURFACE_DISPLAY_ONLY=chkeey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Verwende das breite Gefäß dieser lokalen Station.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Verwende das breite Gefäß dieser lokalen Station.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Wasser in das Becken einlassen.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Wasser in das Becken einlassen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
84	184	f82r	f82r.4	B2	F051	B2-S005	04a3877f0fc81b7597c9	ldy	EXACT_CARD_ID=04a3877f0fc81b7597c9 | SURFACE_DISPLAY_ONLY=ldy | OPAQUE_FORMULA=CLOSE(LINK) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Füllstand am Randzeichen prüfen.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Füllstand am Randzeichen prüfen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
85	185	f82r	f82r.4	B2	F052	B2-S006	5d5e0b288cf36864ed9d	oteey	EXACT_CARD_ID=5d5e0b288cf36864ed9d | SURFACE_DISPLAY_ONLY=oteey | OPAQUE_FORMULA=FRAME_OT(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Verwende den vorbereiteten Bade- oder Waschzusatz.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Verwende den vorbereiteten Bade- oder Waschzusatz.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Arbeitsziel an der Station bereitstellen.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Arbeitsziel an der Station bereitstellen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
86	186	f82r	f82r.4	B2	F052	B2-S006	308e8ea2d5d190c498e8	qokal	EXACT_CARD_ID=308e8ea2d5d190c498e8 | SURFACE_DISPLAY_ONLY=qokal | OPAQUE_FORMULA=SET(<ARG_AL>) | KNOWN_CARD=NONE | KNOWN_FORMAL=LOKALEN_RELATIONSSLOT_SETZEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.58	MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Zieladresse=dieser lokalen Station.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Zieladresse=dieser lokalen Station.	LOCAL_EXEMPLAR_DIRECTION_ONLY	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; LOKALEN_RELATIONSSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
87	187	f82r	f82r.4	B2	F052	B2-S006	c1913ec4ff84148da6d3	sheckhy	EXACT_CARD_ID=c1913ec4ff84148da6d3 | SURFACE_DISPLAY_ONLY=sheckhy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Halte oder verwende den Posten über der örtlich bezeichneten Stelle.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Halte oder verwende den Posten über der örtlich bezeichneten Stelle.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Durchgang beobachten.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Durchgang beobachten.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
88	188	f82r	f82r.4	B2	F052	B2-S006	276a7c2d74d1143446f4	qoky	EXACT_CARD_ID=276a7c2d74d1143446f4 | SURFACE_DISPLAY_ONLY=qoky | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=ANWENDEN? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_FIELD_OWNER	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	Gebrauche die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Gebrauche die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich.	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: aktive Charge an technischem Stationsziel F052.	Ikonographisch/formal an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: aktive Charge an technischem Stationsziel F052.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; ANWENDEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
89	189	f82r	f82r.7	B2	F053	B2-S007	cbb42a4fe68068325d6b	dshedy	EXACT_CARD_ID=cbb42a4fe68068325d6b | SURFACE_DISPLAY_ONLY=dshedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	DIRECT_VISIBLE	RESET_AT_V71_SCENE_GAP	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Gib sauberes Wasser in diese lokale Station und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.48	MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Gib sauberes Wasser in diese lokale Station und beende den Schritt.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Leitungszweig wählen.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Leitungszweig wählen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
90	190	f82r	f82r.7	B2	F054	B2-S008	54d0e228ca346110af05	sotaiin	EXACT_CARD_ID=54d0e228ca346110af05 | SURFACE_DISPLAY_ONLY=sotaiin | OPAQUE_FORMULA=MARK(<ARG_AIIN>) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Halte den lokalen Posten für dieselbe recordlokale Dauer wie zuvor.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Halte den lokalen Posten für dieselbe recordlokale Dauer wie zuvor.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Filtertuch oder Sieb einsetzen.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Filtertuch oder Sieb einsetzen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
91	191	f82r	f82r.7	B2	F054	B2-S008	3ae9a121ba0045b913e8	qokar	EXACT_CARD_ID=3ae9a121ba0045b913e8 | SURFACE_DISPLAY_ONLY=qokar | OPAQUE_FORMULA=SET(<ARG_AR>) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_FIELD_OWNER	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Halte oder verwende den Posten über der örtlich bezeichneten Stelle.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Halte oder verwende den Posten über der örtlich bezeichneten Stelle.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Charge durch den Filter führen.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Charge durch den Filter führen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
92	192	f82r	f82r.7	B2	F054	B2-S008	bc4f1f5c006c74a4d26d	shedy	EXACT_CARD_ID=bc4f1f5c006c74a4d26d | SURFACE_DISPLAY_ONLY=shedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_FIELD_OWNER	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Rückstand vom Filter abnehmen.	Ikonographisch/formal an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: ikonographischer Strahl oder Stern an einem Schmuckband; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	Badehausbetrieb an [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Rückstand vom Filter abnehmen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
