field_id	record_unit_id	page	locus	statement_id	event_serials	local_image_owner	owner_status	literal_event_sequence	balneological_field_text	v69_template	parse_status	strongest_rival	unsupported_nouns	strongest_contradiction	semantic_ceiling
F031	B1	f81v	f81v.18	B1-S009	137	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E137=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	TERMINAL_FLUSH	UNIQUE	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Waschflotte|Lauf|Station|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F032	B1	f81v	f81v.18	B1-S010	138	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E138=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	TERMINAL_FLUSH	UNIQUE	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Waschflotte|Lauf|Station|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F033	B1	f81v	f81v.18	B1-S011	139|140	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E139=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E140=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F033; keine Vererbung über einen Stationswechsel.	Lauf|Strom/Flussrichtung|Waschung/Bad	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F034	B1	f81v	f81v.21	B1-S012	141|142|143	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E141=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:be0974b366c981dc1eef] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E142=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:08bd5ca0c2ad137a056d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E143=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2e7e89e0bd12b999c280] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: vorigen Arbeitsstand aufnehmen; keine Vererbung über einen Stationswechsel.	Spülen|Wasser|Wärme/Temperatur|Waschung/Bad	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F035	B1	f81v	f81v.21	B1-S013	144	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E144=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2e7e89e0bd12b999c280] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Wasche einmal und beende diesen Durchgang.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Waschung/Bad	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F036	B1	f81v	f81v.21	B1-S014	145|146|147|148|149	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E145=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E146=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:c205570c49d4d93c23d3] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E147=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:433713294b25b0a12f66] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E148=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E149=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b6b654722e55729cc947] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Die betroffene Stelle. Das untere Becken. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Benutze danach den unteren Ablauf.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F036; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	Station|Becken|Posten|Ablassen/Ablauf	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F037	B1	f81v	f81v.24	B1-S015	150|151	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E150=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:a7af89ab31ce5e247395] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E151=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:07913ef9b1fb773cd325] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Lasse es abkühlen und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	Gefäß|Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F038	B1	f81v	f81v.24	B1-S016	152|153|154|155	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E152=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E153=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E154=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E155=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die Charge für den vorgesehenen Gebrauch temperieren. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F038; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: warmen Stand halten; keine Vererbung über einen Stationswechsel.	Posten|Station|Charge|Wärme/Temperatur|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F039	B1	f81v	f81v.24	B1-S017	156|157|158	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E156=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E157=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:a06244ef1f2b37ca44c1] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E158=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d225b7a7b95da7aee437] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die erste Öffnung. Seihe es klar und beende den Schritt.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Schieber am Abgang öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Posten|Station|Öffnung|erste/zweite Richtung|Klarzustand	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F040	B1	f81v	f81v.24	B1-S018	159	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E159=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b38d70daefd663d74625] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	Gefäß	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F041	B1	f81v	f81v.27	B1-S018	160|161|162	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E160=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:74c76d589d44120f647b] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E161=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2c82523794dcb7d2b343] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E162=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:3b70942557b3a40e8030] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Leitungsöffnung ausstreichen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Beckenrand reinigen; keine Vererbung über einen Stationswechsel.	Station|Klarzustand|Flüssigkeit	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F042	B1	f81v	f81v.27	B1-S019	163	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E163=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F043	B1	f81v	f81v.27	B1-S020	164|165	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E164=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d904bf7b044dd3922781] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E165=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d68bc8de3bcee09db23c] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur|Tuch	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F044	B1	f81v	f81v.27	B1-S021	166	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E166=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen.	TARGET_ASSIGN	UNIQUE	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Posten|Station	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F045	B2	f82r	f82r.2	B2-S001	167	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	DIRECT_VISIBLE	E167=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	Gefäß|Lauf|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F046	B2	f82r	f82r.2	B2-S002	168	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	E168=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	Mischung|Gefäß|Station	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F047	B2	f82r	f82r.2	B2-S003	169|170|171	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	E169=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E170=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E171=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Anteil|Gefäß|Maß/Menge|Portion|Becken|Badende|Waschung/Bad|Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F048	B2	f82r	f82r.2	B2-S004	172|173|174	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	E172=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E173=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:f329f2051370174e9a38] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E174=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:ba8142680851f24c9ff2] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die zweite Öffnung. Und gehe zum nächsten Becken weiter.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Schieber am Abgang öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Posten|Station|Öffnung|erste/zweite Richtung|Becken	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F049	B2	f82r	f82r.3	B2-S004	175|176	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	E175=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E176=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:c1db6b0a28d5cbb5d3d2] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Die Charge für den vorgesehenen Gebrauch temperieren. Seihe es klar und beende den Schritt.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	Charge|Wärme/Temperatur|Klarzustand	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F050	B2	f82r	f82r.3	B2-S005	177|178|179|180	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	E177=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:4a7a6326ac95a8809302] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E178=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:2d2e37ccb2dacc53ee5a] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] || E179=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E180=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Fahre am zweiten Lauf fort. Durch ein Tuch. Durch die verbundenen Läufe. Den aktiven Posten nach der örtlichen Vorschrift bemessen.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Lauf|Tuch|Strom/Flussrichtung|Posten	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
