statement_id	record_unit_id	page	constituent_fields	event_serials	local_owner_sequence	contains_visible_owner_break	balneological_statement_text	literal_event_sequence	v72_selected_technical_statement	strongest_rival	unsupported_nouns	line_crossing	strongest_contradiction	semantic_ceiling
B1-S011	B1	f81v	F033	139|140	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.	E139=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E140=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	Fortschreibe Buchung `B1-S011` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: führe die exemplarisch bestimmte örtliche Stationshandlung `B1-S011:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `B1:T010`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Lauf|Strom/Flussrichtung|Waschung/Bad	NO:f81v.18	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S012	B1	f81v	F034	141|142|143	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.	E141=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:be0974b366c981dc1eef] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E142=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:08bd5ca0c2ad137a056d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E143=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2e7e89e0bd12b999c280] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	Fortschreibe Buchung `B1-S012` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S012` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I004` und gegebenenfalls Ziel `B1-S012:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `UNSET`, PREVIOUS `B1:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Spülen|Wasser|Wärme/Temperatur|Waschung/Bad	NO:f81v.21	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S013	B1	f81v	F035	144	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Wasche einmal und beende diesen Durchgang.	E144=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2e7e89e0bd12b999c280] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	Fortschreibe Buchung `B1-S013` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S013` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I004` und gegebenenfalls Ziel `B1-S013:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `UNSET`, PREVIOUS `B1:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Waschung/Bad	NO:f81v.21	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S014	B1	f81v	F036	145|146|147|148|149	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Die betroffene Stelle. Das untere Becken. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Benutze danach den unteren Ablauf.	E145=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E146=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:c205570c49d4d93c23d3] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E147=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:433713294b25b0a12f66] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E148=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E149=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b6b654722e55729cc947] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Fortschreibe Buchung `B1-S014` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I004` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I004`, TARGET `B1:T013`, PREVIOUS `B1:I003`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Station|Becken|Posten|Ablassen/Ablauf	NO:f81v.21	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S015	B1	f81v	F037	150|151	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Lasse es abkühlen und beende den Schritt.	E150=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:a7af89ab31ce5e247395] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E151=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:07913ef9b1fb773cd325] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Fortschreibe Buchung `B1-S015` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S015` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1-S015:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `UNSET`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Gefäß|Wärme/Temperatur	NO:f81v.24	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S016	B1	f81v	F038	152|153|154|155	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die Charge für den vorgesehenen Gebrauch temperieren. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	E152=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E153=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E154=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E155=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Fortschreibe Buchung `B1-S016` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1-S016:TARGET` aus `B1-S016:TARGET_ASSIGN_01`; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B1-S016:ACTION_TEMPER_01` ein; verknüpfe den laufenden Recordposten `B1:I005` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `UNSET`, PREVIOUS `B1:I004`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Posten|Station|Charge|Wärme/Temperatur|Bereitschaft	NO:f81v.24	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S017	B1	f81v	F039	156|157|158	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die erste Öffnung. Seihe es klar und beende den Schritt.	E156=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E157=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:a06244ef1f2b37ca44c1] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E158=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d225b7a7b95da7aee437] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Fortschreibe Buchung `B1-S017` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1:T015` aus `B1-S017:TARGET_ASSIGN_01`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T015`, PREVIOUS `B1:I004`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Posten|Station|Öffnung|erste/zweite Richtung|Klarzustand	NO:f81v.24	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S018	B1	f81v	F040|F041	159|160|161|162	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.	E159=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b38d70daefd663d74625] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E160=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:74c76d589d44120f647b] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E161=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2c82523794dcb7d2b343] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E162=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:3b70942557b3a40e8030] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	Fortschreibe Buchung `B1-S018` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T016`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T016`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Gefäß|Station|Klarzustand|Flüssigkeit	YES:f81v.24→f81v.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S019	B1	f81v	F042	163	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	E163=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Fortschreibe Buchung `B1-S019` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S019` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T016`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T016`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Bereitschaft	NO:f81v.27	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S020	B1	f81v	F043	164|165	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.	E164=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d904bf7b044dd3922781] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E165=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d68bc8de3bcee09db23c] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	Fortschreibe Buchung `B1-S020` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S020` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T017`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T017`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Wärme/Temperatur|Tuch	NO:f81v.27	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B1-S021	B1	f81v	F044	166	B1_SHARED_TWO_ROW_POOL	NO	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen.	E166=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Fortschreibe Buchung `B1-S021` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1:T018` aus `B1-S021:TARGET_ASSIGN_01`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T018`, PREVIOUS `B1:I004`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Posten|Station	NO:f81v.27	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B2-S001	B2	f82r	F045	167	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	E167=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Eröffne Buchung `B2-S001` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T001`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T001`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Gefäß|Lauf|Spülen	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B2-S002	B2	f82r	F046	168	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	E168=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Fortschreibe Buchung `B2-S002` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S002` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Mischung|Gefäß|Station	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B2-S003	B2	f82r	F047	169|170|171	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	E169=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E170=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E171=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Fortschreibe Buchung `B2-S003` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S003` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Anteil|Gefäß|Maß/Menge|Portion|Becken|Badende|Waschung/Bad|Wärme/Temperatur	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B2-S004	B2	f82r	F048|F049	172|173|174|175|176	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die zweite Öffnung. Und gehe zum nächsten Becken weiter. Die Charge für den vorgesehenen Gebrauch temperieren. Seihe es klar und beende den Schritt.	E172=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E173=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:f329f2051370174e9a38] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E174=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:ba8142680851f24c9ff2] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E175=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E176=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:c1db6b0a28d5cbb5d3d2] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Fortschreibe Buchung `B2-S004` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: setze den lokalen Zielslot `B2:T003` aus `B2-S004:TARGET_ASSIGN_01`; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S004:ACTION_TEMPER_01` ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T003`, PREVIOUS `B2:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Posten|Station|Öffnung|erste/zweite Richtung|Becken|Charge|Wärme/Temperatur|Klarzustand	YES:f82r.2→f82r.3; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
B2-S005	B2	f82r	F050|F051	177|178|179|180|181|182|183|184	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Fahre am zweiten Lauf fort. Durch ein Tuch. Durch die verbundenen Läufe. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Unter derselben Einstellung. Das breite Gefäß. Ziehe es ab und beende den Schritt.	E177=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:4a7a6326ac95a8809302] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E178=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:2d2e37ccb2dacc53ee5a] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] || E179=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E180=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E181=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E182=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:a8f891de626fc00028e9] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E183=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:f0db6d30cd34f4cb2a4d] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E184=[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:04a3877f0fc81b7597c9] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	Fortschreibe Buchung `B2-S005` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: trage den Masterwert `B2-S005:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B2-S005:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T006`, PREVIOUS `B2:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Lauf|Tuch|Strom/Flussrichtung|Posten|Gefäß|Ablassen/Ablauf	YES:f82r.3→f82r.4; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER_AWARE_BALNEOLOGICAL_STATEMENT_EXEMPLAR_NOT_TRANSLATION
