shol	paragraph	grammar	chol	timing	target	reference	events	conflicts	unequal	missing	incomplete	row_status
Q	f93r|f93r.1-f93r.32	M	H	I	f93r.11:7	R	65	0	0	1	0	recorded
Q	f102v2|f102v2.30-f102v2.39	B	D	O	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	B	D	O	f102v2.34:8	R	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	B	D	I	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	B	D	I	f102v2.34:8	R	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	B	H	O	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	B	H	O	f102v2.34:8	R	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	B	H	I	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	B	H	I	f102v2.34:8	R	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	D	O	f102v2.34:8	E	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	D	O	f102v2.34:8	R	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	D	I	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	D	I	f102v2.34:8	R	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	H	O	f102v2.34:8	E	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	H	O	f102v2.34:8	R	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	H	I	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	J	H	I	f102v2.34:8	R	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	D	O	f102v2.34:8	E	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	D	O	f102v2.34:8	R	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	D	I	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	D	I	f102v2.34:8	R	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	H	O	f102v2.34:8	E	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	H	O	f102v2.34:8	R	37	1	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	H	I	f102v2.34:8	E	37	0	0	0	4	recorded
Q	f102v2|f102v2.30-f102v2.39	M	H	I	f102v2.34:8	R	37	0	0	0	4	recorded
A	f93r|f93r.1-f93r.32	B	D	O	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	B	D	O	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	B	D	I	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	B	D	I	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	B	H	O	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	B	H	O	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	B	H	I	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	B	H	I	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	D	O	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	D	O	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	D	I	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	D	I	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	H	O	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	H	O	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	H	I	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	J	H	I	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	D	O	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	D	O	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	D	I	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	D	I	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	H	O	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	H	O	f93r.11:7	R	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	H	I	f93r.11:7	E	65	0	0	0	0	recorded
A	f93r|f93r.1-f93r.32	M	H	I	f93r.11:7	R	65	0	0	0	0	recorded
A	f102v2|f102v2.30-f102v2.39	B	D	O	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	B	D	O	f102v2.34:8	R	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	B	D	I	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	B	D	I	f102v2.34:8	R	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	B	H	O	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	B	H	O	f102v2.34:8	R	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	B	H	I	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	B	H	I	f102v2.34:8	R	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	D	O	f102v2.34:8	E	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	D	O	f102v2.34:8	R	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	D	I	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	D	I	f102v2.34:8	R	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	H	O	f102v2.34:8	E	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	H	O	f102v2.34:8	R	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	H	I	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	J	H	I	f102v2.34:8	R	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	D	O	f102v2.34:8	E	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	D	O	f102v2.34:8	R	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	D	I	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	D	I	f102v2.34:8	R	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	H	O	f102v2.34:8	E	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	H	O	f102v2.34:8	R	37	1	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	H	I	f102v2.34:8	E	37	0	0	0	4	recorded
A	f102v2|f102v2.30-f102v2.39	M	H	I	f102v2.34:8	R	37	0	0	0	4	recorded
