occurrence_id	page	locus	record	field	event_index	surface	exact_tuple_id	field_position	dy_closure	b3	previous_physical_line	complete_target_field	complete_physical_line	following_physical_line	state_immediately_before	rival_1_graph	rival_2_graph	rival_3_graph	selected_meaning	state_immediately_after	selected_process_graph	confidence
R3O11	f82r	f82r.2	1	1	1	dchedy	259b2b3b0bf859882e2c	ONLY	1	0	<PAGE_START>	wash the active vessel or route through once	wash the active vessel or route through once / reserve the mixed liquid; end this instruction / add one measured portion to the vessel this present portion bathe or immerse in the tempered warm liquid; end this instruction / mix the two portions together the second opening and proceed to the next basin	keep it lukewarm strain it clear; close the rubric continue at the second conduit through a cloth through the connected channels take up the next portion or instruction	new page-owned process	new page-owned process -> [finish the preceding treatment] -> reserve the mixed liquid; end this instruction	new page-owned process -> [strain the liquid once] -> reserve the mixed liquid; end this instruction	new page-owned process -> [wash the active vessel or route through once] -> reserve the mixed liquid; end this instruction	wash the active vessel or route through once	one rinse charge traverses ACTIVE_ROUTE; route/vessel is clean and ready for the next charge	BEFORE(new page-owned process) -> one rinse charge traverses ACTIVE_ROUTE; route/vessel is clean and ready for the next charge -> NEXT(reserve the mixed liquid; end this instruction)	.66
R3O12	f82r	f82r.2	1	2	2	qolchedy	28ffbc88b97772a75f1e	ONLY	1	0	<PAGE_START>	draw off the clear upper liquor into the receiver	finish this treatment; end this instruction / draw off the clear upper liquor into the receiver / add one measured portion to the vessel this present portion bathe or immerse in the tempered warm liquid; end this instruction / mix the two portions together the second opening and proceed to the next basin	keep it lukewarm strain it clear; close the rubric continue at the second conduit through a cloth through the connected channels take up the next portion or instruction	finish this treatment; end this instruction	finish this treatment; end this instruction -> [reserve the combined liquid in its vessel] -> add one measured portion to the vessel	finish this treatment; end this instruction -> [draw off the clear upper liquor into the receiver] -> add one measured portion to the vessel	finish this treatment; end this instruction -> [retain the mixture for later use] -> add one measured portion to the vessel	draw off the clear upper liquor into the receiver	CLEAR_SUPERNATANT transfers to RECEIVER; sediment/residue remains in source vessel	BEFORE(finish this treatment; end this instruction) -> CLEAR_SUPERNATANT transfers to RECEIVER; sediment/residue remains in source vessel -> NEXT(add one measured portion to the vessel)	.78
R3O13	f82r	f82r.3	1	1	1	qokeey	0275fbf14e07935b0a45	FIRST	0	0	finish this treatment; end this instruction reserve the mixed liquid; end this instruction add one measured portion to the vessel this present portion bathe or immerse in the tempered warm liquid; end this instruction mix the two portions together the second opening and proceed to the next basin	add warmed water to the active vessel strain it clear; close the rubric	add warmed water to the active vessel strain it clear; close the rubric / continue at the second conduit through a cloth through the connected channels take up the next portion or instruction	take up the next portion or instruction under the same setting the broad vessel draw it off; close the rubric the prepared oil mix the two portions together over the local place apply or use this portion	and proceed to the next basin	and proceed to the next basin -> [keep the active preparation lukewarm] -> strain it clear; close the rubric	and proceed to the next basin -> [mix the active preparation thoroughly] -> strain it clear; close the rubric	and proceed to the next basin -> [add warmed water to the active vessel] -> strain it clear; close the rubric	add warmed water to the active vessel	WATER[warmed] enters VESSEL; MIXTURE becomes diluted and warm	BEFORE(and proceed to the next basin) -> WATER[warmed] enters VESSEL; MIXTURE becomes diluted and warm -> NEXT(strain it clear; close the rubric)	.74
R3O14	f82r	f82r.7	1	4	6	qokeey	0275fbf14e07935b0a45	FIRST	0	0	take up the next portion or instruction under the same setting the broad vessel draw it off; close the rubric the prepared oil mix the two portions together over the local place apply or use this portion	add warmed water to the active vessel apply or use this portion the first opening until the liquid runs clear	add clean water; close the rubric / for the same interval as before over the local place let it stand until ready; end this instruction / keep it warm; close the rubric / add warmed water to the active vessel apply or use this portion the first opening until the liquid runs clear	add one measured portion to the vessel from the same batch add one measured portion to the vessel bathe or immerse in the tempered warm liquid; end this instruction draw off the clear liquid	keep it warm; close the rubric	keep it warm; close the rubric -> [keep the active preparation lukewarm] -> apply or use this portion	keep it warm; close the rubric -> [mix the active preparation thoroughly] -> apply or use this portion	keep it warm; close the rubric -> [add warmed water to the active vessel] -> apply or use this portion	add warmed water to the active vessel	WATER[warmed] enters VESSEL; MIXTURE becomes diluted and warm	BEFORE(keep it warm; close the rubric) -> WATER[warmed] enters VESSEL; MIXTURE becomes diluted and warm -> NEXT(apply or use this portion)	.74
R3O15	f82r	f82r.19	1	1	2	char	4d4559019a961b834aa1	MIDDLE	0	0	add clean water; close the rubric for the same interval as before over the local place let it stand until ready; end this instruction keep it warm; close the rubric keep it lukewarm apply or use this portion the first opening until the liquid runs clear	add one measured portion to the vessel then proceed to the next act add one measured portion to the vessel bathe or immerse in the tempered warm liquid; end this instruction	add one measured portion to the vessel then proceed to the next act add one measured portion to the vessel bathe or immerse in the tempered warm liquid; end this instruction / draw off the clear liquid	until the liquid runs clear under the same setting keep it lukewarm the immersed part in the stated or usual measure this present portion immerse fully; close the rubric leave it standing in the lower vessel; end this instruction close the lower outlet	add one measured portion to the vessel	add one measured portion to the vessel -> [from the same batch] -> add one measured portion to the vessel	add one measured portion to the vessel -> [then proceed to the next act] -> add one measured portion to the vessel	add one measured portion to the vessel -> [repeat the foregoing preparation] -> add one measured portion to the vessel	then proceed to the next act	SEQUENCE_CURSOR advances; active material and owner remain available	BEFORE(add one measured portion to the vessel) -> SEQUENCE_CURSOR advances; active material and owner remain available -> NEXT(add one measured portion to the vessel)	.86
R3O16	f82r	f82r.23	1	1	3	qokeey	0275fbf14e07935b0a45	MIDDLE	0	0	add one measured portion to the vessel from the same batch add one measured portion to the vessel bathe or immerse in the tempered warm liquid; end this instruction draw off the clear liquid	until the liquid runs clear under the same setting add warmed water to the active vessel the immersed part in the stated or usual measure this present portion immerse fully; close the rubric	until the liquid runs clear under the same setting add warmed water to the active vessel the immersed part in the stated or usual measure this present portion immerse fully; close the rubric / leave it standing in the lower vessel; end this instruction / close the lower outlet	begin the rinsing bathe or immerse in the tempered warm liquid; end this instruction at the place indicated by the drawing cool water in equal portions in the stated or usual measure the prepared oil take up the next portion or instruction warm water	under the same setting	under the same setting -> [keep the active preparation lukewarm] -> the immersed part	under the same setting -> [mix the active preparation thoroughly] -> the immersed part	under the same setting -> [add warmed water to the active vessel] -> the immersed part	add warmed water to the active vessel	WATER[warmed] enters VESSEL; MIXTURE becomes diluted and warm	BEFORE(under the same setting) -> WATER[warmed] enters VESSEL; MIXTURE becomes diluted and warm -> NEXT(the immersed part)	.74
R3O17	f82r	f82r.23	1	2	8	lchedy	de7321bface5628e35d6	ONLY	1	0	add one measured portion to the vessel from the same batch add one measured portion to the vessel bathe or immerse in the tempered warm liquid; end this instruction draw off the clear liquid	drain the whole liquid into the lower receiving vessel	until the liquid runs clear under the same setting keep it lukewarm the immersed part in the stated or usual measure this present portion immerse fully; close the rubric / drain the whole liquid into the lower receiving vessel / close the lower outlet	begin the rinsing bathe or immerse in the tempered warm liquid; end this instruction at the place indicated by the drawing cool water in equal portions in the stated or usual measure the prepared oil take up the next portion or instruction warm water	immerse fully; close the rubric	immerse fully; close the rubric -> [leave the preparation standing in the lower vessel] -> close the lower outlet	immerse fully; close the rubric -> [drain the whole liquid into the lower receiving vessel] -> close the lower outlet	immerse fully; close the rubric -> [let the preparation cool to the ordinary setting] -> close the lower outlet	drain the whole liquid into the lower receiving vessel	ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves	BEFORE(immerse fully; close the rubric) -> ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves -> NEXT(close the lower outlet)	.71
R3O18	f83r	f83r.3	1	3	7	lchedy	de7321bface5628e35d6	LAST	1	0	<PAGE_START>	this present portion in the stated or usual measure this present portion drain the whole liquid into the lower receiving vessel	let the liquid settle; end this instruction / toward the lower outlet immerse fully; close the rubric / this present portion in the stated or usual measure this present portion drain the whole liquid into the lower receiving vessel / take up the next portion or instruction toward the lower outlet from the same batch	finish this treatment; end this instruction pour in the warmed water mix the two portions together reserve the mixed liquid; end this instruction take up the next portion or instruction stir until evenly mixed bathe or immerse in the tempered warm liquid; end this instruction leave it standing in the lower vessel; end this instruction apply or use this portion	this present portion	this present portion -> [leave the preparation standing in the lower vessel] -> take up the next portion or instruction	this present portion -> [drain the whole liquid into the lower receiving vessel] -> take up the next portion or instruction	this present portion -> [let the preparation cool to the ordinary setting] -> take up the next portion or instruction	drain the whole liquid into the lower receiving vessel	ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves	BEFORE(this present portion) -> ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves -> NEXT(take up the next portion or instruction)	.71
R3O19	f83r	f83r.3	1	4	10	dar	4d4559019a961b834aa1	LAST	0	0	<PAGE_START>	take up the next portion or instruction toward the lower outlet then proceed to the next act	let the liquid settle; end this instruction / toward the lower outlet immerse fully; close the rubric / this present portion in the stated or usual measure this present portion leave it standing in the lower vessel; end this instruction / take up the next portion or instruction toward the lower outlet then proceed to the next act	finish this treatment; end this instruction pour in the warmed water mix the two portions together reserve the mixed liquid; end this instruction take up the next portion or instruction stir until evenly mixed bathe or immerse in the tempered warm liquid; end this instruction leave it standing in the lower vessel; end this instruction apply or use this portion	toward the lower outlet	toward the lower outlet -> [from the same batch] -> finish this treatment; end this instruction	toward the lower outlet -> [then proceed to the next act] -> finish this treatment; end this instruction	toward the lower outlet -> [repeat the foregoing preparation] -> finish this treatment; end this instruction	then proceed to the next act	SEQUENCE_CURSOR advances; active material and owner remain available	BEFORE(toward the lower outlet) -> SEQUENCE_CURSOR advances; active material and owner remain available -> NEXT(finish this treatment; end this instruction)	.86
R3O20	f83r	f83r.6	1	1	1	schedy	259b2b3b0bf859882e2c	ONLY	1	0	let the liquid settle; end this instruction toward the lower outlet immerse fully; close the rubric this present portion in the stated or usual measure this present portion leave it standing in the lower vessel; end this instruction take up the next portion or instruction toward the lower outlet from the same batch	wash the active vessel or route through once	wash the active vessel or route through once / pour in the warmed water mix the two portions together reserve the mixed liquid; end this instruction / take up the next portion or instruction stir until evenly mixed bathe or immerse in the tempered warm liquid; end this instruction / leave it standing in the lower vessel; end this instruction / apply or use this portion	then fill the vessel steep until clear; close the rubric apply at the marked place apply or use this portion stir until evenly mixed and let it cool	from the same batch	from the same batch -> [finish the preceding treatment] -> pour in the warmed water	from the same batch -> [strain the liquid once] -> pour in the warmed water	from the same batch -> [wash the active vessel or route through once] -> pour in the warmed water	wash the active vessel or route through once	one rinse charge traverses ACTIVE_ROUTE; route/vessel is clean and ready for the next charge	BEFORE(from the same batch) -> one rinse charge traverses ACTIVE_ROUTE; route/vessel is clean and ready for the next charge -> NEXT(pour in the warmed water)	.66
R3O21	f83r	f83r.6	1	2	4	olchedy	28ffbc88b97772a75f1e	LAST	1	0	let the liquid settle; end this instruction toward the lower outlet immerse fully; close the rubric this present portion in the stated or usual measure this present portion leave it standing in the lower vessel; end this instruction take up the next portion or instruction toward the lower outlet from the same batch	pour in the warmed water mix the two portions together draw off the clear upper liquor into the receiver	finish this treatment; end this instruction / pour in the warmed water mix the two portions together draw off the clear upper liquor into the receiver / take up the next portion or instruction stir until evenly mixed bathe or immerse in the tempered warm liquid; end this instruction / leave it standing in the lower vessel; end this instruction / apply or use this portion	then fill the vessel steep until clear; close the rubric apply at the marked place apply or use this portion stir until evenly mixed and let it cool	mix the two portions together	mix the two portions together -> [reserve the combined liquid in its vessel] -> take up the next portion or instruction	mix the two portions together -> [draw off the clear upper liquor into the receiver] -> take up the next portion or instruction	mix the two portions together -> [retain the mixture for later use] -> take up the next portion or instruction	draw off the clear upper liquor into the receiver	CLEAR_SUPERNATANT transfers to RECEIVER; sediment/residue remains in source vessel	BEFORE(mix the two portions together) -> CLEAR_SUPERNATANT transfers to RECEIVER; sediment/residue remains in source vessel -> NEXT(take up the next portion or instruction)	.78
R3O22	f83r	f83r.6	1	4	8	lchedy	de7321bface5628e35d6	ONLY	1	0	let the liquid settle; end this instruction toward the lower outlet immerse fully; close the rubric this present portion in the stated or usual measure this present portion leave it standing in the lower vessel; end this instruction take up the next portion or instruction toward the lower outlet from the same batch	drain the whole liquid into the lower receiving vessel	finish this treatment; end this instruction / pour in the warmed water mix the two portions together reserve the mixed liquid; end this instruction / take up the next portion or instruction stir until evenly mixed bathe or immerse in the tempered warm liquid; end this instruction / drain the whole liquid into the lower receiving vessel / apply or use this portion	then fill the vessel steep until clear; close the rubric apply at the marked place apply or use this portion stir until evenly mixed and let it cool	bathe or immerse in the tempered warm liquid; end this instruction	bathe or immerse in the tempered warm liquid; end this instruction -> [leave the preparation standing in the lower vessel] -> apply or use this portion	bathe or immerse in the tempered warm liquid; end this instruction -> [drain the whole liquid into the lower receiving vessel] -> apply or use this portion	bathe or immerse in the tempered warm liquid; end this instruction -> [let the preparation cool to the ordinary setting] -> apply or use this portion	drain the whole liquid into the lower receiving vessel	ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves	BEFORE(bathe or immerse in the tempered warm liquid; end this instruction) -> ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves -> NEXT(apply or use this portion)	.71
R3O23	f83r	f83r.11	1	4	9	lchedy	de7321bface5628e35d6	ONLY	1	0	then fill the vessel steep until clear; close the rubric apply at the marked place apply or use this portion stir until evenly mixed and let it cool	drain the whole liquid into the lower receiving vessel	the prepared decoction or working liquid let it stand until ready; end this instruction / take up the next portion or instruction one measured portion under the same setting rinse the indicated place once; end this instruction / next open the upper channel wash once; close the rubric / drain the whole liquid into the lower receiving vessel / close the lower outlet	let it cool; close the rubric bathe or immerse in the tempered warm liquid; end this instruction let it stand until ready; end this instruction boil gently; close the rubric at the place indicated by the drawing leave it standing in the lower vessel; end this instruction take up the next portion or instruction when the preparation is ready at the place indicated by the drawing this present portion	wash once; close the rubric	wash once; close the rubric -> [leave the preparation standing in the lower vessel] -> close the lower outlet	wash once; close the rubric -> [drain the whole liquid into the lower receiving vessel] -> close the lower outlet	wash once; close the rubric -> [let the preparation cool to the ordinary setting] -> close the lower outlet	drain the whole liquid into the lower receiving vessel	ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves	BEFORE(wash once; close the rubric) -> ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves -> NEXT(close the lower outlet)	.71
R3O24	f83r	f83r.14	1	5	6	lchedy	de7321bface5628e35d6	LAST	1	0	the prepared decoction or working liquid let it stand until ready; end this instruction take up the next portion or instruction one measured portion under the same setting rinse the indicated place once; end this instruction next open the upper channel wash once; close the rubric leave it standing in the lower vessel; end this instruction close the lower outlet	at the place indicated by the drawing drain the whole liquid into the lower receiving vessel	let it cool; close the rubric / bathe or immerse in the tempered warm liquid; end this instruction / let it stand until ready; end this instruction / boil gently; close the rubric / at the place indicated by the drawing drain the whole liquid into the lower receiving vessel / take up the next portion or instruction when the preparation is ready at the place indicated by the drawing this present portion	in the stated or usual measure for one interval warm water this present portion at the place indicated by the drawing when the preparation is ready retain the residue; close the rubric mix in equal shares; close the rubric leave it standing in the lower vessel; end this instruction	at the place indicated by the drawing	at the place indicated by the drawing -> [leave the preparation standing in the lower vessel] -> take up the next portion or instruction	at the place indicated by the drawing -> [drain the whole liquid into the lower receiving vessel] -> take up the next portion or instruction	at the place indicated by the drawing -> [let the preparation cool to the ordinary setting] -> take up the next portion or instruction	drain the whole liquid into the lower receiving vessel	ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves	BEFORE(at the place indicated by the drawing) -> ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves -> NEXT(take up the next portion or instruction)	.71
R3O25	f83r	f83r.15	1	3	9	lchedy	de7321bface5628e35d6	ONLY	1	0	let it cool; close the rubric bathe or immerse in the tempered warm liquid; end this instruction let it stand until ready; end this instruction boil gently; close the rubric at the place indicated by the drawing leave it standing in the lower vessel; end this instruction take up the next portion or instruction when the preparation is ready at the place indicated by the drawing this present portion	drain the whole liquid into the lower receiving vessel	in the stated or usual measure for one interval warm water this present portion at the place indicated by the drawing when the preparation is ready retain the residue; close the rubric / mix in equal shares; close the rubric / drain the whole liquid into the lower receiving vessel	finish this treatment; end this instruction heat it once; end this instruction place the person at the basin after settling stir until evenly mixed add one measured portion to the vessel when the preparation is ready until the flow clears	mix in equal shares; close the rubric	mix in equal shares; close the rubric -> [leave the preparation standing in the lower vessel] -> finish this treatment; end this instruction	mix in equal shares; close the rubric -> [drain the whole liquid into the lower receiving vessel] -> finish this treatment; end this instruction	mix in equal shares; close the rubric -> [let the preparation cool to the ordinary setting] -> finish this treatment; end this instruction	drain the whole liquid into the lower receiving vessel	ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves	BEFORE(mix in equal shares; close the rubric) -> ACTIVE_VESSEL empties through LOWER_ROUTE into RECEIVER; whole liquid, not only clear upper fraction, moves -> NEXT(finish this treatment; end this instruction)	.71
R3O26	f83r	f83r.16	1	1	1	tchedy	259b2b3b0bf859882e2c	ONLY	1	0	in the stated or usual measure for one interval warm water this present portion at the place indicated by the drawing when the preparation is ready retain the residue; close the rubric mix in equal shares; close the rubric leave it standing in the lower vessel; end this instruction	wash the active vessel or route through once	wash the active vessel or route through once / heat it once; end this instruction / place the person at the basin after settling stir until evenly mixed add one measured portion to the vessel when the preparation is ready until the flow clears	let the liquid settle; end this instruction bind upon the place; close the rubric keep it lukewarm rinse the indicated place once; end this instruction with the foregoing preparation after the first rinse rinse the indicated place once; end this instruction apply or use this portion in the stated or usual measure	leave it standing in the lower vessel; end this instruction	leave it standing in the lower vessel; end this instruction -> [finish the preceding treatment] -> heat it once; end this instruction	leave it standing in the lower vessel; end this instruction -> [strain the liquid once] -> heat it once; end this instruction	leave it standing in the lower vessel; end this instruction -> [wash the active vessel or route through once] -> heat it once; end this instruction	wash the active vessel or route through once	one rinse charge traverses ACTIVE_ROUTE; route/vessel is clean and ready for the next charge	BEFORE(leave it standing in the lower vessel; end this instruction) -> one rinse charge traverses ACTIVE_ROUTE; route/vessel is clean and ready for the next charge -> NEXT(heat it once; end this instruction)	.66
