occurrence	page	locus	record	event_index	surface	exact_tuple_id	previous_complete_line	complete_target_line_v17	following_complete_line	rival_1_complete_target_line	rival_2_complete_target_line	rival_3_complete_target_line	selected_complete_target_line	process_graph	silent_repairs_selected	medical_comment
11	f82r	f82r.2	1	1	dchedy	259b2b3b0bf859882e2c	PAGE_OR_SCOPE_START	dchedy = finish this treatment; end this instruction ; qolchedy = reserve the mixed liquid; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	qokeey = keep it lukewarm ; lcheckhedy = strain it clear; close the rubric ; qokaly = continue at the second conduit ; solkaiin = through a cloth ; chckhy = through the connected channels ; qokaiin = take up the next portion or instruction	dchedy = finish this treatment; end this instruction ; qolchedy = reserve the mixed liquid; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	dchedy = strain the application and set it aside ; qolchedy = reserve the mixed liquid; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	dchedy = wash the used basin or channel through once; end this instruction ; qolchedy = reserve the mixed liquid; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	dchedy = wash the used basin or channel through once; end this instruction ; qolchedy = reserve the mixed liquid; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	the preceding bath, channel passage, or treatment has spent its liquid -> [dchedy: wash the used basin or channel through once; end this instruction] -> the apparatus is rinsed and ready for a retained or newly warmed charge	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
12	f82r	f82r.2	1	2	qolchedy	28ffbc88b97772a75f1e	PAGE_OR_SCOPE_START	dchedy = finish this treatment; end this instruction ; qolchedy = reserve the mixed liquid; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	qokeey = keep it lukewarm ; lcheckhedy = strain it clear; close the rubric ; qokaly = continue at the second conduit ; solkaiin = through a cloth ; chckhy = through the connected channels ; qokaiin = take up the next portion or instruction	dchedy = finish this treatment; end this instruction ; qolchedy = set the mixed liquid aside in a covered vessel; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	dchedy = finish this treatment; end this instruction ; qolchedy = draw off the clear liquor; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	dchedy = finish this treatment; end this instruction ; qolchedy = retain the mixture in the present vessel; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	dchedy = finish this treatment; end this instruction ; qolchedy = set the mixed liquid aside in a covered vessel; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	a warm, stirred, or flushed mixture has just been prepared -> [qolchedy: set the mixed liquid aside in a covered vessel; end this instruction] -> a protected reserve is available while a new measured portion is prepared	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
13	f82r	f82r.3	1	1	qokeey	0275fbf14e07935b0a45	dchedy = finish this treatment; end this instruction ; qolchedy = reserve the mixed liquid; end this instruction ; qokain = add one measured portion to the vessel ; dy = this present portion ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; qokal = mix the two portions together ; lcheckhy = the second opening ; lched = and proceed to the next basin	qokeey = keep it lukewarm ; lcheckhedy = strain it clear; close the rubric ; qokaly = continue at the second conduit ; solkaiin = through a cloth ; chckhy = through the connected channels ; qokaiin = take up the next portion or instruction	qokaiin = take up the next portion or instruction ; octheol = under the same setting ; chkeey = the broad vessel ; ldy = draw it off; close the rubric ; oteey = the prepared oil ; qokal = mix the two portions together ; sheckhy = over the local place ; qoky = apply or use this portion	qokeey = temper the working liquid and keep it lukewarm ; lcheckhedy = strain it clear; close the rubric ; qokaly = continue at the second conduit ; solkaiin = through a cloth ; chckhy = through the connected channels ; qokaiin = take up the next portion or instruction	qokeey = mix the preparation thoroughly ; lcheckhedy = strain it clear; close the rubric ; qokaly = continue at the second conduit ; solkaiin = through a cloth ; chckhy = through the connected channels ; qokaiin = take up the next portion or instruction	qokeey = add warmed water to the preparation ; lcheckhedy = strain it clear; close the rubric ; qokaly = continue at the second conduit ; solkaiin = through a cloth ; chckhy = through the connected channels ; qokaiin = take up the next portion or instruction	qokeey = temper the working liquid and keep it lukewarm ; lcheckhedy = strain it clear; close the rubric ; qokaly = continue at the second conduit ; solkaiin = through a cloth ; chckhy = through the connected channels ; qokaiin = take up the next portion or instruction	mixed, filled, immersed, bound, or settled working liquid -> [qokeey: temper the working liquid and keep it lukewarm] -> lukewarm liquid ready for straining, rinsing, immersion, or application	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
14	f82r	f82r.7	1	6	qokeey	0275fbf14e07935b0a45	qokaiin = take up the next portion or instruction ; octheol = under the same setting ; chkeey = the broad vessel ; ldy = draw it off; close the rubric ; oteey = the prepared oil ; qokal = mix the two portions together ; sheckhy = over the local place ; qoky = apply or use this portion	dshedy = add clean water; close the rubric ; sotaiin = for the same interval as before ; qokar = over the local place ; shedy = let it stand until ready; end this instruction ; solshedy = keep it warm; close the rubric ; qokeey = keep it lukewarm ; qoky = apply or use this portion ; ls = the first opening ; cheey = until the liquid runs clear	okain = add one measured portion to the vessel ; char = from the same batch ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	dshedy = add clean water; close the rubric ; sotaiin = for the same interval as before ; qokar = over the local place ; shedy = let it stand until ready; end this instruction ; solshedy = keep it warm; close the rubric ; qokeey = temper the working liquid and keep it lukewarm ; qoky = apply or use this portion ; ls = the first opening ; cheey = until the liquid runs clear	dshedy = add clean water; close the rubric ; sotaiin = for the same interval as before ; qokar = over the local place ; shedy = let it stand until ready; end this instruction ; solshedy = keep it warm; close the rubric ; qokeey = mix the preparation thoroughly ; qoky = apply or use this portion ; ls = the first opening ; cheey = until the liquid runs clear	dshedy = add clean water; close the rubric ; sotaiin = for the same interval as before ; qokar = over the local place ; shedy = let it stand until ready; end this instruction ; solshedy = keep it warm; close the rubric ; qokeey = add warmed water to the preparation ; qoky = apply or use this portion ; ls = the first opening ; cheey = until the liquid runs clear	dshedy = add clean water; close the rubric ; sotaiin = for the same interval as before ; qokar = over the local place ; shedy = let it stand until ready; end this instruction ; solshedy = keep it warm; close the rubric ; qokeey = temper the working liquid and keep it lukewarm ; qoky = apply or use this portion ; ls = the first opening ; cheey = until the liquid runs clear	mixed, filled, immersed, bound, or settled working liquid -> [qokeey: temper the working liquid and keep it lukewarm] -> lukewarm liquid ready for straining, rinsing, immersion, or application	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
15	f82r	f82r.19	1	2	char	4d4559019a961b834aa1	dshedy = add clean water; close the rubric ; sotaiin = for the same interval as before ; qokar = over the local place ; shedy = let it stand until ready; end this instruction ; solshedy = keep it warm; close the rubric ; qokeey = keep it lukewarm ; qoky = apply or use this portion ; ls = the first opening ; cheey = until the liquid runs clear	okain = add one measured portion to the vessel ; char = from the same batch ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	okain = add one measured portion to the vessel ; char = from the same prepared batch ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	okain = add one measured portion to the vessel ; char = then continue with the next step ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	okain = add one measured portion to the vessel ; char = repeat the foregoing preparation ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	okain = add one measured portion to the vessel ; char = from the same prepared batch ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	a named preparation, measured addition, or returning liquid is active -> [char: from the same prepared batch] -> the active material source remains identical across the next operation	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
16	f82r	f82r.23	1	3	qokeey	0275fbf14e07935b0a45	okain = add one measured portion to the vessel ; char = from the same batch ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	tshey = begin the rinsing ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; cheal = at the place indicated by the drawing ; lchedar = cool water ; ches = in equal portions ; aiin = in the stated or usual measure ; oteey = the prepared oil ; qokaiin = take up the next portion or instruction ; okey = warm water	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = temper the working liquid and keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = mix the preparation thoroughly ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = add warmed water to the preparation ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = temper the working liquid and keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	mixed, filled, immersed, bound, or settled working liquid -> [qokeey: temper the working liquid and keep it lukewarm] -> lukewarm liquid ready for straining, rinsing, immersion, or application	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
17	f82r	f82r.23	1	8	lchedy	de7321bface5628e35d6	okain = add one measured portion to the vessel ; char = from the same batch ; okain = add one measured portion to the vessel ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchy = draw off the clear liquid	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	tshey = begin the rinsing ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; cheal = at the place indicated by the drawing ; lchedar = cool water ; ches = in equal portions ; aiin = in the stated or usual measure ; oteey = the prepared oil ; qokaiin = take up the next portion or instruction ; okey = warm water	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = leave it standing in the lower vessel; end this instruction ; lar = close the lower outlet	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = let the spent liquid drain into the lower vessel; end this instruction ; lar = close the lower outlet	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = let it cool to the ordinary base setting; end this instruction ; lar = close the lower outlet	cheey = until the liquid runs clear ; qcthey = under the same setting ; qokeey = keep it lukewarm ; lcheey = the immersed part ; daiin = in the stated or usual measure ; chey = this present portion ; qokeeedy = immerse fully; close the rubric ; lchedy = let the spent liquid drain into the lower vessel; end this instruction ; lar = close the lower outlet	immersed, washed, boiled, or mixed liquid remains in the active basin/channel -> [lchedy: let the spent liquid drain into the lower vessel; end this instruction] -> spent liquid is collected below and the local liquid-handling step is closed	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
18	f83r	f83r.3	1	7	lchedy	de7321bface5628e35d6	PAGE_OR_SCOPE_START	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = let the spent liquid drain into the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = let it cool to the ordinary base setting; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = let the spent liquid drain into the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	immersed, washed, boiled, or mixed liquid remains in the active basin/channel -> [lchedy: let the spent liquid drain into the lower vessel; end this instruction] -> spent liquid is collected below and the local liquid-handling step is closed	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
19	f83r	f83r.3	1	10	dar	4d4559019a961b834aa1	PAGE_OR_SCOPE_START	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same prepared batch	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = then continue with the next step	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = repeat the foregoing preparation	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same prepared batch	a named preparation, measured addition, or returning liquid is active -> [dar: from the same prepared batch] -> the active material source remains identical across the next operation	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
20	f83r	f83r.6	1	1	schedy	259b2b3b0bf859882e2c	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	pchedal = then fill the vessel ; otedy = steep until clear; close the rubric ; shecthedchy = apply at the marked place ; qoky = apply or use this portion ; chedy = stir until evenly mixed ; chary = and let it cool	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = strain the application and set it aside ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = wash the used basin or channel through once; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = wash the used basin or channel through once; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	the preceding bath, channel passage, or treatment has spent its liquid -> [schedy: wash the used basin or channel through once; end this instruction] -> the apparatus is rinsed and ready for a retained or newly warmed charge	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
21	f83r	f83r.6	1	4	olchedy	28ffbc88b97772a75f1e	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	pchedal = then fill the vessel ; otedy = steep until clear; close the rubric ; shecthedchy = apply at the marked place ; qoky = apply or use this portion ; chedy = stir until evenly mixed ; chary = and let it cool	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = set the mixed liquid aside in a covered vessel; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = draw off the clear liquor; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = retain the mixture in the present vessel; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = set the mixed liquid aside in a covered vessel; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	a warm, stirred, or flushed mixture has just been prepared -> [olchedy: set the mixed liquid aside in a covered vessel; end this instruction] -> a protected reserve is available while a new measured portion is prepared	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
22	f83r	f83r.6	1	8	lchedy	de7321bface5628e35d6	olkeedy = let the liquid settle; end this instruction ; qotal = toward the lower outlet ; chkeedy = immerse fully; close the rubric ; chey = this present portion ; daiin = in the stated or usual measure ; chey = this present portion ; lchedy = leave it standing in the lower vessel; end this instruction ; qokaiin = take up the next portion or instruction ; qotal = toward the lower outlet ; dar = from the same batch	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	pchedal = then fill the vessel ; otedy = steep until clear; close the rubric ; shecthedchy = apply at the marked place ; qoky = apply or use this portion ; chedy = stir until evenly mixed ; chary = and let it cool	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = leave it standing in the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = let the spent liquid drain into the lower vessel; end this instruction ; qoky = apply or use this portion	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = let it cool to the ordinary base setting; end this instruction ; qoky = apply or use this portion	schedy = finish this treatment; end this instruction ; chedchy = pour in the warmed water ; qokal = mix the two portions together ; olchedy = reserve the mixed liquid; end this instruction ; qokaiin = take up the next portion or instruction ; chedy = stir until evenly mixed ; qokeedy = bathe or immerse in the tempered warm liquid; end this instruction ; lchedy = let the spent liquid drain into the lower vessel; end this instruction ; qoky = apply or use this portion	immersed, washed, boiled, or mixed liquid remains in the active basin/channel -> [lchedy: let the spent liquid drain into the lower vessel; end this instruction] -> spent liquid is collected below and the local liquid-handling step is closed	active preparation/person/vessel inherited from the current record; no new unpictured entity	selected against all three frozen rivals in the full line and adjacent-line process
