order	event_id	locus	field_id	statement_id	surface	joint_tuple_id	small_value_de	owner	lexicon_source
29	E129	f81v.17	F028	B1-S006	dl	0f18de177ed7c878bf95	Badzusatz	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
30	E130	f81v.17	F028	B1-S006	ral	4da0f0f7b5fc7ac20067	abkühlen	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
31	E131	f81v.18	F029	B1-S007	qokchdy	87411f84689b4f93a303	Ansatz umsetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
32	E132	f81v.18	F030	B1-S008	chey	b921a237be883a820352	dies	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
33	E133	f81v.18	F030	B1-S008	ol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
34	E134	f81v.18	F030	B1-S008	cheky	d904bf7b044dd3922781	kurz wärmen	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
35	E135	f81v.18	F030	B1-S008	ol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
36	E136	f81v.18	F030	B1-S008	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
37	E137	f81v.18	F031	B1-S009	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
38	E138	f81v.18	F032	B1-S010	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
39	E139	f81v.18	F033	B1-S011	chckhy	2cc8bb3c2af19607888f	durchführen	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
40	E140	f81v.18	F033	B1-S011	qoky	276a7c2d74d1143446f4	verwende dies	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
41	E141	f81v.21	F034	B1-S012	lsho	be0974b366c981dc1eef	Waschgang	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
42	E142	f81v.21	F034	B1-S012	qokey	08bd5ca0c2ad137a056d	kurz ansetzen	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
43	E143	f81v.21	F034	B1-S012	lshedy	2e7e89e0bd12b999c280	waschen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
44	E144	f81v.21	F035	B1-S013	lshedy	2e7e89e0bd12b999c280	waschen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
45	E145	f81v.21	F036	B1-S014	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
46	E146	f81v.21	F036	B1-S014	qolky	c205570c49d4d93c23d3	Arbeitsstelle	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
47	E147	f81v.21	F036	B1-S014	lchedal	433713294b25b0a12f66	Auslass	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
48	E148	f81v.21	F036	B1-S014	qol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
49	E149	f81v.21	F036	B1-S014	otar	b6b654722e55729cc947	Folgeauslass	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
50	E150	f81v.24	F037	B1-S015	ytey	a7af89ab31ce5e247395	füllen	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
51	E151	f81v.24	F037	B1-S015	okchedy	07913ef9b1fb773cd325	Ansatz umsetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
52	E152	f81v.24	F038	B1-S016	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
53	E153	f81v.24	F038	B1-S016	okeey	0275fbf14e07935b0a45	länger ansetzen	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
54	E154	f81v.24	F038	B1-S016	qol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
55	E155	f81v.24	F038	B1-S016	cheedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
56	E156	f81v.24	F039	B1-S017	sal	dd0ecaf5e27d81befffc	Stelle	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
57	E157	f81v.24	F039	B1-S017	teol	a06244ef1f2b37ca44c1	erste Öffnung	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
58	E158	f81v.24	F039	B1-S017	dchdy	d225b7a7b95da7aee437	umsetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
59	E159	f81v.24	F040	B1-S018	ly	b38d70daefd663d74625	Empfangsgefäß	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
60	E160	f81v.27	F041	B1-S018	dsheol	74c76d589d44120f647b	kurz halten	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
61	E161	f81v.27	F041	B1-S018	oiiin	2c82523794dcb7d2b343	Sollstand	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
62	E162	f81v.27	F041	B1-S018	olkeedy	3b70942557b3a40e8030	länger auffangen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
63	E163	f81v.27	F042	B1-S019	tedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
64	E164	f81v.27	F043	B1-S020	cheky	d904bf7b044dd3922781	kurz wärmen	B1_SHARED_TWO_ROW_POOL	B1_PROCESS_LADDER
65	E165	f81v.27	F043	B1-S020	shckhedy	d68bc8de3bcee09db23c	seihen; Schluss	B1_SHARED_TWO_ROW_POOL	B1_LEARNED_LOCAL_CARD
66	E166	f81v.27	F044	B1-S021	chal	dd0ecaf5e27d81befffc	Stelle	B1_SHARED_TWO_ROW_POOL	HERBAL_EXACT_CARD_TRANSFER
