page	locus	namespace	local_image_owner	interface_role	exact_surface_line	read_aloud_de	copy_recitation_de	possible_use_de	prose_value_import
f67r2	f67r2.46	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	SELECTABLE_CELESTIAL_SLOT	yekees oraly	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.47	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_47	SELECTABLE_CELESTIAL_SLOT	yfain	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.48	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	SELECTABLE_CELESTIAL_SLOT	todaiin dain dy	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.49	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	SELECTABLE_CELESTIAL_SLOT	os choer aiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.50	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	SELECTABLE_CELESTIAL_SLOT	choeea sal	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.51	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_51	SELECTABLE_CELESTIAL_SLOT	dadaiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.52	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_01	SELECTABLE_CELESTIAL_SLOT	qotoear	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.53	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_02	SELECTABLE_CELESTIAL_SLOT	dchdar	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.54	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	SELECTABLE_CELESTIAL_SLOT	y saldal	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.55	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_04	SELECTABLE_CELESTIAL_SLOT	ytodal	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.56	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	SELECTABLE_CELESTIAL_SLOT	tol daiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.57	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	SELECTABLE_CELESTIAL_SLOT	otar dy	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.58	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	SELECTABLE_CELESTIAL_SLOT	cho dal g	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.59	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_08	SELECTABLE_CELESTIAL_SLOT	ytchodly	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.60	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_09	SELECTABLE_CELESTIAL_SLOT	octhys	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.61	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_10	SELECTABLE_CELESTIAL_SLOT	ytokar	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.62	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_11	SELECTABLE_CELESTIAL_SLOT	otolor	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.63	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_12	SELECTABLE_CELESTIAL_SLOT	okodar	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.64	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	SELECTABLE_CELESTIAL_SLOT	s air	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.65	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_02	SELECTABLE_CELESTIAL_SLOT	soear	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.66	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_03	SELECTABLE_CELESTIAL_SLOT	cpheey	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.67	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_04	SELECTABLE_CELESTIAL_SLOT	okodar	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
