event_id	page	record	card_id	knowledge_source	reproduced
E084	f56r	H5	PROC056	WALL_21	YES
E085	f56r	H5	PROC008	FAST_12	YES
E086	f56r	H5	PROC057	WALL_21	YES
E087	f56r	H5	PROC058	FAST_12	YES
E088	f56r	H5	PROC052	WALL_21	YES
E089	f56r	H5	PROC059	WALL_21	YES
E090	f56r	H5	PROC060	FAST_12	YES
E091	f56r	H5	PROC011	FAST_12	YES
E092	f56r	H5	PROC061	WALL_21	YES
E093	f56r	H5	PROC062	WALL_21	YES
E094	f56r	H5	PROC052	WALL_21	YES
E095	f56r	H5	PROC011	FAST_12	YES
E096	f56r	H5	PROC063	WALL_21	YES
E097	f56r	H5	PROC064	WALL_21	YES
E098	f56r	H5	PROC065	FAST_12	YES
E099	f56r	H5	PROC066	WALL_21	YES
E100	f56r	H5	PROC009	FAST_12	YES
E101	f81v	B1	PROC067	FAST_12	YES
E102	f81v	B1	PROC038	FAST_12	YES
E103	f81v	B1	PROC068	WALL_21	YES
E104	f81v	B1	PROC048	FAST_12	YES
E105	f81v	B1	PROC003	WALL_21	YES
E106	f81v	B1	PROC013	FAST_12	YES
E107	f81v	B1	PROC069	WALL_21	YES
E108	f81v	B1	PROC070	WALL_21	YES
E109	f81v	B1	PROC055	FAST_12	YES
E110	f81v	B1	PROC013	FAST_12	YES
E111	f81v	B1	PROC071	WALL_21	YES
E112	f81v	B1	PROC072	FAST_12	YES
E113	f81v	B1	PROC022	WALL_21	YES
E114	f81v	B1	PROC013	FAST_12	YES
E115	f81v	B1	PROC073	WALL_21	YES
E116	f81v	B1	PROC009	FAST_12	YES
E117	f81v	B1	PROC074	FAST_12	YES
E118	f81v	B1	PROC009	FAST_12	YES
E119	f81v	B1	PROC075	WALL_21	YES
E120	f81v	B1	PROC076	FAST_12	YES
E121	f81v	B1	PROC013	FAST_12	YES
E122	f81v	B1	PROC077	WALL_21	YES
E123	f81v	B1	PROC042	FAST_12	YES
E124	f81v	B1	PROC013	FAST_12	YES
E125	f81v	B1	PROC078	WALL_21	YES
E126	f81v	B1	PROC079	FAST_12	YES
E127	f81v	B1	PROC080	WALL_21	YES
E128	f81v	B1	PROC075	WALL_21	YES
E129	f81v	B1	PROC072	FAST_12	YES
E130	f81v	B1	PROC081	WALL_21	YES
E131	f81v	B1	PROC082	FAST_12	YES
E132	f81v	B1	PROC019	FAST_12	YES
E133	f81v	B1	PROC013	FAST_12	YES
E134	f81v	B1	PROC083	WALL_21	YES
E135	f81v	B1	PROC013	FAST_12	YES
E136	f81v	B1	PROC078	WALL_21	YES
E137	f81v	B1	PROC067	FAST_12	YES
E138	f81v	B1	PROC067	FAST_12	YES
E139	f81v	B1	PROC075	WALL_21	YES
E140	f81v	B1	PROC008	FAST_12	YES
E141	f81v	B1	PROC084	BIO_LSH_STRIP	YES
E142	f81v	B1	PROC085	FAST_12	YES
E143	f81v	B1	PROC086	BIO_LSH_STRIP	YES
E144	f81v	B1	PROC086	BIO_LSH_STRIP	YES
E145	f81v	B1	PROC042	FAST_12	YES
E146	f81v	B1	PROC087	WALL_21	YES
E147	f81v	B1	PROC088	FAST_12	YES
E148	f81v	B1	PROC013	FAST_12	YES
E149	f81v	B1	PROC089	WALL_21	YES
E150	f81v	B1	PROC090	WALL_21	YES
E151	f81v	B1	PROC091	FAST_12	YES
E152	f81v	B1	PROC048	FAST_12	YES
E153	f81v	B1	PROC092	FAST_12	YES
E154	f81v	B1	PROC013	FAST_12	YES
E155	f81v	B1	PROC078	WALL_21	YES
E156	f81v	B1	PROC055	FAST_12	YES
E157	f81v	B1	PROC093	FAST_12	YES
E158	f81v	B1	PROC094	FAST_12	YES
E159	f81v	B1	PROC095	FAST_12	YES
E160	f81v	B1	PROC096	FAST_12	YES
E161	f81v	B1	PROC097	WALL_21	YES
E162	f81v	B1	PROC098	WALL_21	YES
E163	f81v	B1	PROC078	WALL_21	YES
E164	f81v	B1	PROC083	WALL_21	YES
E165	f81v	B1	PROC099	WALL_21	YES
E166	f81v	B1	PROC055	FAST_12	YES
E167	f82r	B2	PROC076	FAST_12	YES
E168	f82r	B2	PROC079	FAST_12	YES
E169	f82r	B2	PROC080	WALL_21	YES
E170	f82r	B2	PROC019	FAST_12	YES
E171	f82r	B2	PROC100	FAST_12	YES
E172	f82r	B2	PROC048	FAST_12	YES
E173	f82r	B2	PROC101	WALL_21	YES
E174	f82r	B2	PROC102	FAST_12	YES
E175	f82r	B2	PROC092	FAST_12	YES
E176	f82r	B2	PROC103	WALL_21	YES
E177	f82r	B2	PROC104	FAST_12	YES
E178	f82r	B2	PROC105	WALL_21	YES
E179	f82r	B2	PROC075	WALL_21	YES
E180	f82r	B2	PROC038	FAST_12	YES
E181	f82r	B2	PROC038	FAST_12	YES
E182	f82r	B2	PROC106	WALL_21	YES
E183	f82r	B2	PROC107	WALL_21	YES
E184	f82r	B2	PROC108	FAST_12	YES
E185	f82r	B2	PROC109	FAST_12	YES
E186	f82r	B2	PROC048	FAST_12	YES
E187	f82r	B2	PROC110	WALL_21	YES
E188	f82r	B2	PROC008	FAST_12	YES
E189	f82r	B2	PROC111	FAST_12	YES
E190	f82r	B2	PROC112	FAST_12	YES
E191	f82r	B2	PROC113	WALL_21	YES
E192	f82r	B2	PROC078	WALL_21	YES
E193	f82r	B2	PROC114	FAST_12	YES
E194	f82r	B2	PROC092	FAST_12	YES
E195	f82r	B2	PROC008	FAST_12	YES
E196	f82r	B2	PROC115	FAST_12	YES
E197	f82r	B2	PROC031	FAST_12	YES
E198	f82r	B2	PROC080	WALL_21	YES
E199	f82r	B2	PROC003	WALL_21	YES
E200	f82r	B2	PROC080	WALL_21	YES
E201	f82r	B2	PROC100	FAST_12	YES
E202	f82r	B2	PROC116	WALL_21	YES
E203	f82r	B2	PROC031	FAST_12	YES
E204	f82r	B2	PROC117	WALL_21	YES
E205	f82r	B2	PROC092	FAST_12	YES
E206	f82r	B2	PROC118	FAST_12	YES
E207	f82r	B2	PROC009	FAST_12	YES
E208	f82r	B2	PROC019	FAST_12	YES
E209	f82r	B2	PROC119	WALL_21	YES
E210	f82r	B2	PROC120	FAST_12	YES
E211	f82r	B2	PROC121	WALL_21	YES
E212	f82r	B2	PROC122	FAST_12	YES
E213	f82r	B2	PROC100	FAST_12	YES
E214	f82r	B2	PROC055	FAST_12	YES
E215	f82r	B2	PROC123	WALL_21	YES
E216	f82r	B2	PROC124	WALL_21	YES
E217	f82r	B2	PROC009	FAST_12	YES
E218	f82r	B2	PROC109	FAST_12	YES
E219	f82r	B2	PROC038	FAST_12	YES
E220	f82r	B2	PROC085	FAST_12	YES
E221	f82r	B2	PROC125	WALL_21	YES
E222	f82r	B2	PROC126	WALL_21	YES
E223	f82r	B2	PROC127	FAST_12	YES
E224	f82r	B2	PROC100	FAST_12	YES
E225	f82r	B2	PROC128	WALL_21	YES
E226	f82r	B2	PROC129	FAST_12	YES
E227	f82r	B2	PROC100	FAST_12	YES
E228	f82r	B2	PROC130	WALL_21	YES
E229	f83r	B3	PROC098	WALL_21	YES
E230	f83r	B3	PROC131	FAST_12	YES
E231	f83r	B3	PROC132	WALL_21	YES
E232	f83r	B3	PROC019	FAST_12	YES
E233	f83r	B3	PROC009	FAST_12	YES
E234	f83r	B3	PROC019	FAST_12	YES
E235	f83r	B3	PROC120	FAST_12	YES
E236	f83r	B3	PROC038	FAST_12	YES
E237	f83r	B3	PROC131	FAST_12	YES
E238	f83r	B3	PROC003	WALL_21	YES
E239	f83r	B3	PROC076	FAST_12	YES
E240	f83r	B3	PROC133	FAST_12	YES
E241	f83r	B3	PROC048	FAST_12	YES
E242	f83r	B3	PROC079	FAST_12	YES
E243	f83r	B3	PROC038	FAST_12	YES
E244	f83r	B3	PROC042	FAST_12	YES
E245	f83r	B3	PROC100	FAST_12	YES
E246	f83r	B3	PROC120	FAST_12	YES
E247	f83r	B3	PROC008	FAST_12	YES
E248	f83r	B3	PROC134	WALL_21	YES
E249	f83r	B3	PROC135	FAST_12	YES
E250	f83r	B3	PROC136	WALL_21	YES
E251	f83r	B3	PROC008	FAST_12	YES
E252	f83r	B3	PROC042	FAST_12	YES
E253	f83r	B3	PROC137	WALL_21	YES
E254	f83r	B3	PROC016	WALL_21	YES
E255	f83r	B3	PROC078	WALL_21	YES
E256	f83r	B3	PROC038	FAST_12	YES
E257	f83r	B3	PROC069	WALL_21	YES
E258	f83r	B3	PROC117	WALL_21	YES
E259	f83r	B3	PROC067	FAST_12	YES
E260	f83r	B3	PROC138	WALL_21	YES
E261	f83r	B3	PROC139	FAST_12	YES
E262	f83r	B3	PROC120	FAST_12	YES
E263	f83r	B3	PROC140	WALL_21	YES
E264	f83r	B3	PROC091	FAST_12	YES
E265	f83r	B3	PROC100	FAST_12	YES
E266	f83r	B3	PROC078	WALL_21	YES
E267	f83r	B3	PROC141	FAST_12	YES
E268	f83r	B3	PROC055	FAST_12	YES
E269	f83r	B3	PROC120	FAST_12	YES
E270	f83r	B3	PROC038	FAST_12	YES
E271	f83r	B3	PROC014	WALL_21	YES
E272	f83r	B3	PROC055	FAST_12	YES
E273	f83r	B3	PROC019	FAST_12	YES
E274	f83r	B3	PROC009	FAST_12	YES
E275	f83r	B3	PROC142	WALL_21	YES
E276	f83r	B3	PROC143	WALL_21	YES
E277	f83r	B3	PROC019	FAST_12	YES
E278	f83r	B3	PROC055	FAST_12	YES
E279	f83r	B3	PROC014	WALL_21	YES
E280	f83r	B3	PROC144	FAST_12	YES
E281	f83r	B3	PROC145	FAST_12	YES
E282	f83r	B3	PROC120	FAST_12	YES
E283	f83r	B3	PROC076	FAST_12	YES
E284	f83r	B3	PROC082	FAST_12	YES
E285	f83r	B3	PROC146	WALL_21	YES
E286	f83r	B3	PROC147	FAST_12	YES
E287	f83r	B3	PROC042	FAST_12	YES
E288	f83r	B3	PROC080	WALL_21	YES
E289	f83r	B3	PROC014	WALL_21	YES
E290	f83r	B3	PROC148	WALL_21	YES
E291	f83r	B3	PROC098	WALL_21	YES
E292	f83r	B3	PROC129	FAST_12	YES
E293	f83r	B3	PROC092	FAST_12	YES
E294	f83r	B3	PROC067	FAST_12	YES
E295	f83r	B3	PROC013	FAST_12	YES
E296	f83r	B3	PROC149	WALL_21	YES
E297	f83r	B3	PROC067	FAST_12	YES
E298	f83r	B3	PROC008	FAST_12	YES
E299	f83r	B3	PROC009	FAST_12	YES
E300	f83r	B3	PROC150	WALL_21	YES
E301	f83r	B3	PROC145	FAST_12	YES
E302	f83r	B3	PROC100	FAST_12	YES
E303	f83r	B3	PROC151	WALL_21	YES
E304	f83r	B3	PROC042	FAST_12	YES
E305	f83r	B3	PROC152	FAST_12	YES
E306	f83r	B3	PROC112	FAST_12	YES
E307	f83r	B3	PROC135	FAST_12	YES
E308	f83r	B3	PROC108	FAST_12	YES
E309	f83r	B3	PROC097	WALL_21	YES
E310	f83r	B3	PROC014	WALL_21	YES
E311	f83r	B3	PROC004	WALL_21	YES
E312	f83r	B3	PROC112	FAST_12	YES
E313	f83r	B3	PROC153	FAST_12	YES
E314	f83r	B3	PROC078	WALL_21	YES
E315	f83r	B4	PROC100	FAST_12	YES
E316	f83r	B4	PROC154	FAST_12	YES
E317	f83r	B4	PROC092	FAST_12	YES
E318	f83r	B4	PROC067	FAST_12	YES
E319	f83r	B4	PROC042	FAST_12	YES
E320	f83r	B4	PROC131	FAST_12	YES
E321	f83r	B4	PROC065	FAST_12	YES
E322	f83r	B4	PROC092	FAST_12	YES
E323	f83r	B4	PROC008	FAST_12	YES
E324	f83r	B4	PROC013	FAST_12	YES
E325	f83r	B4	PROC078	WALL_21	YES
E326	f83r	B4	PROC155	BIO_RARE_BOX	YES
E327	f83r	B4	PROC156	WALL_21	YES
E328	f83r	B4	PROC042	FAST_12	YES
E329	f83r	B4	PROC100	FAST_12	YES
E330	f83r	B4	PROC099	WALL_21	YES
E331	f83r	B4	PROC099	WALL_21	YES
E332	f83r	B4	PROC009	FAST_12	YES
E333	f83r	B4	PROC046	WALL_21	YES
E334	f83r	B4	PROC157	FAST_12	YES
E335	f83r	B4	PROC067	FAST_12	YES
E336	f83r	B4	PROC078	WALL_21	YES
E337	f83r	B4	PROC047	FAST_12	YES
E338	f83r	B4	PROC009	FAST_12	YES
E339	f83r	B4	PROC083	WALL_21	YES
E340	f83r	B4	PROC158	FAST_12	YES
E341	f83r	B4	PROC080	WALL_21	YES
E342	f83r	B4	PROC042	FAST_12	YES
E343	f83r	B4	PROC013	FAST_12	YES
E344	f83r	B4	PROC159	WALL_21	YES
E345	f83r	B4	PROC120	FAST_12	YES
E346	f83r	B4	PROC160	FAST_12	YES
E347	f83r	B4	PROC078	WALL_21	YES
E348	f83r	B4	PROC016	WALL_21	YES
E349	f83r	B4	PROC019	FAST_12	YES
E350	f83r	B4	PROC161	WALL_21	YES
E351	f83r	B4	PROC162	WALL_21	YES
E352	f83r	B4	PROC080	WALL_21	YES
E353	f83r	B4	PROC031	FAST_12	YES
E354	f83r	B4	PROC069	WALL_21	YES
E355	f83r	B4	PROC163	WALL_21	YES
E356	f83r	B4	PROC164	WALL_21	YES
E357	f83r	B4	PROC120	FAST_12	YES
E358	f83r	B4	PROC070	WALL_21	YES
E359	f83r	B4	PROC055	FAST_12	YES
E360	f83r	B4	PROC165	WALL_21	YES
E361	f83r	B4	PROC078	WALL_21	YES
E362	f83r	B5	PROC166	FAST_12	YES
E363	f83r	B5	PROC082	FAST_12	YES
E364	f83r	B5	PROC142	WALL_21	YES
E365	f83r	B5	PROC055	FAST_12	YES
E366	f83r	B5	PROC013	FAST_12	YES
E367	f83r	B5	PROC167	FAST_12	YES
E368	f83r	B5	PROC168	FAST_12	YES
E369	f83r	B5	PROC009	FAST_12	YES
E370	f83r	B5	PROC013	FAST_12	YES
E371	f83r	B5	PROC169	BIO_RARE_BOX	YES
E372	f83r	B5	PROC042	FAST_12	YES
E373	f83r	B6	PROC170	WALL_21	YES
E374	f83r	B6	PROC171	WALL_21	YES
E375	f83r	B6	PROC172	WALL_21	YES
E376	f83r	B6	PROC013	FAST_12	YES
E377	f83r	B6	PROC009	FAST_12	YES
E378	f83r	B6	PROC013	FAST_12	YES
E379	f83r	B6	PROC156	WALL_21	YES
E380	f83r	B6	PROC019	FAST_12	YES
E381	f83r	B6	PROC173	WALL_21	YES
