surface	occurrence_count	physical_pages	truth_recipe	prose_context_occurrence_count	candidate_count_capped	baseline_rank	baseline_top1	surface_ridge_rank	surface_ridge_top1	selected_rank	selected_top1	selected_top5	truth_structural_cost	truth_bigram_nll	truth_trigram_nll	truth_selected_score	top1_structural_cost	top1_bigram_nll	top1_trigram_nll	top1_selected_score	decision_change_class	working_policy
qotchoiin	1	f4r	OT+CH+O+IIN	1	100	2	OT+O+IIN	1	OT+CH+O+IIN	1	OT+CH+O+IIN	OT+CH+O+IIN | OT+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+CH+O+AIIN | OT+LOCAL_C+O+IIN	1.225453305	2.916363790	3.318935232	2.074482961	1.225453305	2.916363790	3.318935232	2.074482961	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
rals	1	f66r	R+AL+S	0	29	2	R+A_ADDR+L	1	R+AL+S	1	R+AL+S	R+AL+S | R+A_ADDR+L | AR+AL+S | R+AL+SH | AR+L	1.407615421	0.000000000	0.000000000	2.100762601	1.407615421	0.000000000	0.000000000	2.100762601	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
saiis	1	f31r	S+IIN+S	1	64	4	S+A_ADDR+IIN+S	1	S+IIN+S	1	S+IIN+S	S+IIN+S | S+A_ADDR+IIN+S | S+AIIN+S | SH+IIN+S | S+LOCAL_CHAR_I+S	1.476931219	3.243629252	3.897899434	3.041763798	1.476931219	3.243629252	3.897899434	3.041763798	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shddy	1	f66r	SH+D_ADDR+DY	1	32	1	SH+D_ADDR+DY	2	SH+D_ADDR+Y	2	SH+D_ADDR+Y	SH+D_ADDR+Y | SH+D_ADDR+DY | SH+D_ADDR+D_ADDR+Y | SH+CHD+D_ADDR+Y | O+D_ADDR+Y	2.637169899	2.764759424	3.661195514	2.797818773	0.938288299	3.000125862	3.509079290	2.199630717	BASELINE_CORRECT_LOST	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shekair	1	f66r	SH+E+K+AIR	1	100	2	SH+K+AIR	1	SH+E+K+AIR	1	SH+E+K+AIR	SH+E+K+AIR | SH+K+AIR | SH+E+AIR | S+SH+E+K+AIR | SH+SH+E+K+AIR	1.954863311	2.776163591	3.112291613	2.795221871	1.954863311	2.776163591	3.112291613	2.795221871	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	1	100	3	SH+E+K+E+D_ADDR+Y	2	SH+E+K+EE+Y	2	SH+E+K+EE+Y	SH+E+K+EE+Y | SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+E+D_ADDR+Y | SH+SH+E+K+EE+Y | S+SH+E+K+EE+Y	2.555994651	2.666773047	3.594665531	3.811142904	2.338138937	2.019374214	2.915724927	3.154663596	ERROR_CHANGED_STILL_WRONG	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	100	2	SH+OL+LOCAL_CHAR_F+OR+AIIN	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN | SH+OL+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+DA+AIIN | SH+OL+D_ADDR+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN+IIN	2.640435913	3.182996346	3.510147328	3.500911686	2.640435913	3.182996346	3.510147328	3.500911686	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shtchy	1	f4r	SH+T+CH+Y	1	27	2	SH+T+Y	1	SH+T+CH+Y	1	SH+T+CH+Y	SH+T+CH+Y | SH+T+Y | SH+T+LOCAL_C+Y | SH+Y+T | S+T+CH+Y	1.856909551	2.778037085	3.254790264	2.700877415	1.856909551	2.778037085	3.254790264	2.700877415	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	1	45	2	T+O+EEE+Y	1	T+O+D_ADDR+EEE+Y	1	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y | T+O+EEE+Y | T+O+D_ADDR+EE+E+Y | T+O+D_ADDR+E+EE+Y | T+O+E+EE+Y	3.005210926	2.866641288	3.583029022	3.859599864	3.005210926	2.866641288	3.583029022	3.859599864	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	1	100	2	SH+E+DY+AIR	1	Y+SH+E+D_ADDR+AIR	1	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR | SH+E+DY+AIR | Y+SH+E+AIR | SH+E+Y+AIR | SH+E+Y+D_ADDR+AIR	2.612441453	3.114915286	3.575457417	3.472847951	2.612441453	3.114915286	3.575457417	3.472847951	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
