surface	truth_recipe	candidate_is_truth	baseline_rank	selected_rank	candidate_recipe	structural_cost	base_rank_cost	bigram_nll	trigram_nll	selected_score
chady	CH+A_ADDR+DY	NO	8	6	LOCAL_C+A_ADDR+DY	1.886527355	2.079441542	3.266319123	3.828641396	4.143342910
chady	CH+A_ADDR+DY	NO	10	7	LOCAL_C+A_ADDR+Y	2.152296675	2.302585093	3.995757607	3.801191051	4.649805485
chady	CH+A_ADDR+DY	NO	7	8	LOCAL_C+SH+A_ADDR+Y	3.156338173	1.945910149	4.135059064	3.808053638	5.300826140
chady	CH+A_ADDR+DY	NO	13	9	CH+SH+A_ADDR+Y	2.591582719	2.564949357	4.071103371	3.823337638	5.353893101
chady	CH+A_ADDR+DY	NO	18	10	CH+SH+A_ADDR+DY	2.325813398	2.890371758	3.487552584	3.843925396	5.399472106
chady	CH+A_ADDR+DY	NO	12	11	CH+CHD+Y	2.893251453	2.484906650	3.418273529	3.889887504	5.560862129
chady	CH+A_ADDR+DY	NO	15	12	LOCAL_C+SH+A_ADDR+DY	2.890568853	2.708050201	3.551508277	3.828641396	5.783122796
chady	CH+A_ADDR+DY	NO	6	13	CH+A_ADDR+D_ADDR+Y	3.877481577	1.791759469	3.560531646	3.878379285	5.855213819
chady	CH+A_ADDR+DY	NO	9	14	LOCAL_C+A_ADDR+D_ADDR+Y	3.651816653	2.197224577	3.660951651	3.862010684	6.037115289
chady	CH+A_ADDR+DY	NO	14	15	CH+A_ADDR+CHD+Y	3.683545973	2.639057330	3.485302419	3.875660577	6.506627377
chap	CH+A_ADDR+P	NO	1	1	CH+P	1.274640280	0.000000000	3.492242736	3.735105147	1.455323977
chap	CH+A_ADDR+P	YES	2	2	CH+A_ADDR+P	1.554948035	0.693147181	3.954845347	3.823346968	2.442550023
chap	CH+A_ADDR+P	NO	3	3	LOCAL_C+A_ADDR+P	1.522775342	1.098612289	4.080370353	3.806978367	2.818571349
chap	CH+A_ADDR+P	NO	5	4	CH+SH+A_ADDR+P	1.789969185	1.609437912	4.138793568	3.823538173	3.598465391
chap	CH+A_ADDR+P	NO	4	5	LOCAL_C+SH+A_ADDR+P	2.533940801	1.386294361	4.202749261	3.811310973	4.120586668
chekchy	CH+K+CH+Y	NO	1	1	CH+K+Y	1.336217824	0.000000000	1.978677162	2.527497566	1.448872192
chekchy	CH+K+CH+Y	NO	2	2	Y+CH+K	1.607402147	0.693147181	3.407291893	3.778628041	2.480197326
chekchy	CH+K+CH+Y	YES	5	3	CH+K+CH+Y	2.014358731	1.609437912	2.502983183	3.296552701	3.768785040
chekchy	CH+K+CH+Y	NO	17	4	CH+K+LOCAL_C+Y	0.861947418	2.833213344	2.838871029	3.639204421	3.857112649
chekchy	CH+K+CH+Y	NO	3	5	LOCAL_C+K+Y	2.805705923	1.098612289	2.775596504	3.069399193	4.050443104
chekchy	CH+K+CH+Y	NO	4	6	CH+E+K+Y	2.978944782	1.386294361	2.316329696	3.088258661	4.500353852
chekchy	CH+K+CH+Y	NO	25	7	LOCAL_C+CH+K+Y	1.336217824	3.218875825	2.620865320	2.869499858	4.692352778
chekchy	CH+K+CH+Y	NO	23	8	LOCAL_C+K+CH+Y	1.483846830	3.135494216	3.140518656	3.335763487	4.781248100
chekchy	CH+K+CH+Y	NO	11	9	CHD+K+CH+Y	2.267076407	2.397895273	3.002415536	3.345521520	4.823670106
chekchy	CH+K+CH+Y	NO	15	10	CH+Y+K	2.081081987	2.708050201	3.441611916	3.768377517	4.969381923
chekchy	CH+K+CH+Y	NO	18	11	CH+K+E+LOCAL_C+Y	2.243244260	2.890371758	2.810790196	3.419795478	5.289380660
chekchy	CH+K+CH+Y	NO	8	12	CH+K+E+Y	3.140732240	2.079441542	1.986302620	2.480820569	5.331851861
chekchy	CH+K+CH+Y	NO	14	13	CHD+CH+K+CH+Y	2.797588307	2.639057330	2.835669711	3.461510450	5.594075141
chekchy	CH+K+CH+Y	NO	6	14	CH+E+K+CH+Y	3.657085689	1.791759469	2.696975957	3.385419600	5.600905047
chekchy	CH+K+CH+Y	NO	9	15	CHD+K+Y	3.588935500	2.197224577	2.602967604	3.081596734	5.928274185
chekeey	CH+K+EE+Y	YES	2	1	CH+K+EE+Y	1.185651345	0.693147181	1.720404417	2.718721654	1.989776678
chekeey	CH+K+EE+Y	NO	1	2	CH+E+K+EE+Y	2.048920933	0.000000000	2.044826985	2.904465338	2.172653241
chekeey	CH+K+EE+Y	NO	4	3	CH+K+E+EE+Y	2.027026547	1.386294361	2.225308276	2.952597413	3.542768550
chekeey	CH+K+EE+Y	NO	5	4	CHD+K+EE+Y	2.608581999	1.609437912	2.444427381	3.326193365	4.362285430
chekeey	CH+K+EE+Y	NO	12	5	LOCAL_C+K+EE+Y	1.736046720	2.484906650	2.853635042	3.453677431	4.378636182
chekeey	CH+K+EE+Y	NO	10	6	LOCAL_C+E+K+EE+Y	1.974136421	2.302585093	3.004553539	3.488463263	4.439046934
chekeey	CH+K+EE+Y	NO	8	7	CH+Y+K+EE	3.742572715	2.079441542	3.108207231	3.635437658	5.990605379
chekeey	CH+K+EE+Y	NO	9	8	LOCAL_C+SH+E+K+EE+Y	3.744743019	2.197224577	2.739803829	3.495261342	6.097844226
chekeey	CH+K+EE+Y	NO	6	9	CH+E+Y+K+EE	4.223926952	1.791759469	2.674750173	3.244121203	6.163658205
chekeey	CH+K+EE+Y	NO	17	10	CH+SH+E+K+EE+Y	3.222138053	2.833213344	2.340053225	3.269572858	6.195592049
chekeey	CH+K+EE+Y	NO	39	11	CH+SH+K+EE+Y	3.163590673	3.663561646	2.637618940	3.250550881	6.974356565
chekeey	CH+K+EE+Y	NO	27	12	LOCAL_C+SH+K+EE+Y	3.686195639	3.295836866	3.103994644	3.508480578	7.147344386
chekeey	CH+K+EE+Y	NO	7	13	CHD+Y+K+EE	5.079638896	1.945910149	3.005203415	3.471279549	7.187461120
chekeey	CH+K+EE+Y	NO	20	14	LOCAL_C+E+Y+K+EE	4.149142439	2.995732274	3.634476727	3.989748001	7.335480331
chekeey	CH+K+EE+Y	NO	3	15	CH+K+E+E+Y	6.186022115	1.098612289	2.289696251	2.950730430	7.415645071
chekeody	CH+K+E+O+DY	YES	2	1	CH+K+E+O+DY	2.398315716	0.693147181	1.991683132	2.805963085	3.211404052
chekeody	CH+K+E+O+DY	NO	1	2	CH+E+K+E+O+DY	3.641248160	0.000000000	2.231005518	3.099115292	3.774501181
chekeody	CH+K+E+O+DY	NO	3	3	CH+K+E+O+D_ADDR+Y	2.965979476	1.098612289	2.355708694	2.886882208	4.195656537
chekeody	CH+K+E+O+DY	NO	4	4	CH+K+E+O+Y	3.025727113	1.386294361	2.575197507	2.997497098	4.551338839
chekeody	CH+K+E+O+DY	NO	8	5	CH+K+E+E+O+DY	2.845345378	2.079441542	2.419002893	3.019203362	5.060742076
chekeody	CH+K+E+O+DY	NO	6	6	CH+K+E+E+O+D_ADDR+Y	3.413009138	1.791759469	2.684110290	3.063352560	5.348455178
chekeody	CH+K+E+O+DY	NO	7	7	CH+K+E+E+O+Y	3.472756774	1.945910149	2.919158071	3.183375373	5.571230260
chekeody	CH+K+E+O+DY	NO	11	8	LOCAL_C+K+E+O+DY	3.020960512	2.397895273	2.936041987	3.706460824	5.584918355
chekeody	CH+K+E+O+DY	NO	5	9	CHD+K+E+O+DY	3.862596955	1.609437912	2.595035603	3.578976758	5.626385176
chekeody	CH+K+E+O+DY	NO	10	10	LOCAL_C+E+K+E+O+DY	3.645930099	2.302585093	3.053628278	3.683113217	6.116933729
chekeody	CH+K+E+O+DY	NO	16	11	LOCAL_C+K+E+O+D_ADDR+Y	3.588624272	2.772588722	3.165159141	3.658737413	6.531810408
chekeody	CH+K+E+O+DY	NO	18	12	LOCAL_C+K+E+O+Y	3.648371908	2.890371758	3.519556362	3.897994836	6.724182446
chekeody	CH+K+E+O+DY	NO	12	13	CH+E+K+E+O+D_ADDR+Y	4.208911920	2.484906650	2.519612586	3.133275499	6.835140772
chekeody	CH+K+E+O+DY	NO	14	14	CH+E+K+E+O+Y	4.268659557	2.639057330	2.731160696	3.263287303	7.057578086
chekeody	CH+K+E+O+DY	NO	15	15	CH+E+O+D_ADDR+Y	4.625178783	2.708050201	2.359051691	2.579071844	7.456682073
cheod	CH+E+O+D_ADDR	YES	2	1	CH+E+O+D_ADDR	0.505382375	0.693147181	2.217459679	2.773520198	1.323304052
cheod	CH+E+O+D_ADDR	NO	1	2	CH+E+O	1.692455702	0.000000000	2.071265244	2.719319750	1.812220327
cheod	CH+E+O+D_ADDR	NO	7	3	LOCAL_C+E+O+D_ADDR	1.436529542	1.945910149	3.369131543	3.487970338	3.553867238
cheod	CH+E+O+D_ADDR	NO	4	4	LOCAL_C+E+O	2.623602870	1.386294361	3.510855075	3.576659918	4.187085106
cheod	CH+E+O+D_ADDR	NO	3	5	LOCAL_C+SH+E+O+D_ADDR	3.289684695	1.098612289	2.999493881	3.467708519	4.549977044
cheod	CH+E+O+D_ADDR	NO	9	6	CH+SH+E+O+D_ADDR	2.740458017	2.197224577	2.533118176	3.539905093	5.089508176
cheod	CH+E+O+D_ADDR	NO	12	7	CHD+CH+E+O	2.546698431	2.484906650	2.781423277	3.263880964	5.182737687
cheod	CH+E+O+D_ADDR	NO	5	8	CHD+O+D_ADDR	3.760032110	1.609437912	3.222347818	3.646751659	5.541197510
cheod	CH+E+O+D_ADDR	NO	10	9	CH+O+D_ADDR	3.300994715	2.302585093	2.533923837	3.231229096	5.747708631
cheod	CH+E+O+D_ADDR	NO	8	10	CH+E+O+CHD	3.534008051	2.079441542	2.807238685	3.148154233	5.762334415
cheod	CH+E+O+D_ADDR	NO	6	11	CH+CH+E+O	4.124911947	1.791759469	2.325768832	3.117833074	6.052761464
cheod	CH+E+O+D_ADDR	NO	14	12	LOCAL_C+SH+CH+E+O	3.710543035	2.639057330	3.218403086	3.346427182	6.513721121
cheod	CH+E+O+D_ADDR	NO	18	13	CH+SH+E+O	3.927531345	2.890371758	2.479294329	3.622468869	6.970447183
cheod	CH+E+O+D_ADDR	NO	17	14	LOCAL_C+E+CH+E+O	4.089274270	2.833213344	3.238666458	3.348461804	7.087165820
cheod	CH+E+O+D_ADDR	NO	13	15	LOCAL_C+SH+E+O	4.476758023	2.564949357	3.038945174	3.538239533	7.206136998
chepakeo	CH+E+P+A_ADDR+K+E+O	YES	2	1	CH+E+P+A_ADDR+K+E+O	2.576721778	0.693147181	2.843765678	3.443847356	3.427059284
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	3	2	CH+E+P+K+A_ADDR+E+O	2.684311841	1.098612289	3.122827268	3.476253742	3.947901155
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	1	3	CH+E+P+A_ADDR+OK+E	4.693269053	0.000000000	3.263272726	3.631006989	4.865626045
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	5	4	LOCAL_C+E+P+A_ADDR+K+E+O	3.563456944	1.609437912	3.563560593	3.658430940	5.353444645
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	8	5	LOCAL_C+E+P+K+A_ADDR+E+O	3.671047007	2.079441542	3.842622183	3.690837326	5.938825037
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	13	6	CH+P+A_ADDR+K+E+O	4.177031391	2.564949357	2.825703964	3.597778404	6.902567807
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	7	7	CHD+P+A_ADDR+K+E+O	4.867363266	1.945910149	3.160196982	3.663276021	6.983860241
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	10	8	CH+CH+E+P+A_ADDR+K+E+O	4.773066808	2.302585093	2.899323178	3.610502590	7.238397545
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	4	9	LOCAL_C+E+P+A_ADDR+OK+E	5.680004219	1.386294361	4.085895486	3.872413522	7.265256306
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	17	10	CH+P+K+A_ADDR+E+O	4.284621454	2.833213344	3.144631495	3.634235588	7.287306475
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	12	11	CHD+P+K+A_ADDR+E+O	4.974953330	2.484906650	3.479124513	3.699733205	7.639331422
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	16	12	CH+CH+E+P+K+A_ADDR+E+O	4.880656871	2.772588722	3.147377925	3.639668337	7.822921750
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	24	13	LOCAL_C+SH+CH+E+P+A_ADDR+K+E+O	4.533725839	3.178053830	3.377548296	3.694608743	7.888583595
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	25	14	CH+SH+E+P+A_ADDR+K+E+O	4.660477892	3.218875825	2.984615121	3.780701150	8.048486624
chepakeo	CH+E+P+A_ADDR+K+E+O	NO	28	15	LOCAL_C+SH+CH+E+P+K+A_ADDR+E+O	4.641315902	3.332204510	3.600797568	3.721123058	8.156568428
cheta	CH+E+T+A_ADDR	NO	2	1	CH+E+T	0.875543823	0.693147181	3.323462474	3.645771437	1.742921852
cheta	CH+E+T+A_ADDR	YES	1	2	CH+E+T+A_ADDR	2.180152737	0.000000000	3.400149571	3.647175645	2.356335867
cheta	CH+E+T+A_ADDR	NO	16	3	LOCAL_C+E+T	1.542706120	2.772588722	4.143433365	3.839878413	4.514877637
cheta	CH+E+T+A_ADDR	NO	6	4	CHD+T	3.061290390	1.791759469	3.964516059	3.847790805	5.048357531
cheta	CH+E+T+A_ADDR	NO	10	5	CH+T	2.701144685	2.302585093	3.213205573	3.812191866	5.179364714
cheta	CH+E+T+A_ADDR	NO	5	6	CH+E+A_ADDR+T	3.415509291	1.609437912	3.573033352	3.763885466	5.208370174
cheta	CH+E+T+A_ADDR	NO	4	7	CH+E+AL	3.710930613	1.386294361	2.685562968	3.622455268	5.254925430
cheta	CH+E+T+A_ADDR	NO	13	8	LOCAL_C+E+T+A_ADDR	2.847315033	2.564949357	4.056126284	3.802461225	5.608729079
cheta	CH+E+T+A_ADDR	NO	3	9	CHD+T+A_ADDR	4.365899303	1.098612289	3.900111534	3.799041223	5.656990411
cheta	CH+E+T+A_ADDR	NO	7	10	CH+T+A_ADDR	4.005753598	1.945910149	3.336628670	3.817922407	6.130527524
cheta	CH+E+T+A_ADDR	NO	22	11	CH+SH+E+T	2.873856925	3.091042453	3.481052112	3.906808481	6.149595894
cheta	CH+E+T+A_ADDR	NO	15	12	LOCAL_C+SH+E+T	3.404518882	2.708050201	3.545007806	3.894581281	6.298558810
cheta	CH+E+T+A_ADDR	NO	12	13	CH+A_ADDR+T	3.936313243	2.484906650	3.938834755	3.848799654	6.615910753
cheta	CH+E+T+A_ADDR	NO	9	14	CHD+A_ADDR+T	4.332824661	2.197224577	3.891730861	3.844628594	6.723458225
cheta	CH+E+T+A_ADDR	NO	11	15	CH+AL	4.237966947	2.397895273	2.787586857	3.537449962	6.793988141
chpady	CH+P+A_ADDR+DY	NO	1	1	CH+P+A_ADDR+Y	1.864001510	0.000000000	3.404978818	3.531118042	2.037403931
chpady	CH+P+A_ADDR+DY	YES	3	2	CH+P+A_ADDR+DY	1.681739562	1.098612289	2.821428031	3.547588249	2.939577258
chpady	CH+P+A_ADDR+DY	NO	2	3	LOCAL_C+P+A_ADDR+Y	2.770164834	0.693147181	4.282476704	4.088885844	3.672596078
chpady	CH+P+A_ADDR+DY	NO	7	4	LOCAL_C+P+A_ADDR+DY	2.587902887	1.945910149	3.698925917	4.105356051	4.728920085
chpady	CH+P+A_ADDR+DY	NO	4	5	CH+P+A_ADDR+D_ADDR+Y	3.543394033	1.386294361	3.224436986	3.616676632	5.100716234
chpady	CH+P+A_ADDR+DY	NO	10	6	CH+SH+P+A_ADDR+Y	2.888037122	2.302585093	3.884399032	3.744593790	5.381347035
chpady	CH+P+A_ADDR+DY	NO	11	7	CH+P+A_ADDR+CHD+Y	2.913194751	2.397895273	3.161745963	3.614864161	5.480505277
chpady	CH+P+A_ADDR+DY	NO	15	8	CH+SH+P+A_ADDR+DY	2.705775174	2.708050201	3.398106709	3.758318962	5.592736017
chpady	CH+P+A_ADDR+DY	NO	6	9	LOCAL_C+SH+P+A_ADDR+Y	3.784279043	1.791759469	4.350774736	4.045511769	5.785945675
chpady	CH+P+A_ADDR+DY	NO	12	10	LOCAL_C+SH+P+A_ADDR+DY	3.602017096	2.484906650	3.864482413	4.059236942	6.285016729
chpady	CH+P+A_ADDR+DY	NO	8	11	LOCAL_C+P+A_ADDR+D_ADDR+Y	4.449557357	2.079441542	3.955685225	4.081483133	6.729928108
chpady	CH+P+A_ADDR+DY	NO	16	12	LOCAL_C+P+A_ADDR+CHD+Y	3.819358076	2.772588722	3.892994202	4.079670662	6.791263419
chpady	CH+P+A_ADDR+DY	NO	5	13	CH+P+DA+D_ADDR+Y	5.275238658	1.609437912	3.202924146	3.617038558	7.055175638
chpady	CH+P+A_ADDR+DY	NO	20	14	CH+SH+P+A_ADDR+CHD+Y	3.937230363	2.995732274	3.607425125	3.785879642	7.117795256
chpady	CH+P+A_ADDR+DY	NO	17	15	CH+SH+P+A_ADDR+D_ADDR+Y	4.567429645	2.833213344	3.661160288	3.787433189	7.586857826
cthom	CH+T+O+M_LOCAL	NO	1	1	CH+T+O+AM_ADDR	1.672112586	0.000000000	2.683273170	3.090683614	1.816461505
cthom	CH+T+O+M_LOCAL	YES	2	2	CH+T+O+M_LOCAL	2.439585339	0.693147181	3.076988960	3.270547326	3.291420927
cthom	CH+T+O+M_LOCAL	NO	4	3	O+CH+T+AM_ADDR	1.755059210	1.386294361	2.964307051	3.452171592	3.301765537
cthom	CH+T+O+M_LOCAL	NO	7	4	O+CH+T+M_LOCAL	2.080316565	1.945910149	3.226173715	3.521454639	4.194917422
cthom	CH+T+O+M_LOCAL	NO	3	5	CH+T+O+D_ADDR+AM_ADDR	4.123723102	1.098612289	2.711615821	3.291523575	5.372413875
cthom	CH+T+O+M_LOCAL	NO	6	6	CH+T+O+D_ADDR+M_LOCAL	3.458931521	1.791759469	2.960224967	3.402381146	5.409756143
cthom	CH+T+O+M_LOCAL	NO	5	7	CARRIER_Q+O+CH+T+AM_ADDR	3.690747104	1.609437912	2.976809979	3.405099380	5.459732750
cthom	CH+T+O+M_LOCAL	NO	9	8	LOCAL_C+T+O+AM_ADDR	3.390679671	2.197224577	3.767857733	3.710365628	5.774859833
cthom	CH+T+O+M_LOCAL	NO	8	9	CARRIER_Q+O+CH+T+M_LOCAL	4.016004458	2.079441542	3.195032199	3.464484849	6.261933926
cthom	CH+T+O+M_LOCAL	NO	10	10	CH+T+SH+O+AM_ADDR	4.015836741	2.302585093	2.814142552	3.256154068	6.470179249
cthom	CH+T+O+M_LOCAL	NO	11	11	LOCAL_C+T+O+M_LOCAL	4.158152425	2.397895273	4.161573523	3.890229340	6.757342769
cthom	CH+T+O+M_LOCAL	NO	12	12	CH+T+SH+O+M_LOCAL	4.783309494	2.484906650	3.142239043	3.410322964	7.432030194
cthom	CH+T+O+M_LOCAL	NO	13	13	LOCAL_C+T+SH+O+AM_ADDR	5.734403827	2.564949357	3.717963021	3.711506045	8.485089911
cthom	CH+T+O+M_LOCAL	NO	14	14	LOCAL_C+T+SH+O+M_LOCAL	6.501876580	2.639057330	4.046059513	3.865674941	9.338727271
dairody	D_ADDR+AIR+O+DY	YES	2	1	D_ADDR+AIR+O+DY	1.897709980	0.693147181	2.856341497	3.411444214	2.747551804
dairody	D_ADDR+AIR+O+DY	NO	1	2	D_ADDR+AIR+O+D_ADDR+Y	4.123834708	0.000000000	3.136928259	3.534189366	4.290612649
dairody	D_ADDR+AIR+O+DY	NO	6	3	AIR+O+DY	2.782670204	1.791759469	3.246657283	3.591669619	4.745387846
dairody	D_ADDR+AIR+O+DY	NO	5	4	D_ADDR+AIR+O+Y	3.362561744	1.609437912	3.556558747	3.750008118	5.154663828
dairody	D_ADDR+AIR+O+DY	NO	7	5	D_ADDR+AIR+A_ADDR+O+DY	3.193478221	1.945910149	3.036241170	3.480977078	5.302318826
dairody	D_ADDR+AIR+O+DY	NO	3	6	D_ADDR+AIR+O+D_ADDR+DY	4.088815753	1.098612289	2.980017300	3.754709080	5.355796201
dairody	D_ADDR+AIR+O+DY	NO	9	7	AIR+O+D_ADDR+Y	3.008794932	2.197224577	3.505298240	3.702918720	5.386224933
dairody	D_ADDR+AIR+O+DY	NO	21	8	DA+AIR+O+DY	3.631857233	3.044522438	3.239090924	3.593342818	6.847190514
dairody	D_ADDR+AIR+O+DY	NO	12	9	AIR+O+Y	4.247521968	2.484906650	4.121928846	4.014874499	6.935848702
dairody	D_ADDR+AIR+O+DY	NO	26	10	DA+AIR+O+D_ADDR+Y	3.857981960	3.258096538	3.455886115	3.685771535	7.294619940
dairody	D_ADDR+AIR+O+DY	NO	13	11	D_ADDR+AIR+A_ADDR+O+Y	4.658329984	2.564949357	3.619755545	3.763113664	7.407851072
dairody	D_ADDR+AIR+O+DY	NO	10	12	D_ADDR+AIR+A_ADDR+O+D_ADDR+Y	5.419602948	2.302585093	3.251044155	3.589869681	7.893210887
dairody	D_ADDR+AIR+O+DY	NO	17	13	CHD+AIR+O+D_ADDR+Y	4.899147223	2.833213344	3.280631291	3.535453606	7.902762689
dairody	D_ADDR+AIR+O+DY	NO	24	14	CHD+AIR+O+DY	4.673022495	3.178053830	3.028785135	3.412961302	8.012119986
dairody	D_ADDR+AIR+O+DY	NO	73	15	D_ADDR+A_ADDR+AIR+O+DY	3.634018087	4.290459441	3.179608047	3.599296666	8.093950146
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	1	1	D_ADDR+AIR+Y+K+O+DA+S	4.232014649	0.000000000	3.380596381	3.689570163	4.408768813
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	2	2	AIR+Y+K+O+DA+S	5.158627845	0.693147181	3.678527527	3.803791129	6.038832992
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	7	3	D_ADDR+AIR+Y+K+O+D_ADDR+S	4.276547806	1.945910149	3.197967738	3.675344777	6.394290768
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	5	4	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	5.078966513	1.609437912	3.218293214	3.673158193	6.860690711
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	33	5	AIR+Y+K+O+D_ADDR+S	3.203161001	3.496507561	3.469809078	3.787787570	6.881108479
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	20	6	AIR+Y+K+O+D_ADDR+A_ADDR+S	4.005579709	2.995732274	3.458695071	3.772864388	7.182100969
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	3	7	D_ADDR+AIR+A_ADDR+Y+K+O+DA+S	5.972567118	1.098612289	3.399724258	3.695025498	7.248548151
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	8	8	D_ADDR+AIR+Y+K+O+DA+SH	5.360748505	2.079441542	3.716019078	3.766574798	7.627254893
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	17	9	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR	5.144776891	2.833213344	3.426910992	3.772848647	8.157984226
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	10	10	D_ADDR+AIR+Y+K+O+D_ADDR+Y	5.771006067	2.302585093	2.738198958	3.124876269	8.220168040
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	70	11	AIR+Y+K+O+D_ADDR+A_ADDR	4.071390087	4.248495242	3.731458512	3.897479423	8.510608778
