surface	occurrence_count	physical_pages	truth_recipe	prose_context_occurrence_count	candidate_count_capped	baseline_rank	baseline_top1	surface_ridge_rank	surface_ridge_top1	selected_rank	selected_top1	selected_top5	truth_structural_cost	truth_bigram_nll	truth_trigram_nll	truth_selected_score	top1_structural_cost	top1_bigram_nll	top1_trigram_nll	top1_selected_score	decision_change_class	working_policy
dyky	1	f66r	D_ADDR+Y+K+Y	1	8	2	DY+K+Y	3	Y+K+Y	3	Y+K+Y	Y+K+Y | DY+K+Y | D_ADDR+Y+K+Y | CHD+Y+K+Y | D_ADDR+Y+K+Y+CH	1.745376471	2.216257303	3.140793596	2.572449924	0.773743382	2.096496414	2.705498749	1.992405550	ERROR_CHANGED_STILL_WRONG	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	1	100	2	D_ADDR+Y+T+SH+EE+Y	1	D_ADDR+Y+T+CH+EE+Y	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | D_ADDR+Y+T+EE+Y | D_ADDR+Y+T+LOCAL_C+EE+Y | Y+T+CH+EE+Y	3.030859716	2.497941197	3.215763033	3.866849503	3.030859716	2.497941197	3.215763033	3.866849503	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	1	26	2	LOCAL_CHAR_F+A_ADDR+IIN+S	1	LOCAL_CHAR_F+IIN+S	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+AIIN+S | LOCAL_CHAR_F+IIN+SH	1.715839032	3.469154342	3.686256860	2.587871493	1.715839032	3.469154342	3.686256860	2.587871493	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	100	2	LOCAL_CHAR_F+SH+O+D_ADDR+Y	2	LOCAL_CHAR_F+SH+O+D_ADDR+Y	2	LOCAL_CHAR_F+SH+O+D_ADDR+Y	LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	2.091295220	3.102155616	3.503182378	2.949575851	2.455756916	2.820417076	3.149606257	2.605007500	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
kcheeky	1	f66r	K+CH+EE+K+Y	1	68	2	K+CH+K+EE+Y	1	K+CH+EE+K+Y	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	2.273129258	2.823723064	3.057841657	3.113315557	2.273129258	2.823723064	3.057841657	3.113315557	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
keeol	1	f31r	K+EE+O+L	1	14	4	K+EE+OL	3	K+EE+OL	3	K+EE+OL	K+EE+OL | OL+K+EE | K+EE+O+L | OK+EE+L | K+SH+EE+OL	4.438775844	2.963853335	3.306079363	5.981818523	1.350441384	2.640895602	3.244796401	1.497583684	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	3	11	2	K+E+O+DY	2	K+E+O+DY	2	K+E+O+DY	K+E+O+DY | K+E+O+D_ADDR+Y | K+E+O+Y | O+D_ADDR+Y | OK+E+DY	2.458483962	2.046976766	3.009611091	3.278045839	1.948075531	3.085399102	3.591786946	2.115005182	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
ld	1	f66r	L+D_ADDR	1	6	3	L	3	L	3	L	L | AL | L+D_ADDR | L+CHD | AL+D_ADDR	1.410199596	3.441734566	3.885012908	2.691980572	0.433685932	2.782076363	3.514605907	0.591102988	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
lpchees	1	f66r	L+P+CH+EE+S	1	78	3	L+P+CHD+E+S	1	L+P+CH+EE+S	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CHD+E+S | L+P+LOCAL_C+SH+EE	3.237987239	3.189013281	3.528416402	4.504535270	3.237987239	3.189013281	3.528416402	4.504535270	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	1	44	2	OK+E+DA+AM_ADDR	1	OK+E+D_ADDR+AM_ADDR	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+AM_ADDR | OK+E+AM_ADDR | OK+E+DY	2.009398719	2.776846963	3.091989513	2.849266811	2.009398719	2.776846963	3.091989513	2.849266811	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
oteochey	1	f66r	OT+E+O+CH+E+Y	1	45	2	OT+E+O+Y	1	OT+E+O+CH+E+Y	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+Y | OT+E+O+LOCAL_C+E+Y | O+OT+E+Y | OT+E+O+LOCAL_C+SH+E+Y	1.614799336	1.970023987	2.997028589	2.432122831	1.614799336	1.970023987	2.997028589	2.432122831	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	18	2	P+O+LOCAL_CHAR_F+O+Y	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | O+P+LOCAL_CHAR_F+O+Y	3.512894593	2.873646419	3.446866046	4.364054585	3.512894593	2.873646419	3.446866046	4.364054585	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
qef	1	f31r	E+LOCAL_CHAR_F	1	4	3	CARRIER_Q+E+LOCAL_CHAR_F	3	CARRIER_Q+E+LOCAL_CHAR_F	3	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | E+LOCAL_CHAR_F | CARRIER_Q+CH+E+LOCAL_CHAR_F	1.930598048	4.564723828	4.025275546	3.243960321	1.964636143	4.064747558	3.811238407	2.161535792	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	1	93	4	CARRIER_Q+O+CH+T+E+DY	3	CARRIER_Q+O+CH+T+E+DY	3	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+D_ADDR+Y | O+CH+T+E+Y	2.728702653	2.334814650	2.645461647	4.239503922	2.323529449	2.908250613	3.329657914	2.479477162	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
qokchey	1	f66r	OK+CH+E+Y	1	39	4	OK+Y	2	OK+Y	2	OK+Y	OK+Y | OK+CH+E+Y | OK+E+Y | OK+LOCAL_C+E+Y | OK+CHD+Y	1.338958119	1.890317410	2.687599584	2.839700405	2.409868091	1.643182903	2.362225160	2.510003293	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
qotchoiin	1	f4r	OT+CH+O+IIN	1	100	2	OT+O+IIN	1	OT+CH+O+IIN	1	OT+CH+O+IIN	OT+CH+O+IIN | OT+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+CH+O+AIIN | OT+LOCAL_C+O+IIN	1.225453305	2.916363790	3.318935232	2.074482961	1.225453305	2.916363790	3.318935232	2.074482961	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
rals	1	f66r	R+AL+S	0	29	2	R+A_ADDR+L	1	R+AL+S	1	R+AL+S	R+AL+S | R+A_ADDR+L | AR+AL+S | R+AL+SH | AR+L	1.407615421	0.000000000	0.000000000	2.100762601	1.407615421	0.000000000	0.000000000	2.100762601	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
saiis	1	f31r	S+IIN+S	1	64	4	S+A_ADDR+IIN+S	1	S+IIN+S	1	S+IIN+S	S+IIN+S | S+A_ADDR+IIN+S | S+AIIN+S | SH+IIN+S | S+LOCAL_CHAR_I+S	1.476931219	3.243629252	3.897899434	3.041763798	1.476931219	3.243629252	3.897899434	3.041763798	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shckheody	1	f66r	SH+CH+K+E+O+DY	1	100	2	SH+CH+K+E+O+D_ADDR+Y	2	SH+CH+K+E+O+D_ADDR+Y	2	SH+CH+K+E+O+D_ADDR+Y	SH+CH+K+E+O+D_ADDR+Y | SH+CH+K+E+O+DY | SH+CH+K+E+O+Y | SH+CH+K+E+O+R | S+SH+CH+K+E+O+DY	2.048029353	2.198945144	2.962870980	2.870221937	2.652171289	2.491559760	3.014061726	2.789811826	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shekair	1	f66r	SH+E+K+AIR	1	100	2	SH+K+AIR	1	SH+E+K+AIR	1	SH+E+K+AIR	SH+E+K+AIR | SH+K+AIR | SH+E+AIR | S+SH+E+K+AIR | SH+SH+E+K+AIR	1.954863311	2.776163591	3.112291613	2.795221871	1.954863311	2.776163591	3.112291613	2.795221871	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	1	100	3	SH+E+K+E+D_ADDR+Y	2	SH+E+K+EE+Y	2	SH+E+K+EE+Y	SH+E+K+EE+Y | SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+E+D_ADDR+Y | SH+SH+E+K+EE+Y | S+SH+E+K+EE+Y	2.555994651	2.666773047	3.594665531	3.811142904	2.338138937	2.019374214	2.915724927	3.154663596	ERROR_CHANGED_STILL_WRONG	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	100	2	SH+OL+LOCAL_CHAR_F+OR+AIIN	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN | SH+OL+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+DA+AIIN | SH+OL+D_ADDR+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN+IIN	2.640435913	3.182996346	3.510147328	3.500911686	2.640435913	3.182996346	3.510147328	3.500911686	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shtchy	1	f4r	SH+T+CH+Y	1	27	2	SH+T+Y	1	SH+T+CH+Y	1	SH+T+CH+Y	SH+T+CH+Y | SH+T+Y | SH+T+LOCAL_C+Y | SH+Y+T | S+T+CH+Y	1.856909551	2.778037085	3.254790264	2.700877415	1.856909551	2.778037085	3.254790264	2.700877415	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shyshol	1	f4r	SH+Y+SH+OL	1	74	2	Y+SH+OL	2	Y+SH+OL	2	Y+SH+OL	Y+SH+OL | SH+Y+SH+OL | SH+Y+OL | Y+SH+SH+OL | SH+Y+SH+OL+D_ADDR	1.703738608	2.997278640	3.305719236	2.554460736	2.051680776	2.886880498	3.121387761	2.201887482	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
shytchy	1	f4r	SH+Y+T+CH+Y	1	60	2	SH+Y+T+Y	2	SH+Y+T+Y	2	SH+Y+T+Y	SH+Y+T+Y | SH+Y+T+CH+Y | Y+T+Y | SH+Y+T+LOCAL_C+Y | Y+T+CH+Y	1.725123603	2.782579851	3.436454747	2.573746649	1.671909838	2.451688594	3.209069625	1.813428793	BASELINE_ERROR_UNCHANGED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	1	45	2	T+O+EEE+Y	1	T+O+D_ADDR+EEE+Y	1	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y | T+O+EEE+Y | T+O+D_ADDR+EE+E+Y | T+O+D_ADDR+E+EE+Y | T+O+E+EE+Y	3.005210926	2.866641288	3.583029022	3.859599864	3.005210926	2.866641288	3.583029022	3.859599864	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	1	100	2	SH+E+DY+AIR	1	Y+SH+E+D_ADDR+AIR	1	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR | SH+E+DY+AIR | Y+SH+E+AIR | SH+E+Y+AIR | SH+E+Y+D_ADDR+AIR	2.612441453	3.114915286	3.575457417	3.472847951	2.612441453	3.114915286	3.575457417	3.472847951	BASELINE_ERROR_CORRECTED	EXACT_EVENT_OR_KNOWN_SURFACE_STILL_WINS__RERANK_ONLY_FUTURE_UNKNOWN
