page	record	at	word	role	render
f77r	F77_P1	f77r.15:3	qotol	OTHER_TEXT	⟦qotol⟧
f77r	F77_P1	f77r.15:4	shedy	OTHER_TEXT	⟦shedy⟧
f77r	F77_P1	f77r.15:5	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P1	f77r.15:6	sheety	OTHER_TEXT	⟦sheety⟧
f77r	F77_P1	f77r.15:7	qokeed	OTHER_TEXT	⟦qokeed⟧
f77r	F77_P1	f77r.15:8	y	OTHER_TEXT	⟦y⟧
f77r	F77_P1	f77r.15:9	lchedy	OTHER_TEXT	⟦lchedy⟧
f77r	F77_P1	f77r.15:10	lol	OTHER_TEXT	⟦lol⟧
f77r	F77_P1	f77r.16:1	sshedy	OTHER_TEXT	⟦sshedy⟧
f77r	F77_P1	f77r.16:2	qotaiin	OTHER_TEXT	⟦qotaiin⟧
f77r	F77_P1	f77r.16:3	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P1	f77r.16:4	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P1	f77r.16:5	shedy	OTHER_TEXT	⟦shedy⟧
f77r	F77_P1	f77r.16:6	qolcheedy	OTHER_TEXT	⟦qolcheedy⟧
f77r	F77_P1	f77r.16:7	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P1	f77r.16:8	lol	OTHER_TEXT	⟦lol⟧
f77r	F77_P1	f77r.17:1	qoteedy	PROPOSED_BODY	⟦qoteedy⟧
f77r	F77_P1	f77r.17:2	qoteedy	PROPOSED_BODY	⟦qoteedy⟧
f77r	F77_P1	f77r.17:3	qokedy	MARKER	[qokedy: U02/OUTSIDE_FROZEN_NAMES]
f77r	F77_P1	f77r.17:4	sheed	TARGET	«sheed»
f77r	F77_P1	f77r.17:5	qeey	OTHER_TEXT	⟦qeey⟧
f77r	F77_P1	f77r.17:6	saiin	OTHER_TEXT	⟦saiin⟧
f77r	F77_P1	f77r.17:7	sheety	OTHER_TEXT	⟦sheety⟧
f77r	F77_P1	f77r.17:8	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P1	f77r.17:9	lol	OTHER_TEXT	⟦lol⟧
f77r	F77_P1	f77r.18:1	daiin	OTHER_TEXT	⟦daiin⟧
f77r	F77_P1	f77r.18:2	cheedy	OTHER_TEXT	⟦cheedy⟧
f77r	F77_P1	f77r.18:3	lshey	OTHER_TEXT	⟦lshey⟧
f77r	F77_P1	f77r.18:4	qo	OTHER_TEXT	⟦qo⟧
f77r	F77_P1	f77r.18:5	l	OTHER_TEXT	⟦l⟧
f77r	F77_P1	f77r.18:6	or	OTHER_TEXT	⟦or⟧
f77r	F77_P1	f77r.18:7	chees	OTHER_TEXT	⟦chees⟧
f77r	F77_P1	f77r.18:8	sheckhedy	OTHER_TEXT	⟦sheckhedy⟧
f77r	F77_P1	f77r.18:9	qol	OTHER_TEXT	⟦qol⟧
f77r	F77_P1	f77r.18:10	cheedy	OTHER_TEXT	⟦cheedy⟧
f77r	F77_P1	f77r.18:11	qotaiin	OTHER_TEXT	⟦qotaiin⟧
f77r	F77_P1	f77r.19:1	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P1	f77r.19:2	lchey	OTHER_TEXT	⟦lchey⟧
f77r	F77_P1	f77r.19:3	lsheey	OTHER_TEXT	⟦lsheey⟧
f77r	F77_P1	f77r.19:4	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P1	f77r.19:5	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P1	f77r.19:6	qokar	OTHER_TEXT	⟦qokar⟧
f77r	F77_P1	f77r.19:7	qokeey	OTHER_TEXT	⟦qokeey⟧
f77r	F77_P1	f77r.19:8	laiin	OTHER_TEXT	⟦laiin⟧
f77r	F77_P1	f77r.19:9	chey	OTHER_TEXT	⟦chey⟧
f77r	F77_P1	f77r.20:1	qotain	OTHER_TEXT	⟦qotain⟧
f77r	F77_P1	f77r.20:2	sheal	OTHER_TEXT	⟦sheal⟧
f77r	F77_P1	f77r.20:3	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P1	f77r.20:4	qoteey	OTHER_TEXT	⟦qoteey⟧
f77r	F77_P1	f77r.20:5	qokain	OTHER_TEXT	⟦qokain⟧
f77r	F77_P1	f77r.20:6	sheey	OTHER_TEXT	⟦sheey⟧
f77r	F77_P1	f77r.20:7	qotedy	OTHER_TEXT	⟦qotedy⟧
f77r	F77_P1	f77r.20:8	dalchedy	OTHER_TEXT	⟦dalchedy⟧
f77r	F77_P1	f77r.21:1	chedaiin	PROPOSED_BODY	⟦chedaiin⟧
f77r	F77_P1	f77r.21:2	shedy	PROPOSED_BODY	⟦shedy⟧
f77r	F77_P1	f77r.21:3	qokeedy	PROPOSED_BODY	⟦qokeedy⟧
f77r	F77_P1	f77r.21:4	qokedy	MARKER	[qokedy: U03/OUTSIDE_FROZEN_NAMES]
f77r	F77_P1	f77r.21:5	qokeey	TARGET	«qokeey»
f77r	F77_P1	f77r.21:6	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P1	f77r.21:7	shear	OTHER_TEXT	⟦shear⟧
f77r	F77_P1	f77r.21:8	olaiiny	OTHER_TEXT	⟦olaiiny⟧
f77r	F77_P1	f77r.22:1	qoteedy	OTHER_TEXT	⟦qoteedy⟧
f77r	F77_P1	f77r.22:2	al	OTHER_TEXT	⟦al⟧
f77r	F77_P1	f77r.22:3	lchedy	OTHER_TEXT	⟦lchedy⟧
f77r	F77_P1	f77r.22:4	r	OTHER_TEXT	⟦r⟧
f77r	F77_P1	f77r.22:5	oin	OTHER_TEXT	⟦oin⟧
f77r	F77_P1	f77r.22:6	chy	OTHER_TEXT	⟦chy⟧
f77r	F77_P1	f77r.22:7	chedaiin	OTHER_TEXT	⟦chedaiin⟧
f77r	F77_P1	f77r.22:8	cheey	OTHER_TEXT	⟦cheey⟧
f77r	F77_P1	f77r.22:9	okedy	OTHER_TEXT	⟦okedy⟧
f77r	F77_P1	f77r.22:10	qoky	OTHER_TEXT	⟦qoky⟧
f77r	F77_P1	f77r.23:1	sheoky	OTHER_TEXT	⟦sheoky⟧
f77r	F77_P1	f77r.23:2	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P1	f77r.23:3	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P1	f77r.23:4	lchedy	OTHER_TEXT	⟦lchedy⟧
f77r	F77_P1	f77r.23:5	olshedy	OTHER_TEXT	⟦olshedy⟧
f77r	F77_P1	f77r.23:6	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P1	f77r.23:7	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P1	f77r.23:8	qokal	OTHER_TEXT	⟦qokal⟧
f77r	F77_P1	f77r.24:1	daiin	OTHER_TEXT	⟦daiin⟧
f77r	F77_P1	f77r.24:2	dol	OTHER_TEXT	⟦dol⟧
f77r	F77_P1	f77r.24:3	shor	OTHER_TEXT	⟦shor⟧
f77r	F77_P1	f77r.24:4	cphey	OTHER_TEXT	⟦cphey⟧
f77r	F77_P1	f77r.24:5	lfcheal	OTHER_TEXT	⟦lfcheal⟧
f77r	F77_P1	f77r.24:6	shear	OTHER_TEXT	⟦shear⟧
f77r	F77_P1	f77r.24:7	qolchy	OTHER_TEXT	⟦qolchy⟧
f77r	F77_P2	f77r.25:1	otedy	OTHER_TEXT	⟦otedy⟧
f77r	F77_P2	f77r.25:2	qokar	OTHER_TEXT	⟦qokar⟧
f77r	F77_P2	f77r.25:3	shedy	OTHER_TEXT	⟦shedy⟧
f77r	F77_P2	f77r.25:4	qokal	OTHER_TEXT	⟦qokal⟧
f77r	F77_P2	f77r.25:5	shedar	OTHER_TEXT	⟦shedar⟧
f77r	F77_P2	f77r.25:6	dal	OTHER_TEXT	⟦dal⟧
f77r	F77_P2	f77r.25:7	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P2	f77r.25:8	daror	OTHER_TEXT	⟦daror⟧
f77r	F77_P2	f77r.26:1	qoteedy	OTHER_TEXT	⟦qoteedy⟧
f77r	F77_P2	f77r.26:2	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P2	f77r.26:3	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P2	f77r.26:4	chcthy	OTHER_TEXT	⟦chcthy⟧
f77r	F77_P2	f77r.26:5	lchedy	OTHER_TEXT	⟦lchedy⟧
f77r	F77_P2	f77r.26:6	qokaly	OTHER_TEXT	⟦qokaly⟧
f77r	F77_P2	f77r.27:1	solchedy	OTHER_TEXT	⟦solchedy⟧
f77r	F77_P2	f77r.27:2	qokain	OTHER_TEXT	⟦qokain⟧
f77r	F77_P2	f77r.27:3	okaiin	OTHER_TEXT	⟦okaiin⟧
f77r	F77_P2	f77r.27:4	shedy	OTHER_TEXT	⟦shedy⟧
f77r	F77_P2	f77r.27:5	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P2	f77r.27:6	qotedy	OTHER_TEXT	⟦qotedy⟧
f77r	F77_P2	f77r.28:1	olchey	OTHER_TEXT	⟦olchey⟧
f77r	F77_P2	f77r.28:2	qotey	OTHER_TEXT	⟦qotey⟧
f77r	F77_P2	f77r.28:3	qokain	OTHER_TEXT	⟦qokain⟧
f77r	F77_P2	f77r.28:4	olcheedy	OTHER_TEXT	⟦olcheedy⟧
f77r	F77_P2	f77r.28:5	sar	OTHER_TEXT	⟦sar⟧
f77r	F77_P2	f77r.28:6	lom	OTHER_TEXT	⟦lom⟧
f77r	F77_P2	f77r.29:1	saiin	OTHER_TEXT	⟦saiin⟧
f77r	F77_P2	f77r.29:2	cheeol	OTHER_TEXT	⟦cheeol⟧
f77r	F77_P2	f77r.29:3	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P2	f77r.29:4	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P2	f77r.29:5	qotal	OTHER_TEXT	⟦qotal⟧
f77r	F77_P2	f77r.30:1	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P2	f77r.30:2	chckhey	OTHER_TEXT	⟦chckhey⟧
f77r	F77_P2	f77r.30:3	sa	OTHER_TEXT	⟦sa⟧
f77r	F77_P2	f77r.30:4	iin	OTHER_TEXT	⟦iin⟧
f77r	F77_P2	f77r.30:5	qolkain	OTHER_TEXT	⟦qolkain⟧
f77r	F77_P2	f77r.30:6	cheeky	OTHER_TEXT	⟦cheeky⟧
f77r	F77_P2	f77r.30:7	lol	OTHER_TEXT	⟦lol⟧
f77r	F77_P2	f77r.31:1	qokain	OTHER_TEXT	⟦qokain⟧
f77r	F77_P2	f77r.31:2	chckhy	OTHER_TEXT	⟦chckhy⟧
f77r	F77_P2	f77r.31:3	qokeey	OTHER_TEXT	⟦qokeey⟧
f77r	F77_P2	f77r.31:4	qotedy	OTHER_TEXT	⟦qotedy⟧
f77r	F77_P2	f77r.31:5	qotedy	OTHER_TEXT	⟦qotedy⟧
f77r	F77_P2	f77r.31:6	qotary	OTHER_TEXT	⟦qotary⟧
f77r	F77_P2	f77r.32:1	qor	OTHER_TEXT	⟦qor⟧
f77r	F77_P2	f77r.32:2	ain	OTHER_TEXT	⟦ain⟧
f77r	F77_P2	f77r.32:3	cheol	OTHER_TEXT	⟦cheol⟧
f77r	F77_P2	f77r.32:4	ol	OTHER_TEXT	⟦ol⟧
f77r	F77_P2	f77r.32:5	chealor	OTHER_TEXT	⟦chealor⟧
f77r	F77_P2	f77r.32:6	cheey	OTHER_TEXT	⟦cheey⟧
f77r	F77_P2	f77r.32:7	qeteiiin	OTHER_TEXT	⟦qeteiiin⟧
f77r	F77_P2	f77r.32:8	dary	OTHER_TEXT	⟦dary⟧
f77r	F77_P2	f77r.33:1	daiin	OTHER_TEXT	⟦daiin⟧
f77r	F77_P2	f77r.33:2	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P2	f77r.33:3	qol	OTHER_TEXT	⟦qol⟧
f77r	F77_P2	f77r.33:4	keedy	OTHER_TEXT	⟦keedy⟧
f77r	F77_P2	f77r.33:5	qoteeedy	OTHER_TEXT	⟦qoteeedy⟧
f77r	F77_P2	f77r.33:6	sar	OTHER_TEXT	⟦sar⟧
f77r	F77_P2	f77r.33:7	oiiiin	OTHER_TEXT	⟦oiiiin⟧
f77r	F77_P2	f77r.33:8	cheety	OTHER_TEXT	⟦cheety⟧
f77r	F77_P2	f77r.33:9	dy	OTHER_TEXT	⟦dy⟧
f77r	F77_P2	f77r.34:1	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P2	f77r.34:2	shedy	OTHER_TEXT	⟦shedy⟧
f77r	F77_P2	f77r.34:3	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P2	f77r.34:4	qolchedy	OTHER_TEXT	⟦qolchedy⟧
f77r	F77_P2	f77r.34:5	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P2	f77r.34:6	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P2	f77r.34:7	checkhy	OTHER_TEXT	⟦checkhy⟧
f77r	F77_P2	f77r.34:8	raiin	OTHER_TEXT	⟦raiin⟧
f77r	F77_P2	f77r.35:1	solkeey	OTHER_TEXT	⟦solkeey⟧
f77r	F77_P2	f77r.35:2	okaiin	OTHER_TEXT	⟦okaiin⟧
f77r	F77_P2	f77r.35:3	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P2	f77r.35:4	qokain	OTHER_TEXT	⟦qokain⟧
f77r	F77_P2	f77r.35:5	sheedy	OTHER_TEXT	⟦sheedy⟧
f77r	F77_P2	f77r.35:6	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P2	f77r.35:7	chedaiin	OTHER_TEXT	⟦chedaiin⟧
f77r	F77_P2	f77r.35:8	chealy	OTHER_TEXT	⟦chealy⟧
f77r	F77_P2	f77r.36:1	dshedy	OTHER_TEXT	⟦dshedy⟧
f77r	F77_P2	f77r.36:2	pchedy	OTHER_TEXT	⟦pchedy⟧
f77r	F77_P2	f77r.36:3	qotain	OTHER_TEXT	⟦qotain⟧
f77r	F77_P2	f77r.36:4	chedy	OTHER_TEXT	⟦chedy⟧
f77r	F77_P2	f77r.36:5	dolchl	OTHER_TEXT	⟦dolchl⟧
f77r	F77_P2	f77r.36:6	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P2	f77r.36:7	qokol	OTHER_TEXT	⟦qokol⟧
f77r	F77_P2	f77r.36:8	olchey	OTHER_TEXT	⟦olchey⟧
f77r	F77_P2	f77r.37:1	teeolain	OTHER_TEXT	⟦teeolain⟧
f77r	F77_P2	f77r.37:2	chey	OTHER_TEXT	⟦chey⟧
f77r	F77_P2	f77r.37:3	qoteedy	OTHER_TEXT	⟦qoteedy⟧
f77r	F77_P2	f77r.37:4	qokain	OTHER_TEXT	⟦qokain⟧
f77r	F77_P2	f77r.37:5	cheedy	OTHER_TEXT	⟦cheedy⟧
f77r	F77_P2	f77r.37:6	cheey	OTHER_TEXT	⟦cheey⟧
f77r	F77_P2	f77r.37:7	lchedy	OTHER_TEXT	⟦lchedy⟧
f77r	F77_P3	f77r.38:1	pol	OTHER_TEXT	⟦pol⟧
f77r	F77_P3	f77r.38:2	shedy	OTHER_TEXT	⟦shedy⟧
f77r	F77_P3	f77r.38:3	qoeedy	OTHER_TEXT	⟦qoeedy⟧
f77r	F77_P3	f77r.38:4	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P3	f77r.38:5	chcphey	OTHER_TEXT	⟦chcphey⟧
f77r	F77_P3	f77r.38:6	qol	OTHER_TEXT	⟦qol⟧
f77r	F77_P3	f77r.38:7	ltaiin	OTHER_TEXT	⟦ltaiin⟧
f77r	F77_P3	f77r.38:8	shedy	OTHER_TEXT	⟦shedy⟧
f77r	F77_P3	f77r.38:9	qol	OTHER_TEXT	⟦qol⟧
f77r	F77_P3	f77r.39:1	olaiin	OTHER_TEXT	⟦olaiin⟧
f77r	F77_P3	f77r.39:2	cheey	OTHER_TEXT	⟦cheey⟧
f77r	F77_P3	f77r.39:3	sheckhey	OTHER_TEXT	⟦sheckhey⟧
f77r	F77_P3	f77r.39:4	lsheey	OTHER_TEXT	⟦lsheey⟧
f77r	F77_P3	f77r.39:5	qykaiin	OTHER_TEXT	⟦qykaiin⟧
f77r	F77_P3	f77r.39:6	sheedy	OTHER_TEXT	⟦sheedy⟧
f77r	F77_P3	f77r.39:7	laiin	OTHER_TEXT	⟦laiin⟧
f77r	F77_P3	f77r.40:1	daiiin	OTHER_TEXT	⟦daiiin⟧
f77r	F77_P3	f77r.40:2	ol	OTHER_TEXT	⟦ol⟧
f77r	F77_P3	f77r.40:3	eeedy	OTHER_TEXT	⟦eeedy⟧
f77r	F77_P3	f77r.40:4	okaiin	OTHER_TEXT	⟦okaiin⟧
f77r	F77_P3	f77r.40:5	sheeol	OTHER_TEXT	⟦sheeol⟧
f77r	F77_P3	f77r.40:6	qotaiin	OTHER_TEXT	⟦qotaiin⟧
f77r	F77_P3	f77r.40:7	shody	OTHER_TEXT	⟦shody⟧
f77r	F77_P3	f77r.40:8	qoty	OTHER_TEXT	⟦qoty⟧
f77r	F77_P3	f77r.41:1	daiin	OTHER_TEXT	⟦daiin⟧
f77r	F77_P3	f77r.41:2	sh	OTHER_TEXT	⟦sh⟧
f77r	F77_P3	f77r.41:3	qolchey	OTHER_TEXT	⟦qolchey⟧
f77r	F77_P3	f77r.41:4	qotedy	OTHER_TEXT	⟦qotedy⟧
f77r	F77_P3	f77r.41:5	qotal	OTHER_TEXT	⟦qotal⟧
f77r	F77_P3	f77r.41:6	r	OTHER_TEXT	⟦r⟧
f77r	F77_P3	f77r.41:7	ain	OTHER_TEXT	⟦ain⟧
f77r	F77_P3	f77r.41:8	chl	OTHER_TEXT	⟦chl⟧
f77r	F77_P3	f77r.41:9	s	OTHER_TEXT	⟦s⟧
f77r	F77_P3	f77r.41:10	arol	OTHER_TEXT	⟦arol⟧
f77r	F77_P3	f77r.42:1	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P3	f77r.42:2	qotedy	OTHER_TEXT	⟦qotedy⟧
f77r	F77_P3	f77r.42:3	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P3	f77r.42:4	qokeedy	OTHER_TEXT	⟦qokeedy⟧
f77r	F77_P3	f77r.42:5	qokeey	OTHER_TEXT	⟦qokeey⟧
f77r	F77_P3	f77r.42:6	s	OTHER_TEXT	⟦s⟧
f77r	F77_P3	f77r.42:7	aiin	OTHER_TEXT	⟦aiin⟧
f77r	F77_P3	f77r.42:8	al	OTHER_TEXT	⟦al⟧
f77r	F77_P3	f77r.43:1	d	OTHER_TEXT	⟦d⟧
f77r	F77_P3	f77r.43:2	chee	OTHER_TEXT	⟦chee⟧
f77r	F77_P3	f77r.43:3	ol	OTHER_TEXT	⟦ol⟧
f77r	F77_P3	f77r.43:4	cheedy	OTHER_TEXT	⟦cheedy⟧
f77r	F77_P3	f77r.43:5	qotaiin	OTHER_TEXT	⟦qotaiin⟧
f77r	F77_P3	f77r.43:6	qoteedy	OTHER_TEXT	⟦qoteedy⟧
f77r	F77_P3	f77r.43:7	qotedy	OTHER_TEXT	⟦qotedy⟧
f77r	F77_P3	f77r.43:8	raiin	OTHER_TEXT	⟦raiin⟧
f77r	F77_P3	f77r.44:1	sheey	OTHER_TEXT	⟦sheey⟧
f77r	F77_P3	f77r.44:2	qepchedy	OTHER_TEXT	⟦qepchedy⟧
f77r	F77_P3	f77r.44:3	qol	OTHER_TEXT	⟦qol⟧
f77r	F77_P3	f77r.44:4	cheedy	OTHER_TEXT	⟦cheedy⟧
f77r	F77_P3	f77r.44:5	qokear	OTHER_TEXT	⟦qokear⟧
f77r	F77_P3	f77r.44:6	cheey	OTHER_TEXT	⟦cheey⟧
f77r	F77_P3	f77r.44:7	loly	OTHER_TEXT	⟦loly⟧
f77r	F77_P3	f77r.44:8	dy	OTHER_TEXT	⟦dy⟧
f77r	F77_P3	f77r.45:1	qokaiin	OTHER_TEXT	⟦qokaiin⟧
f77r	F77_P3	f77r.45:2	ches	OTHER_TEXT	⟦ches⟧
f77r	F77_P3	f77r.45:3	lchear	OTHER_TEXT	⟦lchear⟧
f77r	F77_P3	f77r.45:4	dal	OTHER_TEXT	⟦dal⟧
f77r	F77_P3	f77r.45:5	chr	OTHER_TEXT	⟦chr⟧
f77r	F77_P3	f77r.45:6	sl	OTHER_TEXT	⟦sl⟧
f77r	F77_P3	f77r.45:7	s	OTHER_TEXT	⟦s⟧
f77r	F77_P3	f77r.45:8	ain	OTHER_TEXT	⟦ain⟧
f77r	F77_P3	f77r.45:9	ol	OTHER_TEXT	⟦ol⟧
f77r	F77_P3	f77r.45:10	raiin	OTHER_TEXT	⟦raiin⟧
f77r	F77_P3	f77r.45:11	lod	OTHER_TEXT	⟦lod⟧
f77r	F77_P3	f77r.46:1	daiin	OTHER_TEXT	⟦daiin⟧
f77r	F77_P3	f77r.46:2	chlchpsheey	OTHER_TEXT	⟦chlchpsheey⟧
f77r	F77_P3	f77r.46:3	tal	OTHER_TEXT	⟦tal⟧
f77r	F77_P3	f77r.46:4	cheol	OTHER_TEXT	⟦cheol⟧
f77r	F77_P3	f77r.46:5	dag	OTHER_TEXT	⟦dag⟧
f77r	F77_P3	f77r.46:6	as	OTHER_TEXT	⟦as⟧
f77r	F77_P3	f77r.46:7	otey	OTHER_TEXT	⟦otey⟧
f77r	F77_P3	f77r.46:8	daiin	OTHER_TEXT	⟦daiin⟧
f77r	F77_P3	f77r.47:1	ysheey	OTHER_TEXT	⟦ysheey⟧
f77r	F77_P3	f77r.47:2	dal	OTHER_TEXT	⟦dal⟧
f77r	F77_P3	f77r.47:3	saiisol	OTHER_TEXT	⟦saiisol⟧
f77r	F77_P3	f77r.47:4	sal	OTHER_TEXT	⟦sal⟧
f77r	F77_P3	f77r.47:5	dalo	OTHER_TEXT	⟦dalo⟧
f77r	F77_P3	f77r.47:6	tain	OTHER_TEXT	⟦tain⟧
f77r	F77_P3	f77r.47:7	dary	OTHER_TEXT	⟦dary⟧
f77r	F77_P3	f77r.47:8	dalo	OTHER_TEXT	⟦dalo⟧
f77r	F77_P3	f77r.48:1	sodar	OTHER_TEXT	⟦sodar⟧
f77r	F77_P3	f77r.48:2	oloky	OTHER_TEXT	⟦oloky⟧
f82r	F82_P1	f82r.1:1	qosheedy	OTHER_TEXT	⟦qosheedy⟧
f82r	F82_P1	f82r.1:2	qokeol	OTHER_TEXT	⟦qokeol⟧
f82r	F82_P1	f82r.1:3	daiin	OTHER_TEXT	⟦daiin⟧
f82r	F82_P1	f82r.1:4	shckhy	OTHER_TEXT	⟦shckhy⟧
