page	locus	kind	paragraph_start	paragraph_end	readings_json
f76r	f76r.23	P	0	0	"{""zl3b_clean"": ""sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olaiin chedy qokey"", ""it2a_clean"": ""sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olain chedy qokey"", ""rf1b_clean"": ""sheedy qokedy chedy che y qokain chckhy olchy l ain shedy olaiin chedy qokey""}"
f76r	f76r.24	P	0	0	"{""zl3b_clean"": ""dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokey lor"", ""it2a_clean"": ""dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokeey lor"", ""rf1b_clean"": ""dalshedy qoleedy qokaldy chepy dain alolor olain chedy shecthy qokey lar""}"
f77r	f77r.12	P	0	0	"{""zl3b_clean"": ""solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched"", ""it2a_clean"": ""solteedy qoteedy qodeedy shedaiin chedy shedaiin sheol ol ched"", ""rf1b_clean"": ""soltee y qotee y qodeedy che aiin che y shedaiin sheolol che""}"
f77r	f77r.13	P	0	0	"{""zl3b_clean"": ""qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy"", ""it2a_clean"": ""qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy"", ""rf1b_clean"": ""qokeedy qol eedy shol tedy che y lshee y qoke y qol al chedy""}"
f77r	f77r.21	P	0	0	"{""zl3b_clean"": ""chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny"", ""it2a_clean"": ""chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny"", ""rf1b_clean"": ""chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny""}"
f77r	f77r.22	P	0	0	"{""zl3b_clean"": ""qoteedy al lchedy r oin chy chedaiin cheey okedy qoky"", ""it2a_clean"": ""qoteedy al lchedy r oin chy chedaiin cheey okedy qoky"", ""rf1b_clean"": ""qoteedy al lchedy r oin chy che aiin cheey okedy qoky""}"
f77r	f77r.35	P	0	0	"{""zl3b_clean"": ""solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy"", ""it2a_clean"": ""solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy"", ""rf1b_clean"": ""solkeey okaiin chedy qokain sheedy qotaiin che aiin chealy""}"
f77r	f77r.39	P	0	0	"{""zl3b_clean"": ""olaiin cheey sheckhey lsheey qykaiin sheedy laiin"", ""it2a_clean"": ""olaiin cheey sheckhey lsheey qykaiin sheedy laiin"", ""rf1b_clean"": ""olaiin cheey sheckhey lsheey qykaiin shee y laiin""}"
f81r	f81r.12	P	0	0	"{""zl3b_clean"": ""ychedy tedy ol sheedy qokeey loly"", ""it2a_clean"": ""ychedy tedy ol sheedy qokeey loly"", ""rf1b_clean"": ""ychedy tedy ol sheedy qokeey loly""}"
f81r	f81r.14	P	0	0	"{""zl3b_clean"": ""qokechedy qolsheedy or ain arol oeeedy"", ""it2a_clean"": ""qokechedy qol sheedy orain arol oeeedy"", ""rf1b_clean"": ""qokeche y qol ee y or ain arol oeee""}"
f81r	f81r.19	P	0	0	"{""zl3b_clean"": ""qokedy sheedy chedy qoteedy olam"", ""it2a_clean"": ""qokedy sheedy chedy qoteedy olam"", ""rf1b_clean"": ""qokedy shee y chedy qoteedy ol am""}"
f81r	f81r.29	P	0	0	"{""zl3b_clean"": ""y sheedy shy chey l chcthy ytar olkaiin ol"", ""it2a_clean"": ""y sheedy shy chey lchcthy ytar olkaiin ol"", ""rf1b_clean"": ""ysheedy shy chey l chcthy ytar olkaiin ol""}"
f81v	f81v.8	P	0	0	"{""zl3b_clean"": ""ykol or shedy sheedy qolkeedy daiin dkain cphedy oldy"", ""it2a_clean"": ""ykol or shedy sheedy qol keedy daiin dkain cphedy oldy"", ""rf1b_clean"": ""yk ol or she y eedy qolkeedy aiin dkain cphedy ol y""}"
f82r	f82r.8	P	0	0	"{""zl3b_clean"": ""qekeey sheedy qokedy lcho r cheey qokey qotal chedy qoteor"", ""it2a_clean"": ""qokeey sheedy qokedy lchor cheey qokey qotal chedy qoteor"", ""rf1b_clean"": ""qekeey sheedy qoke y lchor cheey qokey qotal che y qoteor""}"
f82r	f82r.25	P	0	0	"{""zl3b_clean"": ""dol qoesedy sheeal sheedy lshed qockhey lchedy lar sheey ry"", ""it2a_clean"": ""dol qoesedy sheeerl sheedy lshed qockhey lchedy lor sheey ry"", ""rf1b_clean"": ""dol qoese sheeerl sheedy lshed qo ckhey lchedy lor sheey ry""}"
f83r	f83r.11	P	0	0	"{""zl3b_clean"": ""sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo"", ""it2a_clean"": ""sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo"", ""rf1b_clean"": ""sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo""}"
f83r	f83r.40	P	0	0	"{""zl3b_clean"": ""solchedy olchedy chedaiin"", ""it2a_clean"": ""solchedy olchedy chedaiin"", ""rf1b_clean"": ""sol chedy olche y che aiin""}"
f88v	f88v.24	P	0	0	"{""zl3b_clean"": ""daiin sheor sheedy daiin shoy qokeody doy dair"", ""it2a_clean"": ""daiin sheor sheedy daiin shoikhy qokeody doikhy dair"", ""rf1b_clean"": ""daiin sheor sheedy daiin shoy qokeo y doy dair""}"
f95v1	f95v1.10	P	0	1	"{""zl3b_clean"": ""sain sheyk chody k chedain chedaiin otain daiin"", ""it2a_clean"": ""sain sheyk chody kchedaiin chedaiin otain daiin"", ""rf1b_clean"": ""sain eyk chody k chedain chedeiiin otain aiin""}"
