audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_support_note	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	flags	thermal_reader_rival	hard_collision	verdict	review_reason
G643-A02-003	2	oiin	f107r	f107r.15	S	B	3	2	MEDIAL	ychol	chey	ychol oiin chey qockhal al otaraiin sheky okeeey raiin airal	ychol oiin chey qockhal shal otaraiin sheky okeeey raiin airal	ychal iin chey qockhal al otar aiin sheky okeeey raiin airal	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	1	1	[ychol:?] | [oiin:?] | [chey:?] | [qockhal:?] | [al:?] | [otaraiin:?] | [sheky:?] | [okeeey:?] | Wurzel, Typ/Charge III | [airal:?]	[ychol:?] | Zubereitungsform III | [chey:?] | [qockhal:?] | [al:?] | [otaraiin:?] | [sheky:?] | [okeeey:?] | Wurzel, Typ/Charge III | [airal:?]	READER_VARIANT|FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-004	2	oiin	f107r	f107r.39	S	B	3	7	MEDIAL	ol	cho	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	tair cheol cheol kchekain cheear l iin cho lkain al oeedy chey	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	3	2	[tair:?] | trockener Drogenstoff | trockener Drogenstoff | [kchekain:?] | [cheear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | [cho:?] | [lkain:?] | [al:?] | [oeedy:?] | [chey:?]	[tair:?] | trockener Drogenstoff | trockener Drogenstoff | [kchekain:?] | [cheear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | [cho:?] | [lkain:?] | [al:?] | [oeedy:?] | [chey:?]	READER_VARIANT	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-005	2	oiin	f112v	f112v.38	S	B	3	3	MEDIAL	ar	okchey	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	sa ar aiin okchey al che y chol otaiin chedar lkain cheo dain	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	5	4	[sa:?] | [ar:?] | [oiin:?] | [okchey:?] | [al:?] | getrockneter Zustand | trocken; nominal trockenes Gut/Material | kalt im Zubereitungsrahmen, Grad III | [chedar:?] | [lkain:?] | trocken angesetzte Zubereitung | Grad-/Maßwert II	[sa:?] | [ar:?] | Zubereitungsform III | [okchey:?] | [al:?] | getrockneter Zustand | trocken; nominal trockenes Gut/Material | kalt im Zubereitungsrahmen, Grad III | [chedar:?] | [lkain:?] | trocken angesetzte Zubereitung | Grad-/Maßwert II	READER_VARIANT	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-006	2	oiin	f114r	f114r.14	S	B	3	2	MEDIAL	solpchd	chcthdy	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	1	0	[solpchd:?] | [oiin:?] | [chcthdy:?] | [qodair:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [daldy:?] | [qopdain:?] | [opdaiin:?] | [opdairody:?] | [opdaildo:?] | [ary:?]	[solpchd:?] | Zubereitungsform III | [chcthdy:?] | [qodair:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [daldy:?] | [qopdain:?] | [opdaiin:?] | [opdairody:?] | [opdaildo:?] | [ary:?]	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
G643-A02-007	2	oiin	f115r	f115r.43	S	B	@	9	MEDIAL	orar	olchdy	dcheo dain sheol qotchedy qokchedy qokchedy chotar orar oiin olchdy	dcheo dain sheol qotchedy qokchedy qokchedy chotar orar aiin olchdy	dcheo dain sheol qotchedy qokchedy qokchedy chotar orar iin olchdy	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	2	2	[dcheo:?] | Grad-/Maßwert II | feuchtes Material | [qotchedy:?] | [qokchedy:?] | [qokchedy:?] | [chotar:?] | [orar:?] | [oiin:?] | [olchdy:?]	[dcheo:?] | Grad-/Maßwert II | feuchtes Material | [qotchedy:?] | [qokchedy:?] | [qokchedy:?] | [chotar:?] | [orar:?] | Zubereitungsform III | [olchdy:?]	READER_VARIANT	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-008	2	oiin	f116r	f116r.18	S	B	3	8	MEDIAL	lor	otain	pcharalor qokey r ain otedy opain lor oiin otain otar oteeedy ches ar y	pcharalor qokey rain otedy opain lor oiin otain otar oteeedy ches ary	pcharalar qokey r ain otedy opain lor oiin ot in otar oteeedy ches ary	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	4	2	[pcharalor:?] | [qokey:?] | [r:?] | Menge-/Klassenwert II | gekühlter Ansatz | [opain:?] | Holzportion | [oiin:?] | kalt im Zubereitungsrahmen, Grad II | [otar:?] | [oteeedy:?] | [ches:?] | [ar:?] | [y:?]	[pcharalor:?] | [qokey:?] | [r:?] | Menge-/Klassenwert II | gekühlter Ansatz | [opain:?] | Holzportion | Zubereitungsform III | kalt im Zubereitungsrahmen, Grad II | [otar:?] | [oteeedy:?] | [ches:?] | [ar:?] | [y:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G643-A02-009	2	oiin	f116r	f116r.37	S	B	3	5	MEDIAL	y	cheey	pairain sheek l y oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	pairain sheekly oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	pairain sheekly oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	3	3	[pairain:?] | [sheek:?] | [l:?] | [y:?] | [oiin:?] | [cheey:?] | [lkeey:?] | [olkeey:?] | Drogenholz, trocken gebunden, Form I | heiße Grundform | eingeweichtes Drogenholz | [cheam:?] | [sham:?]	[pairain:?] | [sheek:?] | [l:?] | [y:?] | Zubereitungsform III | [cheey:?] | [lkeey:?] | [olkeey:?] | Drogenholz, trocken gebunden, Form I | heiße Grundform | eingeweichtes Drogenholz | [cheam:?] | [sham:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G643-A02-010	2	oiin	f13r	f13r.6	H	A	1	7	MEDIAL	okchor	chckhy	tchor dor daiin qotchol okchy okchor oiin chckhy d	tchor dor daiin qotchol okchy okchor oiin chckhy d	tchor dor daiin qotchol okchy okchoroiin chckhy d	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	2	2	[tchor:?] | [dor:?] | Menge/Portion III | Material: kalt und trocken | [okchy:?] | [okchor:?] | [oiin:?] | [chckhy:?] | [d:?]	[tchor:?] | [dor:?] | Menge/Portion III | Material: kalt und trocken | [okchy:?] | [okchor:?] | Zubereitungsform III | [chckhy:?] | [d:?]	READER_VARIANT	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-011	2	oiin	f15v	f15v.11	H	A	1	2	MEDIAL	sol	cheor	sol oiin cheor chol daiin cthy	soloiin cheor chol daiin cthy	sol oiin cheor chol daiin cthy	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	5	4	Samenmaterial/Saatgut | [oiin:?] | trockener Drogenteil | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | CTH-Drogenmaterial	Samenmaterial/Saatgut | Zubereitungsform III | trockener Drogenteil | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | CTH-Drogenmaterial	READER_VARIANT	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-012	2	oiin	f15v	f15v.8	H	A	1	4	MEDIAL	ol	oty	ytchor chor ol oiin oty shol daiin	ytchor chor ol oiin oty shol daiin	ytchor chor ol oiin oty shol aiin	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	5	3	[ytchor:?] | Pflanzen-/Reproduktionsteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | kalter Ansatz, Grundform | feucht; nominal feuchtes Gut/Material | Qualitätsgrad III	[ytchor:?] | Pflanzen-/Reproduktionsteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | kalter Ansatz, Grundform | feucht; nominal feuchtes Gut/Material | Qualitätsgrad III	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G643-A02-013	2	oiin	f22r	f22r.2	H	A	1	2	MEDIAL	ol	shol	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom	ol oiin shol o kor qokchol daiin otaiin cthor dain ckhydom	ol oiin shol o kor qokchol daiin otaiin cthor dain ckhy dom	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	6	4	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | feucht; nominal feuchtes Gut/Material | [o:?] | [kor:?] | [qokchol:?] | Qualitätsgrad III | heiß, Grad III, im Ansatzrahmen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Menge/Portion II | [ckhy:?] | [dom:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | feucht; nominal feuchtes Gut/Material | [o:?] | [kor:?] | [qokchol:?] | Qualitätsgrad III | heiß, Grad III, im Ansatzrahmen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Menge/Portion II | [ckhy:?] | [dom:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G643-A02-014	2	oiin	f23v	f23v.11	H	A	1	5	MEDIAL	olols	ol	y okaiin doroiin olols oiin ol cheeb ols	y okaiin doroiin olols oiin ol cheen ols	yokaiin doroiin olols oiin ol cheeb ols	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	2	0	[y:?] | heiß, Grad III, im Ansatzrahmen | [doroiin:?] | [olols:?] | [oiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheeb:?] | [ols:?]	[y:?] | heiß, Grad III, im Ansatzrahmen | [doroiin:?] | [olols:?] | Zubereitungsform III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheeb:?] | [ols:?]	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
G643-A02-015	2	oiin	f23v	f23v.7	H	A	1	2	MEDIAL	otor	sho	otor oiin sho shol qokol daiin sol daiin ylg	otor oiin sho shol qokol daiin sol daiin ylg	otor oiin sho shol qokol daiin sol daiin ylg	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	5	5	[otor:?] | [oiin:?] | feuchter Ansatz | feucht; nominal feuchtes Gut/Material | [qokol:?] | Qualitätsgrad III | Samenmaterial/Saatgut | Qualitätsgrad III | [ylg:?]	[otor:?] | Zubereitungsform III | feuchter Ansatz | feucht; nominal feuchtes Gut/Material | [qokol:?] | Qualitätsgrad III | Samenmaterial/Saatgut | Qualitätsgrad III | [ylg:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G643-A02-016	2	oiin	f38v	f38v.2	H	A	1	5	MEDIAL	sho	s	choiin shey key sho oiin s chol ldy okeaiin o kom	choiin shey keo sho oiin s chol ldy okeaiin okom	choiin shey ke sho oiin s cholldy okeaiin okom	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	4	3	trockene Zubereitungsform III | feucht, attributiv gebunden | [key:?] | feuchter Ansatz | [oiin:?] | [s:?] | trocken; nominal trockenes Gut/Material | [ldy:?] | [okeaiin:?] | [o:?] | [kom:?]	trockene Zubereitungsform III | feucht, attributiv gebunden | [key:?] | feuchter Ansatz | Zubereitungsform III | [s:?] | trocken; nominal trockenes Gut/Material | [ldy:?] | [okeaiin:?] | [o:?] | [kom:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G643-A02-017	2	oiin	f42r	f42r.21	H	A	1	5	MEDIAL	shol	s	shol chol chol shol oiin s odan	shol chol chol shol ctoiin sos odan	shol chol chol shol aiin s odan	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	4	4	feucht; nominal feuchtes Gut/Material | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | feucht; nominal feuchtes Gut/Material | [oiin:?] | [s:?] | [odan:?]	feucht; nominal feuchtes Gut/Material | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | feucht; nominal feuchtes Gut/Material | Zubereitungsform III | [s:?] | [odan:?]	READER_VARIANT	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-018	2	oiin	f58v	f58v.15	S	A	3	2	MEDIAL	qot	okal	qot oiin okal aral s air qoal talchos okal cho ytam dam	qotoiin otal aral s air qoal talchos okal cho ytam dam	qot oiin okal aral s air qoal talchos okal cho ytam am	READER_VARIANT	one or more readers change the target beyond boundary normalization	0	0	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	2	1	[qot:?] | [oiin:?] | Ansatz aus heißem Rohstoff, Form I | [aral:?] | [s:?] | [air:?] | [qoal:?] | [talchos:?] | Ansatz aus heißem Rohstoff, Form I | [cho:?] | [ytam:?] | [dam:?]	[qot:?] | Zubereitungsform III | Ansatz aus heißem Rohstoff, Form I | [aral:?] | [s:?] | [air:?] | [qoal:?] | [talchos:?] | Ansatz aus heißem Rohstoff, Form I | [cho:?] | [ytam:?] | [dam:?]	READER_VARIANT|FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	READER_VARIANT_WARNING	one or more readers change the target beyond boundary normalization
G643-A02-019	2	oiin	f75v	f75v.45	B	B	2	5	MEDIAL	qor	okeedy	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	2	2	[yshey:?] | heiße Portion | [olchedy:?] | [qor:?] | [oiin:?] | [okeedy:?] | [qokeed:?] | [qokeey:?] | [qokeey:?] | [otey:?] | heiße Grundform | [dy:?]	[yshey:?] | heiße Portion | [olchedy:?] | [qor:?] | Zubereitungsform III | [okeedy:?] | [qokeed:?] | [qokeey:?] | [qokeey:?] | [otey:?] | heiße Grundform | [dy:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G643-A02-020	2	oiin	f79v	f79v.24	B	B	2	3	MEDIAL	o	oeedy	ycheear o oiin oeedy qotain chedy qokeey oteey qokeey lol	ycheear o oiin oeedy qotain chedy qokeey oteey qokchy lol	ycheeas o oiin oeedy qotain che y qokeey oteey qokeeylol	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	3	1	[ycheear:?] | [o:?] | [oiin:?] | [oeedy:?] | kalt im qo-Rahmen, Grad II | getrockneter Zustand | [qokeey:?] | [oteey:?] | [qokeey:?] | Holzstoff	[ycheear:?] | [o:?] | Zubereitungsform III | [oeedy:?] | kalt im qo-Rahmen, Grad II | getrockneter Zustand | [qokeey:?] | [oteey:?] | [qokeey:?] | Holzstoff	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
G643-A02-021	2	oiin	f79v	f79v.40	B	B	2	5	MEDIAL	ol	qokoin	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[oiin:?]	Zubereitungsform III	6	4	[qokees:?] | Menge III | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | [qokoin:?] | [sheky:?] | heißer Zustand, Bindungsstufe II | heiße Portion | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[qokees:?] | Menge III | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | [qokoin:?] | [sheky:?] | heißer Zustand, Bindungsstufe II | heiße Portion | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
