card_id	page	locus	reader_id	paragraph_start	paragraph_end	source_text	exact_daiin_positions_1based	target_spans	candidate_classes	unknown_policy	design_timing
ST18	f101r	f101r.9	RF1b	0	0	daiin oke l qokcheol ykeor dar ol otechy ykeor dor aiin chl s cheol okeal shey qodar soiin choky qokeol daiin dar okchol cheor chety	1,21	f101r.8@26..f101r.9@1=cheor daiin|f101r.9@20..f101r.9@21=qokeol daiin	OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST19	f100v	f100v.14	ZL3b	1	0	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	8	f100v.14@7..f100v.14@8=oteey daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST20	f100v	f100v.14	IT2a	1	0	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	8	f100v.14@7..f100v.14@8=oteey daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST21	f100v	f100v.14	RF1b	1	0	eey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	8	f100v.14@7..f100v.14@8=oteey daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST22	f100v	f100v.21	ZL3b	0	0	soral okor ol choy ly araroy okar cheeeal cheokeol orey	NONE	NONE	NONE	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST23	f100v	f100v.21	IT2a	0	0	soral okor ol choy ly araroy okar cheeeal cheokeol orey	NONE	NONE	NONE	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST24	f100v	f100v.21	RF1b	0	0	soral okor ol choy ly araroy okar cheeeal cheokeol orey	NONE	NONE	NONE	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST25	f100v	f100v.22	ZL3b	0	1	daiin cheky chory	1	f100v.21@10..f100v.22@1=orey daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST26	f100v	f100v.22	IT2a	0	1	daiin cheky chory	1	f100v.21@10..f100v.22@1=orey daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST27	f100v	f100v.22	RF1b	0	1	daiin cheky chory	1	f100v.21@10..f100v.22@1=orey daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
