corpus	statement_id	physical_pages	q_event_count	carrier_q_count	noncarrier_q_count	unanimous_role	event_ids	surfaces	recipes
OLD26	P1009-S197	f76r	3	1	2	MIXED	G407-E1896|G407-E1899|G407-E1900	qoaiin|qoked|qokeey	CARRIER_Q+O+AIIN|OK+E+D_ADDR|OK+EE+Y
OLD26	P1009-S202	f76r	1	0	1	NONCARRIER_Q	G407-E1924	qotedshedy	OT+E+D_ADDR+SH+E+DY
OLD26	P1009-S203	f76r	1	0	1	NONCARRIER_Q	G407-E1925	qorain	OR+AIN
OLD26	P1009-S205	f76r	3	1	2	MIXED	G407-E1937|G407-E1938|G407-E1940	qool|qctheed|qa	CARRIER_Q+O+OL|CH+T+E+Y|A_ADDR
OLD26	P1009-S206	f76r	1	0	1	NONCARRIER_Q	G407-E1948	qokeor	OK+E+OR
OLD26	P1009-S207	f76r	1	0	1	NONCARRIER_Q	G407-E1950	qokeedy	OK+EE+DY
OLD26	P1009-S211	f76r	1	0	1	NONCARRIER_Q	G407-E1964	qoked	OK+E+D_ADDR
OLD26	P1009-S213	f76r	4	0	4	NONCARRIER_Q	G407-E1974|G407-E1976|G407-E1979|G407-E1983	qolair|qotes|qokeey|qokeedy	OL+D_ADDR+AIR|OT+E+S|OK+EE+Y|OK+EE+DY
OLD26	P1009-S214	f76r	3	1	2	MIXED	G407-E1984|G407-E1985|G407-E1990	qotey|qotain|qeeey	OT+E+Y|OT+AIN|CARRIER_Q+EEE+Y
OLD26	P1009-S215	f76r	1	0	1	NONCARRIER_Q	G407-E1994	qokeedy	OK+EE+DY
OLD26	P1009-S217	f76r	1	0	1	NONCARRIER_Q	G407-E1998	qokaloro	OK+AL+OR+O
OLD26	P1009-S218	f76r	4	0	4	NONCARRIER_Q	G407-E2000|G407-E2001|G407-E2002|G407-E2004	qolchey|qokeey|qokeey|qokar	OL+Y|OK+EE+Y|OK+EE+Y|OK+AR
OLD26	P1009-S221	f76r	1	0	1	NONCARRIER_Q	G407-E2008	qolchedy	OL+CHD+DY
OLD26	P1009-S224	f76r	1	0	1	NONCARRIER_Q	G407-E2011	qo	O
OLD26	P1009-S225	f76r	3	0	3	NONCARRIER_Q	G407-E2014|G407-E2015|G407-E2016	qokey|qolchey|qotain	OK+E+Y|OL+Y|OT+AIN
OLD26	P1009-S226	f76r	1	0	1	NONCARRIER_Q	G407-E2022	qokchsdy	OK+CHD+S+DY
OLD26	P1009-S228	f76r	1	0	1	NONCARRIER_Q	G407-E2025	qo	O
OLD26	P1009-S229	f76r	1	0	1	NONCARRIER_Q	G407-E2029	qotaly	OT+AL+Y
OLD26	P1009-S232	f76r	1	0	1	NONCARRIER_Q	G407-E2035	qokedy	OK+E+DY
OLD26	P1009-S233	f76r	1	0	1	NONCARRIER_Q	G407-E2038	qokain	OK+AIN
OLD26	P1009-S234	f76r	1	0	1	NONCARRIER_Q	G407-E2046	qokey	OK+E+Y
OLD26	P1009-S235	f76r	1	0	1	NONCARRIER_Q	G407-E2048	qol	OL
OLD26	P1009-S236	f76r	4	0	4	NONCARRIER_Q	G407-E2050|G407-E2057|G407-E2059|G407-E2061	qokaldy|qokey|qoloin|qokeey	OK+AL+Y|OK+E+Y|OL+O+IIN|OK+EE+Y
OLD26	P1009-S237	f76r	1	0	1	NONCARRIER_Q	G407-E2067	qolal	OL+AL
OLD26	P1009-S238	f76r	2	0	2	NONCARRIER_Q	G407-E2075|G407-E2076	qokey|qolchedy	OK+E+Y|OL+CHD+DY
OLD26	P1009-S239	f76r	2	0	2	NONCARRIER_Q	G407-E2077|G407-E2080	qolain|qokaiin	OL+AIN|OK+AIIN
OLD26	P1009-S240	f76r	3	0	3	NONCARRIER_Q	G407-E2093|G407-E2095|G407-E2100	qokaiin|qokalchey|qokar	OK+AIIN|OK+AL+CH+E+Y|OK+AR
OLD26	P1009-S242	f76r	1	0	1	NONCARRIER_Q	G407-E2103	qokar	OK+AR
OLD26	P1009-S243	f76r	4	0	4	NONCARRIER_Q	G407-E2105|G407-E2118|G407-E2119|G407-E2122	qokain|qo|qokey|qokain	OK+AIN|O|OK+E+Y|OK+AIN
OLD26	P1009-S245	f76r	2	0	2	NONCARRIER_Q	G407-E2133|G407-E2140	qokaiin|qokedy	OK+AIIN|OK+E+DY
OLD26	P1009-S248	f76r	2	0	2	NONCARRIER_Q	G407-E2144|G407-E2145	qopchey|qo	O+P+E+Y|O
OLD26	P1009-S249	f76r	1	0	1	NONCARRIER_Q	G407-E2158	qoolkal	OL+AL
OLD26	P1009-S253	f76r	3	0	3	NONCARRIER_Q	G407-E2171|G407-E2177|G407-E2180	qokal|qol|qokal	OK+AL|OL|OK+AL
OLD26	P1009-S255	f76r	1	0	1	NONCARRIER_Q	G407-E2199	qokal	OK+AL
OLD26	P1009-S259	f76r	2	0	2	NONCARRIER_Q	G407-E2204|G407-E2206	qokas|qokeedy	OK+A_ADDR+S|OK+EE+DY
OLD26	P1009-S261	f76r	3	0	3	NONCARRIER_Q	G407-E2211|G407-E2213|G407-E2218	qolchey|qokey|qokedar	OL+Y|OK+E+Y|OK+E+D_ADDR+AR
OLD26	P1009-S264	f76r	1	0	1	NONCARRIER_Q	G407-E2228	qokey	OK+E+Y
OLD26	P1009-S265	f76r	3	0	3	NONCARRIER_Q	G407-E2231|G407-E2233|G407-E2236	qokal|qoky|qokchdyl	OK+AL|OK+Y|OK+CHD+DY+L
OLD26	P1009-S267	f76r	2	0	2	NONCARRIER_Q	G407-E2243|G407-E2244	qolain|qotal	OL+AIN|OT+AL
OLD26	P1009-S268	f76r	2	0	2	NONCARRIER_Q	G407-E2251|G407-E2252	qokey|qokar	OK+E+Y|OK+AR
OLD26	P1009-S269	f76r	1	0	1	NONCARRIER_Q	G407-E2261	qoty	OT+Y
OLD26	P1009-S272	f76r	2	0	2	NONCARRIER_Q	G407-E2273|G407-E2277	qo|qokaiin	O|OK+AIIN
OLD26	P1009-S273	f76r	1	0	1	NONCARRIER_Q	G407-E2279	qochy	O+Y
OLD26	P1009-S277	f76r	1	0	1	NONCARRIER_Q	G407-E2299	qockhey	O+CH+K+E+Y
OLD26	P1009-S278	f76r	1	0	1	NONCARRIER_Q	G407-E2308	qoky	OK+Y
OLD26	P1009-S280	f76r	1	0	1	NONCARRIER_Q	G407-E2314	qokal	OK+AL
OLD26	P1009-S282	f76r	1	0	1	NONCARRIER_Q	G407-E2332	qokaiin	OK+AIIN
OLD26	P1009-S283	f76r	1	0	1	NONCARRIER_Q	G407-E2335	qkor	K+OR
OLD26	P1009-S285	f76r	1	1	0	CARRIER_Q	G407-E2344	qopchedy	CARRIER_Q+O+P+CHD+Y
OLD26	P1009-S286	f76r	1	0	1	NONCARRIER_Q	G407-E2347	qokedy	OK+E+DY
OLD26	P1009-S287	f76r	1	0	1	NONCARRIER_Q	G407-E2348	qokeedy	OK+EE+DY
OLD26	P1009-S288	f76r	1	0	1	NONCARRIER_Q	G407-E2349	qokedy	OK+E+DY
OLD26	P1009-S291	f76r	1	0	1	NONCARRIER_Q	G407-E2356	qol	OL
OLD26	P1009-S293	f76r	1	0	1	NONCARRIER_Q	G407-E2362	qoteedy	OT+EE+DY
OLD26	P1009-S295	f76r	1	0	1	NONCARRIER_Q	G407-E2369	qolaiin	OL+AIIN
OLD26	P1009-S299	f76r	1	0	1	NONCARRIER_Q	G407-E2387	qokaiin	OK+AIIN
OLD26	P1009-S300	f76r	1	0	1	NONCARRIER_Q	G407-E2390	qokeey	OK+EE+Y
