corpus	statement_id	target_event_id	target_surface	target_recipe	actual_q_role	other_q_event_count	predicted_q_role	prediction_correct	other_event_ids	other_surfaces	other_recipes	relation
OLD26	G404-S068	G407-E4462	qofchdaiin	CARRIER_Q+O+LOCAL_CHAR_F+CHD+AIIN	CARRIER_Q	3	NONCARRIER_Q	NO	G407-E4470|G407-E4471|G407-E4474	qoksh|qokain|qokedy	OK+SH|OK+AIN|OK+E+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	G404-S082	G407-E4539	qokeeod	OK+EE+O+D_ADDR	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E4541|G407-E4542	qokeey|qoko	OK+EE+Y|OK+O	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	G404-S082	G407-E4541	qokeey	OK+EE+Y	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E4539|G407-E4542	qokeeod|qoko	OK+EE+O+D_ADDR|OK+O	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	G404-S082	G407-E4542	qoko	OK+O	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E4539|G407-E4541	qokeeod|qokeey	OK+EE+O+D_ADDR|OK+EE+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	G404-S086	G407-E4555	qotches	OT+CH+E+S	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E4561	qokain	OK+AIN	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	G404-S086	G407-E4561	qokain	OK+AIN	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E4555	qotches	OT+CH+E+S	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	G404-S087	G407-E4567	qotaiin	OT+AIIN	NONCARRIER_Q	1	CARRIER_Q	NO	G407-E4573	qodain	CARRIER_Q+O+AIN	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	G404-S087	G407-E4573	qodain	CARRIER_Q+O+AIN	CARRIER_Q	1	NONCARRIER_Q	NO	G407-E4567	qotaiin	OT+AIIN	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S001	G407-E0233	qotor	OT+OR	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E0238	qotchy	OT+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S001	G407-E0238	qotchy	OT+Y	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E0233	qotor	OT+OR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S002	G407-E0262	qoctholy	CARRIER_Q+O+CH+T+OL+Y	CARRIER_Q	8	NONCARRIER_Q	NO	G407-E0254|G407-E0255|G407-E0268|G407-E0277|G407-E0299|G407-E0300|G407-E0305|G407-E0306	qokchy|qotchol|qokchol|qotchor|qoty|qotor|qotchy|qotor	OK+Y|OT+CH+OL|OK+OL|OT+CH+OR|OT+Y|OT+OR|OT+Y|OT+OR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S004	G407-E0316	qodor	CARRIER_Q+O+D_ADDR+OR	CARRIER_Q	2	NONCARRIER_Q	NO	G407-E0324|G407-E0362	qoty|qotchy	OT+Y|OT+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S005	G407-E0370	qopchy	O+P+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0382|G407-E0397|G407-E0405	qoty|qodchy|qopchy	OT+Y|O+D_ADDR+Y|O+P+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S005	G407-E0382	qoty	OT+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0370|G407-E0397|G407-E0405	qopchy|qodchy|qopchy	O+P+Y|O+D_ADDR+Y|O+P+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S005	G407-E0397	qodchy	O+D_ADDR+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0370|G407-E0382|G407-E0405	qopchy|qoty|qopchy	O+P+Y|OT+Y|O+P+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S005	G407-E0405	qopchy	O+P+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0370|G407-E0382|G407-E0397	qopchy|qoty|qodchy	O+P+Y|OT+Y|O+D_ADDR+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S006	G407-E0411	qotchol	OT+CH+OL	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0418|G407-E0421	qoky|qoy	OK+Y|O+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S006	G407-E0418	qoky	OK+Y	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0411|G407-E0421	qotchol|qoy	OT+CH+OL|O+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S006	G407-E0421	qoy	O+Y	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0411|G407-E0418	qotchol|qoky	OT+CH+OL|OK+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S014	G407-E0460	qodcthy	O+D_ADDR+CH+T+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0465|G407-E0471|G407-E0472	qodam|qokol|qor	O+D_ADDR+AM_ADDR|OK+OL|OR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S014	G407-E0465	qodam	O+D_ADDR+AM_ADDR	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0460|G407-E0471|G407-E0472	qodcthy|qokol|qor	O+D_ADDR+CH+T+Y|OK+OL|OR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S014	G407-E0471	qokol	OK+OL	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0460|G407-E0465|G407-E0472	qodcthy|qodam|qor	O+D_ADDR+CH+T+Y|O+D_ADDR+AM_ADDR|OR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S014	G407-E0472	qor	OR	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0460|G407-E0465|G407-E0471	qodcthy|qodam|qokol	O+D_ADDR+CH+T+Y|O+D_ADDR+AM_ADDR|OK+OL	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S016	G407-E0488	qof	O+LOCAL_CHAR_F	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0490|G407-E0493	qokcheor|qokchy	OK+CH+E+O+R|OK+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S016	G407-E0490	qokcheor	OK+CH+E+O+R	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0488|G407-E0493	qof|qokchy	O+LOCAL_CHAR_F|OK+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S016	G407-E0493	qokchy	OK+Y	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0488|G407-E0490	qof|qokcheor	O+LOCAL_CHAR_F|OK+CH+E+O+R	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S019	G407-E0531	qokchol	OK+OL	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0538|G407-E0543	qokchor|qokchol	OK+CH+OR|OK+OL	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S019	G407-E0538	qokchor	OK+CH+OR	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0531|G407-E0543	qokchol|qokchol	OK+OL|OK+OL	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S019	G407-E0543	qokchol	OK+OL	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0531|G407-E0538	qokchol|qokchor	OK+OL|OK+CH+OR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S022	G407-E0583	qokchol	OK+OL	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E0594	qokchy	OK+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S022	G407-E0594	qokchy	OK+Y	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E0583	qokchol	OK+OL	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S026	G407-E0747	qokaiin	OK+AIIN	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0749|G407-E0757	qol|qokchy	OL|OK+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S026	G407-E0749	qol	OL	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0747|G407-E0757	qokaiin|qokchy	OK+AIIN|OK+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S026	G407-E0757	qokchy	OK+Y	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E0747|G407-E0749	qokaiin|qol	OK+AIIN|OL	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S029	G407-E0818	qokeey	OK+EE+Y	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E0821	qot	OT	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S029	G407-E0821	qot	OT	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E0818	qokeey	OK+EE+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S030	G407-E0871	qokokchy	OK+OK+CH+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0878|G407-E0883|G407-E0890	qotchy|qotchy|qokcheey	OT+Y|OT+Y|OK+CH+EE+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S030	G407-E0878	qotchy	OT+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0871|G407-E0883|G407-E0890	qokokchy|qotchy|qokcheey	OK+OK+CH+Y|OT+Y|OK+CH+EE+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S030	G407-E0883	qotchy	OT+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0871|G407-E0878|G407-E0890	qokokchy|qotchy|qokcheey	OK+OK+CH+Y|OT+Y|OK+CH+EE+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S030	G407-E0890	qokcheey	OK+CH+EE+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E0871|G407-E0878|G407-E0883	qokokchy|qotchy|qotchy	OK+OK+CH+Y|OT+Y|OT+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S057	G407-E1242	qoeeeo	O+EE+Y	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1256	qokeodal	OK+E+O+AL	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S057	G407-E1256	qokeodal	OK+E+O+AL	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1242	qoeeeo	O+EE+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S072	G407-E1427	qokar	OK+AR	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1430	qotar	OT+AR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S072	G407-E1430	qotar	OT+AR	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1427	qokar	OK+AR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S075	G407-E1440	qokain	OK+AIN	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E1443|G407-E1458	qey|qokeedy	E+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S075	G407-E1443	qey	E+Y	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E1440|G407-E1458	qokain|qokeedy	OK+AIN|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S075	G407-E1458	qokeedy	OK+EE+DY	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E1440|G407-E1443	qokain|qey	OK+AIN|E+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S077	G407-E1467	qokeey	OK+EE+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1468|G407-E1473|G407-E1475	qoky|qokain|qokeedy	OK+Y|OK+AIN|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S077	G407-E1468	qoky	OK+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1467|G407-E1473|G407-E1475	qokeey|qokain|qokeedy	OK+EE+Y|OK+AIN|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S077	G407-E1473	qokain	OK+AIN	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1467|G407-E1468|G407-E1475	qokeey|qoky|qokeedy	OK+EE+Y|OK+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S077	G407-E1475	qokeedy	OK+EE+DY	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1467|G407-E1468|G407-E1473	qokeey|qoky|qokain	OK+EE+Y|OK+Y|OK+AIN	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S080	G407-E1481	qokar	OK+AR	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E1485|G407-E1488	qoky|qokardy	OK+Y|OK+AR+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S080	G407-E1485	qoky	OK+Y	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E1481|G407-E1488	qokar|qokardy	OK+AR|OK+AR+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S080	G407-E1488	qokardy	OK+AR+DY	NONCARRIER_Q	2	NONCARRIER_Q	YES	G407-E1481|G407-E1485	qokar|qoky	OK+AR|OK+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S085	G407-E1498	qokan	OK+AN	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1500	qokar	OK+AR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S085	G407-E1500	qokar	OK+AR	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1498	qokan	OK+AN	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S086	G407-E1504	qotar	OT+AR	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1507	qokain	OK+AIN	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S086	G407-E1507	qokain	OK+AIN	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1504	qotar	OT+AR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S089	G407-E1514	qokair	OK+AIR	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1516	qokeedy	OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S089	G407-E1516	qokeedy	OK+EE+DY	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1514	qokair	OK+AIR	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S100	G407-E1548	qokain	OK+AIN	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1550|G407-E1554|G407-E1555	qokain|qokain|qolkeeoly	OK+AIN|OK+AIN|OL+K+EE+OL+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S100	G407-E1550	qokain	OK+AIN	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1548|G407-E1554|G407-E1555	qokain|qokain|qolkeeoly	OK+AIN|OK+AIN|OL+K+EE+OL+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S100	G407-E1554	qokain	OK+AIN	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1548|G407-E1550|G407-E1555	qokain|qokain|qolkeeoly	OK+AIN|OK+AIN|OL+K+EE+OL+Y	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S100	G407-E1555	qolkeeoly	OL+K+EE+OL+Y	NONCARRIER_Q	3	NONCARRIER_Q	YES	G407-E1548|G407-E1550|G407-E1554	qokain|qokain|qokain	OK+AIN|OK+AIN|OK+AIN	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S108	G407-E1585	qol	OL	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1590	qokshedy	OK+SH+E+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S108	G407-E1590	qokshedy	OK+SH+E+DY	NONCARRIER_Q	1	NONCARRIER_Q	YES	G407-E1585	qol	OL	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S109	G407-E1591	qol	OL	NONCARRIER_Q	12	NONCARRIER_Q	YES	G407-E1593|G407-E1596|G407-E1600|G407-E1606|G407-E1609|G407-E1617|G407-E1626|G407-E1627|G407-E1629|G407-E1631|G407-E1633|G407-E1640	qoky|qokain|qor|qokain|qckhsy|qokain|qokeey|qokal|qol|qokain|qolkary|qokeedy	OK+Y|OK+AIN|OR|OK+AIN|CH+K+Y|OK+AIN|OK+EE+Y|OK+AL|OL|OK+AIN|OL+K+AR+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S109	G407-E1593	qoky	OK+Y	NONCARRIER_Q	12	NONCARRIER_Q	YES	G407-E1591|G407-E1596|G407-E1600|G407-E1606|G407-E1609|G407-E1617|G407-E1626|G407-E1627|G407-E1629|G407-E1631|G407-E1633|G407-E1640	qol|qokain|qor|qokain|qckhsy|qokain|qokeey|qokal|qol|qokain|qolkary|qokeedy	OL|OK+AIN|OR|OK+AIN|CH+K+Y|OK+AIN|OK+EE+Y|OK+AL|OL|OK+AIN|OL+K+AR+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S109	G407-E1596	qokain	OK+AIN	NONCARRIER_Q	12	NONCARRIER_Q	YES	G407-E1591|G407-E1593|G407-E1600|G407-E1606|G407-E1609|G407-E1617|G407-E1626|G407-E1627|G407-E1629|G407-E1631|G407-E1633|G407-E1640	qol|qoky|qor|qokain|qckhsy|qokain|qokeey|qokal|qol|qokain|qolkary|qokeedy	OL|OK+Y|OR|OK+AIN|CH+K+Y|OK+AIN|OK+EE+Y|OK+AL|OL|OK+AIN|OL+K+AR+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S109	G407-E1600	qor	OR	NONCARRIER_Q	12	NONCARRIER_Q	YES	G407-E1591|G407-E1593|G407-E1596|G407-E1606|G407-E1609|G407-E1617|G407-E1626|G407-E1627|G407-E1629|G407-E1631|G407-E1633|G407-E1640	qol|qoky|qokain|qokain|qckhsy|qokain|qokeey|qokal|qol|qokain|qolkary|qokeedy	OL|OK+Y|OK+AIN|OK+AIN|CH+K+Y|OK+AIN|OK+EE+Y|OK+AL|OL|OK+AIN|OL+K+AR+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S109	G407-E1606	qokain	OK+AIN	NONCARRIER_Q	12	NONCARRIER_Q	YES	G407-E1591|G407-E1593|G407-E1596|G407-E1600|G407-E1609|G407-E1617|G407-E1626|G407-E1627|G407-E1629|G407-E1631|G407-E1633|G407-E1640	qol|qoky|qokain|qor|qckhsy|qokain|qokeey|qokal|qol|qokain|qolkary|qokeedy	OL|OK+Y|OK+AIN|OR|CH+K+Y|OK+AIN|OK+EE+Y|OK+AL|OL|OK+AIN|OL+K+AR+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
OLD26	P1009-S109	G407-E1609	qckhsy	CH+K+Y	NONCARRIER_Q	12	NONCARRIER_Q	YES	G407-E1591|G407-E1593|G407-E1596|G407-E1600|G407-E1606|G407-E1617|G407-E1626|G407-E1627|G407-E1629|G407-E1631|G407-E1633|G407-E1640	qol|qoky|qokain|qor|qokain|qokain|qokeey|qokal|qol|qokain|qolkary|qokeedy	OL|OK+Y|OK+AIN|OR|OK+AIN|OK+AIN|OK+EE+Y|OK+AL|OL|OK+AIN|OL+K+AR+Y|OK+EE+DY	STATEMENT_Q_ROLE_NEIGHBOUR_VOTE
