statement_id	physical_page	register	owner_id	visible_owner_de	first_locus	last_locus	locus_count	crosses_physical_line	groups	first_event_id	last_event_id	end_reason	surface_sequence	component_sequence	portable_sequence_de	continuous_workshop_reading_de
P1004-F77R-S002	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.9	f77r.10	2	YES	6	P1003-E0097	P1003-E0102	LICENSED_DY_CLOSE	loly tolchd ar shey qotaiin qotedy	L+OL+Y | T+OL+CHD | AR | SH+E+Y | OT+AIIN | OT+E+DY	LEITEN · FORTSETZEN · POSTEN ; STELLEN · FORTSETZEN · UMSETZEN ; QUELLE ; HALTEN · KURZ · POSTEN ; DANACH · MASS ; DANACH · KURZ · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): leiten → fortsetzen → posten → stellen → fortsetzen → umsetzen → quelle → halten → kurz → posten → danach → mass → danach → kurz → schluss; Teilgang geschlossen.
P1004-F77R-S003	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.10	f77r.11	2	YES	6	P1003-E0103	P1003-E0108	LICENSED_DY_CLOSE	qokol chdy qokain chetey sal qoteedy	OK+OL | CHD+Y | OK+AIN | CH+E+T+E+Y | S+AL | OT+EE+DY	SETZEN · FORTSETZEN ; UMSETZEN · POSTEN ; SETZEN · PORTION ; NEHMEN · KURZ · STELLEN · KURZ · POSTEN ; AUSWÄHLEN · ZIEL ; DANACH · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → fortsetzen → umsetzen → posten → setzen → portion → nehmen → kurz → stellen → kurz → posten → auswählen → ziel → danach → länger → schluss; Teilgang geschlossen.
P1004-F77R-S004	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.11	f77r.11	1	NO	2	P1003-E0109	P1003-E0110	LICENSED_DY_CLOSE	qokaiin shedy	OK+AIIN | SHED+DY	SETZEN · MASS ; ABSETZEN · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → mass → absetzen → schluss; Teilgang geschlossen.
P1004-F77R-S005	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.11	f77r.11	1	NO	2	P1003-E0111	P1003-E0112	LICENSED_DY_CLOSE	chol shedy	OL | SHED+DY	FORTSETZEN ; ABSETZEN · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): fortsetzen → absetzen → schluss; Teilgang geschlossen.
P1004-F77R-S006	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.11	f77r.11	1	NO	2	P1003-E0113	P1003-E0114	LICENSED_DY_CLOSE	shcthey qokeedy	SH+CTH+E+Y | OK+EE+DY	HALTEN · BEREIT · KURZ · POSTEN ; SETZEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): halten → bereit → kurz → posten → setzen → länger → schluss; Teilgang geschlossen.
P1004-F77R-S007	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.11	f77r.11	1	NO	1	P1003-E0115	P1003-E0115	LICENSED_DY_CLOSE	oteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): danach → länger → schluss; Teilgang geschlossen.
P1004-F77R-S008	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.11	f77r.12	2	YES	2	P1003-E0116	P1003-E0117	LICENSED_DY_CLOSE	cham solteedy	CH+AM_ADDR | OL+T+EE+DY	NEHMEN · INNEN ; FORTSETZEN · STELLEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): nehmen → innen → fortsetzen → stellen → länger → schluss; Teilgang geschlossen.
P1004-F77R-S009	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.12	f77r.12	1	NO	1	P1003-E0118	P1003-E0118	LICENSED_DY_CLOSE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): danach → länger → schluss; Teilgang geschlossen.
P1004-F77R-S010	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.12	f77r.12	1	NO	1	P1003-E0119	P1003-E0119	LICENSED_DY_CLOSE	qodeedy	O+D_ADDR+EE+DY	AUSFÜHREN · TEIL · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): ausführen → teil → länger → schluss; Teilgang geschlossen.
P1004-F77R-S011	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.12	f77r.13	2	YES	6	P1003-E0120	P1003-E0125	LICENSED_DY_CLOSE	chedaiin chedy shedaiin shealol ched qokeedy	CHD+AIIN | CHD+Y | SHED+AIIN | SH+E+AL+OL | CHD | OK+EE+DY	UMSETZEN · MASS ; UMSETZEN · POSTEN ; ABSETZEN · MASS ; HALTEN · KURZ · ZIEL · FORTSETZEN ; UMSETZEN ; SETZEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): umsetzen → mass → umsetzen → posten → absetzen → mass → halten → kurz → ziel → fortsetzen → umsetzen → setzen → länger → schluss; Teilgang geschlossen.
P1004-F77R-S012	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	f77r.13	1	NO	2	P1003-E0126	P1003-E0127	LICENSED_DY_CLOSE	qol sheedy	OL | SH+EE+DY	FORTSETZEN ; HALTEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): fortsetzen → halten → länger → schluss; Teilgang geschlossen.
P1004-F77R-S013	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	f77r.13	1	NO	2	P1003-E0128	P1003-E0129	LICENSED_DY_CLOSE	shol tedy	SH+OL | T+E+DY	HALTEN · FORTSETZEN ; STELLEN · KURZ · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): halten → fortsetzen → stellen → kurz → schluss; Teilgang geschlossen.
P1004-F77R-S014	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	f77r.13	1	NO	3	P1003-E0130	P1003-E0132	LICENSED_DY_CLOSE	chedy lsheedy qokedy	CHD+Y | LSH+EE+D_ADDR+Y | OK+E+DY	UMSETZEN · POSTEN ; SPÜLEN · LÄNGER · TEIL · POSTEN ; SETZEN · KURZ · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): umsetzen → posten → spülen → länger → teil → posten → setzen → kurz → schluss; Teilgang geschlossen.
P1004-F77R-S015	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	f77r.14	2	YES	6	P1003-E0133	P1003-E0138	LICENSED_DY_CLOSE	qolal chedy sokcheey sain sheeol qoteedy	OL+AL | CHD+Y | S+OK+CH+EE+Y | S+AIN | SH+EE+OL | OT+EE+DY	FORTSETZEN · ZIEL ; UMSETZEN · POSTEN ; AUSWÄHLEN · SETZEN · NEHMEN · LÄNGER · POSTEN ; AUSWÄHLEN · PORTION ; HALTEN · LÄNGER · FORTSETZEN ; DANACH · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): fortsetzen → ziel → umsetzen → posten → auswählen → setzen → nehmen → länger → posten → auswählen → portion → halten → länger → fortsetzen → danach → länger → schluss; Teilgang geschlossen.
P1004-F77R-S016	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	f77r.14	1	NO	2	P1003-E0139	P1003-E0140	LICENSED_DY_CLOSE	qokaiin shedy	OK+AIIN | SHED+DY	SETZEN · MASS ; ABSETZEN · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → mass → absetzen → schluss; Teilgang geschlossen.
P1004-F77R-S017	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	f77r.14	1	NO	1	P1003-E0141	P1003-E0141	LICENSED_DY_CLOSE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → länger → schluss; Teilgang geschlossen.
P1004-F77R-S018	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	f77r.14	1	NO	1	P1003-E0142	P1003-E0142	LICENSED_DY_CLOSE	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): danach → kurz → schluss; Teilgang geschlossen.
P1004-F77R-S019	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	f77r.15	1	NO	1	P1003-E0143	P1003-E0143	LICENSED_DY_CLOSE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → länger → schluss; Teilgang geschlossen.
P1004-F77R-S020	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	f77r.15	1	NO	1	P1003-E0144	P1003-E0144	LICENSED_DY_CLOSE	shedy	SHED+DY	ABSETZEN · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): absetzen → schluss; Teilgang geschlossen.
P1004-F77R-S021	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	f77r.15	1	NO	2	P1003-E0145	P1003-E0146	LICENSED_DY_CLOSE	qotol shedy	OT+OL | SHED+DY	DANACH · FORTSETZEN ; ABSETZEN · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): danach → fortsetzen → absetzen → schluss; Teilgang geschlossen.
P1004-F77R-S022	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	f77r.15	1	NO	5	P1003-E0147	P1003-E0151	LICENSED_DY_CLOSE	qokaiin sheety qokeed y lchedy	OK+AIIN | SH+EE+T+Y | OK+EE+D_ADDR | Y | L+CHD+DY	SETZEN · MASS ; HALTEN · LÄNGER · STELLEN · POSTEN ; SETZEN · LÄNGER · TEIL ; POSTEN ; LEITEN · UMSETZEN · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → mass → halten → länger → stellen → posten → setzen → länger → teil → posten → leiten → umsetzen → schluss; Teilgang geschlossen.
P1004-F77R-S023	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	f77r.16	2	YES	2	P1003-E0152	P1003-E0153	LICENSED_DY_CLOSE	lol sshedy	L+OL | S+SH+E+DY	LEITEN · FORTSETZEN ; AUSWÄHLEN · HALTEN · KURZ · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): leiten → fortsetzen → auswählen → halten → kurz → schluss; Teilgang geschlossen.
P1004-F77R-S024	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	f77r.16	1	NO	4	P1003-E0154	P1003-E0157	LICENSED_DY_CLOSE	qotaiin chedy qokaiin shedy	OT+AIIN | CHD+Y | OK+AIIN | SHED+DY	DANACH · MASS ; UMSETZEN · POSTEN ; SETZEN · MASS ; ABSETZEN · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): danach → mass → umsetzen → posten → setzen → mass → absetzen → schluss; Teilgang geschlossen.
P1004-F77R-S025	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	f77r.16	1	NO	1	P1003-E0158	P1003-E0158	LICENSED_DY_CLOSE	qolcheedy	OL+SH+EE+DY	FORTSETZEN · HALTEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): fortsetzen → halten → länger → schluss; Teilgang geschlossen.
P1004-F77R-S026	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	f77r.16	1	NO	1	P1003-E0159	P1003-E0159	LICENSED_DY_CLOSE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → länger → schluss; Teilgang geschlossen.
P1004-F77R-S027	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	f77r.17	2	YES	2	P1003-E0160	P1003-E0161	LICENSED_DY_CLOSE	lol qoteedy	L+OL | OT+EE+DY	LEITEN · FORTSETZEN ; DANACH · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): leiten → fortsetzen → danach → länger → schluss; Teilgang geschlossen.
P1004-F77R-S028	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	f77r.17	1	NO	1	P1003-E0162	P1003-E0162	LICENSED_DY_CLOSE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): danach → länger → schluss; Teilgang geschlossen.
P1004-F77R-S029	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	f77r.17	1	NO	1	P1003-E0163	P1003-E0163	LICENSED_DY_CLOSE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	An der gezeichneten Station (Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen): setzen → kurz → schluss; Teilgang geschlossen.
