fresh_event_id	physical_page	locus	kind	group_index	surface	register	owner_id	visible_owner_de	transfer_class	source_surface	edit_distance	component_recipe	portable_default_de	local_contextual_expansion_de	confidence	note
P1003-E0011	f17r	f17r.2	P	1	ydair	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	dair	1	Y+D_ADDR+AIR	POSTEN · TEIL · LAUF	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: dieser Pflanzen-/Drogenposten · Wurzel-, Blatt-, Blüten- oder Fruchtteil · der Flüssigkeitslauf	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0012	f17r	f17r.2	P	2	choky	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	choky	0	OK+Y	SETZEN · POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: im Ansatz ansetzen · dieser Pflanzen-/Drogenposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0013	f17r	f17r.2	P	3	okshy	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NEAR_REGISTERED_ALLOGRAPH	okchy	1	OK+Y	SETZEN · POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: im Ansatz ansetzen · dieser Pflanzen-/Drogenposten	MEDIUM	Arbeitslesung nach naechster registrierter Werkstattallographie; Auswahlwert -0.92.
P1003-E0014	f17r	f17r.2	P	4	qodar	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	odar	1	O+D_ADDR+AR	AUSFÜHREN · TEIL · QUELLE	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · aus Wurzelstock oder Vorrat	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0015	f17r	f17r.2	P	5	ckhody	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	chody	1	CKH+O+DY	DURCHLASS · AUSFÜHREN · SCHLUSS	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: durch Tuch, Sieb oder Auslass · den Arbeitsschritt ausführen · Teilansatz abschließen	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0016	f17r	f17r.2	P	6	dor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	dor	0	D_ADDR+OR	TEIL · ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: Wurzel-, Blatt-, Blüten- oder Fruchtteil · der laufende Ansatz	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0017	f17r	f17r.2	P	7	otchol	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	otchol	0	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den nächsten Teilgang nehmen · vom bezeichneten Pflanzenteil entnehmen · denselben Ansatz fortführen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0018	f17r	f17r.2	P	8	qodcthy	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	qodchy	1	O+D_ADDR+CTH+Y	AUSFÜHREN · TEIL · BEREIT · POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · gebrauchsfertig · dieser Pflanzen-/Drogenposten	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0019	f17r	f17r.2	P	9	ods	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NEAR_REGISTERED_ALLOGRAPH	ody	1	O+DY	AUSFÜHREN · SCHLUSS	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den Arbeitsschritt ausführen · Teilansatz abschließen	MEDIUM	Arbeitslesung nach naechster registrierter Werkstattallographie; Auswahlwert -4.08.
P1003-E0020	f17r	f17r.3	P	1	chol	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	chol	0	OL	FORTSETZEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: denselben Ansatz fortführen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0021	f17r	f17r.3	P	2	or	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	or	0	OR	ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: der laufende Ansatz	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0022	f17r	f17r.3	P	3	chy	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	chy	0	Y	POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: dieser Pflanzen-/Drogenposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0023	f17r	f17r.3	P	4	qodam	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	qokam	1	O+D_ADDR+AM_ADDR	AUSFÜHREN · TEIL · INNEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · im Gefäß oder inneren Anteil	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0024	f17r	f17r.3	P	5	okor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	okor	0	OK+OR	SETZEN · ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: im Ansatz ansetzen · der laufende Ansatz	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0025	f17r	f17r.3	P	6	chor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	chor	0	CH+OR	NEHMEN · ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: vom bezeichneten Pflanzenteil entnehmen · der laufende Ansatz	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0026	f17r	f17r.3	P	7	okchom	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	okchol	1	OK+CH+O+AM_ADDR	SETZEN · NEHMEN · AUSFÜHREN · INNEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: im Ansatz ansetzen · vom bezeichneten Pflanzenteil entnehmen · den Arbeitsschritt ausführen · im Gefäß oder inneren Anteil	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0027	f17r	f17r.4	P	1	tcho	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	tcho	0	T+CH+O	STELLEN · NEHMEN · AUSFÜHREN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: Menge, Dauer oder Stufe stellen · vom bezeichneten Pflanzenteil entnehmen · den Arbeitsschritt ausführen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0028	f17r	f17r.4	P	2	shol	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	shol	0	SH+OL	HALTEN · FORTSETZEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: halten, ziehen oder stehen lassen · denselben Ansatz fortführen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0029	f17r	f17r.4	P	3	qokol	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	qokol	0	OK+OL	SETZEN · FORTSETZEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: im Ansatz ansetzen · denselben Ansatz fortführen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0030	f17r	f17r.4	P	4	qor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	qor	0	OR	ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: der laufende Ansatz	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0031	f17r	f17r.4	P	5	olaiin	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	olaiin	0	OL+AIIN	FORTSETZEN · MASS	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: denselben Ansatz fortführen · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0032	f17r	f17r.4	P	6	opydg	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_ROOT_COMPOSITION_RESOLVED	opydg	0	O+P+Y+D_ADDR+LOCAL_CHAR_G	AUSFÜHREN · EINSETZEN · POSTEN · TEIL · EINMAL	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den Arbeitsschritt ausführen · den Pflanzenteil einbringen · dieser Pflanzen-/Drogenposten · Wurzel-, Blatt-, Blüten- oder Fruchtteil · einmal oder eine Portion	MEDIUM_HIGH	Direkte sichtbare Zerlegung mit dem vorhandenen Wurzelvorrat; kein neuer Stamm.
P1003-E0033	f17r	f17r.4	P	7	som	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NEAR_REGISTERED_ALLOGRAPH	kom	1	K+O+M_LOCAL	GEBEN · AUSFÜHREN · MITTE	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: dem Ansatz zugeben · den Arbeitsschritt ausführen · im Mittelgefäß oder mittleren Anteil	MEDIUM	Arbeitslesung nach naechster registrierter Werkstattallographie; Auswahlwert -4.98.
P1003-E0034	f17r	f17r.4	P	8	ypchy	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	dpchy	1	Y+P+CH+Y	POSTEN · EINSETZEN · NEHMEN · POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: dieser Pflanzen-/Drogenposten · den Pflanzenteil einbringen · vom bezeichneten Pflanzenteil entnehmen · dieser Pflanzen-/Drogenposten	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0035	f17r	f17r.4	P	9	ypaim	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NEAR_REGISTERED_ALLOGRAPH	ypair	1	Y+P+AIR	POSTEN · EINSETZEN · LAUF	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: dieser Pflanzen-/Drogenposten · den Pflanzenteil einbringen · der Flüssigkeitslauf	MEDIUM	Arbeitslesung nach naechster registrierter Werkstattallographie; Auswahlwert -7.17.
P1003-E0036	f17r	f17r.5	P	1	ychekchy	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	chedchy	2	Y+CHK+Y	POSTEN · BEHANDELN · POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: dieser Pflanzen-/Drogenposten · zerkleinern, wärmen, mischen oder bearbeiten · dieser Pflanzen-/Drogenposten	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0037	f17r	f17r.5	P	2	cthy	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	cthy	0	CTH+Y	BEREIT · POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: gebrauchsfertig · dieser Pflanzen-/Drogenposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0038	f17r	f17r.5	P	3	chor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	chor	0	CH+OR	NEHMEN · ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: vom bezeichneten Pflanzenteil entnehmen · der laufende Ansatz	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0039	f17r	f17r.5	P	4	shor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	shor	0	SH+OR	HALTEN · ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: halten, ziehen oder stehen lassen · der laufende Ansatz	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0040	f17r	f17r.5	P	5	cphor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	chor	1	CPH+OR	UMLEITEN · ANSATZ	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: in einen anderen Empfänger leiten · der laufende Ansatz	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0041	f17r	f17r.5	P	6	cphaldy	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	cfholdy	2	CPH+AL+DY	UMLEITEN · ZIEL · SCHLUSS	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: in einen anderen Empfänger leiten · in das Zielgefäß oder an die Gebrauchsstelle · Teilansatz abschließen	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0042	f17r	f17r.5	P	7	dair	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	dair	0	D_ADDR+AIR	TEIL · LAUF	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: Wurzel-, Blatt-, Blüten- oder Fruchtteil · der Flüssigkeitslauf	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0043	f17r	f17r.5	P	8	cthey	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	cthey	0	CTH+E+Y	BEREIT · KURZ · POSTEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: gebrauchsfertig · kurz einwirken lassen · dieser Pflanzen-/Drogenposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0044	f17r	f17r.5	P	9	qody	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	qody	0	CARRIER_Q+O+DY	BEGINN · AUSFÜHREN · SCHLUSS	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: einen neuen Ansatz beginnen · den Arbeitsschritt ausführen · Teilansatz abschließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0045	f17r	f17r.6	P	1	tsho	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NEAR_REGISTERED_ALLOGRAPH	sho	1	SH+O	HALTEN · AUSFÜHREN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: halten, ziehen oder stehen lassen · den Arbeitsschritt ausführen	MEDIUM	Arbeitslesung nach naechster registrierter Werkstattallographie; Auswahlwert -4.20.
P1003-E0046	f17r	f17r.6	P	2	qof	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	qo	1	O+LOCAL_CHAR_F	AUSFÜHREN · NEBENWEG	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den Arbeitsschritt ausführen · zweiter Auszug oder Nebenweg	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0047	f17r	f17r.6	P	3	cho	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	EXACT_REGISTERED_SURFACE	cho	0	HO	TEILSTOFF	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: weiterer Pflanzenteil oder Hilfsstoff	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0048	f17r	f17r.6	P	4	qokcheor	MATERIAL	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	VISIBLE_NEW_COMPOSITION	ofcheor	2	OK+CHEO+R	SETZEN · AUSZUG · MERKEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: im Ansatz ansetzen · der gewonnene Auszug · Teilgang oder Zustand merken	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
