opaque_id	type_index	primary_prediction_target	page	physical_folio	locus	consensus_group_index	symbol_index_1based	canvas_id	official_full_image_url	image_width	image_height	full_image_sha256	crop_id	crop_x	crop_y	crop_w	crop_h	target_x	target_y	target_w	target_h	localizer_confidence	localizer_note	review_id	marked_crop_sha256	reviewer	review_state	review_confidence	prototype_main_vertical_stems	observed_main_vertical_stems	prototype_closed_loops	observed_closed_loops	prototype_left_extension	observed_left_extension	prototype_right_extension	observed_right_extension	prototype_descender	observed_descender	prototype_separated_dot	observed_separated_dot	exact_signature_match	review_visible_note
IGR266AC12A6C20B3E	3	1	f105v	f105	f105v.24	1	5	1006259	https://collections.library.yale.edu/iiif/2/1006259/full/full/0/default.jpg	2663	3701	540787c3d0aa7a13c1cc620fe222a13d0b2409eaa69e19de56d2544cfdf3c678	CXF8B763F1A954	200	1680	1500	350	108	112	38	55	HIGH	First group on registered line, fifth and terminal within-group position.	RV44DD5F23117794	00f158f5d89dd22e1b9ab860c959d2b518847f16571396c2be4dbada58aba44e	CROP_ONLY_REVIEWER_1	LOCALIZATION_UNRESOLVED	LOW	ZERO	ZERO	ONE	NONE	NO	NO	NO	YES	YES	NO	NO	NO	0	A faint diagonal trace crosses toward the upper right while darker curved ink intrudes at the lower-right edge.
IGR246AB027D0E93FB	3	1	f84v	f84	f84v.10	3	4	1006227	https://collections.library.yale.edu/iiif/2/1006227/full/full/0/default.jpg	2838	3697	e47d19f00b8c50c3216c4e48106c0b229c61091b403f52bb084bf89fa9fe5f6f	CXE8BFAD0707B7	380	845	1050	350	500	116	25	40	HIGH	Tenth-line ordinal, consensus group 3, symbol 4.	RVBF8A3A4E9EE4E2	9e2a10c81538c660958d1b64697aa2f92e050372bedbfac4b26147746bf97096	CROP_ONLY_REVIEWER_3	DAMAGED_RETRACED_OR_AMBIGUOUS	MEDIUM	ZERO	ZERO	ONE	NONE	NO	YES	NO	NO	YES	NO	NO	YES	0	An open curved stroke appears beside a detached small point below-left; an additional short fragment enters at upper left.
IGR220DE8911C27936	4	1	f106v	f106	f106v.21	7	1	1006261	https://collections.library.yale.edu/iiif/2/1006261/full/full/0/default.jpg	2670	3697	41e4c5cd7a0b171517dea7724fc3b858ffe38293f043f317061e93a99c47ffc5	CXA060C56FDA0F	1350	1440	850	330	351	107	28	37	HIGH	Line ordinal and group sequence, consensus group 7, symbol 1.	RV8A866F844CA372	a8d48d735e6c750d46533bd44f31578f18e491f153e4feb5a86281a2f476ac15	CROP_ONLY_REVIEWER_2	LOCALIZATION_UNRESOLVED	LOW	ZERO	ZERO	TWO_PLUS	NONE	YES	NO	YES	NO	NO	NO	NO	NO	0	An incomplete rounded ink segment is truncated by the right boundary.
IGR2C4962A7299295C	4	1	f58v	f58	f58v.5	4	1	1006189	https://collections.library.yale.edu/iiif/2/1006189/full/full/0/default.jpg	2986	3769	7319cd29982e6ac56192d02b8546a4b65aace9f2e65f3c782a1c019a94d3b3fc	CX63B24CD69196	1030	565	760	310	280	111	28	73	HIGH	Fifth-line ordinal, consensus group 4, symbol 1.	RVF39DA49760F09B	4938f7eb63342a36b2276e415f3431500ee6d60a355c733f324c8b22c43a575e	CROP_ONLY_REVIEWER_3	DAMAGED_RETRACED_OR_AMBIGUOUS	MEDIUM	ZERO	ONE	TWO_PLUS	NONE	YES	YES	YES	YES	NO	YES	NO	NO	0	A broad doubled near-vertical stroke continues below lateral curves, with a stronger leftward branch and faint rightward trace.
IGR2FD4AE0100B2F48	4	1	f103r	f103	f103r.47	1	2	1006254	https://collections.library.yale.edu/iiif/2/1006254/full/full/0/default.jpg	2688	3805	28a65644ebf9a16dc41c073e6535117d924765fae6af474dbd1e3fe2b167beda	CXC914E79D6E72	250	2820	1000	400	86	166	22	39	HIGH	Start of line 47, consensus group 1, symbol 2.	RVD52CEF421CA6E1	4670677bca62b94fd4ac224952d2522e1870861d66c465116c0c3dcfa3639cd2	CROP_ONLY_REVIEWER_3	LOCALIZATION_UNRESOLVED	LOW	ZERO	ZERO	TWO_PLUS	NONE	YES	YES	YES	NO	NO	NO	NO	NO	0	A faint diagonal trace rises from the lower-left edge, while a separate dark fragment is clipped at right; no bounded unit is clear.
IGR2CEFA6335B9B18F	4	1	f72v2	f72	f72v2.6	1	2	1006204	https://collections.library.yale.edu/iiif/2/1006204/full/full/0/default.jpg	5976	3794	2552b2eafb7948d182e52ec49e96a5d92a774917924aea594fb1ac3af3bfcdc5	CX58E4234D4247	4920	850	650	600	154	173	25	37	MEDIUM	Outer-label at fixed clockwise ordinal, second symbol of isolated label.	RV5A03DEF9C470CF	2b612b2b04abb9b23e0dae4920035d8b01f0698b2f8b8888aadf0c6b0e1a7d0f	CROP_ONLY_REVIEWER_1	DAMAGED_RETRACED_OR_AMBIGUOUS	LOW	ZERO	ZERO	TWO_PLUS	NONE	YES	NO	YES	NO	NO	NO	NO	NO	0	Only a very faint broken diagonal trace is visible; its boundaries and continuity are unclear.
IGR2AC18233D29A8DB	5	1	f113v	f113	f113v.20	5	1	1006271	https://collections.library.yale.edu/iiif/2/1006271/full/full/0/default.jpg	2666	3697	d5b4940ea3d934848bf98c751616172339e8f0e587e41aaea15023e1a314eca3	CXEEE5400E5C68	350	1370	1200	360	762	137	27	38	HIGH	Line ordinal and group sequence, consensus group 5, symbol 1.	RVB9587466B0BF1F	9a73644a5d495cb87514cf62bbd738386bfe7ebe7762f8a05e0b003e4baaa6d8	CROP_ONLY_REVIEWER_3	LIGATED_OR_COMPOSITE_UNIT	MEDIUM	ZERO	ONE	ONE	NONE	YES	YES	YES	YES	NO	NO	NO	YES	0	A low horizontal trace runs toward both sides, with one central rising stroke and a detached small dark point just to its left.
IGR29A2E34719C7F58	5	1	f84r	f84	f84r.25	12	2	1006226	https://collections.library.yale.edu/iiif/2/1006226/full/full/0/default.jpg	2753	3745	7e8fa7c29b6c6ab462ad5359bdabfcd60505622700f6e5cb18478d20cbd79fbe	CX6F86078EBF41	1750	1260	850	420	284	133	24	40	HIGH	Final group of line 25, consensus group 12, symbol 2.	RV515AD0F9C86B89	9fcdd3b13bda69a7957c653546cea7e7741d4cffb522be059d1c54763665d658	CROP_ONLY_REVIEWER_1	ONE_CLEAR_VISIBLE_UNIT	MEDIUM	ZERO	ZERO	ONE	ONE	YES	NO	YES	NO	NO	YES	NO	YES	0	A rounded closed form has a thick lower continuation and a small detached speck above it.
IGR24367E468C1A6CA	5	1	f106v	f106	f106v.23	3	2	1006261	https://collections.library.yale.edu/iiif/2/1006261/full/full/0/default.jpg	2670	3697	41e4c5cd7a0b171517dea7724fc3b858ffe38293f043f317061e93a99c47ffc5	CX7A559E0D3CD7	380	1600	950	360	288	158	25	45	HIGH	Line ordinal and within-group position, consensus group 3, symbol 2.	RVE6BC10CAF73800	6235b34035c959b0a7e7a4018961bcc542a2697929753d6cd1decae1bb8f5b56	CROP_ONLY_REVIEWER_3	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	TWO_PLUS	ONE	NONE	YES	NO	YES	NO	NO	NO	NO	NO	0	A single angled trough has a taller left arm and a shorter upright right arm, with no enclosed area.
IGR203CB1985BD5465	5	1	f70v1	f70	f70v1.4	1	3	1006201	https://collections.library.yale.edu/iiif/2/1006201/full/full/0/default.jpg	2979	3700	c8f24b6be5451aba49eb793784c43cb7fc8341dca8a58ff43fc1eebf4877b60c	CX3B6F2CFD9417	0	0	2979	3700	NA	NA	NA	NA	LOW	Outer-band label localized by ordinal but curved placement did not support a secure third-symbol box.	NA	NA	NA	NOT_REVIEWED_UNRESOLVED_LOCALIZATION	NA	ZERO	NA	ONE	NA	YES	NA	YES	NA	NO	NA	NO	NA	0	No marked crop was constructed because localization was unresolved.
IGR20C22C0BB251C24	6	0	f86v6	f86	f86v6.7	14	1	1006229	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	7754	3890	dde619e85e35601b9206051389873f6cb092a17f04a8fcd02b32fe3961ea37ce	CXC7C9D3F5FB6E	6500	450	1200	500	610	220	26	39	HIGH	Seventh-line ordinal and penultimate group, consensus group 14, symbol 1.	RV41A4A06FDB4F51	27669fffe1ce51be347e6892b46faf7a871f5c453bdf2087a8134959c254e86c	CROP_ONLY_REVIEWER_1	LIGATED_OR_COMPOSITE_UNIT	HIGH	ZERO	TWO_PLUS	ONE	NONE	YES	NO	YES	NO	NO	NO	NO	NO	0	Two separate short upright tapered strokes are visible.
IGR2403E43326A0632	6	0	f89r2	f89	f89r2.22	9	4	1006233	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	9078	3777	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	CX5E9770253F6E	0	0	9078	3777	NA	NA	NA	NA	LOW	First prose line localized on right foldout panel but fold junction prevents secure ninth-group fourth-symbol box.	NA	NA	NA	NOT_REVIEWED_UNRESOLVED_LOCALIZATION	NA	ZERO	NA	ONE	NA	YES	NA	YES	NA	NO	NA	NO	NA	0	No marked crop was constructed because localization was unresolved.
IGR2D96325F9A3833D	6	0	f67v2	f67	f67v2.7	1	2	1006195	https://collections.library.yale.edu/iiif/2/1006195/full/full/0/default.jpg	5059	3753	4799e8ebd8d968ea28dae919cfb86065566662b4e77c8b429d12e3e6e685638b	CX02DD825C6184	1250	2420	850	350	230	125	45	63	HIGH	First readable line of the two-line block below the central circle; marker encloses symbol 2 of source group 1.	RVA7643D54CCB19E	ec24c21fb96b95ee91294cbd27624a96cf98ff5146300fdcc10fa660af7bbc28	CROP_ONLY_REVIEWER_3	LOCALIZATION_UNRESOLVED	LOW	ZERO	ZERO	ONE	NONE	YES	NO	YES	NO	NO	NO	NO	NO	0	Only very faint discontinuous traces and two darker remnants near the upper border are visible; no full contour is recoverable.
IGR20A474E328F8BB3	6	0	f56v	f56	f56v.4	5	2	1006185	https://collections.library.yale.edu/iiif/2/1006185/full/full/0/default.jpg	2979	3769	d92ba733bf53dc49e8d81df2d1873d5f36c52f98cf67292ea43e66a844a61cc9	CXB57F878B56C2	300	300	1900	700	1120	460	43	72	MEDIUM	Fourth running-text line at top; group 5 immediately before drawing interruption, second symbol.	RV9B80CF27CBA3F2	a5f8b7e8adccfb91ea793b4d6955877043db8e0434a8070b3b159334637524e6	CROP_ONLY_REVIEWER_2	DAMAGED_RETRACED_OR_AMBIGUOUS	MEDIUM	ZERO	ONE	ONE	NONE	YES	YES	YES	NO	NO	NO	NO	NO	0	A faded arch-like stroke rises from a leftward horizontal and descends on the right.
IGR2955B84F753F11B	7	1	f80r	f80	f80r.18	6	4	1006218	https://collections.library.yale.edu/iiif/2/1006218/full/full/0/default.jpg	2793	3733	81223a0b0aa0a24fe821cf62a9bdf4ac504f222ab3cfcb89fcedd7946bceada0	CXB72F10258A4E	150	1050	2450	500	785	110	46	83	HIGH	Line 18 in upper prose block, fourth group, fourth symbol.	RV33D8EC6544E146	75896d13ef5b1e42ae27c7b8bf63d3355bc1cb16ad2450525f7294958fe36dea	CROP_ONLY_REVIEWER_1	LIGATED_OR_COMPOSITE_UNIT	HIGH	ZERO	ZERO	ONE	NONE	NO	NO	NO	NO	NO	NO	NO	NO	0	Two separate short curved diagonal strokes are visible.
IGR2D3A9958C72E118	7	1	f24r	f24	f24r.13	7	1	1006120	https://collections.library.yale.edu/iiif/2/1006120/full/full/0/default.jpg	2688	3719	3700fe396154e836b0acd3da86aef1d307f9d2da773208e476ee9db2e80de9e6	CXAC0BA739286E	250	1150	1400	550	925	426	42	73	MEDIUM	Line 13 at end of left text block, final group, first symbol.	RVEACA4EACF16525	8f591acf4f9c439bf66852d9cee3fb43357cef91922cdfa72630f863eb37ac10	CROP_ONLY_REVIEWER_3	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	ONE	ONE	NO	NO	NO	NO	NO	NO	NO	NO	0	One heavy upright enters from above and joins a broad closed lower loop with uneven thickening.
IGR24D3DB1ADCBFD90	7	1	f77v	f77	f77v.33	3	2	1006213	https://collections.library.yale.edu/iiif/2/1006213/full/full/0/default.jpg	2861	3697	e2e2f629753bfe6a9c111d8157ac63cfc4524966cbf367ddaaffece07cffdab2	CXEB1DA54A19A7	350	2350	1100	450	510	205	42	65	HIGH	Line 33 near lower-left figure, group 3, symbol 2.	RV830569EB6F2542	e08ab416dd7d0bd6ea2e57e722a4e87b61214cc807ea73f03a0361829ac29fcb	CROP_ONLY_REVIEWER_2	LIGATED_OR_COMPOSITE_UNIT	HIGH	ZERO	TWO_PLUS	ONE	NONE	NO	YES	NO	YES	NO	NO	NO	NO	0	Two upright strokes are joined by a cross-stroke, with horizontal ink continuing toward both boundaries.
IGR2EAEB995B5BC84C	7	1	f66r	f66	f66r.78	2	1	1006192	https://collections.library.yale.edu/iiif/2/1006192/full/full/0/default.jpg	2793	3707	47d6a239bb7dbdc8d5e1a2238f2e10cf533d8abb409338017761bd3aed0a7554	CX67765DD298FB	100	2250	2500	600	430	90	40	69	MEDIUM	Line 78 in lower prose block, group 2, symbol 1.	RV477EEFD9A6168F	248a8730e2378496506db16bb89a4b8bc95ba45d6caaab49c58728e853697a10	CROP_ONLY_REVIEWER_1	LIGATED_OR_COMPOSITE_UNIT	MEDIUM	ZERO	ONE	ONE	ONE	NO	YES	NO	NO	NO	YES	NO	NO	0	An upper looped area joins a narrow descending stroke and continues beyond the left edge.
IGR28B9467193FB5EC	8	1	f100r	f100	f100r.26	7	3	1006248	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	2676	3756	6dcf72a0d7eac14da2232987c9cc1521e6d70c9f0f92d3eb39b55fc075520429	CX2D84886AE82D	200	2200	2350	1000	NA	NA	NA	NA	LOW	Line 26 identifiable in lower text block but exact seventh-group third-symbol box not secure.	NA	NA	NA	NOT_REVIEWED_UNRESOLVED_LOCALIZATION	NA	TWO_PLUS	NA	ONE	NA	NO	NA	YES	NA	NO	NA	NO	NA	0	No marked crop was constructed because localization was unresolved.
IGR21AD3A6D56E0BEC	8	1	f35v	f35	f35v.9	3	1	1006143	https://collections.library.yale.edu/iiif/2/1006143/full/full/0/default.jpg	2853	3769	564412e99b04406f51afe2c8f9ab20320518b3e71b91deee48fb16ee1ad3ffbd	CX822468B7F26F	250	750	1900	650	770	233	40	73	HIGH	Line 9 in upper text block, group 3, symbol 1.	RV600A67F24E4741	ba55f69d786b1150b0c4bf418fac40a52efcb2212a3eb4609961a8e847d15990	CROP_ONLY_REVIEWER_2	DAMAGED_RETRACED_OR_AMBIGUOUS	LOW	TWO_PLUS	ZERO	ONE	NONE	NO	NO	YES	NO	NO	NO	NO	NO	0	Extremely faint narrow trace with a darker oblique contact near the lower edge; outline is unclear.
IGR2E7EE1B7FAE1B6A	8	1	f105v	f105	f105v.10	7	2	1006259	https://collections.library.yale.edu/iiif/2/1006259/full/full/0/default.jpg	2663	3701	540787c3d0aa7a13c1cc620fe222a13d0b2409eaa69e19de56d2544cfdf3c678	CX180693E37C14	200	600	2300	700	1400	355	42	74	MEDIUM	Line 10, seventh group, symbol 2.	RV6830D04738617D	66a3fc86be03731c9f80bfd791e67c676f7b18ece74cc7bb4f9118060e334083	CROP_ONLY_REVIEWER_2	LOCALIZATION_UNRESOLVED	LOW	TWO_PLUS	ZERO	ONE	NONE	NO	NO	YES	NO	NO	NO	NO	NO	0	A rounded ink segment is cut by the right boundary; no complete unit is enclosed.
IGR2B6FC54D264A24F	8	1	f85r2	f85	f85r2.11	4	3	1006229	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	7754	3890	dde619e85e35601b9206051389873f6cb092a17f04a8fcd02b32fe3961ea37ce	CXC9FB82B926E3	5350	1650	2000	500	NA	NA	NA	NA	LOW	Final group of foldout locus not conservatively secured; no target box.	NA	NA	NA	NOT_REVIEWED_UNRESOLVED_LOCALIZATION	NA	TWO_PLUS	NA	ONE	NA	NO	NA	YES	NA	NO	NA	NO	NA	0	No marked crop was constructed because localization was unresolved.
