feature_id	canonical_feature	aliases	support	absence	folios_present	folios_absent	loci_present
ed364bef649d7ed4	FAMILY_2GRAM:AQ	FAMILY_2GRAM:AQ|FAMILY_3GRAM:AQA	9	18	f100,f89,f99	f100,f99	f100r.10,f89r2.32,f89r2.33,f89r2.34,f99v.19,f99v.2,f99v.3,f99v.6,f99v.9
39339b13c7042fb3	SYMBOL_COUNT_GE_6	SYMBOL_COUNT_GE_6	9	18	f100,f89,f99	f100,f99	f100r.7,f89r2.32,f89r2.33,f89r2.34,f99v.15,f99v.19,f99v.2,f99v.3,f99v.5
257bb3330de039b7	FAMILY_2GRAM:QA	FAMILY_2GRAM:QA|FAMILY_COMPONENT:Q	11	16	f100,f89,f99	f100,f99	f100r.10,f100r.8,f100v.1,f89r2.32,f89r2.33,f89r2.34,f99v.19,f99v.2,f99v.3,f99v.6,f99v.9
070464eec8b31ca6	FAMILY_2GRAM:AC	FAMILY_2GRAM:AC	12	15	f100,f89,f99	f100,f89,f99	f100r.6,f100r.9,f100v.3,f89r2.33,f89r2.34,f99v.15,f99v.17,f99v.19,f99v.20,f99v.3,f99v.5,f99v.8
79211cdf7d5e7d2b	FAMILY_2GRAM:AB	FAMILY_2GRAM:AB	14	13	f100,f89,f99	f100,f89,f99	f100r.11,f100r.7,f100r.9,f100v.1,f100v.2,f100v.4,f89r2.32,f89r2.34,f99v.19,f99v.2,f99v.4,f99v.6,f99v.7,f99v.8
30e61f2d0c979338	FIRST_GROUP_PREFIX_1:A	FIRST_GROUP_PREFIX_1:A	15	12	f100,f89,f99	f100,f99	f100r.6,f100v.3,f89r2.32,f89r2.33,f89r2.34,f99v.15,f99v.19,f99v.2,f99v.20,f99v.3,f99v.4,f99v.6,f99v.7,f99v.8,f99v.9
395ef1c406ca7158	LAST_GROUP_SUFFIX_1:A	LAST_GROUP_SUFFIX_1:A	15	12	f100,f89,f99	f100,f89,f99	f100r.6,f100r.8,f100v.4,f89r2.32,f99v.15,f99v.17,f99v.18,f99v.2,f99v.20,f99v.3,f99v.4,f99v.5,f99v.6,f99v.7,f99v.9
56a7399a53a40989	FAMILY_2GRAM:CA	FAMILY_2GRAM:CA	16	11	f100,f89,f99	f100,f89,f99	f100r.11,f100r.6,f100r.7,f100r.8,f100r.9,f100v.4,f89r2.32,f89r2.34,f99v.15,f99v.17,f99v.18,f99v.19,f99v.20,f99v.5,f99v.7,f99v.8
84bc169543c1c7da	FAMILY_COMPONENT:B	FAMILY_COMPONENT:B	18	9	f100,f89,f99	f100,f99	f100r.10,f100r.11,f100r.7,f100r.9,f100v.1,f100v.2,f100v.4,f89r2.32,f89r2.33,f89r2.34,f99v.16,f99v.19,f99v.2,f99v.4,f99v.5,f99v.6,f99v.7,f99v.8
fc3562a973e7333a	SYMBOL_COUNT_LE_5	SYMBOL_COUNT_LE_5	18	9	f100,f99	f100,f89,f99	f100r.10,f100r.11,f100r.6,f100r.8,f100r.9,f100v.1,f100v.2,f100v.3,f100v.4,f99v.16,f99v.17,f99v.18,f99v.20,f99v.4,f99v.6,f99v.7,f99v.8,f99v.9
7ac9b36c667316dd	FAMILY_COMPONENT:C	FAMILY_COMPONENT:C	20	7	f100,f89,f99	f100,f99	f100r.11,f100r.6,f100r.7,f100r.8,f100r.9,f100v.2,f100v.3,f100v.4,f89r2.32,f89r2.33,f89r2.34,f99v.15,f99v.17,f99v.18,f99v.19,f99v.20,f99v.3,f99v.5,f99v.7,f99v.8
