case_id	occurrence_id	surface	composition	head	working_value	working_roman	page	locus	token_index	section	hand	line_position	triple_reader_token_stable	global_context_mode	global_axis	contextual_renderer_de	visible_head_surface	visible_head_gloss_de	evidence_id	evidence_source	left_surface	left_gloss_de	right_surface	right_gloss_de	decision	surface_line
G686-V0011	G626-M00038	daiin	D+A+III	d	3	III	f102v1	f102v1.13	6	P	1	MIDDLE	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	cheol	trockener Drogenstoff	qokar	heiße Drogenfraktion I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G686-V0012	G626-M00052	daiin	D+A+III	d	3	III	f102v2	f102v2.32	11	P	1	MIDDLE	1	BARE_OL_VALUE_AXIS_OPEN	OPEN	III. Wertstufe des OL-Trägers; Sachachse offen	ol	Qualitäts-/Materialträger, Wert III; Kern offen	G630-E008	experiments/yolo/gdt630_outer_carrier_attachment/artifacts/VALUE_EXPRESSION_OCCURRENCES.tsv	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	sy	Saatgut in Grundform	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy
G686-V0013	G626-M00055	daiin	D+A+III	d	3	III	f102v2	f102v2.35	10	P	1	LAST	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qokeol	erhitze den Drogenstoff bis zur Mittelstufe	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin
G686-V0014	G626-M00070	daiin	D+A+III	d	3	III	f103r	f103r.10	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G686-V0015	G626-M00097	daiin	D+A+III	d	3	III	f103r	f103r.23	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	sheckhy	feuchtes Arzneikompositum am Gradanfang	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin sheckhy lchedy chckhy shol
G686-V0016	G626-M00133	daiin	D+A+III	d	3	III	f103v	f103v.1	8	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qokeey	heiß am Ende des Grades	okeedaky	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal
G686-V0017	G626-M00155	daiin	D+A+III	d	3	III	f103v	f103v.16	1	S	3	FIRST	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	sheekchy	vollständig anfeuchten, dann heiß-trocken ansetzen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin sheekchy okeeshy qol shedy otain ol kedy
G686-V0018	G626-M00159	daiin	D+A+III	d	3	III	f103v	f103v.19	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	chey	trocken in der Mitte des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin chey lkeey chalkar cheeey l chealainor
G686-V0019	G626-M00134	daiin	D+A+III	d	3	III	f103v	f103v.2	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	shey	feucht in der Mitte des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr
G686-V0020	G626-M00176	daiin	D+A+III	d	3	III	f103v	f103v.28	1	S	3	FIRST	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	checkhy	trockenes Arzneikompositum am Gradanfang	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y
G686-V0021	G626-M00181	daiin	D+A+III	d	3	III	f103v	f103v.31	9	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qekchy	OPEN	chckhy	Arzneikompositum: trocken, Gradanfang	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy
G686-V0022	G626-M00185	daiin	D+A+III	d	3	III	f103v	f103v.34	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	sheey	feucht am Ende des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
G686-V0023	G626-M00194	daiin	D+A+III	d	3	III	f103v	f103v.41	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	shey	feucht in der Mitte des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar
G686-V0024	G626-M00141	daiin	D+A+III	d	3	III	f103v	f103v.7	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	shey	feucht in der Mitte des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G686-V0025	G626-M00224	daiin	D+A+III	d	3	III	f104r	f104r.14	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	choaiin	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal
G686-V0026	G626-M00239	daiin	D+A+III	d	3	III	f104r	f104r.24	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	char	Trockenfraktion I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin char qotal okechol olkeeor olkeeodal lkaiin chal keeedy qokam
G686-V0027	G626-M00247	daiin	D+A+III	d	3	III	f104r	f104r.27	8	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	cphaiin	OPEN	ar	Drogenfraktion I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin
G686-V0028	G626-M00281	daiin	D+A+III	d	3	III	f104r	f104r.45	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	olcheeo	Holzdrogenauszug aus vollständig getrockneter Droge	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin
G686-V0029	G626-M00305	daiin	D+A+III	d	3	III	f104v	f104v.11	9	S	3	LAST	1	DIRECT_QUALITY_GRADE	GRADE	im qo-Qualitätsrahmen: heiß, Grad III	qokol	im qo-Qualitätsrahmen: heiß, Grad III	G628-L004	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	qokol	erhitzen	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin
G686-V0030	G626-M00330	daiin	D+A+III	d	3	III	f104v	f104v.25	7	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	chcthy	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	cheey	trocken am Ende des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy
G686-V0031	G626-M00335	daiin	D+A+III	d	3	III	f104v	f104v.28	6	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qokchy	heiß und trocken am Anfang des Grades	chody	Trockenansatz, abgeschlossen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody
G686-V0032	G626-M00369	daiin	D+A+III	d	3	III	f104v	f104v.44	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	y	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin y cheeo chey okeeey qokeeey okeey okeey
G686-V0033	G626-M00389	daiin	D+A+III	d	3	III	f105r	f105r.15	11	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	shod	OPEN	aral	Rohdrogenfraktion I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral
G686-V0034	G626-M00391	daiin	D+A+III	d	3	III	f105r	f105r.17	9	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qokchedy	heiß und trocken in der Mitte des Grades, abgeschlossen	okedy	heißer Ansatz in der Mitte des Grades, abgeschlossen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	lteedy okeeddl sheokedy qokedy shol kol aiirol qokchedy daiin okedy q ky
G686-V0035	G626-M00392	daiin	D+A+III	d	3	III	f105r	f105r.18	3	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	oleedy	OPEN	al	Rohstoffklasse I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	sheoy oleedy daiin al chedy okeeey chdaiin otedy cheoty oteedy oteey chdy
G686-V0036	G626-M00408	daiin	D+A+III	d	3	III	f105r	f105r.24	12	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	dal	abgemessene Rohstoffmenge I	dam	Dosis I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam
G686-V0037	G626-M00414	daiin	D+A+III	d	3	III	f105r	f105r.32	3	S	3	MIDDLE	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	lkeol	Holzdrogenstoff bis zur Mittelstufe erhitzen	qkair	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam
G686-V0038	G626-M00378	daiin	D+A+III	d	3	III	f105r	f105r.5	1	S	3	FIRST	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	yteedy	kühle hiervon vollständig ab und schließe	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin yteedy yteeeody yl cheod or aiiroekey otchdy otey
G686-V0039	G626-M00448	daiin	D+A+III	d	3	III	f105v	f105v.15	11	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	opchdy	fertiges Trockenpulverpräparat	oraiin	Portion III	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r
G686-V0040	G626-M00450	daiin	D+A+III	d	3	III	f105v	f105v.16	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	cheey	trocken am Ende des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim
G686-V0041	G626-M00466	daiin	D+A+III	d	3	III	f105v	f105v.21	6	S	3	MIDDLE	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	cheot	OPEN	qoek	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ykeeo daiim sheey qokaiin cheot daiin qoek eeykeody qopaiin or aiikam
G686-V0042	G626-M00468	daiin	D+A+III	d	3	III	f105v	f105v.22	1	S	3	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	cheodaiin	drei Dosen Trockenansatz auf mittlerer Trockenstufe	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin cheodaiin chedal air okaiin cheey
G686-V0043	G626-M00475	daiin	D+A+III	d	3	III	f105v	f105v.24	5	S	3	MIDDLE	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	oto	OPEN	ckheol	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	alcheey okaiin otar oto daiin ckheol lkol fchedypaiin
G686-V0044	G626-M00482	daiin	D+A+III	d	3	III	f105v	f105v.27	7	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	orkchdy	OPEN	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	sheoe arxor eesy qopcheo ain orkchdy daiin oteedy ko lkair otaiilody
G686-V0045	G626-M00484	daiin	D+A+III	d	3	III	f105v	f105v.29	10	S	3	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qopchedy	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	opairam	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	tdol tor oaldar aiir okokeedy karody qoeedy sho qopchedy daiin opairam
G686-V0046	G626-M00491	daiin	D+A+III	d	3	III	f105v	f105v.31	9	S	3	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	otar	kalte Drogenfraktion I im Ansatz	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ychtaiir aiichy dol aiin otaiin aiidy okchd otar daiin
