page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	new_v52_positions	new_v53_positions	new_v54_positions	new_v55_positions	new_v56_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v54_target_surfaces	v55_target_surfaces	v56_target_surfaces	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	aligned_line_de	practical_translation_de	review_note	v57_semantic_revisions	v57_bound_compounds	v57_ol_decision	v57_reader_support	v58_local_dispatch	v58_patch_basis	v58_semantic_revisions	v58_target_surfaces	v59_value_dispatch	v59_patch_basis	v59_value_confidence	v59_semantic_revisions	v59_target_surfaces
f112r	f112r.36	S	B	3	6	1	1	0	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	sain ol checkhy olchain okeey olam	Saatgut, Typ/Charge II | Grundansatz | trockenes Arzneikompositum am Gradanfang | Holzdrogenansatz, trocken auf Stufe II | heißer Ansatz am Ende des Grades | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Saatgut, Charge II · Grundansatz · trockenes Arzneikompositum, Anfangsstufe · Holzdrogenansatz, trocken auf Stufe II · heißer Ansatz, Endstufe · ein Maß Ansatz-/Drogenmaterial.	Für Saatgut der Charge II: Grundansatz; trockenes Arzneikompositum auf Anfangsstufe; Holzdrogenansatz auf Trockenstufe II; heißer Ansatz auf Endstufe. Schlussmenge: ein Maß Ansatzmaterial.	GDT677 closes olchain; Zwischen trockenem Kompositum und heißem Endansatz ein abgestufter trockener Zwischenansatz. GDT683: Das freie ol steht zwischen Saatgutcharge und abgestuften Ansatzformen; der bereits publizierte Grundansatz füllt genau den Stoffkern. Rival: unspezifizierter Ansatzträger.	1	0	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f112v	f112v.10	S	B	3	4	1	0	0	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	dain sheey okchedy oror	Feuchtgrad II | feucht am Ende des Grades | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | zwei Portionen	Feuchtgrad II · feucht, Endstufe · heiß-trockener Ansatz, Mittelstufe, abgeschlossen · zwei Portionen.	Feuchtgrad II bis zur Endstufe; heiß-trockener Ansatz bis zur Mittelstufe, abgeschlossen; zwei Portionen.	HOLD: vollständiges Zustands- und Mengenlabel; oror passt ohne Zusatzannahme. GDT686: dain#1=GRADE:RIGHT:sheey	0	0	NONE	NONE	NONE	NONE	0	NONE	dain#1=GRADE:RIGHT:sheey	Der gleiche exakte START-Wert-sheey-Rahmen tritt mit II und III auf; V59 bindet ihn explorativ als Feuchtgrad nach rechts.	AMBER	1	dain
f113v	f113v.12	S	B	3	5	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	solchedy otsheody arl olchey oror	getrockneter Samen/Saatgutstoff/-ansatz | kalt angefeuchteter Ansatz, abgeschlossen | erste Holzdrogenfraktion | Holzdrogenansatz, bis Mittelstufe getrocknet | zwei Portionen	Getrockneter Samen-/Saatgutansatz · kalt angefeuchteter Ansatz, abgeschlossen · erste Holzdrogenfraktion · Holzdrogenansatz, bis Mittelstufe getrocknet · zwei Portionen.	Getrockneter Saatgutansatz; kalt angefeuchteter Ansatz, abgeschlossen; erste Holzdrogenfraktion; bis zur Mittelstufe getrockneter Holzdrogenansatz — zwei Portionen.	Both new cards are nominal preparation results and oror remains the final quantity.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f113v	f113v.17	S	B	3	7	1	0	0	3	0	0	0	0	1.000000	1	1	7	yteeeor	MIXED_RECORD	NONE	NONE	NONE	NONE	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	drei Teile der ersten Samenfraktion | feucht in der Mitte des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß, Grad III, im Ansatzrahmen | drei Portionen Blatt- oder Krautdroge | hiervon eine Portion bis zur letzten Stufe abkühlen	drei Teile der ersten Samenfraktion · feucht, Mittelstufe, abgeschlossen · trocken gebundenes Drogenholz, Form II · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad III, im Ansatz · drei Portionen Blatt- oder Krautdroge · hiervon eine Portion bis zur letzten Stufe abkühlen.	Drei Teile der ersten Samenfraktion bis zur Mittelstufe einweichen und abschließen; dazu trocken gebundene Holzdroge in Form II und die erste erhitzte Drogenfraktion. Im Ansatz auf Heizstufe III bringen, drei Portionen Blatt- oder Krautdroge zugeben und hiervon eine Portion bis zur letzten Stufe abkühlen.	cthororaiin wird von beiden Alternativlesern als cthor oraiin bestätigt; saraiin behält den Wurzelrivalen von f87r.9	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f113v	f113v.3	S	B	3	7	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	sar aiin chotar okeeodar qokain olol olam	Samenfraktion I | Menge III | erste Fraktion des abgekühlten Trockenansatzes | erste abgemessene Fraktion des vollständig erhitzten Ansatzes | heiß, Grad II | Holzdrogen-Grundansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Samenfraktion I · Menge III · erste Fraktion des abgekühlten Trockenansatzes · erste abgemessene Fraktion des vollständig erhitzten Ansatzes · heiß, Grad II · Holzdrogen-Grundansatz · ein Maß Ansatz-/Drogenmaterial.	Samenfraktion I, Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Ansatzes; Heizgrad II; Holzdrogen-Grundansatz; ein Maß Ansatzmaterial.	RF1b drops initial o from okeeodar but preserves the heated measured-fraction core.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f114r	f114r.24	S	B	3	13	1	0	0	0	0	5	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	tchedaiin|chpcheey|cphochy|aiir|chopo	NONE	NONE	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge | abgemessener Drogenrohstoff I | Pflanzen-/Reproduktionsteil | nachgetrocknetes Pulver, Form II | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | leicht angetrocknetes Arzneikompositum im Ansatz | eine Charge Trockenansatz | Drogenfraktion III | trocken-kalt am Gradanfang | Pulverzubereitung aus Trockenansatz | Samenfraktion II | Arzneikompositum in Grundform | abgemessene Fraktion II	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · nachgetrocknetes Pulver, Form II · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · leicht angetrocknetes Arzneikompositum im Ansatz · Charge Trockenansatz · Drogenfraktion III · trocken-kalt, Anfangsstufe · Pulverzubereitung aus Trockenansatz · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	Drei Dosen bis zur Mittelstufe kalt getrockneter Droge: abgemessene Rohdroge I und Pflanzenteil; nachgetrocknetes Pulver der Form II; ein bis zur Mittelstufe getrocknetes sowie ein auf Anfangsstufe angetrocknetes Arzneikompositum; eine Charge Trockenansatz der dritten Fraktion. Dazu kalt-trockener Anfangsansatz, eine Pulverzubereitung aus Trockenansatz mit Samenfraktion II, Arzneikompositum in Grundform und die zweite abgemessene Fraktion.	RF1b choposair improves the local syntax by binding the seed fraction to chopo; ZL3b and IT2a still preserve the separate whole used by the card.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f114r	f114r.26	S	B	3	10	1	0	0	3	0	0	0	0	1.000000	1	1	1	ycheeodaiin	MIXED_RECORD	NONE	NONE	NONE	NONE	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	hiervon drei Dosen des zweiten Trockenansatzes abmessen | dritte erhitzte Holzdrogenfraktion im Ansatz | heiß, Grad III | Trockenansatz, Dosis III | heiße Drogenfraktion I im Ansatz | heiße Drogenbasis, Stufe III | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | zweite Drogenfraktion als Grundansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	drei Dosen des zweiten Trockenansatzes abmessen · dritte erhitzte Holzdrogenfraktion im Ansatz · heiß, Grad III · Trockenansatz, Dosis III · heiße Drogenfraktion I im Ansatz · heiße Drogenbasis, Stufe III · heiß, Grad III, im Ansatz · getrockneter Ansatz · zweite Drogenfraktion als Grundansatz · ein Maß Ansatz-/Drogenmaterial.	Hiervon drei Dosen des zweiten Trockenansatzes abmessen. Die dritte erhitzte Holzdrogenfraktion mit einer Zubereitung auf Heizstufe III, drei Dosen Trockenansatz und der ersten heißen Ansatzfraktion verbinden. Heiße Drogenbasis Stufe III und heißen Ansatz Stufe III zusammengeben, den getrockneten Ansatz als Grundansatz aus der zweiten Fraktion nehmen und davon ein Maß verwenden.	Die Zeile bleibt ein Mengen- und Fraktionsregister mit genau einem initialen Abmessbefehl	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f114v	f114v.36	S	B	3	11	1	0	0	0	4	0	0	0	1.000000	1	2	6|7	qopchol|qopaiin	MIXED_RECORD	oidal|op|shoko|qopaiin	NONE	NONE	NONE	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades | abgemessene Rohstoffmenge I im Ansatz, Grundform | Pulveransatz | erhitzter Feuchtansatz | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | drei Teile Pulveransatz nehmen | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Kalt-feucht, Mittelstufe · abgemessene Rohstoffmenge I im Ansatz, Grundform · Pulveransatz · erhitzter Feuchtansatz · kalt-trockener Ansatz, Mittelstufe · getrockneten Pulverstoff nehmen · drei Teile Pulveransatz nehmen · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I im heißen Anfangsansatz · Wurzeldroge, Einheit I.	Kalt-feuchten Mittelansatz mit einer abgemessenen Rohstoffmenge I in Grundform, einem Pulveransatz und einem erhitzten Feuchtansatz verbinden. Aus dem kalt-trockenen Mittelansatz getrockneten Pulverstoff und drei Teile Pulveransatz nehmen. Mit kalter Fraktion I, Rohdroge I und heiß angesetzter Rohdroge I abschließen; ein Maß Wurzeldroge.	Known odal controls the measured raw-material core while IT2a oedal keeps a middle-stage rival; the other targets form a concrete powder-preparation group.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f115r	f115r.1	S	B	@	11	1	0	0	0	0	5	0	0	1.000000	1	3	1|2|3	fdar|qopchol|qochedain	ACTION_SEQUENCE	NONE	fdar|qochedain|cheop|oroiir|oechedy	NONE	NONE	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	erste Blütenfraktion abmessen | nimm getrockneten Pulverstoff | zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen | kalter Ansatz in der Mitte des Grades, abgeschlossen | bis zur Mittelstufe getrocknet | Pulverstoff | vollständig abgekühlt und abgeschlossen | eine Portion der dritten Ansatzfraktion | bis zur Mittelstufe getrockneter und fertiggestellter Ansatz | kalter Ansatz am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen	erste Blütenfraktion abmessen · getrockneten Pulverstoff nehmen · zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen · kalter Ansatz, Mittelstufe, abgeschlossen · bis zur Mittelstufe getrocknet · Pulverstoff · vollständig abgekühlt und abgeschlossen · eine Portion der dritten Ansatzfraktion · bis zur Mittelstufe getrockneter und fertiggestellter Ansatz · kalter Ansatz, Endstufe, abgeschlossen · kalt-trocken, Mittelstufe, abgeschlossen.	Die erste Blütenfraktion abmessen; getrockneten Pulverstoff nehmen und davon zwei Dosen bis zur Mittelstufe getrocknetes Gut abteilen. Danach: kalter Ansatz, auf Mittelstufe abgeschlossen; bis zur Mittelstufe getrockneter Pulverstoff; vollständig abgekühlt und abgeschlossen; eine Portion der dritten Ansatzfraktion; bis zur Mittelstufe getrockneter und fertiggestellter Ansatz; auf Kühlendstufe abgeschlossener Ansatz; kalt-trocken auf Mittelstufe abgeschlossen.	Both alternate readers bind cheop to following ol, so the source render uses getrockneter Pulverstoff; fdar retains wet-flower and boundary rivals. GDT683: IT2a und RF1b binden ZL3b cheop ol am selben Ort zu cheopol; die Tokenkomponenten lauten getrocknet-bis-Mittelstufe plus Pulverstoff, die Praxislesung rendert das Ganzwort einmal und lässt Positionen 4 bis 11 nominal. Rival: freie Folge aus Pulveransatz plus Grundansatz.	1	1	LOCAL_BOUND_CHEOPOL	NEITHER_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f115r	f115r.23	S	B	@	13	1	0	2	0	0	0	0	0	1.000000	1	3	1|3|5	dchey|qokeod|qokcho	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	eine Dosis bis zur Mittelstufe trocknen und abschließen | heiß am Ende des Grades | heißen Auszug bereiten und abschließen | Trockenansatz, abgeschlossen | erhitze, trockne und setze an | Samen-/Saatgutposten | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | stark erhitzt, Endstufe III | stark erhitzt, Endstufe III | Holzstoff | trocken in der Mitte des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | Holzdroge, fertig aufbereitet	Eine Dosis bis Mittelstufe trocknen und abschließen · heiß, Endstufe · heißen Auszug bereiten und abschließen · Trockenansatz, abgeschlossen · erhitzen, trocknen und ansetzen · Samen-/Saatgutposten · trockenes Blatt-/Krautgut · stark erhitzt, Endstufe III · stark erhitzt, Endstufe III · Holzstoff · trocken, Mittelstufe, abgeschlossen · heiß-trocken, Mittelstufe, abgeschlossen · Holzdroge, fertig aufbereitet.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Am Heizende einen heißen Auszug bereiten und abschließen; den fertigen Trockenansatz erhitzen, trocknen und neu ansetzen. Saatgutposten und trockenes Blatt- oder Krautgut stark bis zur Endstufe III erhitzen. Das stark erhitzte Gut mit Holzstoff bis zur mittleren Trockenstufe führen, heiß-trocken abschließen und als fertig aufbereitete Holzdroge halten.	qokeod is the new action; keeey remains a repeated high final heat state.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f116r	f116r.12	S	B	3	12	1	0	2	0	0	0	0	0	1.000000	1	2	1|9	qoin|olchdy	MIXED_RECORD	NONE	NONE	NONE	NONE	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	zweiten Ansatz nehmen | Drogenfraktion I | nachgetrocknetes Drogenmaterial, Mittelstufe | heiß im Zubereitungsrahmen, Grad II | zwei Portionen des erhitzten nachgetrockneten Drogenmaterials | trocken am Ende des Grades | heißer Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | Drogenstoff trocknen und fertigstellen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | zwei Portionen der Rohdroge I im kalten Anfangsansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	zweiten Ansatz nehmen · Drogenfraktion I · nachgetrocknetes Drogenmaterial, Mittelstufe · heiß, Grad II, im Zubereitungsrahmen · zwei Portionen des erhitzten nachgetrockneten Drogenmaterials · trocken, Endstufe · heißer Ansatz, Endstufe · kalt, Grad II, im Zubereitungsrahmen · Drogenstoff trocknen und fertigstellen · Rohstoffklasse I im kalten Anfangsansatz · zwei Portionen der Rohdroge I im kalten Anfangsansatz · ein Maß Ansatz-/Drogenmaterial.	Den zweiten Ansatz nehmen: erste Drogenfraktion und nachgetrocknetes Drogenmaterial der Mittelstufe. Auf Heizgrad II bringen; davon zwei Portionen. Bis zur Trocken-Endstufe, danach zur heißen Endstufe und anschließend auf Kühlgrad II führen. Den Drogenstoff trocknen und fertigstellen; von der Rohdroge I im kalten Anfangsansatz zwei Portionen; anschließend ein Maß Drogenmaterial.	qoin uses the learned oin preparation block; form II remains its explicit rival. GDT686: dain#5=AMOUNT:LEFT:cholches | dain#11=AMOUNT:LEFT:otal	0	0	NONE	NONE	NONE	NONE	0	NONE	dain#5=AMOUNT:LEFT:cholches | dain#11=AMOUNT:LEFT:otal	Das unmittelbar linke okain trägt Heizgrad II bereits selbst; die zweite II-Zelle wird als lokale Menge des laufenden Stoffpostens gelesen. | Der Wert liegt zwischen dem Rohstoffposten und einem neuen Ein-Maß-Posten; die lokale Mengenbindung ist kürzer als ein zweiter Klassenwechsel.	AMBER|AMBER	2	dain|dain
f23r	f23r.6	H	A	1	12	1	0	0	0	4	0	0	0	1.000000	1	3	5|11|12	yky|ytcho|ldals	MIXED_RECORD	tshol|daiidal|ytcho|ldals	NONE	NONE	NONE	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	kalt eingeweichter Drogenstoff | hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | abgemessene Trockendroge der Mittelstufe, abgeschlossen | drei abgemessene Mengen Rohdroge I | Dosis I | hieraus einen Kalt-Trockenansatz herstellen | eine Charge Holzrohdroge I abmessen	kalt eingeweichter Drogenstoff · hierzu · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · drei abgemessene Mengen Rohdroge I · Dosis I · hieraus einen Kalt-Trockenansatz herstellen · eine Charge Holzrohdroge I abmessen.	Kalt eingeweichten Drogenstoff nehmen. Hierzu eine heiße Drogenportion auf Stufe III leicht nachwärmen. Die erste Fraktion des heißen Ansatzstoffs abmessen; dazu bis Mittelstufe getrocknete Messdroge, drei abgemessene Mengen Rohdroge I und eine Dosis I. Hieraus einen Kalt-Trockenansatz herstellen und eine Charge Holzrohdroge I abmessen.	Both readers join the earlier y kor and RF1b drops d from dam, but all four new target wholes are bilateral exact.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f24v	f24v.15	H	A	1	4	1	0	0	3	0	0	0	0	1.000000	1	1	1	dchey	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey kchod dchal ochdy	eine Dosis bis zur Mittelstufe trocknen und abschließen | heiß-trockener Ansatz, abgezogen und abgeschlossen | eine Dosis angetrocknete Rohdroge I | fertiggestellter Trockenansatz	Eine Dosis bis Mittelstufe trocknen und abschließen · heiß-trockener Ansatz, abgeschlossen · eine Dosis angetrocknete Rohdroge I · fertiggestellter Trockenansatz.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Den heiß-trockenen Ansatz abziehen, eine Dosis angetrocknete Rohdroge I abmessen und den Trockenansatz fertigstellen.	dchal hat den IT2a-Rivalen dchol; beide Lesungen bewahren eine abgemessene trockene Drogenmenge	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f26r	f26r.2	H	B	2	9	1	0	0	0	0	5	0	0	1.000000	1	3	4|6|8	ykecthey|ytedy|checthedy	ACTION_SEQUENCE	NONE	adeeody|ykecthey|ytedy|checthedy|ls	NONE	NONE	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	eine Dosis bis zur Mittelstufe trocknen und abschließen | Menge III | gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes | hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen | trocken in der Mitte des Grades, abgeschlossen | hiervon bis zur Mittelstufe abkühlen und fertigstellen | Qualitäts-/Wertfeld geschlossen | Blatt- oder Krautdroge in zwei mäßigen Trockengängen fertigstellen | eine Charge Holzdroge	Abgemessene Trockendroge der Mittelstufe, abgeschlossen · Menge III · gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes · hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen · trocken, Mittelstufe, abgeschlossen · hiervon bis zur Mittelstufe abkühlen und fertigstellen · Qualitäts-/Wertfeld geschlossen · Blatt- oder Krautdroge in zwei mäßigen Trockengängen fertigstellen · Wurzelholz.	Abgemessene, bis zur Mittelstufe getrocknete und abgeschlossene Droge, Menge III; ein gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes. Hieraus die Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen, anschließend bis Mitte trocknen und abschließen, dann hiervon bis Mitte abkühlen und fertigstellen. Den Posten schließen und die Krautdroge in zwei mäßigen Trockengängen fertigstellen; Wurzelholz.	Both alternate readers replace source-final ls with published lr, so Wurzelholz overrides the general wood-charge card at this position.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f27r	f27r.9	H	A	1	7	1	0	0	3	0	0	0	0	1.000000	1	1	1	dchey	MIXED_RECORD	NONE	NONE	NONE	NONE	dchey keeod shotchey chol oty chy tolg	eine Dosis bis zur Mittelstufe trocknen und abschließen | vollständig erhitzter und abgezogener Ansatz | Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge | trocken | kalter Ansatz am Anfang des Grades | trocken am Anfang des Grades | ein Gran kalten Drogenmaterials	Eine Dosis bis Mittelstufe trocknen und abschließen · vollständig erhitzter Ansatz, abgezogen · kalt bis Mittelstufe nachgetrockneter Feuchtansatz · trocken · kalter Ansatz, Anfangsstufe · trocken, Anfangsstufe · ein Gran kalten Drogenmaterials.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Den vollständig erhitzten Ansatz abziehen und damit einen Feuchtansatz aus kalt bis zur Mittelstufe nachgetrockneter Droge ansetzen. Danach: trocken; kalter Anfangsansatz, leicht getrocknet; ein Gran kalten Drogenmaterials.	tolg bleibt die schwächste Karte: ZL3b und RF1b stützen g, IT2a bietet mit tolm die Einheit Handvoll GDT685: chol#4=trocken; Kopf zwischen vorherigem Feuchtansatz und folgender Kaltansatzzelle offen	0	0	NONE	NONE	chol#4=trocken; Kopf zwischen vorherigem Feuchtansatz und folgender Kaltansatzzelle offen	Kein einzelner sichtbarer Stoffkopf bindet sicher; Qualitätswert bleibt explizit ohne Trockengut-Erfindung.	1	chol	NONE	NONE	NONE	0	NONE
f30r	f30r.9	H	A	1	7	1	0	2	0	0	0	0	0	1.000000	1	4	1|2|5|7	dchey|qochar|chcthey|cheky	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey qochar chol keeaiin chcthey chor cheky	eine Dosis bis zur Mittelstufe trocknen und abschließen | erste Trockenfraktion nehmen | trocken | vollständig erhitzt, Stufe III | Krautdroge bis zur mittleren Stufe trocknen | Pflanzen-/Reproduktionsteil | bis zur mittleren Trockenstufe, dann leicht erhitzen	Eine Dosis bis Mittelstufe trocknen und abschließen · erste Trockenfraktion nehmen · trocken · vollständig erhitzt, Stufe III · Krautdroge bis zur Mittelstufe trocknen · Pflanzen-/Reproduktionsteil · bis zur mittleren Trockenstufe bringen, dann leicht erhitzen.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Die erste Trockenfraktion nehmen: trocken; vollständig auf Stufe III erhitzen. Die Krautdroge bis zur Mittelstufe trocknen, den Pflanzen- oder Blütenteil dazugeben und bis zur mittleren Trockenstufe bringen, dann leicht anwärmen.	keeaiin is rendered as heat grade III rather than an extra free quantity. GDT685: chol#3=erste Trockenfraktion: trocken	0	0	NONE	NONE	chol#3=erste Trockenfraktion: trocken	Der unmittelbar vorherige q o ch ar-Komplex ist bereits als erste Trockenfraktion gerendert.	1	chol	NONE	NONE	NONE	0	NONE
f49r	f49r.16	H	A	1	4	1	0	2	0	0	0	0	0	1.000000	1	2	1|4	qocho|qotchody	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	qocho cheey dchey qotchody	Trockenansatz nehmen | trocken am Ende des Grades | abgemessene Trockendroge der Mittelstufe, abgeschlossen | kühlen, trocknen, ansetzen und fertigstellen	Trockenansatz nehmen · trocken, Endstufe · abgemessene Trockendroge der Mittelstufe, abgeschlossen · kühlen, trocknen, ansetzen und fertigstellen.	Den Trockenansatz nehmen und bis zur Endstufe trocknen. Die abgemessene und auf Mittelstufe getrocknete Droge als fertiges Zwischenprodukt halten; anschließend kühlen, trocknen, erneut ansetzen und fertigstellen.	Both newly filled positions are explicit actions; qotchody retains a visible result rival.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f56r	f56r.6	H	A	1	6	1	1	0	0	0	0	0	0	1.000000	1	1	1	ykcho	MIXED_RECORD	NONE	NONE	NONE	NONE	ykcho dy dchey keey daiin y	hieraus einen heiß-trockenen Ansatz bereiten | Qualitäts-/Wertfeld geschlossen | abgemessene Trockendroge der Mittelstufe, abgeschlossen | heiß am Ende des Grades | Qualitätsgrad III des heißen Endzustands | Eintrag abgeschlossen	Hieraus einen heiß-trockenen Ansatz bereiten · Qualitäts-/Wertfeld geschlossen · abgemessene Trockendroge der Mittelstufe, abgeschlossen · heiß, Endstufe · Qualitätsgrad III des heißen Endzustands · Eintrag abgeschlossen.	Hieraus einen heiß-trockenen Ansatz bereiten. Die abgemessene Trockendroge ist auf Mittelstufe abgeschlossen; heißer Endzustand, Qualitätsgrad III. Eintrag abgeschlossen.	GDT677 closes ykcho; Der Ansatzschritt eröffnet die Zeile; die folgenden Schluss- und Messfelder beschreiben sein Ergebnis. GDT686: daiin#5=GRADE:LEFT:keey	0	0	NONE	NONE	NONE	NONE	0	NONE	daiin#5=GRADE:LEFT:keey	Der Wert steht zwischen einer heißen Endzelle und dem Eintragsschluss; V59 bindet die Stufe an den sichtbaren Zustand und erzeugt keine Aktion.	AMBER	1	daiin
f75r	f75r.3	B	B	2	9	1	0	0	3	0	0	0	0	1.000000	1	2	4|6	qey|sheeky	MIXED_RECORD	NONE	NONE	NONE	NONE	qokain chal orchey qey kain sheeky ltain olkar or	heiß, Grad II | Rohstoffklasse I, trocken am Gradanfang | eine Portion bis zur Mittelstufe getrocknete Droge | die vorstehende Mittelstufenportion anschließend nehmen | heiß, Grad II | vollständig einweichen, erhitzen und abschließen | Holzdroge, kalt auf Stufe II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Drogenportion	Heiß, Grad II · Rohstoffklasse I, trocken, Anfangsstufe · Portion mittelgetrockneter Droge · diese Portion anschließend nehmen · heiß, Grad II · vollständig einweichen, erhitzen und abschließen · Holzdroge, kalt auf Stufe II · erste erhitzte Drogenfraktion im Ansatz · Drogenportion.	Auf Heizstufe II Rohdroge I leicht trocknen. Eine Portion bis zur Mittelstufe getrocknete Droge anschließend nehmen, auf Heizstufe II bringen, vollständig einweichen, erhitzen und abschließen. Dazu Holzdroge auf Kältestufe II und eine Portion der ersten erhitzten Ansatzfraktion.	qey erhält sein konkretes Objekt ausschließlich von der unmittelbar vorstehenden orchey-Portion	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
