occurrence_id	page	locus	token_index	line_position	left_surface	left_gloss_de	right_surface	right_gloss_de	quality_cue	material_or_part_cue	local_axis_rival	global_dispatch	reader_boundary	reader_exact	split_normalized	zl3b_line	it2a_line	rf1b_line
G626-M03362	f52v	f52v.11	3	MIDDLE	shor	Blüten-/Fruchtstand; reproduktiver Teil	ckhey	Arzneikompositum in der Gradmitte	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	daiin shor qodaiin ckhey sal	daiin shor qodaiin ckhey sal	daiin shor qodaiin ckhey sal
G626-M03383	f54v	f54v.2	6	MIDDLE	cheor	trockener Drogenteil	cthaildy	OPEN	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	dcheaiin cphain s ar cheor qodaiin cthaildy ypchal	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal
G626-M03387	f54v	f54v.6	4	MIDDLE	shocthy	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	keeody	vollständig ausgekochter Ansatz	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	tol cheol shocthy qodaiin keeody	tol cheol shocthy qodaiin kchody	tol cheol shocthy qodaiin kchody
G626-M03601	f6r	f6r.7	2	MIDDLE	daiin	Grad-/Maßwert III	cho	Trockenansatz	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s
G626-M04510	f85r1	f85r1.18	4	MIDDLE	qokedy	heiß in der Mitte des Grades, abgeschlossen	chy	trocken am Anfang des Grades	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	olkeey otchey qokedy qodaiin chy checphey otshey qokshey schdy dam	olkeey otchey qokedy qodaiin chcthihy checphey otshey qokshey schdy dam	olkeey otchey qoke y qodaiin chy checphey otshey qokshey sch y am
G626-M04489	f85r1	f85r1.5	3	MIDDLE	kchedy	heiß und trocken in der Mitte des Grades, abgeschlossen	olkeedy	Holzdrogenansatz vollständig erhitzt und abgeschlossen	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	tchedy kchedy qodaiin olkeedy oraiin olshedy okchy kedy tedy tdam	tchedy kchedy qodaiin olkeedy oraiin olshedy okchy kedy tedy tdam	tchedy kchedy qodaiin olkeedy oraiin olshedy kchy kedy te y tdam
G626-M04554	f85r2	f85r2.16	2	MIDDLE	oteey	kalter Ansatz am Ende des Grades	odain	Zubereitungsdosis II	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	ALTERNATE_READER_VARIANT	0	0	oteey qodaiin odain an chey	oteey qodain odain an chey	oteey qodaiin odain an chey
G626-M04562	f85r2	f85r2.21	5	LAST	shedy	feucht in der Mitte des Grades, abgeschlossen	<END>	OPEN	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	qokeody qoekedy dody shedy qodaiin	qokeody qoekedy dody csedy qodaiin	qokeody qoekedy dody shedy qodaiin
G626-M04594	f86v3	f86v3.13	5	MIDDLE	qokain	heiß, Grad II	olkar	OPEN	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	osheey or sheey tcheody qokain qodaiin olkar chedaiin ychedy qokody cholkain	osheey orshee tcheody qokain qodaiin olkar che aiin y ched qoka y cholkain
G626-M04608	f86v3	f86v3.25	1	FIRST	<START>	OPEN	y	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	RF1B_QOD_AIIN_SPLIT	0	1	qodaiin y ochedy qotchey qoky daiin chdy oteedy qoty daiin am	qodaiin yochedy qotchey qoky daiin chdy oteedy qoty daiin om	qod aiin y ochedy qotchey qoky daiin ch y otee y qoty daiin am
G626-M04621	f86v3	f86v3.36	3	MIDDLE	qoteey	kalt am Ende des Grades	okeeey	OPEN	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	ykeeedy qoteey qodaiin okeeey	ykeeedy qoteey qodaiin okeeey	ykeeedy qoteey qodaiin okeeey
G626-M04691	f86v5	f86v5.31	7	MIDDLE	ytain	OPEN	ytody	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar	tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar	tol kaiin ytchdy chol ytedy ytain qodaiin yto y ykeshy ar
G626-M04860	f89r1	f89r1.8	3	MIDDLE	chol	trocken; nominal trockenes Gut/Material	chol	trocken; nominal trockenes Gut/Material	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam	qokeol chol qodaiin chol cheody qokechy aiin ctheody dam
G626-M05041	f95r2	f95r2.1	5	MIDDLE	dalfchy	OPEN	chckhyfchy	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	RF1B_QO_DAIIN_SPLIT	0	1	kshedy or chdy dalfchy qodaiin chckhyfchy daraiin dalal	kshedy or chdy dalfchy qodaiin chckhyfchy daraiin dalal	kshe y or ch y dalfchy qo daiin chckhyfchy araiin dalal
G626-M05063	f95v1	f95v1.8	3	MIDDLE	sheos	OPEN	fchodaiin	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	dchody sheos qodaiin fchodaiin chtal dar okedy okchedy	dchody sheos qodaiin fchodaiin chtal dar okedy okchedy	chody sheos qodaiin fchodaiin chtal dar oke y okche y
