locus	selected_path_id	source	segmentation	rule
f100r.24	f100r.24|P03	saiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	s+a+i+i+c+h+o+r s+h+e+o+r q+o+c+k+h+o+d+y o+d+e+o+r y+k+s+h+e+e+y c+h+o+l+s+h+e+o+d+y s+a+i c+h+e+o+l s+a+i+i+n	source-symbol stream
f100r.25	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	s+h+e+o+r q+k+e+e+o+d+y c+h+o+l d+a+i+i+n c+t+h+e+o+l o+l+c+h+e+o+l c+h+e+k+y c+h+e+o+l c+h+e+o+c+k+h+y o+k+e+o+l	source-symbol stream
f100r.26	f100r.26|P01	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	y+a+i+i+n c+h+e+k+e+e+y c+h+o+l c+h+o+l+o+d+y c+h+o+s o+l+c+h+o+r q+o+k+e+o+l o+k+e+e+o+l c+h+e+o+l+s a+l	source-symbol stream
f100r.27	f100r.27|P01	chol cheol cho chckheody otolchey	c+h+o+l c+h+e+o+l c+h+o c+h+c+k+h+e+o+d+y o+t+o+l+c+h+e+y	source-symbol stream
f100r.3	f100r.3|P01	otear	o+t+e+a+r	source-symbol stream
f100r.4	f100r.4|P02	chofary	c+h+o+f+a+r+y	source-symbol stream
f100r.5	f100r.5|P03	sarchar daiindy	s+a+r+c+h+a+r d+a+i+i+n+d+y	source-symbol stream
f100r.6	f100r.6|P03	oraro	o+r+a+r+o	source-symbol stream
f100r.7	f100r.7|P01	chalsain	c+h+a+l+s+a+i+n	source-symbol stream
f100r.8	f100r.8|P01	soity	s+o+i+t+y	source-symbol stream
f100r.9	f100r.9|P01	sosam	s+o+s+a+m	source-symbol stream
f100v.1	f100v.1|P01	tolchd	t+o+l+c+h+d	source-symbol stream
f100v.10	f100v.10|P01	okcheor	o+k+c+h+e+o+r	source-symbol stream
f100v.11	f100v.11|P01	ytchol	y+t+c+h+o+l	source-symbol stream
f100v.12	f100v.12|P01	dykchal	d+y+k+c+h+a+l	source-symbol stream
f100v.13	f100v.13|P01	chos ctharal	c+h+o+s c+t+h+a+r+a+l	source-symbol stream
f100v.14	f100v.14|P02	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	c+t+h+d+e+e+c+t+h+y s+h+e+o+c+p+h+y q+o+t+e+o+d+y c+k+h+o+o+r a+r c+h+o+r o+t+e+e+y d+a+i+i+n q+o+k+o+m+o	source-symbol stream
f100v.15	f100v.15|P02	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	s+o+r c+h+e+e+y d+a+i+r o+l c+h+e+o+l q+o+o+l+k+e+e+y c+h+o+l c+h+e+e+y q+o+k+e+o+l c+h+o+t+o+l+s	source-symbol stream
f100v.16	f100v.16|P02	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	y+k+e+e+o+l c+h+o+l c+h+e+y e+e+o+s+e+e+o+s s+h+e+e+o o+k+e+o+l c+h+e+s o+k+e+o+r o+k+e+o+l d+y	source-symbol stream
f100v.17	f100v.17|P02	chockhey cholkcheol qokeol okol chol chotor chso solcthy	c+h+o+c+k+h+e+y c+h+o+l+k+c+h+e+o+l q+o+k+e+o+l o+k+o+l c+h+o+l c+h+o+t+o+r c+h+s+o s+o+l+c+t+h+y	source-symbol stream
f100v.18	f100v.18|P02	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	t+o+c+h+e+o s+o+l c+h+e+o c+h+e+e+o+r o+d+a+i+d+y c+k+h+o+d s+h c+h+o+d q+o+k+e+o+l s+a+l	source-symbol stream
f100v.19	f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	s+a+i+n c+h+e+o+k+e+o+s c+h+o+c+k+h+y c+h+o+c+t+h+e+y k+c+h+o+d+y c+h+o+c+k+h+h+o+r c+h+c+k+h+e+y d+a+n	source-symbol stream
f100v.2	f100v.2|P01	chols	c+h+o+l+s	source-symbol stream
f100v.20	f100v.20|P01	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	y+c+h+e+o+k+y s+h+o+k+e+e+s+y q+o+k+e+e+y c+h+o+k+e+o+l s+a+r+a+l+o+a+l+y c+h+e+o+r o+l c+h+o+c+k+h+a+r	source-symbol stream
f100v.21	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	s+o+r+a+l o+k+o+r o+l c+h+o+y l+y a+r+a+r+o+y o+k+a+r c+h+e+e+e+a+l c+h+e+o+k+e+o+l o+r+e+y	source-symbol stream
f100v.22	f100v.22|P01	daiin cheky chory	d+a+i+i+n c+h+e+k+y c+h+o+r+y	source-symbol stream
f100v.3	f100v.3|P01	opchor	o+p+c+h+o+r	source-symbol stream
f100v.4	f100v.4|P01	solsy	s+o+l+s+y	source-symbol stream
f100v.5	f100v.5|P01	soleesos	s+o+l+e+e+s+o+s	source-symbol stream
f100v.6	f100v.6|P01	ykchochdy	y+k+c+h+o+c+h+d+y	source-symbol stream
f100v.7	f100v.7|P01	ykchdy	y+k+c+h+d+y	source-symbol stream
f100v.8	f100v.8|P01	dchdy	d+c+h+d+y	source-symbol stream
f100v.9	f100v.9|P01	dalsy	d+a+l+s+y	source-symbol stream
f101r.1	f101r.1|P01	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	p+c+h+e+o+l s+h+e+o+l o+l s+h+e+y q+o+c+k+h+o+l s+h+o+r y+t+e+o+l s+h+e+o+c+k+h+e+y q+p+o+l c+h+e+a+r s a+i+i+n o+l+e+e+e+y q+k+e+e+y c+h+o+p+c+h+e+e+y c+h+e+c+k+h+e+y c+p+h+e+o+c+t+h+y y+k+c+h+y c+h+e+e+y c+h+e+k+e+e+y d+a+l c+h+e+y	source-symbol stream
f101r.10	f101r.10|P02	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	k+o+r a+i+t+h+y o+l c+h+s s+h+o o+l+c+h+e+e+o+l k+a+l+s+h+e+y o+k+e+o+l+y o+i+i+n a+i+i+o+l+y	source-symbol stream
f101r.2	f101r.2|P02	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	d+o+l c+h+o+k+e+e+y c+h+k+e+y c+t+h+e+y o+k+a+l c+h+o+l k+o+l o+k+e+e+y r o+r o+l o+k+o+l+o+l o+l+c+h+e+y q+o+k+c+h+o+r o+k+e+y q+o+k+e+o+l k+o+r s+h+e+y t+e+o+l o+r a+i+i+n c+h+o+l d+a+i+i+n	source-symbol stream
f101r.3	f101r.3|P02	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	e+t+o+l+c+t+h+e+o+l o+k+e+o+r r s+h+e+o+l q+o+t+o+l s+h+e+o d+o+l s+h+e+y o+k+e+e+y c+t+h+e+e+a y+t+e+e+o+l+d+y k+c+h+d+o+l s+h+e+o+d+y o+r o+l s+h+e+o+r q+o+t+o+i+i+r o+t+o+l s+h+e+e+y s+s+h+e+o t+c+h+e+y o+l d+a+r a+m	source-symbol stream
f101r.4	f101r.4|P02	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	y+c+h+e+e+o o+r s+h+e+e+o+l d+a+i+i+n s+h+e+e+o+l o+k+e+o+l c+t+h+e+o+l s+h+k+e+e+o q+o+c+k+h+e+o+l d+a+i+i+n s+h+y c+s+o+l o+k+e+e+o+r c+t+o+d+y c+h+k+c+h+o+l d+o+t+e+o+d+a o+k+e+o+l d+a+i+s+i+n o+k+e+e+y o+k+e+e+y d+a+i+r+i+n	source-symbol stream
f101r.5	f101r.5|P02	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	d+a+i+i+n c+t+h+e+o+l c+h+e+o+l o+k+o+r o+r a+i+i+n c+h+e+o+l c+h+o k+e+e+o d+c+h+e+y o+k+o+l o+k+e+o+l d+o+r c+h+o+l c+h+y r a+i+i+n o+t+e+o+l o+r+a+i+i+n o+l+c+h+e+y o+t+e+e+o+d s+h+e+o+l o+k+e+o+l c+h+o+s+a+i+i+n s+h+e+o+m	source-symbol stream
f101r.6	f101r.6|P02	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	o+k+e+e+o+l s+h+o s+h+o+d+y s+h+o s+h+o+l o+k+e+e+e+o+l c+h+e+o+s s+h+e+o+k+e+e+y s+h+e+e+o+r c+h+c+h+y c+h+o+d+a+i+i+n s+h+e+e+c+k+h+e+y t+e+e+o+l s+c+h+e+o+l s+a+r o+e+e+o+r	source-symbol stream
f101r.7	f101r.7|P02	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	c+p+h+o+a+r o+a+i+i+n y+p+c+h+o+l+y d+a+i+i+n o+t+a+i+i+n o+t+a+i+i+n y+f+o+l+a+i+i+n f+c+h+e+o+l+a+i+n y+p+c+h+e+y y+p+h+o+o s+h+o+t+e+y o+d+a+r+i+i+n s+h+e+o+o+r s+h+e+o+r c+k+h+e+e+y y+k+h+e+y q+o+k+c+h+e+y c+h+o+l+p c+h+e+o+l d+y	source-symbol stream
f101r.8	f101r.8|P01	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	o+l+a+i+i+n o+t+e+o+l c+h+o+r o+t+e+e+y c+h+o+k+c+h+e+y k+o+r d+a+i+i+n s+h+o+k c+h+o+l c+h+o+l q+o+k+y d+a+i+i+n o+l s a+l y+d+a+r d+a+i+i+n o+r o+r+y o+k+e+e+y d+a+i+i+n s+h+e+y d+a+i+i+n o+k+o+l c+h+e+o+r	source-symbol stream
f101r.9	f101r.9|P02	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	d+a+i+i+n o+k+e+o+l q+o+k+c+h+e+o+l y+k+e+o+r d+a+r o+l o+t+e+c+h+y y+k+e+o+r d+o+r a+i+i+n c+h+l+s c+h+e+o+l o+k+o+l s+h+e+y q+o+d+a+r s+o+i+i+n c+h+o+k+o q+o+k+e+o+l d+a+i+i+n o+d+a+r o+k+c+h+o+l c+h+e+o+r c+h+e+t+y	source-symbol stream
f101v.1	f101v.1|P02	sairaly	s+a+i+r+a+l+y	source-symbol stream
f101v.10	f101v.10|P01	okol	o+k+o+l	source-symbol stream
f101v.11	f101v.11|P01	arom	a+r+o+m	source-symbol stream
f101v.12	f101v.12|P01	oraram	o+r+a+r+a+m	source-symbol stream
f101v.13	f101v.13|P01	oraeep	o+r+a+e+e+p	source-symbol stream
f101v.14	f101v.14|P02	dytoly	d+y+t+o+l+y	source-symbol stream
f101v.15	f101v.15|P01	olkor	o+l+k+o+r	source-symbol stream
f101v.16	f101v.16|P01	dolary	d+o+l+a+r+y	source-symbol stream
f101v.17	f101v.17|P01	odor	o+d+o+r	source-symbol stream
f101v.18	f101v.18|P01	olaran	o+l+a+r+a+n	source-symbol stream
f101v.19	f101v.19|P01	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	t+o+l+c+h+o+r c+h+e+o+p+o+r o+r o+d+y c+p+h+e+y r s+h+e+e f+o+l s o+i+i+n o+t+s+h+e+e+y o+t+c+h+y k+c+h+o p+c+h+o+l+y c+h+o+r o+r c+h+o+r+o+r s+y d+o+r+a+r o+k+o+r+a+i+i+n o+r+o+l+o+d+a+i+n	source-symbol stream
f101v.2	f101v.2|P01	otaldy	o+t+a+l+d+y	source-symbol stream
f101v.20	f101v.20|P01	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	o+r a+i+i+n o+r o o+r o+d+a+m c+h+o+r s a+i+i+n o+k+o+r c+h+e+e+o+r s+h+e+e+o+l q+o+k+o+l e+t+o+l q+o+o+r c+h+e+e+y q+y+k+e+o+d o+e+e+o r c+h+o+y s o+k+e+e+o+d+y c+h+o+d+a+i+i+n c+t+h+y o+k+o+d+y d+a+r	source-symbol stream
f101v.21	f101v.21|P02	ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	y+c+h+e+o+r o+e+o d+a+i+n c+h+e+o+k+a+l y+k+h+o+d+y c+h+e+e+o+d+s o+r+a+i+i+n q+o+e+e+y c+t+h+e+y e+o+c+t+h+y d+a+i+n c+h+e+d+o d+y+d+y	source-symbol stream
f101v.22	f101v.22|P02	kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	k+s+h+a+r l+o+l k+e+e+o+l o+t+a+l o+r o+l a+i+i+n o+k+e+o+d y+k+e+e+y d+a+i+n o+l+c+h+e+o+l o+p+c+h+e+o+l c+t+h+e+y q+e+k+e+o+l+d+y q+o+c+t+h+o+r s+h+e+o+d+y q+o+c+k+h+e+e+y o+d+a+i+i+n s+h+o y+t+o+l+a+i+i+r s+o+d+a+i+i+n d+y	source-symbol stream
f101v.23	f101v.23|P02	oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	o+a+i+i+n o+l o+l+o+r d+a+i+i+n o+k+e+e+y q+o+k y+k+e+o+l d+a+i+i+n q+o+c+k+h+y d+a+i+i+n o+l+c+h d+a+r q+o+k+e+o+l d+o+l o+r+a+i+i+n o+l+d+a+i+i+n k+e+e+o+l r+c+h q+o+k+e+e+e+o+r s+y+d+y c+h+e+o+r o+k+e+e+y c+h+o+l d+o d+a+r	source-symbol stream
f101v.24	f101v.24|P02	teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	t+e+e+a+l s+h+e+o+l q+o+k+e+o+r q+k+h+o+l o+l+c+h+o+r c+h+o+k+e+y c+h+o+r c+t+h+e+e+y d+a+s d+a+i+i+n c+h+e+e+o+d+y c+h+e+e+y k+e+o c+h+e+o+l d+a+i+i+i+n d+e+e+o+r c+h+e+e+d+y	source-symbol stream
f101v.25	f101v.25|P02	daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	d+a+i+i+n d+a+i+r y+t+e+o+l c+h+o+r q+o+c+k+h+o+l d+a+i+i+n c+k+h+e+e+y c+h+e+y k+c+h+e+y d+o+s i+i+n o+k+e+e+y c+k+h+e+o l+c+h+e+o+d+y k+c+h+e+o+l d+a+i+i+n e+t+e+e+y+s c+t+h+e+o+d+y c+t+h+e+o+c+k+h+o+s+h+o o+l+c+h+o+r	source-symbol stream
f101v.26	f101v.26|P01	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	o+l+a+i+i+n o+k+e+o+l c+h+e+o k+o+l c+h+e+s s+h+e+e+y q+o+o+r q+o+k+e+o+d+y c+h+e+o+r o+k+e+o o+i+i+n c+h+e+e+y c+t+h+e+y o+r+y c+t+h+e+e+y q+o+k+e+e+y s+h+o+l o+d+y c+h+e+o+l o+r+a+l+a+r s+h+e+y q+o+k+a+r a+r+y	source-symbol stream
f101v.27	f101v.27|P01	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	s+a+l c+h+o+l c+h+o+l+y o+k+e+e+y d+a+l q+o+l s+h+c+k+h+e+o+l c+h+o+l c+t+h+e+a+r k+e+e+o+l c+h+e+e+o o+l c+h+s o+r+a+i+i+n q+o+k+e+e+e+y s+o+i+i+n q+o+d+a+i+i+n c+h+e+o+l q+o+k+e+e+y d+a+i+i+n c+h+e+o+d+a+m	source-symbol stream
f101v.28	f101v.28|P01	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	t+e+o+l c+h+e+o+l e+t+c+h+e+y c+h+e+o r c+h+e+o+l c+t+h+o+l c+h+o+l+a+i+i+n c+h+o+l q+k+a+r	source-symbol stream
f101v.3	f101v.3|P01	otol	o+t+o+l	source-symbol stream
f101v.4	f101v.4|P02	yta	y+t+a	source-symbol stream
f101v.5	f101v.5|P01	dokor	d+o+k+o+r	source-symbol stream
f101v.6	f101v.6|P01	orar	o+r+a+r	source-symbol stream
f101v.7	f101v.7|P01	otarar	o+t+a+r+a+r	source-symbol stream
f101v.8	f101v.8|P03	otoly	o+t+o+l+y	source-symbol stream
f101v.9	f101v.9|P01	soraly	s+o+r+a+l+y	source-symbol stream
f102r1.1	f102r1.1|P01	daarod	d+a+a+r+o+d	source-symbol stream
f102r1.10	f102r1.10|P01	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	y+c+h+e+o+l s+h+o+l+d+y c+h+o+l c+h+o+l y+k+e+e+o+l d+o+l d+o+l+e+o+d+a+i+i+n d+a+l c+t+h+e+d+y	source-symbol stream
f102r1.11	f102r1.11|P01	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	d+c+h+e+o q+o+c+k+h+y s+o+l s+h+e+e+y o+k+e+o+d+y q+o+k+e+o+d+o+l s+h+o+c+k+h+e+y o+l+e+e+o+l	source-symbol stream
f102r1.12	f102r1.12|P02	dardsh	d+a+r+d+s+h	source-symbol stream
f102r1.13	f102r1.13|P02	teesody qoeol olcheor qokey okshey qokeol sheo folcfhhy	t+e+e+s+o+d+y q+o+e+o+l o+l+c+h+e+o+r q+o+k+e+y o+k+s+h+e+y q+o+k+e+o+l s+h+e+o f+o+l+c+f+h+h+y	source-symbol stream
f102r1.14	f102r1.14|P02	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	d+o+e+e+y k+e+e+o+l q+o+k+e+o d+a+o+r s+h+e+y q+o+t+e+o+l o+k+o+l c+h+o+s s+o+r o+e+e+a+i+i+n	source-symbol stream
f102r1.15	f102r1.15|P01	or chol daiin dykeor sheey qokeody dor os ykeeykam	o+r c+h+o+l d+a+i+i+n d+y+k+e+o+r s+h+e+e+y q+o+k+e+o+d+y d+o+r o+s y+k+e+e+y+k+a+m	source-symbol stream
f102r1.16	f102r1.16|P01	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	d+d+o+r c+h+o+r+d+a+m s+o+r+a+i+i+n y+k+e+e+y d+y o+k+e+o+l d+o+e+o+e+a+r s a+r+a+l d+o+r	source-symbol stream
f102r1.17	f102r1.17|P01	ydar arody oldaiin sody chockhy oly	y+d+a+r a+r+o+d+y o+l+d+a+i+i+n s+o+d+y c+h+o+c+k+h+y o+l+y	source-symbol stream
f102r1.2	f102r1.2|P01	otodeeodor	o+t+o+d+e+e+o+d+o+r	source-symbol stream
f102r1.3	f102r1.3|P01	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	p+o+l+a+i+i+n s+h+o+c+t+h+y q+o+t+e+o+l l+o+i+i+i+n o+t+e+e+o+r c+p+h+e+o+d+a+r s+h+o+l+d+a+i+i+n	source-symbol stream
f102r1.4	f102r1.4|P03	dsheody okeeoy kody chkeeody daraiiin ctheoly qokcheololain	d+s+h+e+o+d+y o+k+e+e+o+y k+o+d+y c+h+k+e+e+o+d+y d+a+r+a+i+i+i+n c+t+h+e+o+l+y q+o+k+c+h+e+o+l+o+l+a+i+n	source-symbol stream
f102r1.5	f102r1.5|P01	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	y+t+o+l s+h+e+o+l s+h+e o+l+a+i+i+n o+r+a+i+n o+r+a+r+o+e+k+e+o+l c+h+o+l e+k+e+y q+o+k+o+l d+a+i+n	source-symbol stream
f102r1.6	f102r1.6|P01	daiin ykeeol oldy okodaiin	d+a+i+i+n y+k+e+e+o+l o+l+d+y o+k+o+d+a+i+i+n	source-symbol stream
f102r1.7	f102r1.7|P01	okolaly	o+k+o+l+a+l+y	source-symbol stream
f102r1.8	f102r1.8|P01	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	p+s+h+o+d+a+i+i+n q+o+o+r+a+r c+h+o+p+y c+h+o+f+o+l d+a+i+i+n o+t+e+o+l q+o+t+e+o+l d+o+l+y	source-symbol stream
f102r1.9	f102r1.9|P01	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	d+a+i+i+n o+r+s+h+e+o+l+d+y q+o+k+e+o+l o+t+e+e+o+d+y l+s+h+o+d+y+k+e+o+d+a+l q+o+k+s+h+d+y s+y	source-symbol stream
f102r2.1	f102r2.1|P01	kodaiig	k+o+d+a+i+i+g	source-symbol stream
f102r2.10	f102r2.10|P01	shockhy qockhey sol eeey dol cheol doaiin qkeeey cthey	s+h+o+c+k+h+y q+o+c+k+h+e+y s+o+l e+e+e+y d+o+l c+h+e+o+l d+o+a+i+i+n q+k+e+e+e+y c+t+h+e+y	source-symbol stream
f102r2.11	f102r2.11|P02	kockhas okor ykeey okeey qokeey dol ol sheody okey dol cthchy	k+o+c+k+h+a+s o+k+o+r y+k+e+e+y o+k+e+e+y q+o+k+e+e+y d+o+l o+l s+h+e+o+d+y o+k+e+y d+o+l c+t+h+c+h+y	source-symbol stream
f102r2.12	f102r2.12|P02	ytchy olockhy okeey cheody soiin dol ockhy okeody	y+t+c+h+y o+l+o+c+k+h+y o+k+e+e+y c+h+e+o+d+y s+o+i+i+n d+o+l o+c+k+h+y o+k+e+o+d+y	source-symbol stream
f102r2.13	f102r2.13|P02	dedloy	d+e+d+l+o+y	source-symbol stream
f102r2.14	f102r2.14|P02	osal	o+s+a+l	source-symbol stream
f102r2.15	f102r2.15|P02	ralr	r+a+l+r	source-symbol stream
f102r2.16	f102r2.16|P02	cthol dcthody cthol soeees ykeody qokeey qotcho soefchocphy	c+t+h+o+l d+c+t+h+o+d+y c+t+h+o+l s+o+e+e+e+s y+k+e+o+d+y q+o+k+e+e+y q+o+t+c+h+o s+o+e+f+c+h+o+c+p+h+y	source-symbol stream
f102r2.17	f102r2.17|P02	ykeockhey okey qokeeo ckhey qokey desey qyoeey dol chkey cheky	y+k+e+o+c+k+h+e+y o+k+e+y q+o+k+e+e+o c+k+h+e+y q+o+k+e+y d+e+s+e+y q+y+o+e+e+y d+o+l c+h+k+e+y c+h+e+k+y	source-symbol stream
f102r2.18	f102r2.18|P01	otol shey qockhey dol shey dol sheey qokol daiin oky oky	o+t+o+l s+h+e+y q+o+c+k+h+e+y d+o+l s+h+e+y d+o+l s+h+e+e+y q+o+k+o+l d+a+i+i+n o+k+y o+k+y	source-symbol stream
f102r2.19	f102r2.19|P02	qokeod okeol okeol ycheo ckhey qkeody qokey ody keeody chody	q+o+k+e+o+d o+k+e+o+l o+k+e+o+l y+c+h+e+o c+k+h+e+y q+k+e+o+d+y q+o+k+e+y o+d+y k+e+e+o+d+y c+h+o+d+y	source-symbol stream
f102r2.2	f102r2.2|P02	lsais amg cheey cfhey por aiin chefoly	l+s+a+i+s a+m+g c+h+e+e+y c+f+h+e+y p+o+r a+i+i+n c+h+e+f+o+l+y	source-symbol stream
f102r2.20	f102r2.20|P03	ykeey keeol cheos ydeeal cheody ykeeod olchey	y+k+e+e+y k+e+e+o+l c+h+e+o+s y+d+e+e+a+l c+h+e+o+d+y y+k+e+e+o+d o+l+c+h+e+y	source-symbol stream
f102r2.21	f102r2.21|P01	koldarod	k+o+l+d+a+r+o+d	source-symbol stream
f102r2.22	f102r2.22|P01	odalydary	o+d+a+l+y+d+a+r+y	source-symbol stream
f102r2.3	f102r2.3|P01	ycheor olaiin olsho qokol olaiin oldam	y+c+h+e+o+r o+l+a+i+i+n o+l+s+h+o q+o+k+o+l o+l+a+i+i+n o+l+d+a+m	source-symbol stream
f102r2.4	f102r2.4|P01	daiin ckheeol oldor okol cheodor sor airam	d+a+i+i+n c+k+h+e+e+o+l o+l+d+o+r o+k+o+l c+h+e+o+d+o+r s+o+r a+i+r+a+m	source-symbol stream
f102r2.5	f102r2.5|P01	tor sheo or chey qoor yteor chol choky	t+o+r s+h+e+o o+r c+h+e+y q+o+o+r y+t+e+o+r c+h+o+l c+h+o+k+y	source-symbol stream
f102r2.6	f102r2.6|P02	daiin okody qokeody okeol dor chckhy oteod sossy	d+a+i+i+n o+k+o+d+y q+o+k+e+o+d+y o+k+e+o+l d+o+r c+h+c+k+h+y o+t+e+o+d s+o+s+s+y	source-symbol stream
f102r2.7	f102r2.7|P02	okroldy	o+k+r+o+l+d+y	source-symbol stream
f102r2.8	f102r2.8|P01	kolor olaiin opor shey opolkod odain sheo qoeol shey	k+o+l+o+r o+l+a+i+i+n o+p+o+r s+h+e+y o+p+o+l+k+o+d o+d+a+i+n s+h+e+o q+o+e+o+l s+h+e+y	source-symbol stream
