page	unit_id	locus	group_count	local_owner	local_namespace	selected_local_action_de	selected_instrument_reading_de	orientation	crosspage_key
f67r2	A1	f67r2.11	3	A1_RIGHT_SECTOR_SLOT_11	A1_RIGHT_WHEEL_ONLY	Zeige dieser lokale Sektorplatz 11 des rechten f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.12	2	A1_RIGHT_SECTOR_SLOT_12	A1_RIGHT_WHEEL_ONLY	Zeige dieser lokale Sektorplatz 12 des rechten f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.13	4	A1_RIGHT_RING_BAND_01	A1_RIGHT_WHEEL_ONLY	Zeige gegenwärtiges Ringband des rechten f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.14	3	A1_RIGHT_RING_BAND_02	A1_RIGHT_WHEEL_ONLY	Zeige gegenwärtiges Ringband des rechten f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.15	1	A1_LEFT_LOCAL_FIELD_15	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 15 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.16	4	A1_LEFT_LOCAL_FIELD_16	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 16 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.17	3	A1_LEFT_LOCAL_FIELD_17	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 17 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.18	3	A1_LEFT_LOCAL_FIELD_18	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 18 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.19	4	A1_LEFT_LOCAL_FIELD_19	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 19 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.20	2	A1_LEFT_LOCAL_FIELD_20	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 20 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.21	3	A1_LEFT_LOCAL_FIELD_21	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 21 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.22	1	A1_LEFT_LOCAL_FIELD_22	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 22 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.23	2	A1_LEFT_LOCAL_FIELD_23	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 23 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.24	3	A1_LEFT_LOCAL_FIELD_24	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 24 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.25	1	A1_LEFT_LOCAL_FIELD_25	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 25 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.26	3	A1_LEFT_LOCAL_FIELD_26	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 26 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.27	4	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 27 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.28	2	A1_LEFT_LOCAL_FIELD_28	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 28 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.29	2	A1_LEFT_LOCAL_FIELD_29	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 29 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.30	2	A1_LEFT_LOCAL_FIELD_30	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 30 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.31	1	A1_LEFT_LOCAL_FIELD_31	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 31 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.32	4	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 32 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.33	3	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 33 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.34	2	A1_LEFT_LOCAL_FIELD_34	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 34 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.35	3	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 35 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.36	3	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 36 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.37	1	A1_LEFT_LOCAL_FIELD_37	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 37 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.38	2	A1_LEFT_LOCAL_FIELD_38	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 38 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.39	3	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 39 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.40	3	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 40 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.41	2	A1_LEFT_LOCAL_FIELD_41	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 41 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.42	3	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.43	4	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.44	3	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.45	3	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.46	2	A1_LEFT_LOCAL_FIELD_46	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 46 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
f67r2	A1	f67r2.47	1	A1_LEFT_LOCAL_FIELD_47	A1_LEFT_WHEEL_ONLY	Zeige gegenwärtiges lokales Radial-/Ringfeld 47 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
